loyalty_id,customer_id,points_earned,source,date_earned
13555,9299,221,Purchase,2025-11-10
13556,49855,42,Referral,2025-05-11
13557,35465,312,Referral,2026-01-20
13558,25756,403,Purchase,2025-04-03
13559,24903,33,Bonus,2025-09-01
13560,8940,224,Referral,2026-02-19
13561,9064,192,Referral,2026-02-11
13562,44067,21,Purchase,2026-01-09
13563,48771,223,Purchase,2025-06-22
13564,48511,31,Referral,2026-02-18
13565,20157,356,Referral,2025-08-21
13566,3320,486,Purchase,2025-05-03
13567,28741,382,Referral,2025-11-10
13568,3257,154,Referral,2025-09-22
13569,36464,275,Purchase,2025-12-10
13570,36776,176,Referral,2025-12-15
13571,44255,331,Referral,2025-12-31
13572,27637,468,Referral,2025-09-28
13573,1457,309,Purchase,2025-03-18
13574,12025,479,Bonus,2025-07-31
13575,46656,199,Referral,2026-01-03
13576,1315,327,Purchase,2026-02-02
13577,22981,252,Referral,2025-03-07
13578,591,118,Referral,2025-04-25
13579,27998,142,Referral,2025-08-04
13580,33334,126,Bonus,2025-04-23
13581,31044,468,Referral,2025-04-11
13582,6049,446,Referral,2026-01-15
13583,10364,469,Bonus,2025-06-10
13584,45948,211,Bonus,2026-01-29
13585,32945,237,Purchase,2025-03-10
13586,2369,412,Referral,2025-11-08
13587,18717,117,Purchase,2025-04-23
13588,24381,422,Purchase,2025-05-18
13589,9570,427,Bonus,2025-07-14
13590,41759,419,Purchase,2025-03-06
13591,20458,404,Bonus,2025-11-17
13592,18899,268,Bonus,2025-03-23
13593,41686,115,Referral,2025-11-23
13594,13277,205,Purchase,2026-02-08
13595,24085,155,Bonus,2025-11-03
13596,45351,343,Purchase,2026-01-23
13597,24946,325,Purchase,2025-04-15
13598,42693,429,Referral,2025-07-01
13599,4356,344,Purchase,2026-01-18
13600,40913,119,Purchase,2025-10-22
13601,11662,22,Bonus,2025-04-27
13602,34756,156,Referral,2026-02-17
13603,47595,459,Referral,2025-10-05
13604,7828,407,Referral,2025-12-30
13605,1229,34,Purchase,2026-01-27
13606,18066,335,Referral,2025-09-08
13607,37883,469,Bonus,2025-11-02
13608,43489,249,Bonus,2025-05-12
13609,47037,242,Bonus,2026-01-01
13610,20694,460,Bonus,2025-03-17
13611,44003,324,Referral,2025-10-19
13612,40586,138,Referral,2025-04-10
13613,31876,199,Purchase,2025-07-10
13614,4887,299,Referral,2025-03-02
13615,29697,302,Purchase,2025-08-24
13616,37834,270,Bonus,2025-03-31
13617,48635,250,Bonus,2026-02-20
13618,38195,93,Purchase,2025-03-25
13619,14403,422,Bonus,2026-01-29
13620,23558,32,Referral,2025-12-26
13621,30306,213,Bonus,2025-03-14
13622,25671,245,Referral,2025-12-28
13623,3566,401,Purchase,2026-01-06
13624,42156,264,Referral,2025-04-03
13625,34992,185,Purchase,2025-08-20
13626,3623,27,Bonus,2025-12-11
13627,10395,80,Bonus,2025-12-19
13628,49124,451,Bonus,2025-05-26
13629,14157,104,Bonus,2025-11-29
13630,14634,458,Purchase,2026-01-09
13631,47668,257,Bonus,2025-09-08
13632,44331,146,Purchase,2025-06-21
13633,33265,75,Referral,2025-10-26
13634,43487,429,Referral,2025-09-03
13635,40923,257,Bonus,2025-09-29
13636,20376,94,Bonus,2025-11-02
13637,20731,161,Referral,2025-06-05
13638,2981,302,Purchase,2025-04-16
13639,43227,445,Purchase,2026-01-20
13640,45880,330,Bonus,2025-10-01
13641,39882,461,Purchase,2025-12-15
13642,39148,165,Referral,2025-07-09
13643,76,138,Bonus,2026-01-13
13644,23266,260,Referral,2025-04-15
13645,18563,123,Purchase,2025-07-23
13646,30284,232,Purchase,2025-04-27
13647,7306,419,Bonus,2025-12-06
13648,23263,460,Bonus,2025-10-10
13649,13456,389,Purchase,2025-06-11
13650,30167,319,Bonus,2025-07-18
13651,18964,116,Purchase,2026-02-23
13652,45269,464,Bonus,2026-02-09
13653,37621,196,Purchase,2025-04-12
13654,46445,127,Referral,2025-10-09
13655,34155,415,Bonus,2025-11-01
13656,9072,256,Purchase,2025-08-25
13657,18833,296,Referral,2025-12-03
13658,41403,108,Referral,2025-05-09
13659,32490,179,Purchase,2025-12-19
13660,44464,228,Bonus,2025-05-18
13661,16827,435,Purchase,2025-08-24
13662,22650,456,Bonus,2025-06-23
13663,26746,32,Bonus,2026-01-18
13664,26828,290,Referral,2025-05-08
13665,10538,43,Purchase,2025-09-21
13666,21753,362,Referral,2025-10-24
13667,44865,135,Bonus,2025-12-07
13668,33568,219,Purchase,2025-07-06
13669,923,486,Bonus,2025-11-06
13670,22652,276,Bonus,2026-01-20
13671,23935,40,Purchase,2025-08-18
13672,48764,141,Referral,2025-11-27
13673,29998,120,Bonus,2025-10-14
13674,46519,395,Referral,2025-07-18
13675,16413,146,Referral,2026-02-20
13676,5311,457,Referral,2026-01-26
13677,12150,498,Bonus,2025-08-22
13678,3341,466,Bonus,2025-04-17
13679,32292,21,Bonus,2025-09-02
13680,38833,26,Bonus,2025-04-30
13681,9772,178,Bonus,2026-01-13
13682,6274,154,Bonus,2025-12-11
13683,49060,66,Bonus,2025-07-09
13684,2778,138,Purchase,2025-05-15
13685,4104,401,Purchase,2025-03-25
13686,43269,242,Referral,2025-12-04
13687,30361,52,Purchase,2025-03-07
13688,31708,116,Referral,2025-09-29
13689,43066,104,Bonus,2025-10-01
13690,26189,453,Referral,2026-02-24
13691,28392,421,Bonus,2025-08-30
13692,19762,258,Purchase,2025-03-09
13693,35537,187,Bonus,2025-03-15
13694,19405,54,Purchase,2025-12-16
13695,16574,311,Bonus,2025-05-28
13696,36870,392,Bonus,2026-01-17
13697,21348,34,Referral,2025-12-15
13698,27253,215,Purchase,2025-12-25
13699,2079,500,Purchase,2025-10-24
13700,25373,360,Bonus,2026-02-05
13701,3273,261,Referral,2025-06-29
13702,19203,228,Referral,2025-07-20
13703,24879,282,Purchase,2025-12-12
13704,34335,301,Purchase,2026-01-25
13705,25537,371,Referral,2025-03-19
13706,47757,495,Referral,2025-11-11
13707,12944,482,Referral,2025-07-20
13708,10656,257,Bonus,2025-10-29
13709,23277,337,Referral,2025-07-30
13710,37617,127,Purchase,2026-01-24
13711,6066,83,Bonus,2025-11-29
13712,45882,236,Bonus,2025-04-29
13713,24236,409,Purchase,2025-09-22
13714,29650,427,Referral,2025-06-07
13715,12652,132,Bonus,2026-02-17
13716,25740,269,Bonus,2025-09-23
13717,11845,380,Referral,2025-04-28
13718,27652,428,Bonus,2025-09-27
13719,25430,446,Purchase,2025-11-10
13720,13861,95,Bonus,2026-02-16
13721,4595,337,Purchase,2025-09-10
13722,28584,274,Bonus,2025-08-08
13723,13346,412,Purchase,2026-01-08
13724,17150,144,Purchase,2026-02-13
13725,42749,396,Referral,2026-01-28
13726,12532,150,Referral,2025-06-18
13727,29366,302,Referral,2025-06-08
13728,15260,48,Purchase,2026-01-12
13729,40223,182,Bonus,2026-02-14
13730,17002,267,Referral,2025-06-02
13731,14300,35,Purchase,2025-03-20
13732,42184,216,Purchase,2025-11-16
13733,13835,54,Referral,2025-12-12
13734,39002,298,Purchase,2026-01-14
13735,39132,500,Bonus,2026-02-02
13736,6056,354,Referral,2025-07-11
13737,39390,162,Referral,2025-06-21
13738,26780,97,Bonus,2025-03-20
13739,33171,430,Bonus,2026-02-03
13740,5350,275,Bonus,2025-05-28
13741,27701,399,Referral,2025-05-28
13742,41757,144,Bonus,2025-03-11
13743,26775,394,Bonus,2025-07-20
13744,37016,409,Bonus,2025-04-25
13745,16339,461,Purchase,2025-06-08
13746,24716,483,Purchase,2026-02-25
13747,26840,299,Bonus,2025-10-11
13748,32000,84,Referral,2025-10-13
13749,24909,271,Referral,2026-02-07
13750,34334,458,Referral,2026-01-12
13751,39654,105,Bonus,2025-08-22
13752,44584,363,Bonus,2025-07-28
13753,28793,364,Bonus,2025-04-22
13754,42904,181,Purchase,2025-12-15
13755,8981,220,Purchase,2026-01-31
13756,40668,367,Referral,2026-01-18
13757,21009,69,Referral,2025-12-29
13758,35538,377,Referral,2026-01-10
13759,9613,398,Bonus,2026-02-25
13760,27102,482,Referral,2025-04-25
13761,13099,211,Referral,2025-05-01
13762,11317,91,Referral,2025-09-09
13763,12841,402,Bonus,2025-07-03
13764,43809,163,Referral,2025-06-03
13765,26808,266,Purchase,2025-04-24
13766,23156,203,Bonus,2026-01-31
13767,26404,384,Bonus,2025-11-02
13768,21709,461,Referral,2025-11-08
13769,28326,388,Bonus,2025-09-21
13770,36509,310,Purchase,2025-07-06
13771,5772,50,Referral,2025-03-13
13772,20462,46,Referral,2025-06-03
13773,16420,18,Bonus,2025-07-28
13774,30445,276,Purchase,2025-11-22
13775,31706,352,Purchase,2025-11-11
13776,37383,301,Purchase,2025-03-08
13777,31206,17,Purchase,2025-03-24
13778,34751,36,Purchase,2025-09-23
13779,3833,191,Purchase,2025-04-10
13780,49435,101,Bonus,2025-10-31
13781,21627,140,Referral,2025-10-29
13782,32969,417,Purchase,2025-04-02
13783,5268,436,Referral,2025-10-06
13784,20224,183,Referral,2025-09-10
13785,6528,70,Bonus,2025-11-25
13786,14357,237,Bonus,2025-10-25
13787,27225,289,Bonus,2025-03-11
13788,180,233,Purchase,2025-09-02
13789,20387,406,Referral,2025-04-18
13790,27979,421,Referral,2025-05-03
13791,13158,497,Purchase,2025-10-07
13792,9796,453,Purchase,2025-08-13
13793,29145,175,Bonus,2025-10-24
13794,30183,387,Purchase,2025-06-08
13795,8471,315,Bonus,2025-08-11
13796,29642,403,Purchase,2026-01-03
13797,20810,410,Referral,2025-05-12
13798,6230,368,Referral,2025-11-06
13799,2273,260,Referral,2026-01-22
13800,49933,235,Referral,2025-04-21
13801,34089,448,Bonus,2025-06-06
13802,39254,164,Bonus,2025-10-22
13803,22399,318,Bonus,2026-01-17
13804,11666,299,Bonus,2025-09-24
13805,46025,58,Bonus,2025-11-25
13806,4287,215,Purchase,2025-11-26
13807,9952,355,Purchase,2026-02-03
13808,5048,176,Purchase,2026-02-20
13809,14858,335,Referral,2025-07-26
13810,3595,462,Purchase,2025-03-03
13811,11659,330,Referral,2026-02-12
13812,46045,340,Purchase,2026-01-15
13813,1374,457,Purchase,2025-09-02
13814,46883,492,Purchase,2025-04-17
13815,34207,382,Referral,2025-05-20
13816,43628,71,Bonus,2025-03-17
13817,9952,452,Purchase,2025-08-25
13818,33294,306,Bonus,2026-02-05
13819,12218,246,Bonus,2025-03-04
13820,36006,440,Referral,2026-01-08
13821,19974,69,Purchase,2025-05-02
13822,21786,396,Referral,2025-05-23
13823,40721,47,Referral,2025-08-06
13824,23873,138,Bonus,2025-08-12
13825,39104,179,Referral,2025-04-13
13826,25234,426,Purchase,2025-11-25
13827,13140,74,Purchase,2025-03-02
13828,32650,481,Purchase,2025-08-03
13829,33738,263,Referral,2026-01-22
13830,39811,145,Purchase,2025-04-17
13831,16829,487,Referral,2026-01-27
13832,22987,249,Bonus,2025-09-07
13833,49784,10,Bonus,2025-08-30
13834,4642,441,Purchase,2026-02-16
13835,2075,360,Bonus,2025-04-13
13836,3787,447,Bonus,2025-09-25
13837,32901,13,Purchase,2025-12-09
13838,3396,156,Purchase,2025-11-15
13839,44459,303,Bonus,2025-06-30
13840,12548,493,Purchase,2025-12-30
13841,6121,319,Purchase,2025-06-06
13842,328,395,Referral,2025-09-06
13843,28597,217,Referral,2025-09-27
13844,44183,263,Purchase,2025-04-10
13845,45481,470,Bonus,2026-01-08
13846,28243,60,Purchase,2026-02-02
13847,31236,107,Purchase,2025-05-27
13848,4344,428,Purchase,2025-07-08
13849,21902,208,Referral,2026-01-28
13850,42182,34,Referral,2026-01-13
13851,4074,323,Referral,2025-09-20
13852,36240,240,Referral,2026-01-11
13853,43529,334,Purchase,2025-05-05
13854,35695,19,Referral,2025-12-05
13855,17191,490,Referral,2025-09-30
13856,37466,252,Purchase,2025-03-18
13857,15106,99,Referral,2025-07-30
13858,30429,427,Bonus,2025-03-13
13859,8227,346,Bonus,2025-03-19
13860,42477,89,Bonus,2025-05-01
13861,46501,375,Purchase,2026-01-13
13862,39887,153,Bonus,2025-10-19
13863,26031,454,Purchase,2025-09-13
13864,11888,116,Bonus,2026-01-15
13865,12360,389,Referral,2026-02-12
13866,41476,210,Bonus,2025-07-15
13867,3913,380,Bonus,2025-08-01
13868,43785,359,Referral,2025-11-18
13869,25410,241,Referral,2026-01-11
13870,12627,324,Purchase,2025-12-24
13871,39610,407,Referral,2025-10-31
13872,8106,58,Bonus,2025-05-24
13873,41240,84,Referral,2025-12-15
13874,4,22,Purchase,2025-04-27
13875,40256,355,Referral,2025-12-04
13876,18201,318,Bonus,2025-11-05
13877,11145,452,Purchase,2025-06-05
13878,34061,287,Referral,2026-01-16
13879,21802,92,Bonus,2025-06-21
13880,11654,174,Purchase,2025-03-06
13881,35493,26,Referral,2025-07-28
13882,982,62,Purchase,2025-09-08
13883,22815,349,Purchase,2025-10-25
13884,27575,188,Referral,2025-12-25
13885,42069,289,Bonus,2025-06-30
13886,7391,133,Purchase,2025-11-20
13887,29917,291,Bonus,2026-02-09
13888,25236,420,Bonus,2025-08-26
13889,7791,454,Referral,2025-11-10
13890,38925,365,Bonus,2025-08-14
13891,43343,62,Purchase,2025-04-04
13892,904,215,Purchase,2025-10-07
13893,36151,147,Bonus,2025-07-02
13894,45764,178,Purchase,2025-06-15
13895,25931,268,Purchase,2025-07-08
13896,48124,323,Purchase,2025-11-24
13897,8141,465,Bonus,2025-09-05
13898,46496,89,Referral,2025-04-23
13899,45467,245,Purchase,2025-08-08
13900,20190,314,Referral,2025-04-29
13901,24976,15,Purchase,2025-08-22
13902,33702,194,Bonus,2025-06-19
13903,46082,123,Referral,2025-03-11
13904,34479,17,Purchase,2025-07-28
13905,37410,305,Referral,2026-01-02
13906,41553,63,Referral,2025-12-09
13907,584,373,Purchase,2025-10-12
13908,38016,265,Referral,2025-09-08
13909,4300,38,Referral,2025-11-27
13910,28827,111,Referral,2025-11-17
13911,39881,236,Referral,2026-01-17
13912,21764,89,Purchase,2026-01-22
13913,37448,124,Purchase,2026-02-23
13914,45601,75,Referral,2025-05-15
13915,17967,63,Referral,2025-10-31
13916,25624,462,Purchase,2025-06-18
13917,41432,386,Referral,2025-11-24
13918,17052,484,Bonus,2025-04-21
13919,42664,22,Bonus,2025-06-28
13920,34084,254,Purchase,2025-06-02
13921,33660,330,Referral,2025-03-13
13922,49076,408,Bonus,2026-01-13
13923,11204,427,Bonus,2025-04-01
13924,1140,323,Referral,2025-09-29
13925,11632,301,Purchase,2026-01-31
13926,2682,214,Referral,2025-07-23
13927,149,152,Bonus,2025-11-16
13928,47106,284,Purchase,2026-01-10
13929,6801,357,Referral,2025-09-27
13930,16880,260,Purchase,2025-03-07
13931,37318,230,Referral,2025-07-23
13932,36328,328,Purchase,2025-06-09
13933,42177,121,Bonus,2026-01-15
13934,9564,246,Referral,2026-01-20
13935,36910,350,Bonus,2025-12-14
13936,18652,23,Bonus,2025-10-20
13937,14391,127,Purchase,2025-03-11
13938,18614,498,Bonus,2025-07-27
13939,33901,319,Referral,2026-02-01
13940,49852,467,Purchase,2026-01-18
13941,21973,282,Referral,2025-11-02
13942,28905,34,Purchase,2025-04-09
13943,22247,34,Purchase,2025-11-13
13944,38435,430,Bonus,2025-12-18
13945,13676,467,Purchase,2025-07-02
13946,1597,372,Bonus,2026-01-28
13947,12109,185,Bonus,2025-09-26
13948,28571,444,Purchase,2025-11-04
13949,39925,349,Referral,2025-08-13
13950,12391,198,Bonus,2025-08-20
13951,19408,195,Purchase,2025-11-23
13952,35874,202,Purchase,2025-09-18
13953,18171,92,Purchase,2025-05-16
13954,34471,292,Bonus,2025-04-07
13955,23703,105,Referral,2025-12-31
13956,40777,13,Bonus,2025-05-14
13957,3871,282,Purchase,2025-07-06
13958,41809,454,Bonus,2026-02-22
13959,16,197,Bonus,2025-07-02
13960,34000,374,Referral,2025-03-07
13961,2873,388,Bonus,2025-03-15
13962,31017,170,Bonus,2025-07-04
13963,35276,310,Referral,2025-04-10
13964,41623,312,Bonus,2025-05-09
13965,41882,60,Purchase,2025-08-19
13966,17856,282,Purchase,2025-04-29
13967,23888,113,Referral,2025-08-22
13968,15491,82,Purchase,2025-08-26
13969,39757,202,Referral,2025-09-09
13970,20910,95,Bonus,2025-04-01
13971,48389,428,Bonus,2025-12-21
13972,27753,284,Bonus,2025-06-22
13973,5264,296,Purchase,2025-03-30
13974,32596,100,Referral,2025-03-23
13975,40834,219,Bonus,2026-01-16
13976,21662,121,Purchase,2025-03-19
13977,26521,200,Purchase,2025-08-09
13978,15818,271,Referral,2026-01-25
13979,28217,225,Purchase,2025-12-04
13980,36858,466,Bonus,2026-01-18
13981,45485,113,Referral,2025-10-04
13982,22515,417,Referral,2025-06-28
13983,34661,90,Purchase,2025-04-18
13984,48452,29,Purchase,2025-08-19
13985,39914,147,Referral,2025-10-26
13986,6123,110,Purchase,2025-08-03
13987,20533,428,Referral,2025-06-23
13988,12264,483,Bonus,2025-05-24
13989,23187,212,Referral,2025-03-09
13990,30366,219,Bonus,2025-03-05
13991,7071,332,Referral,2025-04-18
13992,34307,400,Purchase,2025-09-29
13993,10563,283,Referral,2025-08-23
13994,34050,258,Purchase,2025-06-01
13995,16487,100,Referral,2025-03-13
13996,38163,366,Purchase,2025-04-20
13997,24988,144,Bonus,2025-10-25
13998,39013,372,Referral,2025-05-20
13999,30111,130,Bonus,2025-11-10
14000,23306,89,Bonus,2025-04-10
14001,28027,434,Bonus,2025-12-22
14002,9655,400,Purchase,2025-05-19
14003,6399,91,Referral,2025-10-24
14004,39310,306,Bonus,2025-03-15
14005,37656,489,Bonus,2025-04-04
14006,43709,308,Referral,2025-10-21
14007,27704,134,Bonus,2025-06-19
14008,21039,112,Referral,2025-12-11
14009,22843,226,Referral,2025-09-08
14010,17031,81,Referral,2025-11-14
14011,4910,374,Referral,2025-07-03
14012,7119,403,Purchase,2025-07-15
14013,38391,91,Bonus,2026-01-09
14014,18655,204,Bonus,2025-08-07
14015,30130,60,Purchase,2026-01-04
14016,11586,306,Referral,2026-01-20
14017,17424,203,Bonus,2025-11-14
14018,7721,42,Purchase,2025-07-24
14019,36146,340,Referral,2025-04-21
14020,27347,89,Purchase,2026-02-21
14021,11667,42,Purchase,2025-04-09
14022,43766,469,Bonus,2025-05-24
14023,12786,219,Bonus,2026-01-06
14024,41256,14,Bonus,2025-03-28
14025,30872,136,Purchase,2025-10-01
14026,42797,314,Referral,2025-10-06
14027,48610,34,Referral,2025-07-06
14028,43180,346,Referral,2025-11-29
14029,46560,150,Referral,2025-07-04
14030,42267,55,Purchase,2025-08-26
14031,11870,144,Referral,2026-01-06
14032,25126,298,Referral,2025-08-18
14033,44896,491,Bonus,2025-11-15
14034,20780,451,Bonus,2025-11-05
14035,17480,92,Referral,2025-11-10
14036,31229,130,Referral,2025-09-13
14037,22565,453,Referral,2025-08-11
14038,21077,467,Referral,2025-06-17
14039,37075,101,Purchase,2025-07-08
14040,31096,13,Bonus,2025-06-02
14041,45917,477,Purchase,2025-06-11
14042,4336,177,Purchase,2025-03-22
14043,21734,256,Referral,2025-12-04
14044,519,60,Bonus,2025-06-30
14045,23289,151,Bonus,2025-03-10
14046,17919,14,Purchase,2025-02-26
14047,26642,199,Referral,2025-07-03
14048,43108,311,Referral,2025-11-21
14049,145,254,Bonus,2025-11-04
14050,11147,213,Purchase,2025-05-31
14051,34014,139,Purchase,2026-01-02
14052,3712,272,Referral,2025-07-27
14053,26668,400,Purchase,2025-09-15
14054,15142,405,Bonus,2025-06-21
14055,22406,119,Purchase,2025-08-16
14056,25579,101,Referral,2025-09-16
14057,461,84,Bonus,2025-11-16
14058,44949,230,Purchase,2026-02-07
14059,40854,42,Bonus,2025-11-23
14060,37454,497,Bonus,2025-10-18
14061,11128,365,Referral,2025-09-18
14062,28815,410,Purchase,2025-06-13
14063,9325,38,Referral,2025-07-23
14064,42772,350,Purchase,2025-04-06
14065,18861,418,Bonus,2025-07-31
14066,21565,95,Purchase,2025-07-31
14067,1608,61,Referral,2025-07-24
14068,10454,298,Purchase,2025-08-13
14069,14766,352,Referral,2025-10-28
14070,21862,251,Referral,2025-06-03
14071,20456,494,Referral,2025-03-13
14072,31593,188,Purchase,2025-12-20
14073,40819,38,Referral,2025-05-30
14074,34962,284,Bonus,2026-01-15
14075,16168,354,Bonus,2025-06-21
14076,19547,413,Purchase,2025-07-11
14077,18120,139,Referral,2025-05-03
14078,1080,187,Bonus,2025-12-21
14079,5887,284,Referral,2026-01-03
14080,29342,215,Bonus,2025-06-06
14081,29623,242,Purchase,2025-10-31
14082,13377,176,Bonus,2025-03-14
14083,46114,489,Bonus,2026-01-25
14084,10732,98,Referral,2025-11-04
14085,23255,43,Purchase,2025-11-09
14086,16374,106,Purchase,2025-08-24
14087,39481,420,Referral,2026-01-06
14088,6587,266,Purchase,2025-08-21
14089,4052,490,Purchase,2026-02-15
14090,31306,259,Referral,2026-02-25
14091,49407,22,Bonus,2026-02-04
14092,30503,50,Purchase,2025-12-06
14093,4457,390,Referral,2025-10-11
14094,45743,157,Referral,2025-10-25
14095,45654,367,Purchase,2025-09-14
14096,18251,292,Referral,2025-12-08
14097,16066,380,Bonus,2025-02-26
14098,6181,322,Bonus,2025-11-14
14099,35152,166,Referral,2025-08-24
14100,33077,275,Referral,2025-08-06
14101,3183,65,Purchase,2025-12-31
14102,39990,89,Purchase,2026-02-20
14103,5747,223,Purchase,2025-07-10
14104,22601,54,Purchase,2025-03-22
14105,40120,10,Bonus,2026-01-04
14106,15585,347,Bonus,2025-12-12
14107,28642,193,Purchase,2025-11-24
14108,29407,339,Bonus,2026-01-22
14109,26477,171,Purchase,2025-04-18
14110,42553,160,Referral,2025-08-19
14111,11405,395,Purchase,2026-01-18
14112,43291,395,Bonus,2025-12-09
14113,6623,256,Bonus,2025-09-17
14114,2912,137,Bonus,2025-07-03
14115,11720,429,Referral,2025-04-10
14116,21171,453,Referral,2025-03-31
14117,3089,35,Purchase,2025-05-06
14118,12004,85,Referral,2025-12-08
14119,28151,427,Purchase,2025-08-10
14120,20315,225,Bonus,2025-03-10
14121,30667,421,Bonus,2025-10-24
14122,6260,181,Bonus,2025-12-15
14123,26907,389,Bonus,2025-04-09
14124,38198,320,Purchase,2025-10-17
14125,27549,177,Bonus,2025-04-20
14126,15433,19,Referral,2025-12-07
14127,36233,76,Purchase,2025-11-26
14128,5821,155,Purchase,2025-09-12
14129,24381,253,Purchase,2025-04-29
14130,8483,37,Referral,2025-03-28
14131,34714,358,Purchase,2025-08-20
14132,23912,421,Referral,2025-10-20
14133,44813,351,Bonus,2025-12-25
14134,29673,189,Purchase,2026-01-16
14135,42354,266,Referral,2025-09-24
14136,43666,354,Bonus,2026-01-24
14137,33788,460,Purchase,2025-04-21
14138,36325,39,Purchase,2026-01-03
14139,36100,262,Bonus,2025-07-16
14140,48449,435,Purchase,2025-06-18
14141,28312,491,Bonus,2025-03-27
14142,8715,346,Purchase,2026-02-10
14143,27259,261,Referral,2025-08-15
14144,41212,225,Referral,2026-01-30
14145,41843,55,Bonus,2025-11-18
14146,10519,410,Bonus,2026-02-17
14147,21589,25,Purchase,2025-03-30
14148,34667,256,Purchase,2025-04-25
14149,40829,128,Purchase,2025-05-22
14150,12204,205,Referral,2025-12-06
14151,9886,135,Purchase,2026-02-10
14152,20751,158,Referral,2026-01-16
14153,22769,30,Purchase,2025-07-29
14154,26567,25,Bonus,2025-11-13
14155,28694,489,Bonus,2026-01-05
14156,44929,330,Referral,2025-11-09
14157,8436,414,Bonus,2025-11-20
14158,13078,445,Referral,2025-04-26
14159,25033,260,Referral,2025-06-02
14160,8623,127,Referral,2025-03-06
14161,46599,107,Purchase,2025-05-12
14162,44325,455,Bonus,2025-08-29
14163,20732,336,Bonus,2025-05-06
14164,26800,217,Purchase,2025-04-10
14165,15631,396,Referral,2026-02-24
14166,6636,214,Referral,2026-02-14
14167,24670,344,Purchase,2025-06-05
14168,40054,25,Purchase,2026-02-15
14169,3220,300,Purchase,2025-11-25
14170,44674,331,Purchase,2025-03-02
14171,4104,230,Purchase,2025-06-29
14172,23908,73,Referral,2025-08-11
14173,24002,165,Purchase,2025-09-13
14174,45973,175,Referral,2026-01-19
14175,25203,280,Referral,2026-02-20
14176,26292,47,Purchase,2025-03-28
14177,27065,91,Purchase,2025-04-22
14178,46343,121,Referral,2025-06-23
14179,13979,338,Bonus,2026-01-23
14180,14879,321,Purchase,2025-12-23
14181,1679,445,Bonus,2026-01-25
14182,5025,115,Referral,2025-07-16
14183,1182,116,Referral,2025-03-04
14184,12378,131,Purchase,2025-03-06
14185,46550,15,Referral,2025-04-10
14186,15156,153,Referral,2026-01-08
14187,36030,67,Purchase,2025-07-14
14188,11161,236,Bonus,2025-11-27
14189,22713,471,Purchase,2025-11-14
14190,46874,367,Referral,2025-05-11
14191,412,135,Bonus,2025-07-12
14192,17982,89,Referral,2025-07-29
14193,46476,164,Referral,2025-04-20
14194,41878,366,Purchase,2025-06-05
14195,16885,234,Purchase,2026-02-22
14196,12078,88,Referral,2025-09-11
14197,31032,47,Purchase,2025-10-12
14198,18606,358,Referral,2026-02-21
14199,9720,335,Bonus,2026-01-31
14200,17047,278,Purchase,2026-02-17
14201,39204,112,Purchase,2025-02-26
14202,7050,91,Referral,2025-04-28
14203,32509,499,Purchase,2025-06-10
14204,42639,287,Referral,2025-03-28
14205,47474,452,Purchase,2025-05-29
14206,27468,389,Purchase,2026-02-09
14207,26298,72,Referral,2025-05-27
14208,16850,462,Referral,2025-12-06
14209,44868,273,Purchase,2025-03-24
14210,2883,295,Purchase,2025-10-16
14211,273,272,Referral,2025-08-03
14212,37594,392,Referral,2025-04-08
14213,6151,191,Bonus,2025-11-17
14214,47499,142,Bonus,2026-01-29
14215,1999,242,Referral,2025-06-17
14216,8697,11,Referral,2025-12-02
14217,26367,200,Purchase,2025-03-20
14218,33576,222,Referral,2025-11-28
14219,39845,143,Bonus,2025-08-04
14220,15668,56,Referral,2025-08-13
14221,3958,352,Bonus,2025-05-20
14222,46681,65,Referral,2026-02-04
14223,34378,76,Referral,2025-12-27
14224,22627,376,Referral,2025-03-14
14225,12310,470,Bonus,2026-01-29
14226,366,214,Referral,2025-10-01
14227,5038,180,Purchase,2025-05-08
14228,7397,145,Referral,2026-01-13
14229,16272,278,Purchase,2025-03-14
14230,48218,120,Purchase,2025-07-11
14231,43018,243,Referral,2025-09-04
14232,10010,53,Bonus,2025-03-01
14233,7836,83,Bonus,2025-11-25
14234,29600,223,Referral,2025-06-30
14235,3440,266,Purchase,2025-09-21
14236,26400,157,Bonus,2025-08-07
14237,16122,247,Bonus,2025-10-21
14238,23241,163,Bonus,2025-08-25
14239,12024,212,Bonus,2025-11-29
14240,15774,84,Bonus,2025-05-12
14241,253,416,Bonus,2025-12-29
14242,40671,254,Purchase,2025-05-02
14243,23485,98,Purchase,2025-03-12
14244,4996,192,Bonus,2025-12-20
14245,10928,300,Bonus,2025-04-07
14246,35929,47,Referral,2025-03-04
14247,22049,237,Purchase,2026-01-02
14248,46557,476,Bonus,2025-03-25
14249,44098,316,Bonus,2025-08-30
14250,36302,381,Referral,2026-02-25
14251,21087,212,Referral,2025-04-30
14252,10295,318,Bonus,2026-01-14
14253,33053,384,Bonus,2025-07-29
14254,1641,41,Purchase,2025-03-05
14255,34394,155,Referral,2025-11-02
14256,2576,96,Purchase,2026-01-05
14257,21074,495,Purchase,2025-11-26
14258,18211,219,Purchase,2025-07-13
14259,28589,221,Referral,2026-02-10
14260,23158,133,Purchase,2025-12-08
14261,16463,127,Referral,2025-06-13
14262,21398,400,Purchase,2025-04-20
14263,3623,193,Purchase,2025-04-01
14264,40463,246,Bonus,2025-08-04
14265,37909,109,Purchase,2026-02-07
