customer_id,tier_id,points_balance,join_date
19898,1,152,2022-07-25
38678,3,9184,2025-04-12
20110,3,5711,2023-04-27
34142,1,335,2023-04-05
43482,1,350,2022-12-12
33816,2,4158,2023-11-19
24428,3,6325,2022-11-05
27285,4,11598,2022-12-02
16001,4,12575,2025-12-24
45557,2,1783,2022-07-13
40968,2,1490,2021-10-16
43256,4,10105,2025-12-14
9613,3,7885,2023-10-18
24462,2,3649,2025-03-25
585,2,2317,2025-11-25
3457,4,12676,2023-12-04
28141,4,11423,2023-10-18
41342,3,8622,2021-08-16
19320,2,2234,2023-06-30
34362,3,8196,2021-04-15
35927,2,2035,2025-04-10
41038,1,137,2024-12-05
4516,4,13774,2021-05-22
35010,4,13921,2024-03-31
45777,3,7026,2023-08-11
17156,4,13281,2023-08-02
18579,2,1525,2025-12-06
47736,2,4014,2025-08-09
45355,2,4191,2021-07-01
43563,2,3176,2023-11-25
48795,4,13825,2024-07-17
12181,4,13523,2022-01-07
16902,2,3315,2024-06-04
1772,2,2155,2023-04-21
40275,4,11353,2022-10-29
28278,4,13965,2026-02-16
35358,4,13662,2024-09-21
15211,2,1834,2026-01-19
9996,2,1081,2024-04-17
24872,2,2646,2025-05-02
45689,3,8959,2024-01-20
49692,4,13792,2022-02-24
24478,3,5061,2021-06-29
2498,2,4479,2025-08-27
20761,4,12931,2024-02-04
46356,4,12001,2022-08-03
19546,2,2754,2022-04-03
5767,4,10736,2024-08-11
22898,3,7456,2025-08-07
15575,4,10336,2023-01-23
44299,1,572,2024-10-18
44090,3,8274,2021-07-26
3871,3,5986,2025-01-24
34520,4,14655,2021-04-11
9297,4,11986,2021-10-04
30262,3,5377,2022-06-14
2655,3,9948,2022-12-08
32898,4,13564,2022-09-15
45013,3,6430,2022-04-08
27013,1,41,2023-11-15
40951,2,1451,2022-03-22
5576,4,11014,2023-09-11
44749,4,12464,2023-09-07
19739,2,1615,2021-04-18
34371,2,1741,2025-05-29
43637,2,3177,2024-08-27
24116,4,10359,2023-01-28
30775,4,12729,2021-04-01
47880,3,7208,2022-08-09
37997,4,14321,2022-07-14
28157,3,7279,2022-01-12
43665,3,9428,2021-08-30
6644,2,3848,2022-09-17
18165,3,8646,2024-10-25
10737,3,9451,2025-06-02
32051,4,11618,2026-01-24
2393,4,11816,2022-07-23
37712,3,5225,2023-04-16
12779,4,10273,2024-05-31
35269,2,1575,2022-01-31
22658,1,813,2023-03-03
38207,4,13766,2021-12-24
32911,3,8221,2024-08-28
17124,2,4331,2021-08-05
23740,2,2053,2021-03-19
48044,2,3252,2025-02-07
15992,3,7685,2025-02-24
12455,4,11361,2023-04-02
11144,4,12818,2023-07-22
4616,2,1701,2023-09-08
35524,3,5519,2026-02-18
7979,1,568,2023-08-29
25554,2,2136,2021-05-27
20358,4,11964,2021-12-09
12423,2,3142,2025-06-19
34128,4,13083,2022-01-18
3133,3,9826,2022-03-29
26315,3,8175,2024-11-03
742,3,9929,2024-01-09
44152,3,9180,2022-03-24
20533,2,4141,2022-08-16
25494,4,11314,2025-02-08
25121,3,9443,2024-07-18
27163,2,3130,2023-01-21
31340,3,8547,2024-10-16
31152,2,1036,2022-07-08
42166,1,648,2026-02-10
28469,2,2063,2023-10-05
18501,2,2561,2024-05-13
49839,4,11868,2023-12-10
17210,2,2086,2025-03-14
49071,3,7515,2025-12-05
20855,1,646,2022-04-15
15552,4,13372,2023-11-28
12896,3,8798,2025-10-13
39107,4,10899,2022-01-14
29985,3,9961,2022-04-03
20704,2,4109,2022-01-03
22044,2,1946,2024-07-05
41652,2,1531,2023-10-02
30343,2,1356,2023-12-12
29629,4,10447,2024-06-12
45549,3,9268,2024-11-30
37785,1,348,2025-11-01
17191,1,360,2025-11-28
9806,2,2300,2022-05-18
3082,3,7808,2022-01-03
5889,2,2483,2025-01-02
25973,2,1886,2025-03-30
35382,4,10594,2023-08-26
32809,2,4657,2021-12-06
12954,3,8869,2023-01-19
11169,4,14454,2022-02-26
29672,3,9921,2025-05-20
24766,3,9510,2024-08-25
47445,2,4191,2025-05-08
20991,3,6924,2024-05-09
40847,2,2253,2023-05-27
11307,3,8467,2024-10-28
42796,3,5994,2021-11-22
4716,3,9759,2021-10-21
34964,2,1541,2022-02-06
42032,3,7123,2024-03-28
16225,2,2277,2026-01-11
43629,3,8348,2021-04-23
20997,3,8942,2024-11-05
8304,2,4506,2025-12-15
13907,3,8423,2021-05-08
5761,1,60,2022-05-06
19244,4,12143,2021-06-22
34341,4,12123,2022-02-17
38722,2,1448,2023-12-05
46216,2,4135,2025-07-15
27395,3,9025,2024-09-30
32906,2,2283,2022-10-09
43504,2,3217,2022-07-09
32854,3,8695,2024-11-19
32645,3,5799,2024-02-06
23468,3,7193,2025-01-16
4732,4,13813,2024-05-09
42954,4,11419,2023-02-16
7405,2,4786,2022-02-18
22189,4,13318,2024-04-01
37602,2,4602,2025-03-17
38223,2,4212,2022-02-07
16354,4,12036,2023-05-23
9003,4,14053,2023-03-08
18382,2,1776,2022-08-04
3911,3,9652,2025-04-26
43543,3,5124,2021-06-19
36049,4,11278,2024-01-20
21213,4,10604,2024-05-19
47424,2,3374,2025-10-27
27404,3,8134,2021-08-13
49461,2,1677,2025-03-21
29153,2,4667,2021-11-07
20672,4,14202,2022-06-02
44070,4,11443,2021-12-21
46041,2,1865,2021-03-09
13989,2,1513,2022-02-17
39118,3,7064,2021-07-11
17455,4,10629,2023-03-27
33103,2,1338,2025-04-24
7704,2,3468,2025-10-29
12565,4,10917,2022-04-12
27660,3,9479,2024-11-12
19603,4,14387,2023-06-30
747,4,13550,2021-04-28
22167,2,3145,2024-01-19
19184,2,2123,2022-06-15
3626,4,13058,2025-03-11
31622,3,8266,2024-11-03
32886,2,4747,2021-03-09
27245,3,9035,2025-02-16
8337,3,7521,2023-07-25
44675,3,5840,2025-10-05
8659,2,1061,2025-03-23
43868,4,11192,2022-03-11
2842,4,13496,2024-11-13
19129,3,8673,2023-07-29
7024,3,6012,2021-07-01
14395,3,7701,2021-03-22
30570,1,636,2023-06-07
13443,4,13528,2024-05-17
11715,4,12135,2022-08-14
36816,4,14994,2023-08-11
10161,4,13170,2024-11-21
11759,3,5446,2025-08-01
47636,1,39,2021-09-10
36769,1,70,2021-05-29
20731,3,7090,2025-11-10
21484,4,13639,2022-11-10
47808,4,14398,2025-07-06
38358,4,14250,2022-12-01
41858,2,1301,2022-01-05
1798,2,4104,2021-09-01
18917,4,13596,2022-05-13
15599,3,8180,2022-05-31
11791,3,8494,2023-05-30
30864,3,7970,2022-09-07
40508,2,2759,2024-05-23
33105,4,10844,2022-03-19
32648,3,8490,2022-03-13
15297,3,7378,2023-09-08
714,4,14329,2022-08-19
29704,3,5272,2023-02-12
47202,3,7456,2023-02-05
39770,4,12691,2023-03-07
41437,4,10592,2024-11-02
13389,4,13726,2022-09-01
13040,2,2023,2021-03-06
7283,4,10735,2021-05-19
20724,2,4247,2024-12-27
1321,3,8949,2022-09-17
18744,4,11820,2022-06-01
11538,3,6487,2021-08-06
26269,3,5528,2021-10-18
35311,4,11750,2021-09-09
47053,3,6473,2023-10-28
45745,1,169,2025-10-09
32705,1,247,2025-05-07
24086,3,6337,2023-09-25
20598,2,2455,2024-06-20
37354,3,6469,2024-02-22
11995,4,10432,2025-08-03
27301,2,1624,2022-06-25
45119,2,1577,2022-02-06
20838,3,9875,2023-12-08
45903,4,10688,2025-07-15
39647,3,7324,2025-03-14
1273,3,5187,2022-12-06
44848,2,1018,2022-02-07
23668,4,14324,2023-11-04
10730,2,1147,2021-04-23
37992,3,7404,2023-07-02
33412,3,6025,2024-07-23
15687,2,3782,2024-01-01
44774,2,1722,2025-11-26
4977,4,13235,2025-04-18
43195,3,8841,2025-06-28
4552,3,5726,2024-07-23
38783,4,12078,2022-08-06
16370,4,13264,2022-09-03
24163,1,173,2022-10-09
18154,3,6239,2021-11-30
32729,4,11819,2022-05-27
16665,3,9816,2022-02-06
46469,3,7775,2024-07-20
19373,2,4774,2026-02-22
9864,4,14383,2025-02-27
2574,2,3789,2022-12-13
13002,4,14927,2025-10-28
41123,4,14842,2022-06-14
6683,3,5591,2025-12-19
12370,4,14318,2021-08-23
42504,1,657,2023-04-16
17574,3,7732,2025-02-06
31660,4,10640,2021-08-16
3619,3,9240,2024-02-02
8315,4,13366,2024-04-09
29099,2,1878,2023-03-05
5410,4,11521,2023-11-22
9525,3,7878,2024-03-27
17375,2,1976,2023-08-25
999,4,11633,2021-06-12
44430,2,2467,2025-03-08
33824,1,17,2025-02-14
25650,4,14233,2026-02-10
34279,4,13734,2023-05-30
43736,4,14374,2025-07-31
45947,2,3438,2025-08-22
49302,1,95,2023-12-08
43193,4,11578,2023-12-20
21278,3,9797,2021-07-08
15416,3,6291,2022-12-03
42076,3,5349,2023-07-10
19525,1,723,2023-11-24
30076,3,7402,2023-09-13
28215,4,12782,2021-07-02
36806,3,9784,2023-11-29
44192,2,2918,2022-02-02
38984,3,5658,2022-06-20
11885,4,10218,2022-03-18
33203,3,6306,2021-05-09
19350,3,6023,2021-11-08
18373,4,13010,2021-05-09
29861,1,524,2022-03-01
36231,2,4783,2022-09-25
48166,2,3420,2025-10-21
24851,3,6433,2021-09-10
6252,3,8340,2025-04-13
3632,4,11868,2024-09-01
1809,4,13131,2022-11-20
12317,3,8163,2022-09-07
48931,3,5993,2024-02-17
5895,3,9161,2024-11-25
20286,4,10207,2021-06-13
35671,1,278,2025-10-15
43577,1,77,2021-08-06
45,3,9753,2021-10-16
22065,2,4617,2022-04-17
10259,2,4723,2023-08-29
14330,4,14827,2025-09-03
24976,3,7115,2025-09-22
30950,4,11653,2023-03-19
24154,4,14432,2022-10-04
1902,4,12238,2025-12-04
39273,4,11208,2025-05-08
19674,4,11516,2024-06-04
21167,3,9469,2024-06-20
49046,4,13484,2023-12-20
29072,2,3796,2023-01-10
25142,4,10705,2022-07-18
25896,3,8147,2024-10-28
19884,4,14116,2021-03-13
11913,3,7279,2022-01-02
20505,4,10512,2025-05-13
40112,3,5068,2021-07-07
18398,3,8338,2023-06-25
20908,3,7059,2024-09-01
34960,4,11176,2021-06-24
16261,2,2721,2025-06-15
20269,2,4095,2024-08-01
43289,2,3985,2025-01-06
44702,2,2997,2026-01-16
45519,4,10724,2023-09-08
22551,3,7193,2025-08-16
27199,4,12425,2023-09-16
28618,2,4280,2024-07-03
48646,3,5838,2022-04-13
48224,4,12535,2024-12-02
29121,2,4211,2022-10-18
9395,4,12762,2021-07-26
45298,3,8426,2021-12-25
44912,4,13417,2023-02-11
31327,3,9915,2022-03-18
3827,4,10648,2025-08-28
48877,3,5068,2025-06-22
37968,4,14897,2023-11-07
39133,2,4398,2026-02-19
25067,4,12314,2023-03-03
35976,3,7236,2023-08-20
30340,3,6322,2021-08-20
30365,3,8212,2023-03-31
37917,2,3473,2024-09-26
23996,2,3543,2022-12-28
16750,2,2091,2025-10-03
32157,3,8642,2023-03-20
31280,3,9915,2022-08-06
34576,2,1985,2024-12-13
41071,4,12617,2021-09-04
33100,1,12,2023-10-27
1712,2,4606,2022-08-01
1759,2,4399,2023-06-23
4954,2,2928,2025-02-12
41764,4,14700,2026-01-02
16005,2,3288,2022-04-25
39098,4,14132,2026-01-25
11942,1,878,2021-12-18
23078,3,9538,2021-11-05
10165,3,6769,2025-07-07
19152,3,7759,2024-01-15
29360,3,9885,2025-08-11
29355,3,6494,2021-06-22
411,2,2003,2023-12-02
35497,4,10379,2024-06-07
2796,1,702,2025-11-06
25318,4,11089,2022-12-18
49478,3,7062,2024-10-05
47205,2,3587,2022-02-07
30885,2,3882,2025-09-08
20256,4,11228,2022-04-21
14380,1,388,2025-12-22
33988,4,13700,2026-02-21
32149,4,10028,2025-09-02
4081,3,9579,2022-12-14
9845,3,6920,2024-08-10
28944,2,4289,2021-08-13
12868,4,11022,2021-03-25
38490,4,12517,2023-09-05
49699,4,14574,2021-05-05
32383,2,4713,2024-11-14
32210,2,2775,2023-08-13
28862,3,7492,2021-12-08
35148,4,11164,2023-12-20
2467,3,6821,2022-11-04
42202,3,7931,2024-01-04
18654,4,12811,2022-03-11
30761,4,10583,2022-07-23
349,1,885,2023-03-15
38612,4,12293,2025-03-12
13700,3,7260,2024-08-17
31623,4,10500,2021-03-01
45390,3,6973,2024-11-14
41798,4,12515,2025-03-29
13348,2,1324,2021-09-18
9527,2,3956,2025-11-17
32205,2,3586,2022-06-04
20104,2,1113,2023-03-12
5779,2,4708,2022-10-28
4396,3,8549,2025-08-25
3604,2,4118,2025-01-26
16907,1,266,2021-08-29
5030,2,4366,2022-03-24
13345,3,5652,2022-10-27
11982,2,2593,2024-06-19
15701,4,11712,2025-01-16
37146,4,13032,2022-08-03
145,3,6060,2026-01-30
17127,3,9547,2022-10-23
22577,2,2602,2026-01-15
37384,3,8836,2022-06-24
3423,4,10120,2021-04-20
1590,4,13989,2023-09-28
5363,2,2213,2024-09-04
16375,2,4437,2024-01-10
9968,4,14001,2021-12-17
16479,3,8311,2025-01-12
42643,3,8928,2025-10-19
29700,3,5835,2025-08-19
40969,2,3425,2025-06-13
29812,3,8168,2022-05-02
28595,3,8452,2025-06-30
25691,4,14694,2022-05-08
16019,4,10963,2025-02-04
9305,4,11161,2022-09-10
2492,3,9609,2024-09-16
46412,2,3582,2023-05-20
36712,3,5855,2024-07-17
11644,4,12565,2022-04-21
29946,3,8055,2024-07-02
1143,2,3795,2021-03-10
32017,4,13570,2024-09-28
25800,3,6287,2022-05-03
39948,2,2176,2023-08-05
48088,3,7562,2022-01-28
9847,4,10314,2021-12-02
20427,3,9154,2025-01-27
22776,3,9337,2021-09-26
1381,1,650,2022-05-18
49339,3,7547,2023-08-09
24189,2,2293,2024-02-27
49650,2,4531,2024-01-10
40685,4,14048,2021-11-17
32514,3,6780,2023-06-03
5929,3,6306,2023-11-19
33177,2,2192,2025-10-04
28160,2,3601,2025-11-24
9571,2,1023,2022-10-22
43160,3,6546,2023-10-29
49528,4,10878,2024-12-10
9599,3,6627,2024-03-24
26876,3,6852,2023-05-04
19637,3,7606,2024-10-25
39464,3,5230,2023-08-11
17947,3,7775,2024-09-11
32758,3,8105,2023-07-28
45836,3,9062,2024-04-10
26328,2,1462,2024-07-20
38246,2,2953,2025-01-24
41363,4,14161,2022-08-03
35701,4,13835,2024-01-01
19178,2,4831,2024-04-04
31380,2,2877,2023-12-07
5326,2,4645,2025-10-08
46886,2,4156,2024-11-09
26726,1,194,2024-01-10
42862,3,7580,2025-02-07
49872,3,5764,2023-08-17
36423,3,9023,2025-04-01
27335,2,1141,2022-02-11
11971,3,7326,2023-11-24
18071,4,14631,2025-01-26
33601,3,9900,2025-04-17
45171,4,12629,2023-03-27
40915,3,7447,2022-04-08
35084,4,14149,2023-07-11
43043,4,14022,2021-09-16
28747,4,13730,2021-07-07
996,3,7376,2023-12-21
11897,1,952,2023-04-25
8430,3,6899,2021-11-24
28136,3,6168,2025-04-20
47981,4,14252,2021-10-28
22185,2,4701,2022-02-17
16565,3,7111,2024-12-21
20413,2,4002,2023-08-11
16805,4,14763,2023-02-04
30558,4,10277,2022-04-16
8569,2,2607,2024-12-24
10071,4,10302,2025-05-17
3749,3,9201,2022-07-17
3915,4,12231,2021-07-14
46004,3,6781,2021-12-25
36223,3,5301,2025-11-06
21606,4,13658,2025-09-07
49958,4,10702,2025-02-04
7943,2,1989,2022-02-09
32528,3,6676,2025-10-28
21735,4,10620,2024-10-21
1209,3,9185,2021-05-20
18321,2,3068,2022-01-01
18728,4,12360,2021-08-03
38316,2,1920,2025-02-10
26975,4,11585,2024-05-18
19749,3,9780,2025-12-29
40853,2,1814,2024-08-03
23075,4,12815,2021-05-28
16762,3,7188,2024-11-23
37387,4,10445,2025-08-06
38359,3,9840,2025-05-06
38706,2,1091,2024-10-09
12817,4,14319,2021-08-27
47842,4,10465,2021-11-04
28957,4,11375,2024-05-04
15160,3,8367,2026-01-15
40788,4,12129,2025-08-26
40428,3,8612,2021-10-15
5589,2,1646,2025-12-29
48217,1,279,2024-12-19
25422,2,3058,2024-01-12
29526,4,13398,2021-12-10
15335,3,5876,2021-06-09
4983,3,6379,2025-10-08
10655,4,13646,2022-11-30
41575,4,14279,2024-06-27
13861,2,3335,2024-11-10
20433,4,14506,2025-11-05
37047,3,9772,2026-01-02
5665,2,1781,2023-08-29
4118,2,1769,2024-10-30
31021,4,10701,2021-09-18
10928,3,5410,2022-03-20
8841,1,671,2023-09-03
16903,4,11503,2021-04-17
32543,2,2906,2023-11-20
22074,2,1542,2022-03-29
41390,4,14300,2023-09-08
36055,4,12935,2021-12-13
3243,4,12064,2023-09-28
31308,3,5329,2022-07-16
26188,3,8973,2021-04-22
34049,3,7190,2023-08-13
31956,2,2112,2021-05-08
15734,2,1092,2022-06-18
42716,4,11669,2022-10-07
41249,2,3306,2026-01-13
34489,2,4493,2021-12-05
26691,3,7639,2021-12-06
10080,3,7361,2021-09-24
28176,4,14245,2025-07-22
36464,4,13447,2022-11-15
9750,4,11146,2022-08-28
25468,4,11818,2021-12-26
6696,2,4508,2025-09-13
27020,2,3268,2021-12-21
31836,1,520,2022-10-03
14803,2,1184,2023-05-17
42588,4,11325,2021-04-25
47112,4,14949,2024-04-18
46555,3,5756,2025-11-13
21987,2,3457,2021-07-16
9669,2,4146,2024-12-07
32389,2,1930,2022-09-28
28188,1,760,2021-11-13
38698,3,7953,2024-09-20
44153,3,6632,2022-04-12
5380,4,11930,2025-08-19
21562,3,9708,2022-06-10
13418,4,12093,2023-02-12
5726,4,14832,2022-03-31
24612,3,8456,2021-09-05
9994,3,8435,2024-09-16
49105,4,12961,2021-12-08
44885,4,10731,2021-12-16
39901,3,7024,2024-07-28
26407,2,3275,2021-08-23
20095,3,5296,2022-10-07
18583,4,11997,2021-09-21
1170,4,13926,2022-08-16
18205,3,5543,2025-12-28
39016,2,1876,2026-02-02
10659,4,11226,2025-07-11
27516,4,12747,2024-03-07
26381,3,5258,2024-10-09
43245,3,9056,2026-02-18
30479,3,7406,2024-07-09
10164,4,14759,2022-08-22
47539,4,13942,2022-04-30
26158,4,10793,2024-09-23
35594,4,10627,2023-11-22
41415,2,1116,2024-01-26
46262,2,4679,2025-06-28
18194,2,2614,2022-09-30
32123,3,8055,2026-02-17
5900,4,12476,2024-06-25
29505,2,1462,2022-03-14
20240,4,11077,2021-12-15
41063,2,3768,2021-12-02
23357,2,3428,2024-06-03
3130,4,14636,2024-02-19
28478,2,2890,2023-12-21
23751,2,1591,2024-08-14
40507,3,5669,2023-02-16
47956,4,11833,2023-01-12
21979,3,7834,2026-02-01
17238,3,5637,2021-06-25
33909,3,6405,2023-06-13
11787,4,11961,2025-01-01
12195,1,137,2024-05-12
9339,3,7334,2024-12-06
23909,4,10851,2022-08-21
25876,3,8143,2024-11-26
18201,3,7877,2023-04-05
9443,3,5345,2022-04-13
13629,3,5030,2024-06-27
5871,2,3037,2023-11-27
33231,4,10820,2024-07-10
31246,1,728,2025-12-22
6391,4,14761,2024-01-03
703,3,6068,2023-01-24
44953,4,11568,2025-09-20
11073,3,8641,2024-09-19
21789,4,10115,2025-11-08
13310,3,6348,2021-06-30
798,2,4655,2022-05-14
48392,4,10542,2021-06-19
22378,3,7420,2025-01-02
20483,4,11795,2021-10-03
8195,4,12862,2024-10-03
6114,4,13186,2021-11-08
31744,1,30,2023-02-23
33443,4,12006,2023-12-04
32171,2,4322,2025-07-05
31887,4,13341,2022-11-02
10209,2,3031,2024-09-02
47995,2,1172,2024-10-13
4337,4,10884,2025-12-06
31318,2,2048,2022-09-18
3558,3,7102,2023-06-20
26174,2,2014,2024-01-14
47614,3,6476,2023-04-04
909,4,10062,2023-09-25
13679,3,9653,2026-02-21
18888,4,12818,2023-07-02
35576,1,415,2023-03-08
43451,2,1239,2023-05-19
33301,3,5801,2024-03-19
18724,4,11984,2022-10-30
25721,1,493,2025-01-06
21973,4,11671,2024-10-20
19336,2,1949,2021-04-15
6277,2,2578,2025-01-07
9907,4,11062,2025-09-26
44118,3,6810,2025-10-09
25772,3,6231,2022-11-26
22892,2,3814,2024-10-21
44409,2,3211,2022-01-24
34704,1,568,2024-06-21
4933,4,13871,2025-10-12
46627,4,12604,2021-03-15
42346,4,10613,2021-07-05
48644,4,11057,2024-03-15
15520,3,5556,2023-08-30
22903,2,2706,2022-05-14
3359,4,11118,2022-07-20
44384,4,10074,2024-04-11
43866,2,4109,2022-02-24
18440,3,8486,2025-02-06
13047,2,2228,2022-06-19
42861,4,12108,2022-06-15
36686,4,14121,2021-09-21
41832,4,13791,2024-12-24
24820,3,5127,2024-08-27
383,4,11797,2025-03-13
47273,3,8472,2025-07-03
19766,4,12277,2024-03-26
33117,1,57,2022-08-22
24969,3,5704,2022-11-16
3453,4,10267,2025-02-20
30956,3,5040,2021-06-20
11413,3,5441,2023-08-24
20706,4,11711,2025-07-07
44168,1,59,2023-01-03
7616,2,4013,2022-02-02
11480,4,10421,2022-02-01
34672,3,8802,2023-07-18
44164,4,14338,2021-07-25
38426,2,2887,2023-09-19
11427,3,9594,2025-10-15
29706,2,1339,2023-09-28
38173,3,9125,2021-08-16
5126,3,5067,2023-06-30
26838,4,12949,2021-12-22
11485,4,14297,2024-12-10
7967,3,5500,2023-01-24
25386,3,8065,2022-01-10
36838,3,7200,2023-07-29
16044,4,14474,2022-07-31
14737,2,3226,2023-06-23
43712,3,6904,2022-06-14
35798,2,3329,2021-09-02
34594,3,6772,2023-02-05
14908,4,12685,2021-10-24
18479,4,12433,2022-01-28
38049,3,7092,2023-07-17
29374,3,8712,2025-11-24
6450,4,13340,2022-01-01
46638,4,14955,2022-07-15
33272,4,12003,2022-01-30
4624,4,14034,2022-07-12
35657,3,6129,2025-09-16
10823,1,731,2023-12-13
891,4,12107,2026-01-17
9543,2,4757,2021-12-29
42890,3,7444,2023-10-12
26953,4,10972,2023-06-25
47159,1,496,2023-05-28
10626,4,14326,2024-12-10
43492,3,6947,2023-06-22
30092,3,9263,2025-08-21
29308,2,4199,2021-11-02
21850,3,9818,2025-10-29
5402,2,4687,2024-11-20
7898,3,7804,2023-09-23
11443,4,11227,2026-02-15
25733,4,11253,2025-03-13
25934,4,12961,2024-05-01
49834,1,525,2024-12-18
12472,3,7045,2024-01-07
7592,3,6073,2022-04-28
49006,4,12773,2022-10-27
24137,2,2545,2022-02-21
21283,3,9835,2022-11-04
26842,3,8184,2022-06-04
22828,4,11718,2024-11-07
37890,2,1065,2021-09-25
6926,2,4553,2024-01-16
32365,3,5442,2025-04-21
29887,3,9677,2025-08-06
606,4,10424,2023-09-07
25924,4,14698,2022-01-25
17535,1,210,2023-10-29
33455,4,13017,2025-05-06
10402,3,7884,2022-02-03
35273,2,2061,2022-07-01
22580,1,41,2021-03-03
3694,3,7958,2022-04-24
35772,2,3020,2025-08-15
21354,3,8347,2021-10-10
12825,4,10397,2021-03-10
21035,3,9444,2023-08-01
26488,4,13383,2025-06-28
26724,3,5631,2022-05-24
25032,4,14041,2022-08-18
31709,2,2124,2021-11-12
49490,4,11138,2023-11-18
19443,4,10963,2021-07-01
9423,4,14000,2024-09-18
24518,3,7048,2023-06-19
13909,3,6419,2022-01-14
5466,4,11619,2025-02-17
10326,4,14414,2021-09-13
10562,4,10547,2024-07-16
26104,3,7904,2022-01-21
2421,4,11093,2026-02-10
46383,2,4083,2025-03-07
20709,1,739,2022-02-23
22579,2,3967,2024-07-09
2830,2,2039,2024-12-05
13656,4,14748,2023-01-28
36847,3,7305,2022-11-10
2441,4,12769,2022-09-15
2050,4,14010,2023-12-09
15093,3,6406,2025-12-14
26244,3,5795,2023-10-01
6456,2,3774,2025-07-23
13638,4,14231,2023-07-22
847,1,614,2024-01-25
31607,3,6022,2024-05-22
2481,4,11909,2021-06-19
47945,3,7589,2023-02-24
49709,4,10285,2021-11-06
36832,2,3251,2024-12-01
14497,4,10994,2023-01-29
39493,3,6232,2025-06-07
15673,3,7485,2025-11-17
27672,2,2156,2021-08-04
25069,3,9916,2024-02-14
44136,2,1727,2023-06-04
7026,1,181,2022-04-03
29199,2,4133,2023-08-08
28530,2,3408,2025-10-08
9197,2,2605,2023-05-24
44826,1,101,2025-04-01
23326,4,12376,2024-04-22
39781,3,9807,2024-02-03
42874,3,7768,2022-02-26
8496,4,13673,2021-12-19
22801,2,2138,2021-07-22
27132,4,14177,2025-03-07
19555,2,3689,2021-07-25
46824,4,12708,2024-08-26
20217,3,7270,2025-06-02
29735,3,8996,2023-04-25
47237,2,3231,2024-10-19
32586,2,2531,2022-05-01
47876,3,5054,2025-02-22
40870,3,8589,2023-08-24
20465,4,10576,2023-10-27
15990,2,4199,2022-09-13
35869,3,7749,2024-03-13
26252,3,5272,2021-06-11
43621,4,14929,2022-08-16
24123,2,1553,2021-12-28
15077,2,3461,2023-10-29
35752,4,11013,2023-07-16
8358,4,11991,2024-05-02
45134,3,8392,2023-01-09
13160,4,12704,2021-03-19
14808,3,7742,2021-10-10
3528,3,7190,2024-10-12
38385,4,11591,2023-06-01
5117,3,9337,2023-12-21
36732,2,1454,2025-06-05
28978,3,7283,2024-03-23
22615,1,55,2021-04-05
48037,4,11066,2021-12-06
20430,3,7976,2024-11-06
2486,4,10710,2024-08-17
45022,4,12639,2021-02-27
2110,2,1762,2022-05-10
6467,2,4974,2023-05-16
33061,2,2335,2024-10-27
6226,2,1539,2023-11-27
38626,3,8259,2024-05-30
11639,4,10434,2022-05-27
36363,2,3905,2023-10-14
32844,4,11750,2024-11-17
222,3,7902,2023-10-19
28309,2,2825,2024-02-09
48157,3,8243,2022-03-10
22179,4,13060,2022-10-27
47974,4,10128,2023-08-28
7377,3,8737,2023-05-23
43977,2,3441,2022-06-16
33757,3,5719,2022-12-03
14710,2,3426,2024-07-03
37370,3,5590,2023-07-02
22820,3,6908,2024-02-05
5272,1,869,2023-02-18
45729,2,2361,2021-12-09
29546,4,11342,2025-01-02
19420,3,6753,2023-04-02
26257,2,1617,2023-12-29
24702,2,3343,2023-05-25
5276,2,1867,2023-04-12
8378,3,8189,2026-02-17
48041,3,6524,2023-06-16
31172,3,8721,2024-01-17
5850,4,11811,2025-05-03
25567,2,1430,2024-05-06
1863,4,14240,2026-01-20
38178,4,14736,2025-03-17
23840,3,7420,2022-09-09
7005,4,13597,2022-10-20
45222,4,10243,2021-09-04
4736,4,14113,2022-10-10
42850,3,5654,2021-04-21
14758,3,7967,2021-07-29
15970,3,7747,2023-02-07
48025,4,13337,2026-01-04
33959,2,4948,2023-04-29
3932,3,5552,2026-01-31
30354,3,9142,2025-08-26
12213,3,8814,2026-02-02
47363,2,2105,2025-03-23
3888,2,4836,2025-02-28
5676,4,14958,2025-08-13
776,3,8005,2023-01-26
39182,4,13214,2024-09-22
9620,4,13819,2021-05-21
30632,4,14513,2022-05-30
16456,4,10070,2024-12-23
13619,3,6531,2021-06-15
35306,3,7319,2025-12-20
16514,3,5273,2025-04-17
35085,4,12513,2024-06-27
10087,3,9214,2026-02-24
41749,2,2868,2025-11-27
24931,4,14817,2023-01-01
17316,2,4146,2024-11-01
22576,2,3143,2024-01-19
49317,4,11970,2023-11-16
4581,3,9563,2023-09-10
37526,3,5417,2023-02-18
43010,2,2551,2025-05-20
8435,3,6665,2023-04-06
27811,3,8369,2025-12-04
48715,2,4588,2025-02-23
7915,3,8629,2021-04-23
28073,3,9064,2022-01-24
20304,3,5953,2022-10-23
37833,3,5357,2025-09-02
31041,3,8710,2021-06-28
40998,1,365,2025-02-27
37947,2,1839,2025-02-14
4787,3,8954,2023-07-07
1125,3,5054,2022-09-07
1736,1,37,2023-05-06
47925,2,1403,2024-05-03
30129,4,13222,2025-03-16
15235,4,10590,2024-03-24
40412,3,8369,2021-10-22
44706,4,13699,2024-04-08
1633,4,10919,2024-10-14
45680,3,6712,2025-11-17
