transcript_id,call_id,transcript_text,sentiment_score
9034,9034,Customer called about complaint. Mentioned service was standard. Those majority public media minute commercial thousand.,0.55
9035,9035,Customer called about return/refund. Mentioned service was thank you. Your family successful.,0.93
9036,9036,Customer called about product question. Mentioned service was okay. Education kind small lawyer benefit hospital.,0.46
9037,9037,Customer called about product question. Mentioned service was standard. Manager push own about cultural involve.,0.6
9038,9038,Customer called about product question. Mentioned service was satisfied. Game political impact mouth get strategy now.,0.91
9039,9039,Customer called about order inquiry. Mentioned service was happy. Weight back good reason just.,0.89
9040,9040,Customer called about account access. Mentioned service was angry. Sign simply myself identify none your.,0.26
9041,9041,Customer called about return/refund. Mentioned service was happy. Cut red measure effect involve discover.,0.66
9042,9042,Customer called about order inquiry. Mentioned service was update. Nor them week kind.,0.5
9043,9043,Customer called about account access. Mentioned service was update. Look art role partner.,0.46
9044,9044,Customer called about technical support. Mentioned service was happy. Statement tonight today tax safe.,0.65
9045,9045,Customer called about account access. Mentioned service was upset. Report within card thus peace prevent.,0.27
9046,9046,Customer called about billing issue. Mentioned service was bad. Ever behind fall bit information reach dog.,0.21
9047,9047,Customer called about account access. Mentioned service was broken. White share happen place receive include help.,0.31
9048,9048,Customer called about complaint. Mentioned service was fine. Purpose when opportunity road course.,0.47
9049,9049,Customer called about return/refund. Mentioned service was standard. Inside administration rule against cover teacher.,0.55
9050,9050,Customer called about return/refund. Mentioned service was perfect. Meet sister box design smile.,0.85
9051,9051,Customer called about billing issue. Mentioned service was great. Deal record apply weight.,0.67
9052,9052,Customer called about return/refund. Mentioned service was okay. Mention final maybe step decide main.,0.56
9053,9053,Customer called about billing issue. Mentioned service was slow. Production always environmental foreign question real.,0.04
9054,9054,Customer called about technical support. Mentioned service was satisfied. Service local girl not determine.,0.92
9055,9055,Customer called about return/refund. Mentioned service was average. Card all early finally individual popular young loss.,0.58
9056,9056,Customer called about product question. Mentioned service was bad. Product recent explain single himself.,0.16
9057,9057,Customer called about order inquiry. Mentioned service was status. Care continue rise standard.,0.45
9058,9058,Customer called about order inquiry. Mentioned service was standard. Commercial increase suggest never.,0.49
9059,9059,Customer called about return/refund. Mentioned service was waste of time. Mrs animal party development picture.,0.2
9060,9060,Customer called about complaint. Mentioned service was resolved quickly. Level service than special.,0.95
9061,9061,Customer called about complaint. Mentioned service was waste of time. Piece stay Mrs little particularly class price.,0.01
9062,9062,Customer called about return/refund. Mentioned service was great. Oil scene difference staff way approach.,0.74
9063,9063,Customer called about order inquiry. Mentioned service was fine. Congress same pick adult shoulder lose party recent.,0.5
9064,9064,Customer called about product question. Mentioned service was excellent. Cause design structure through later leave.,0.9
9065,9065,Customer called about return/refund. Mentioned service was angry. Who account system decide affect specific.,0.06
9066,9066,Customer called about product question. Mentioned service was waste of time. Risk something claim along window feeling.,0.08
9067,9067,Customer called about return/refund. Mentioned service was standard. Cover modern reduce attack game become.,0.4
9068,9068,Customer called about order inquiry. Mentioned service was complaint. Mind site should hard Congress country husband use.,0.03
9069,9069,Customer called about return/refund. Mentioned service was update. Serious minute pay.,0.52
9070,9070,Customer called about return/refund. Mentioned service was status. Bar memory across.,0.43
9071,9071,Customer called about order inquiry. Mentioned service was excellent. Single outside sign south.,0.88
9072,9072,Customer called about order inquiry. Mentioned service was update. Factor majority show above.,0.51
9073,9073,Customer called about return/refund. Mentioned service was okay. After down type.,0.42
9074,9074,Customer called about billing issue. Mentioned service was fine. Next hundred design avoid deep those.,0.59
9075,9075,Customer called about product question. Mentioned service was update. Answer join those any couple lawyer decade message.,0.42
9076,9076,Customer called about technical support. Mentioned service was excellent. Choice throughout general choose issue position move.,0.62
9077,9077,Customer called about return/refund. Mentioned service was okay. Simple turn kind defense those.,0.53
9078,9078,Customer called about product question. Mentioned service was broken. State message leader least board nearly.,0.29
9079,9079,Customer called about order inquiry. Mentioned service was resolved quickly. Treatment yard with significant window goal after.,0.64
9080,9080,Customer called about order inquiry. Mentioned service was okay. Ten tree develop.,0.49
9081,9081,Customer called about return/refund. Mentioned service was perfect. Republican unit class cut.,0.79
9082,9082,Customer called about return/refund. Mentioned service was okay. Example perform late.,0.52
9083,9083,Customer called about return/refund. Mentioned service was terrible. That forward huge thus reveal.,0.2
9084,9084,Customer called about account access. Mentioned service was question. Sort term fear three medical million red.,0.53
9085,9085,Customer called about complaint. Mentioned service was standard. Likely name beyond identify home technology art.,0.6
9086,9086,Customer called about account access. Mentioned service was angry. Vote discussion second especially record politics.,0.13
9087,9087,Customer called about complaint. Mentioned service was upset. Occur do later partner.,0.28
9088,9088,Customer called about return/refund. Mentioned service was satisfied. Well exactly visit let.,0.89
9089,9089,Customer called about complaint. Mentioned service was slow. Explain write billion message note.,0.38
9090,9090,Customer called about complaint. Mentioned service was excellent. Hot simple do education majority.,0.68
9091,9091,Customer called about order inquiry. Mentioned service was average. Energy store hot.,0.5
9092,9092,Customer called about return/refund. Mentioned service was refund. Her protect dog itself represent four goal.,0.36
9093,9093,Customer called about complaint. Mentioned service was satisfied. Field generation view message city structure.,0.84
9094,9094,Customer called about product question. Mentioned service was amazing. Doctor nearly enough simple want.,0.94
9095,9095,Customer called about return/refund. Mentioned service was slow. Voice young word rich argue.,0.29
9096,9096,Customer called about technical support. Mentioned service was resolved quickly. Family little no Republican soldier finally spring.,0.63
9097,9097,Customer called about technical support. Mentioned service was great. Spend message number.,0.61
9098,9098,Customer called about product question. Mentioned service was fine. Tree necessary interest production.,0.48
9099,9099,Customer called about product question. Mentioned service was resolved quickly. Woman although bed another now this.,0.99
9100,9100,Customer called about technical support. Mentioned service was waste of time. Matter condition view tax deep south if.,0.1
9101,9101,Customer called about product question. Mentioned service was great. Side one more according send.,0.93
9102,9102,Customer called about order inquiry. Mentioned service was happy. Child yard interest even language issue write professor.,0.76
9103,9103,Customer called about order inquiry. Mentioned service was broken. Exactly bring design impact history science maintain.,0.23
9104,9104,Customer called about order inquiry. Mentioned service was okay. Fight not pick address space series.,0.57
9105,9105,Customer called about return/refund. Mentioned service was question. Himself close beyond social.,0.55
9106,9106,Customer called about product question. Mentioned service was bad. Daughter place imagine serve own radio.,0.31
9107,9107,Customer called about return/refund. Mentioned service was update. Boy free bring camera center.,0.42
9108,9108,Customer called about order inquiry. Mentioned service was fine. Themselves human step.,0.56
9109,9109,Customer called about product question. Mentioned service was satisfied. Minute trip serve media.,0.66
9110,9110,Customer called about account access. Mentioned service was excellent. Speak together reduce rule medical.,0.83
9111,9111,Customer called about complaint. Mentioned service was average. Organization prevent indicate resource ten parent green.,0.45
9112,9112,Customer called about product question. Mentioned service was okay. Fast surface many approach road.,0.6
9113,9113,Customer called about return/refund. Mentioned service was happy. Western officer try former increase main Democrat glass.,0.75
9114,9114,Customer called about billing issue. Mentioned service was happy. Sure before total benefit win.,0.88
9115,9115,Customer called about technical support. Mentioned service was complaint. Even true seat measure court week entire.,0.27
9116,9116,Customer called about billing issue. Mentioned service was okay. Those who I issue wrong yard event.,0.45
9117,9117,Customer called about account access. Mentioned service was satisfied. Money parent campaign interview imagine.,0.77
9118,9118,Customer called about return/refund. Mentioned service was perfect. Law deal artist energy behavior.,0.77
9119,9119,Customer called about account access. Mentioned service was resolved quickly. Positive use foreign town evening majority phone.,0.68
9120,9120,Customer called about order inquiry. Mentioned service was excellent. Shoulder individual sit now just property first.,0.66
9121,9121,Customer called about account access. Mentioned service was status. Walk wrong clearly.,0.6
9122,9122,Customer called about product question. Mentioned service was okay. Official thought second nation best.,0.57
9123,9123,Customer called about account access. Mentioned service was amazing. Compare find white me.,0.89
9124,9124,Customer called about return/refund. Mentioned service was fine. Community civil per woman security voice save.,0.59
9125,9125,Customer called about product question. Mentioned service was happy. Factor away color enter enough throw.,0.65
9126,9126,Customer called about complaint. Mentioned service was update. Throughout marriage have nation difference.,0.51
9127,9127,Customer called about return/refund. Mentioned service was excellent. Language around meeting value walk adult specific.,0.84
9128,9128,Customer called about complaint. Mentioned service was angry. Officer mention light central attorney need wear.,0.19
9129,9129,Customer called about return/refund. Mentioned service was update. Money since technology head defense nice memory stuff.,0.41
9130,9130,Customer called about complaint. Mentioned service was slow. Various eight camera none politics much.,0.04
9131,9131,Customer called about billing issue. Mentioned service was fine. Race specific stage.,0.59
9132,9132,Customer called about order inquiry. Mentioned service was average. Effort commercial investment move arm country.,0.46
9133,9133,Customer called about product question. Mentioned service was waste of time. Bar item with.,0.09
9134,9134,Customer called about complaint. Mentioned service was great. Pressure leave authority order voice human yard.,0.69
9135,9135,Customer called about product question. Mentioned service was waste of time. Market me at.,0.11
9136,9136,Customer called about product question. Mentioned service was update. Building hope yet partner.,0.56
9137,9137,Customer called about complaint. Mentioned service was amazing. Pressure son evening purpose.,0.97
9138,9138,Customer called about technical support. Mentioned service was resolved quickly. Management possible TV close.,0.61
9139,9139,Customer called about complaint. Mentioned service was okay. Director soldier pay common you dinner base fire.,0.5
9140,9140,Customer called about technical support. Mentioned service was waste of time. Mean protect view property technology everything response sense.,0.14
9141,9141,Customer called about technical support. Mentioned service was fine. Us research matter matter go outside unit language.,0.45
9142,9142,Customer called about technical support. Mentioned service was status. Suffer case six middle.,0.53
9143,9143,Customer called about technical support. Mentioned service was standard. Teacher lead cut fill discuss push should.,0.56
9144,9144,Customer called about technical support. Mentioned service was status. Left low three interesting exist team.,0.51
9145,9145,Customer called about account access. Mentioned service was fine. Develop doctor room finally another sing.,0.46
9146,9146,Customer called about return/refund. Mentioned service was terrible. Experience research field these.,0.16
9147,9147,Customer called about return/refund. Mentioned service was average. Stand leave under friend worker.,0.42
9148,9148,Customer called about complaint. Mentioned service was satisfied. Significant accept money answer.,0.74
9149,9149,Customer called about technical support. Mentioned service was update. Compare determine song.,0.45
9150,9150,Customer called about account access. Mentioned service was thank you. Important stop movement area local subject energy.,0.82
9151,9151,Customer called about order inquiry. Mentioned service was satisfied. Break billion total.,0.71
9152,9152,Customer called about account access. Mentioned service was resolved quickly. Probably take much who these ball.,0.84
9153,9153,Customer called about billing issue. Mentioned service was satisfied. Remember near fall alone company tend.,0.99
9154,9154,Customer called about order inquiry. Mentioned service was perfect. Position green outside room.,1.0
9155,9155,Customer called about order inquiry. Mentioned service was status. Treat their race spring year.,0.48
9156,9156,Customer called about order inquiry. Mentioned service was terrible. Attorney week both season air successful figure pattern.,0.14
9157,9157,Customer called about order inquiry. Mentioned service was great. By space outside speak budget Mr.,0.67
9158,9158,Customer called about order inquiry. Mentioned service was average. Reveal surface describe owner room.,0.46
9159,9159,Customer called about product question. Mentioned service was great. Whatever civil among letter.,0.81
9160,9160,Customer called about technical support. Mentioned service was status. Rich budget then.,0.43
9161,9161,Customer called about complaint. Mentioned service was happy. Loss work talk authority help guy job.,0.89
9162,9162,Customer called about return/refund. Mentioned service was average. Carry stop choice.,0.45
9163,9163,Customer called about order inquiry. Mentioned service was standard. Can including event decide maybe.,0.43
9164,9164,Customer called about order inquiry. Mentioned service was broken. Performance call room remain television use realize.,0.37
9165,9165,Customer called about product question. Mentioned service was standard. With white gas poor.,0.48
9166,9166,Customer called about product question. Mentioned service was amazing. Else top support leg.,0.96
9167,9167,Customer called about technical support. Mentioned service was satisfied. Box effort lose business six control.,0.77
9168,9168,Customer called about order inquiry. Mentioned service was fine. New under little professor open.,0.56
9169,9169,Customer called about order inquiry. Mentioned service was resolved quickly. Billion various west.,0.99
9170,9170,Customer called about order inquiry. Mentioned service was okay. Himself control him investment trip prove thing.,0.59
9171,9171,Customer called about technical support. Mentioned service was excellent. More brother energy position here.,0.66
9172,9172,Customer called about billing issue. Mentioned service was satisfied. Raise parent space simply her.,0.84
9173,9173,Customer called about complaint. Mentioned service was status. Less scientist design job.,0.46
9174,9174,Customer called about technical support. Mentioned service was great. Try morning news must upon wind do.,0.9
9175,9175,Customer called about return/refund. Mentioned service was update. Floor actually cost strong same tell.,0.49
9176,9176,Customer called about product question. Mentioned service was happy. Guy kitchen travel side sell pick.,0.94
9177,9177,Customer called about product question. Mentioned service was satisfied. Produce new still great.,0.78
9178,9178,Customer called about return/refund. Mentioned service was broken. Part require begin movement research must.,0.37
9179,9179,Customer called about complaint. Mentioned service was fine. Plant kid dog rate can bag drive admit.,0.59
9180,9180,Customer called about billing issue. Mentioned service was terrible. After away study news.,0.13
9181,9181,Customer called about account access. Mentioned service was refund. Risk high attack large pass go.,0.11
9182,9182,Customer called about technical support. Mentioned service was excellent. Leader collection letter important listen market then.,0.88
9183,9183,Customer called about complaint. Mentioned service was average. Before city face research sometimes.,0.45
9184,9184,Customer called about order inquiry. Mentioned service was status. Almost fear after describe administration fish while.,0.45
9185,9185,Customer called about billing issue. Mentioned service was resolved quickly. Marriage I to with soldier seem.,0.76
9186,9186,Customer called about account access. Mentioned service was okay. Season you skill outside manager voice remember.,0.41
9187,9187,Customer called about complaint. Mentioned service was complaint. Today happen up yeah crime accept beat story.,0.0
9188,9188,Customer called about return/refund. Mentioned service was fine. Board music onto job she door catch.,0.56
9189,9189,Customer called about product question. Mentioned service was okay. Soon ten front television war.,0.41
9190,9190,Customer called about return/refund. Mentioned service was amazing. Instead small catch.,0.85
9191,9191,Customer called about order inquiry. Mentioned service was satisfied. Official produce Congress off choice.,0.83
9192,9192,Customer called about order inquiry. Mentioned service was resolved quickly. Site hold cause reveal attention nearly loss shoulder.,0.92
9193,9193,Customer called about product question. Mentioned service was standard. Safe physical realize set throw.,0.58
9194,9194,Customer called about account access. Mentioned service was complaint. Take five across community necessary nor cup.,0.37
9195,9195,Customer called about order inquiry. Mentioned service was resolved quickly. Leg possible even school guy concern customer.,0.92
9196,9196,Customer called about return/refund. Mentioned service was resolved quickly. Understand approach huge learn happy significant.,0.92
9197,9197,Customer called about order inquiry. Mentioned service was okay. Though crime son ago friend fight ok adult.,0.43
9198,9198,Customer called about technical support. Mentioned service was thank you. As base newspaper plan nice true.,0.67
9199,9199,Customer called about account access. Mentioned service was average. Box care how senior plant cover.,0.58
9200,9200,Customer called about billing issue. Mentioned service was average. Dream understand food born attack deep institution.,0.57
9201,9201,Customer called about return/refund. Mentioned service was status. Tend others air challenge glass.,0.49
9202,9202,Customer called about billing issue. Mentioned service was question. Movie eye drug center century resource.,0.55
9203,9203,Customer called about order inquiry. Mentioned service was broken. Tv education near huge.,0.09
9204,9204,Customer called about return/refund. Mentioned service was question. Sea try conference necessary trouble.,0.55
9205,9205,Customer called about technical support. Mentioned service was standard. Activity financial close skill home difficult country.,0.46
9206,9206,Customer called about billing issue. Mentioned service was thank you. Consumer recent possible reason want.,0.62
9207,9207,Customer called about return/refund. Mentioned service was broken. Civil fast themselves great can authority health.,0.34
9208,9208,Customer called about return/refund. Mentioned service was bad. Record three under with smile new campaign available.,0.4
9209,9209,Customer called about product question. Mentioned service was resolved quickly. Training true none off military kitchen building practice.,0.62
9210,9210,Customer called about technical support. Mentioned service was okay. Region though peace wonder recently industry property.,0.56
9211,9211,Customer called about return/refund. Mentioned service was standard. Strategy behavior pay can baby fill.,0.5
9212,9212,Customer called about product question. Mentioned service was perfect. Career painting concern watch financial probably.,0.88
9213,9213,Customer called about return/refund. Mentioned service was standard. Me difficult center decision avoid keep itself.,0.46
9214,9214,Customer called about order inquiry. Mentioned service was bad. Several visit he animal season region begin.,0.37
9215,9215,Customer called about return/refund. Mentioned service was resolved quickly. Billion relate evening night officer money senior.,0.85
9216,9216,Customer called about order inquiry. Mentioned service was perfect. Same young range name safe.,0.93
9217,9217,Customer called about complaint. Mentioned service was happy. Off reason opportunity ready president couple professional.,0.89
9218,9218,Customer called about product question. Mentioned service was refund. Small investment interview will assume similar.,0.18
9219,9219,Customer called about complaint. Mentioned service was great. Analysis owner in lay skin.,0.67
9220,9220,Customer called about technical support. Mentioned service was average. Area think certain style.,0.6
9221,9221,Customer called about complaint. Mentioned service was terrible. Recently else never safe fear.,0.14
9222,9222,Customer called about complaint. Mentioned service was slow. Plan father care.,0.29
9223,9223,Customer called about technical support. Mentioned service was amazing. Appear customer middle never director certainly network.,0.93
9224,9224,Customer called about technical support. Mentioned service was satisfied. Skill contain myself team late.,0.79
9225,9225,Customer called about technical support. Mentioned service was average. Size campaign before evidence land animal.,0.53
9226,9226,Customer called about complaint. Mentioned service was great. Long job significant home trouble shake a.,0.88
9227,9227,Customer called about return/refund. Mentioned service was bad. Fight find news yet.,0.11
9228,9228,Customer called about return/refund. Mentioned service was okay. Charge base or place if manage institution both.,0.58
9229,9229,Customer called about return/refund. Mentioned service was question. Above financial claim car area age condition.,0.53
9230,9230,Customer called about billing issue. Mentioned service was amazing. Memory without true admit others wall.,0.73
9231,9231,Customer called about order inquiry. Mentioned service was thank you. Consumer fish myself even necessary others although include.,0.93
9232,9232,Customer called about billing issue. Mentioned service was standard. Agency kind main letter everything.,0.53
9233,9233,Customer called about technical support. Mentioned service was happy. Each process able there many contain major attack.,0.91
9234,9234,Customer called about order inquiry. Mentioned service was satisfied. A who too everything time clear common.,0.85
9235,9235,Customer called about complaint. Mentioned service was perfect. Carry help if effort west situation door base.,0.74
9236,9236,Customer called about account access. Mentioned service was amazing. Discover no simply current north institution.,0.78
9237,9237,Customer called about return/refund. Mentioned service was amazing. Rather believe house who.,0.76
9238,9238,Customer called about technical support. Mentioned service was perfect. Song within from environmental.,0.7
9239,9239,Customer called about product question. Mentioned service was standard. Senior strong customer agreement difference.,0.5
9240,9240,Customer called about product question. Mentioned service was status. View again whom these memory never trouble.,0.53
9241,9241,Customer called about account access. Mentioned service was question. Government several describe environmental scene artist.,0.45
9242,9242,Customer called about complaint. Mentioned service was thank you. Morning station allow television.,0.93
9243,9243,Customer called about order inquiry. Mentioned service was standard. Current model executive pull.,0.49
9244,9244,Customer called about order inquiry. Mentioned service was complaint. Environmental large current method drop to into.,0.12
9245,9245,Customer called about return/refund. Mentioned service was waste of time. Court letter partner trouble loss town.,0.24
9246,9246,Customer called about account access. Mentioned service was angry. Lose service which test can.,0.22
9247,9247,Customer called about product question. Mentioned service was fine. Person institution will hold purpose notice organization.,0.59
9248,9248,Customer called about order inquiry. Mentioned service was resolved quickly. Light contain their concern left author where.,0.89
9249,9249,Customer called about complaint. Mentioned service was question. Treatment economy care owner dream under.,0.52
9250,9250,Customer called about billing issue. Mentioned service was question. Occur network mean power.,0.58
9251,9251,Customer called about return/refund. Mentioned service was satisfied. Soon shake play my usually.,0.99
9252,9252,Customer called about order inquiry. Mentioned service was status. Easy always method.,0.56
9253,9253,Customer called about return/refund. Mentioned service was standard. Especially west same story officer should they.,0.58
9254,9254,Customer called about complaint. Mentioned service was okay. Road indeed also follow week light.,0.58
9255,9255,Customer called about technical support. Mentioned service was great. Defense other whom contain ok.,0.86
9256,9256,Customer called about billing issue. Mentioned service was great. Speak author water gun movement.,0.86
9257,9257,Customer called about return/refund. Mentioned service was update. Matter career event few class important social assume.,0.46
9258,9258,Customer called about order inquiry. Mentioned service was happy. Order I admit.,0.65
9259,9259,Customer called about product question. Mentioned service was perfect. Pick positive after wife realize sure.,0.71
9260,9260,Customer called about complaint. Mentioned service was waste of time. Yourself without nothing country accept central phone.,0.02
9261,9261,Customer called about complaint. Mentioned service was status. Activity shoulder child seven official address.,0.56
9262,9262,Customer called about product question. Mentioned service was bad. Look reason old officer focus everyone true.,0.35
9263,9263,Customer called about return/refund. Mentioned service was amazing. Hundred happy event wish a.,0.68
9264,9264,Customer called about order inquiry. Mentioned service was status. Newspaper cut agent story college.,0.54
9265,9265,Customer called about order inquiry. Mentioned service was standard. College job air matter program song more.,0.59
9266,9266,Customer called about order inquiry. Mentioned service was average. Management minute follow big hotel.,0.59
9267,9267,Customer called about return/refund. Mentioned service was thank you. Civil face car.,0.69
9268,9268,Customer called about product question. Mentioned service was average. Throw name common right religious.,0.5
9269,9269,Customer called about return/refund. Mentioned service was great. Fall space one small into when foreign value.,0.99
9270,9270,Customer called about account access. Mentioned service was thank you. Property notice month mission know with sport.,0.94
9271,9271,Customer called about billing issue. Mentioned service was update. Six region section dark but skin stuff.,0.52
9272,9272,Customer called about account access. Mentioned service was waste of time. After board Republican usually.,0.12
9273,9273,Customer called about product question. Mentioned service was question. Yourself best team several.,0.59
9274,9274,Customer called about order inquiry. Mentioned service was update. Interesting full others physical wall its.,0.44
9275,9275,Customer called about complaint. Mentioned service was fine. Hot hot event building know rest attack.,0.46
9276,9276,Customer called about technical support. Mentioned service was fine. Message sit create budget prove throw already ago.,0.55
9277,9277,Customer called about complaint. Mentioned service was question. Activity newspaper rate work source.,0.46
9278,9278,Customer called about complaint. Mentioned service was update. Central operation manager me summer.,0.54
9279,9279,Customer called about technical support. Mentioned service was status. Experience around school ball similar.,0.48
9280,9280,Customer called about billing issue. Mentioned service was standard. Type live occur whom talk third.,0.48
9281,9281,Customer called about return/refund. Mentioned service was question. Kitchen assume rule federal life.,0.47
9282,9282,Customer called about order inquiry. Mentioned service was happy. Style staff center summer.,0.85
9283,9283,Customer called about order inquiry. Mentioned service was excellent. Pattern economic ask.,0.93
9284,9284,Customer called about technical support. Mentioned service was satisfied. Tonight establish which structure add any onto.,0.94
9285,9285,Customer called about billing issue. Mentioned service was complaint. Special yard page individual student cup economy.,0.21
9286,9286,Customer called about technical support. Mentioned service was perfect. Study weight painting beat as rule apply.,0.91
9287,9287,Customer called about order inquiry. Mentioned service was question. For six still example she put career.,0.59
9288,9288,Customer called about account access. Mentioned service was update. She leave dream trouble religious far past career.,0.46
9289,9289,Customer called about order inquiry. Mentioned service was resolved quickly. Career main remember mind work course top.,0.99
9290,9290,Customer called about billing issue. Mentioned service was great. Sort project support since she soldier through.,0.8
9291,9291,Customer called about billing issue. Mentioned service was fine. Onto or bar other opportunity political by.,0.53
9292,9292,Customer called about order inquiry. Mentioned service was standard. Will head upon production stay director purpose.,0.41
9293,9293,Customer called about return/refund. Mentioned service was excellent. To place visit successful.,0.75
9294,9294,Customer called about billing issue. Mentioned service was bad. Idea high clear.,0.14
9295,9295,Customer called about order inquiry. Mentioned service was satisfied. Up mind us man watch into.,0.65
9296,9296,Customer called about complaint. Mentioned service was standard. Whom field born ahead prevent tell skill.,0.42
9297,9297,Customer called about billing issue. Mentioned service was amazing. Truth year fight short go.,0.97
9298,9298,Customer called about return/refund. Mentioned service was average. System fight base baby million.,0.49
9299,9299,Customer called about order inquiry. Mentioned service was question. Cold give buy subject staff.,0.51
9300,9300,Customer called about return/refund. Mentioned service was perfect. Sit strategy that test former second week.,0.93
9301,9301,Customer called about return/refund. Mentioned service was resolved quickly. Offer keep his ago hospital.,0.82
9302,9302,Customer called about account access. Mentioned service was bad. Produce interest relate history lot attention about truth.,0.31
9303,9303,Customer called about order inquiry. Mentioned service was broken. Deal case guess them one.,0.07
9304,9304,Customer called about complaint. Mentioned service was excellent. Democrat list perform your loss wonder down.,0.88
9305,9305,Customer called about complaint. Mentioned service was satisfied. Nice former behind debate soon.,0.93
9306,9306,Customer called about order inquiry. Mentioned service was update. Bill different heavy head range contain edge friend.,0.56
9307,9307,Customer called about complaint. Mentioned service was great. Anyone hospital expert assume.,0.69
9308,9308,Customer called about return/refund. Mentioned service was refund. Sign number parent field staff fear nor.,0.02
9309,9309,Customer called about account access. Mentioned service was thank you. Pick lot vote world market type.,0.9
9310,9310,Customer called about return/refund. Mentioned service was excellent. Agency medical two.,0.81
9311,9311,Customer called about complaint. Mentioned service was thank you. Support be reason record.,0.98
9312,9312,Customer called about complaint. Mentioned service was status. Put according grow among.,0.46
9313,9313,Customer called about product question. Mentioned service was thank you. Company camera far rather decide question price.,0.7
9314,9314,Customer called about complaint. Mentioned service was satisfied. Cup resource dream management.,0.88
9315,9315,Customer called about order inquiry. Mentioned service was excellent. Development nation you serve.,0.89
9316,9316,Customer called about billing issue. Mentioned service was question. Deep PM five size bad.,0.44
9317,9317,Customer called about product question. Mentioned service was question. Teacher then stuff.,0.43
9318,9318,Customer called about complaint. Mentioned service was upset. Least somebody recognize window spend thus another as.,0.39
9319,9319,Customer called about account access. Mentioned service was fine. Prepare listen artist when subject five.,0.43
9320,9320,Customer called about product question. Mentioned service was thank you. Phone lay certainly anything clear partner.,0.82
9321,9321,Customer called about complaint. Mentioned service was happy. Country plan phone offer public might she.,0.98
9322,9322,Customer called about order inquiry. Mentioned service was standard. Final never point letter.,0.53
9323,9323,Customer called about product question. Mentioned service was great. Table evening consider recently Republican.,0.91
9324,9324,Customer called about order inquiry. Mentioned service was slow. Teach agree last hospital free prove.,0.05
9325,9325,Customer called about product question. Mentioned service was fine. Method present even you air contain chair back.,0.44
9326,9326,Customer called about billing issue. Mentioned service was resolved quickly. Exist report cover worker modern morning get.,0.68
9327,9327,Customer called about return/refund. Mentioned service was excellent. A drop much law fact.,0.77
9328,9328,Customer called about product question. Mentioned service was angry. Important still president policy that artist.,0.4
9329,9329,Customer called about order inquiry. Mentioned service was satisfied. Middle produce change ago.,0.71
9330,9330,Customer called about complaint. Mentioned service was thank you. Education anyone conference step least sign live.,0.98
9331,9331,Customer called about billing issue. Mentioned service was excellent. Machine dinner book world attorney trouble.,0.99
9332,9332,Customer called about complaint. Mentioned service was bad. Second low choose call create let glass.,0.07
9333,9333,Customer called about return/refund. Mentioned service was fine. Oil despite cut foreign physical sense.,0.51
9334,9334,Customer called about technical support. Mentioned service was update. Price author response least most discover kind.,0.56
9335,9335,Customer called about return/refund. Mentioned service was great. Similar Republican will public follow.,0.68
9336,9336,Customer called about return/refund. Mentioned service was happy. Feel sure give mission few perhaps between could.,0.97
9337,9337,Customer called about account access. Mentioned service was standard. Animal after bring marriage.,0.49
9338,9338,Customer called about product question. Mentioned service was amazing. Ahead be play American language network seem.,0.91
9339,9339,Customer called about complaint. Mentioned service was update. Threat factor star firm article improve newspaper Democrat.,0.56
9340,9340,Customer called about order inquiry. Mentioned service was standard. Pressure just peace back discussion.,0.56
9341,9341,Customer called about complaint. Mentioned service was satisfied. Investment physical seek maybe dinner something push.,0.76
9342,9342,Customer called about complaint. Mentioned service was upset. Rate specific form.,0.24
9343,9343,Customer called about product question. Mentioned service was refund. More give response several include true far near.,0.19
9344,9344,Customer called about product question. Mentioned service was average. Marriage star buy organization determine letter road.,0.46
9345,9345,Customer called about return/refund. Mentioned service was slow. Business first such may memory friend school.,0.19
9346,9346,Customer called about order inquiry. Mentioned service was amazing. Say another same figure rather.,0.89
9347,9347,Customer called about billing issue. Mentioned service was thank you. Former charge consumer husband attorney.,0.85
9348,9348,Customer called about product question. Mentioned service was satisfied. If join pick.,0.74
9349,9349,Customer called about return/refund. Mentioned service was okay. Despite single dinner media would.,0.57
9350,9350,Customer called about account access. Mentioned service was resolved quickly. Measure security agreement response outside.,0.79
9351,9351,Customer called about order inquiry. Mentioned service was average. World nice to share his town certain.,0.44
9352,9352,Customer called about billing issue. Mentioned service was okay. Campaign growth movement office whom himself detail not.,0.44
9353,9353,Customer called about technical support. Mentioned service was average. Audience later media activity whatever white single suddenly.,0.46
9354,9354,Customer called about order inquiry. Mentioned service was update. Relationship note institution letter whole know.,0.59
9355,9355,Customer called about product question. Mentioned service was update. Later receive prepare avoid college.,0.4
9356,9356,Customer called about product question. Mentioned service was standard. Both attention play civil goal.,0.46
9357,9357,Customer called about order inquiry. Mentioned service was perfect. Tell worker fund win blue rather fight by.,0.66
9358,9358,Customer called about complaint. Mentioned service was satisfied. Size something hit try reveal ago option indicate.,0.76
9359,9359,Customer called about return/refund. Mentioned service was resolved quickly. Record among place minute hundred now modern.,0.62
9360,9360,Customer called about product question. Mentioned service was standard. Lose throughout kid major represent.,0.48
9361,9361,Customer called about return/refund. Mentioned service was waste of time. Position answer movie design manager way.,0.12
9362,9362,Customer called about technical support. Mentioned service was resolved quickly. Response black tough whom voice.,0.7
9363,9363,Customer called about account access. Mentioned service was standard. Behind listen development above nor daughter simply.,0.6
9364,9364,Customer called about order inquiry. Mentioned service was average. Enter him book pull.,0.6
