call_id,customer_id,agent_id,call_start_time,call_duration_seconds,call_reason,status
13130,9878,1559,2025-06-03 15:33:39.786471,789,Billing Issue,Escalated
13131,1574,1192,2025-04-09 21:45:24.460452,365,Return/Refund,Escalated
13132,2561,1745,2025-05-11 06:18:43.917790,1112,Technical Support,Pending
13133,32349,2234,2025-05-18 01:24:22.757589,401,Return/Refund,Dropped
13134,37751,1507,2026-01-09 04:17:21.298046,950,Order Inquiry,Escalated
13135,38580,1630,2025-02-27 08:54:35.138393,509,Order Inquiry,Dropped
13136,5051,32,2026-01-10 02:01:55.541063,666,Order Inquiry,Dropped
13137,4547,1491,2025-09-09 05:45:21.800124,1438,Complaint,Dropped
13138,25691,1559,2025-10-30 00:27:56.514378,1342,Return/Refund,Dropped
13139,4201,83,2026-01-11 08:55:32.512860,931,Technical Support,Resolved
13140,4909,2340,2026-01-06 22:21:01.041496,1076,Billing Issue,Escalated
13141,20184,846,2025-11-10 15:10:52.408058,740,Product Question,Dropped
13142,39795,2386,2025-07-19 03:41:12.636450,886,Return/Refund,Pending
13143,32682,1478,2025-07-10 01:55:29.772759,1274,Product Question,Dropped
13144,28265,2250,2026-02-08 16:20:14.821267,437,Product Question,Dropped
13145,1121,2718,2025-10-08 00:13:09.020024,1548,Return/Refund,Pending
13146,15658,484,2025-09-04 21:07:22.644183,1643,Order Inquiry,Pending
13147,24711,2393,2026-01-08 15:07:29.514755,1745,Return/Refund,Escalated
13148,46326,894,2025-12-16 16:58:12.023899,83,Order Inquiry,Escalated
13149,8678,74,2025-04-26 02:07:17.218053,178,Product Question,Resolved
13150,39841,2041,2025-10-08 03:21:29.046144,1164,Billing Issue,Escalated
13151,17932,1383,2025-07-24 02:17:51.389510,322,Billing Issue,Escalated
13152,27747,846,2025-10-08 03:25:27.835168,216,Complaint,Escalated
13153,3041,1370,2025-05-18 10:31:13.077332,634,Product Question,Resolved
13154,8034,77,2025-08-08 00:43:14.173412,605,Order Inquiry,Resolved
13155,7687,2386,2025-05-05 13:12:39.169549,1241,Product Question,Dropped
13156,3998,2875,2025-07-31 10:58:10.596979,362,Return/Refund,Dropped
13157,31957,2100,2025-12-08 19:10:50.841895,725,Order Inquiry,Resolved
13158,992,1262,2025-03-01 09:52:21.260361,1712,Return/Refund,Resolved
13159,49016,1869,2025-06-18 13:07:16.628641,868,Billing Issue,Escalated
13160,17669,1129,2026-02-26 04:44:01.409935,892,Order Inquiry,Dropped
13161,29263,1370,2025-03-10 08:41:54.378126,323,Account Access,Resolved
13162,35608,1069,2026-01-08 21:08:27.976558,954,Return/Refund,Escalated
13163,44524,2191,2025-08-08 16:34:59.499012,480,Order Inquiry,Escalated
13164,42654,1421,2025-10-09 20:40:35.975546,1512,Return/Refund,Dropped
13165,39045,77,2025-05-25 08:23:13.211398,1687,Billing Issue,Pending
13166,3730,433,2025-04-12 09:52:28.611867,225,Return/Refund,Escalated
13167,10595,647,2025-04-13 00:08:17.061236,365,Complaint,Escalated
13168,40404,2827,2025-08-30 11:14:12.141737,1738,Product Question,Escalated
13169,7950,784,2025-03-20 08:46:36.357593,692,Complaint,Dropped
13170,38768,1746,2025-03-07 15:11:25.449978,338,Return/Refund,Resolved
13171,12508,2386,2026-01-09 00:46:05.093482,1434,Return/Refund,Escalated
13172,16668,1405,2025-06-23 15:39:58.933813,541,Technical Support,Pending
13173,40302,2073,2025-07-25 23:46:18.223658,1776,Complaint,Dropped
13174,25883,1204,2025-09-05 10:12:41.197817,1575,Complaint,Pending
13175,5254,240,2025-12-29 20:31:33.206544,425,Order Inquiry,Resolved
13176,1678,2963,2026-02-12 19:14:55.128854,1153,Return/Refund,Pending
13177,19256,2393,2025-04-21 04:35:53.891893,1399,Billing Issue,Pending
13178,16383,2767,2025-05-02 01:38:33.671314,1446,Billing Issue,Pending
13179,10968,1778,2025-04-22 06:38:41.854143,700,Return/Refund,Dropped
13180,37172,1390,2026-01-07 14:25:33.809926,413,Complaint,Dropped
13181,37882,2605,2025-12-07 06:28:59.421455,383,Return/Refund,Pending
13182,29105,1264,2025-07-14 22:01:13.966655,611,Product Question,Resolved
13183,18655,2707,2026-01-10 21:41:56.842294,1313,Product Question,Pending
13184,36263,1957,2025-10-25 11:30:58.038384,750,Product Question,Pending
13185,26892,1053,2025-12-22 19:33:41.428466,634,Product Question,Dropped
13186,1058,1957,2026-02-09 12:41:05.126422,1723,Product Question,Escalated
13187,43317,2250,2025-03-21 04:39:02.120865,1223,Technical Support,Resolved
13188,38475,2041,2025-12-10 06:43:30.271916,1308,Technical Support,Pending
13189,33828,1605,2025-05-24 19:08:51.243784,93,Product Question,Dropped
13190,18106,2100,2025-06-13 12:56:48.708672,1698,Order Inquiry,Pending
13191,11002,2273,2026-01-14 14:26:27.797588,1563,Complaint,Resolved
13192,49900,2192,2025-09-12 22:59:10.656675,421,Order Inquiry,Dropped
13193,40108,2166,2025-12-28 05:41:22.839302,857,Return/Refund,Resolved
13194,33483,392,2025-09-05 04:31:51.591887,182,Technical Support,Resolved
13195,1857,616,2025-09-14 03:31:18.656065,1065,Order Inquiry,Pending
13196,48549,1922,2025-12-05 10:03:15.065258,388,Account Access,Resolved
13197,40157,1405,2026-02-07 01:48:34.439151,645,Order Inquiry,Dropped
13198,29607,1211,2025-04-29 22:27:33.016743,819,Billing Issue,Escalated
13199,20809,2393,2025-07-14 10:45:30.897988,112,Complaint,Dropped
13200,40492,1674,2025-07-12 16:36:13.726172,542,Product Question,Escalated
13201,10679,1279,2025-04-21 05:14:37.277606,234,Return/Refund,Dropped
13202,33035,1700,2025-05-23 20:56:54.843232,1532,Return/Refund,Dropped
13203,43530,433,2025-05-13 06:02:27.360806,1264,Complaint,Escalated
13204,1300,2707,2025-06-09 10:24:05.022968,1741,Account Access,Escalated
13205,31379,1674,2025-05-15 21:00:05.028712,956,Return/Refund,Resolved
13206,22383,127,2026-02-20 22:58:05.383197,1731,Return/Refund,Resolved
13207,5278,125,2025-12-03 03:33:48.767750,871,Account Access,Resolved
13208,21672,920,2025-03-30 00:03:18.194611,1214,Account Access,Pending
13209,43653,1575,2025-04-26 08:59:27.483002,423,Order Inquiry,Dropped
13210,35726,1310,2025-10-30 04:42:22.720810,755,Return/Refund,Resolved
13211,45731,1575,2025-11-15 10:34:06.364963,1178,Complaint,Resolved
13212,34504,915,2025-04-30 14:13:53.676055,835,Account Access,Pending
13213,9270,1168,2026-02-24 08:40:21.833330,994,Order Inquiry,Resolved
13214,10979,240,2025-08-11 18:55:23.577198,913,Billing Issue,Resolved
13215,33966,2390,2025-11-11 13:17:13.466922,1573,Return/Refund,Pending
13216,27876,519,2025-03-09 07:17:25.647186,1209,Return/Refund,Escalated
13217,47761,1425,2025-11-27 04:03:54.227160,519,Technical Support,Pending
13218,2039,82,2025-11-19 03:33:27.542877,381,Technical Support,Resolved
13219,4624,1612,2025-07-21 04:22:22.398994,452,Technical Support,Dropped
13220,48884,1844,2025-03-23 02:57:53.086057,866,Return/Refund,Pending
13221,40570,616,2025-07-19 07:32:17.697345,1428,Account Access,Dropped
13222,10072,369,2026-01-20 13:10:58.079908,161,Account Access,Escalated
13223,36836,1746,2025-05-28 11:07:07.656381,544,Technical Support,Dropped
13224,25842,1421,2025-05-18 10:07:38.930420,676,Complaint,Dropped
13225,8429,2303,2025-08-06 21:58:12.563626,360,Order Inquiry,Resolved
13226,10665,425,2025-03-17 11:18:42.263498,815,Billing Issue,Escalated
13227,46971,1507,2025-07-27 05:03:41.284587,1233,Order Inquiry,Escalated
13228,35048,1674,2025-06-27 09:50:24.502353,968,Account Access,Dropped
13229,48156,1674,2025-04-07 00:34:22.594670,683,Billing Issue,Resolved
13230,35383,1279,2025-06-06 04:52:58.628263,1779,Order Inquiry,Escalated
13231,36845,2390,2025-07-14 00:48:54.483578,623,Return/Refund,Pending
13232,27359,2273,2025-08-08 07:45:27.779748,1080,Account Access,Resolved
13233,39685,1151,2025-12-10 14:40:14.039786,1276,Order Inquiry,Pending
13234,17518,342,2025-07-25 23:51:03.266385,1501,Complaint,Pending
13235,49516,2073,2025-12-30 18:08:36.064284,1767,Order Inquiry,Resolved
13236,24787,1025,2026-01-26 03:39:30.120450,1127,Complaint,Resolved
13237,41879,1192,2026-01-27 01:30:22.530192,1515,Return/Refund,Escalated
13238,22820,1844,2026-01-26 08:37:01.257501,839,Order Inquiry,Escalated
13239,27171,2202,2025-04-01 07:51:36.563112,319,Billing Issue,Escalated
13240,39690,2986,2025-04-03 07:22:41.291845,1771,Complaint,Pending
13241,48362,1973,2025-06-09 15:28:50.802358,338,Billing Issue,Pending
13242,8920,2565,2025-09-16 13:19:27.352223,1075,Return/Refund,Pending
13243,6425,1869,2025-07-29 02:50:00.724017,1285,Technical Support,Resolved
13244,3475,1870,2025-03-25 12:56:14.850325,362,Order Inquiry,Escalated
13245,40089,1922,2025-12-19 04:06:04.635571,700,Complaint,Dropped
13246,42472,645,2026-02-08 03:26:34.893411,351,Order Inquiry,Escalated
13247,62,19,2025-11-19 01:08:42.723739,1084,Order Inquiry,Dropped
13248,39461,1279,2025-09-04 04:48:01.548499,1048,Product Question,Resolved
13249,31883,369,2025-07-22 05:52:37.491373,1324,Complaint,Dropped
13250,32500,1096,2026-02-03 09:19:25.314240,651,Billing Issue,Dropped
13251,12090,784,2026-01-31 16:16:04.848550,426,Account Access,Pending
13252,45908,1745,2026-01-04 09:36:14.385857,1119,Billing Issue,Pending
13253,41623,668,2026-02-21 11:55:15.334335,585,Billing Issue,Resolved
13254,43622,1844,2025-09-02 09:29:02.459327,467,Complaint,Pending
13255,6549,1248,2025-10-13 08:53:50.976814,1092,Complaint,Resolved
13256,38991,240,2025-04-08 09:14:57.006095,916,Billing Issue,Resolved
13257,27474,1507,2026-02-11 00:13:36.354803,1402,Billing Issue,Dropped
13258,44535,1069,2026-01-30 11:37:39.003364,278,Order Inquiry,Dropped
13259,35142,1872,2025-10-31 17:25:29.403758,1464,Order Inquiry,Escalated
13260,29008,83,2026-02-17 21:35:03.176043,1481,Technical Support,Dropped
13261,13337,896,2025-06-04 04:22:47.020006,636,Complaint,Escalated
13262,3297,2395,2025-07-20 04:30:45.279323,574,Return/Refund,Resolved
13263,31093,2794,2025-09-09 06:26:49.703020,1451,Billing Issue,Dropped
13264,2224,430,2025-08-09 04:01:54.057876,125,Return/Refund,Dropped
13265,33442,646,2026-01-27 13:47:10.846679,710,Technical Support,Dropped
13266,16994,2191,2025-08-03 11:39:34.055611,693,Technical Support,Dropped
13267,18378,82,2026-01-07 12:59:41.433281,332,Technical Support,Dropped
13268,3278,2019,2025-05-27 19:44:14.974140,66,Return/Refund,Pending
13269,42075,2496,2025-04-18 12:22:22.856597,1112,Complaint,Pending
13270,35095,82,2025-12-18 23:44:12.894426,298,Order Inquiry,Escalated
13271,49817,342,2025-11-08 16:25:21.953060,187,Product Question,Escalated
13272,724,326,2025-02-27 03:39:38.505683,721,Account Access,Resolved
13273,35794,447,2025-10-25 04:15:45.932342,412,Product Question,Pending
13274,18919,2273,2025-03-03 17:51:56.131658,780,Complaint,Escalated
13275,5427,1151,2025-09-26 03:51:31.949672,832,Technical Support,Dropped
13276,42186,1606,2026-02-07 13:23:29.512245,617,Order Inquiry,Escalated
13277,38840,2810,2025-09-26 01:32:41.985194,1087,Order Inquiry,Dropped
13278,18754,1507,2025-07-07 18:57:11.580469,1337,Return/Refund,Dropped
13279,36187,433,2026-02-05 13:19:08.489996,995,Complaint,Escalated
13280,20509,1973,2025-03-29 03:51:20.279690,1650,Return/Refund,Escalated
13281,21934,1248,2026-02-18 08:10:40.363349,85,Product Question,Pending
13282,32815,1799,2025-12-08 04:24:22.272509,841,Account Access,Dropped
13283,28366,1262,2025-03-31 21:19:57.835817,562,Order Inquiry,Escalated
13284,43533,646,2025-06-21 23:50:02.609533,1631,Return/Refund,Resolved
13285,47459,2565,2025-05-05 11:04:12.698705,1304,Order Inquiry,Pending
13286,35008,101,2025-10-27 17:25:09.604404,1093,Technical Support,Escalated
13287,32116,1793,2026-01-13 17:45:57.496342,778,Complaint,Dropped
13288,38263,1470,2025-06-13 19:38:16.106279,1778,Billing Issue,Dropped
13289,38633,2340,2025-08-15 00:43:34.653095,690,Order Inquiry,Dropped
13290,39328,1370,2026-01-04 09:10:07.617518,948,Return/Refund,Escalated
13291,15469,2605,2025-11-12 02:41:52.406057,1690,Complaint,Resolved
13292,25651,2166,2025-07-02 01:52:42.202698,220,Return/Refund,Pending
13293,1282,1891,2025-11-22 07:50:53.499595,897,Billing Issue,Dropped
13294,31567,2234,2025-11-28 11:14:34.295506,108,Account Access,Dropped
13295,39033,846,2025-07-22 20:47:36.905487,421,Order Inquiry,Pending
13296,28644,2287,2025-04-05 06:01:08.938201,640,Order Inquiry,Dropped
13297,8278,1605,2026-01-26 08:05:36.319076,647,Order Inquiry,Resolved
13298,37298,83,2025-12-27 05:27:22.101953,120,Order Inquiry,Dropped
13299,9907,2019,2025-09-30 13:50:09.728148,1679,Account Access,Resolved
13300,45076,1934,2025-11-16 05:33:20.452636,954,Technical Support,Escalated
13301,37826,1129,2025-04-28 23:07:23.014416,743,Complaint,Resolved
13302,26118,602,2025-09-19 19:58:09.523972,748,Account Access,Escalated
13303,12925,1151,2026-02-01 21:51:38.614621,1322,Product Question,Dropped
13304,4361,1211,2025-11-15 20:51:18.003515,676,Order Inquiry,Resolved
13305,18561,529,2025-05-23 05:54:23.850246,528,Billing Issue,Dropped
13306,8579,1768,2025-09-05 18:43:41.712336,1222,Complaint,Dropped
13307,46460,1018,2025-12-06 06:22:30.959472,1209,Technical Support,Dropped
13308,1324,2794,2025-11-20 23:06:18.952279,353,Billing Issue,Pending
13309,41780,342,2025-12-23 13:58:43.357317,859,Product Question,Escalated
13310,13591,1016,2025-03-08 21:58:13.085159,380,Technical Support,Resolved
13311,27763,2287,2026-01-05 01:10:54.359634,837,Return/Refund,Pending
13312,4761,1380,2025-11-09 10:56:46.406398,1182,Product Question,Dropped
13313,34627,436,2025-05-03 11:29:52.204779,718,Technical Support,Dropped
13314,35218,369,2025-06-10 20:49:32.643747,244,Account Access,Pending
13315,42446,1129,2025-07-06 03:04:51.391621,609,Account Access,Resolved
13316,17775,846,2026-02-20 02:10:17.507338,1166,Product Question,Escalated
13317,26025,2273,2025-06-05 05:05:06.988173,1325,Technical Support,Escalated
13318,36662,1507,2025-10-31 22:05:36.178368,1244,Return/Refund,Escalated
13319,36832,1881,2025-05-07 21:23:11.199647,1206,Order Inquiry,Escalated
13320,22815,791,2025-11-11 14:35:11.333197,416,Order Inquiry,Dropped
13321,34598,1491,2025-10-19 22:36:51.715990,1493,Order Inquiry,Dropped
13322,8322,1262,2026-01-10 08:53:17.370725,1676,Product Question,Escalated
13323,42999,2718,2025-06-16 14:20:30.526248,1167,Return/Refund,Escalated
13324,39519,1785,2025-03-29 05:53:47.363827,649,Order Inquiry,Pending
13325,32705,77,2025-12-27 09:12:15.183753,398,Order Inquiry,Resolved
13326,17054,1627,2025-04-26 19:16:52.544553,932,Complaint,Dropped
13327,24127,2963,2025-05-30 05:52:37.871983,1437,Product Question,Resolved
13328,16192,2757,2025-11-23 13:28:26.068105,1026,Billing Issue,Dropped
13329,49144,82,2025-11-11 11:43:01.582701,289,Complaint,Dropped
13330,48636,1279,2025-11-13 17:59:59.625540,743,Account Access,Dropped
13331,46142,647,2025-04-04 13:30:26.198879,1210,Product Question,Dropped
13332,13381,784,2025-07-29 21:45:13.303847,1559,Product Question,Pending
13333,3848,2951,2025-02-28 07:33:08.410134,765,Product Question,Resolved
13334,15680,199,2025-09-27 17:26:58.766563,620,Return/Refund,Escalated
13335,33239,1881,2025-07-14 10:24:04.098356,1330,Account Access,Pending
13336,22846,1785,2025-04-06 07:57:48.344847,663,Technical Support,Resolved
13337,6699,2767,2026-01-23 02:40:14.256311,238,Order Inquiry,Pending
13338,45627,1606,2025-09-10 23:31:42.143690,1743,Order Inquiry,Escalated
13339,44215,2496,2026-01-23 06:03:32.033020,528,Billing Issue,Dropped
13340,49476,1606,2025-03-16 09:31:12.905896,1078,Complaint,Resolved
13341,29842,1425,2025-06-09 08:04:07.424229,199,Product Question,Resolved
13342,38861,242,2025-12-08 12:57:17.415529,693,Return/Refund,Dropped
13343,3224,2273,2025-09-27 19:30:24.415598,1285,Order Inquiry,Escalated
13344,26020,1262,2025-10-09 03:08:42.830172,1059,Order Inquiry,Dropped
13345,4129,789,2025-07-09 13:49:18.093987,960,Order Inquiry,Resolved
13346,37321,101,2025-09-12 04:14:34.622485,948,Order Inquiry,Escalated
13347,46336,1957,2025-07-08 02:03:48.190197,1619,Order Inquiry,Escalated
13348,30907,888,2025-11-24 10:50:28.051141,430,Account Access,Dropped
13349,32700,1491,2025-06-08 15:50:52.163472,641,Billing Issue,Escalated
13350,2132,1053,2025-06-14 03:16:18.322920,368,Order Inquiry,Escalated
13351,21652,1700,2025-05-23 13:31:26.327629,1263,Product Question,Dropped
13352,13277,1768,2025-09-28 21:46:27.631084,334,Return/Refund,Pending
13353,35457,2875,2025-12-08 07:19:32.581970,1747,Complaint,Pending
13354,48774,1010,2025-11-26 09:48:33.018384,353,Complaint,Escalated
13355,12752,1478,2025-05-06 12:37:36.196532,1014,Billing Issue,Dropped
13356,35357,240,2026-01-10 23:42:43.391440,931,Order Inquiry,Resolved
13357,4344,2565,2025-05-28 14:07:48.197042,1090,Product Question,Resolved
13358,423,1151,2025-11-28 11:36:10.431381,954,Technical Support,Pending
13359,31152,529,2026-01-12 19:30:26.110092,1521,Account Access,Dropped
13360,11223,2466,2025-10-09 21:26:28.853949,652,Order Inquiry,Pending
13361,41504,898,2025-03-12 05:23:46.726943,238,Billing Issue,Dropped
13362,16664,1264,2025-04-20 03:06:27.448631,1391,Order Inquiry,Resolved
13363,30783,1799,2026-01-07 13:33:20.752925,894,Order Inquiry,Escalated
13364,26330,668,2026-02-03 06:01:35.099723,914,Billing Issue,Resolved
13365,2463,484,2025-04-04 21:47:53.724528,1706,Order Inquiry,Dropped
13366,34013,1507,2025-05-11 09:19:30.068498,412,Account Access,Resolved
13367,3075,2875,2025-11-23 05:00:11.455190,565,Order Inquiry,Pending
13368,19585,878,2026-01-15 16:27:10.377060,966,Complaint,Escalated
13369,3537,2775,2025-09-24 16:45:24.026172,617,Order Inquiry,Escalated
13370,40047,447,2025-06-19 20:47:10.742743,627,Technical Support,Resolved
13371,27408,118,2025-04-17 22:27:05.187025,1005,Return/Refund,Escalated
13372,30442,878,2026-02-26 11:35:47.740513,1006,Return/Refund,Dropped
13373,43459,163,2025-11-07 21:36:16.657710,488,Order Inquiry,Resolved
13374,48620,1548,2025-12-15 18:51:01.479259,219,Product Question,Dropped
13375,33014,2951,2025-07-06 04:43:22.900001,1718,Order Inquiry,Dropped
13376,29816,2250,2025-11-12 02:03:08.129054,71,Account Access,Escalated
13377,28473,2777,2025-09-20 08:43:55.797277,113,Return/Refund,Pending
13378,49468,305,2025-09-10 17:25:12.566047,1169,Order Inquiry,Pending
13379,12622,1383,2025-04-15 16:26:51.696453,653,Product Question,Pending
13380,36329,2875,2025-09-10 17:07:42.606714,1469,Order Inquiry,Dropped
13381,47650,915,2025-08-04 19:01:10.659619,1522,Return/Refund,Pending
13382,31783,484,2025-10-09 07:23:06.272895,199,Return/Refund,Dropped
13383,3323,519,2025-02-27 02:31:59.029535,1385,Return/Refund,Resolved
13384,29023,1168,2025-12-31 17:09:22.674061,1658,Account Access,Escalated
13385,18463,240,2026-02-12 11:57:37.016220,1468,Return/Refund,Resolved
13386,7320,915,2025-12-06 12:13:19.272341,1769,Product Question,Resolved
13387,9455,1891,2025-10-17 04:49:51.184830,1405,Complaint,Dropped
13388,13907,336,2025-09-18 10:49:30.784425,1536,Complaint,Dropped
13389,49983,2340,2025-10-30 04:48:03.055887,853,Return/Refund,Escalated
13390,7576,894,2025-11-25 20:16:11.130003,657,Account Access,Resolved
13391,33413,2286,2026-02-09 13:18:38.683952,76,Billing Issue,Pending
13392,20780,2340,2025-09-10 02:23:13.693328,278,Account Access,Pending
13393,31855,447,2025-02-28 12:56:46.934449,1316,Complaint,Escalated
13394,48870,369,2025-12-10 21:10:19.501430,521,Return/Refund,Resolved
13395,21479,1746,2025-12-30 10:36:45.722679,657,Product Question,Pending
13396,20460,784,2025-10-09 21:48:49.261951,422,Return/Refund,Dropped
13397,6750,369,2026-01-04 08:09:23.332347,1613,Billing Issue,Pending
13398,39858,2775,2025-07-05 22:06:43.440999,120,Return/Refund,Resolved
13399,29927,240,2025-05-01 06:12:01.239227,1769,Return/Refund,Pending
13400,28096,922,2025-10-30 19:26:00.264235,1708,Order Inquiry,Dropped
13401,23201,1525,2025-08-10 01:44:44.419805,1509,Order Inquiry,Dropped
13402,11308,915,2025-08-13 15:58:13.354838,1387,Return/Refund,Dropped
13403,14268,1470,2025-03-14 19:42:21.743503,977,Product Question,Escalated
13404,27103,326,2025-04-23 15:13:29.577498,353,Complaint,Resolved
13405,46944,1262,2025-11-17 03:07:39.567208,102,Billing Issue,Resolved
13406,21570,678,2025-08-26 01:44:38.480808,907,Account Access,Pending
13407,27043,2767,2025-11-26 11:26:32.645009,148,Billing Issue,Pending
13408,23157,2767,2025-06-27 18:01:20.703391,1324,Complaint,Pending
13409,448,789,2025-03-07 17:42:27.069474,329,Complaint,Resolved
13410,31152,199,2025-03-11 07:32:47.485607,1457,Product Question,Pending
13411,13614,2041,2026-01-21 12:37:30.555015,870,Return/Refund,Escalated
13412,9966,967,2025-06-13 11:13:47.599761,1562,Return/Refund,Pending
13413,42992,2390,2025-04-06 16:24:56.061176,1149,Complaint,Resolved
13414,30594,1559,2025-08-08 23:25:07.281413,584,Account Access,Resolved
13415,26121,1380,2025-05-14 19:36:29.923765,1126,Product Question,Resolved
13416,21667,1872,2025-05-22 05:39:26.371767,1452,Order Inquiry,Dropped
13417,24411,2707,2025-09-28 11:13:57.717190,1451,Return/Refund,Escalated
13418,21713,1262,2026-01-22 08:58:11.397555,1372,Order Inquiry,Escalated
13419,10448,127,2025-10-08 01:17:33.456882,1357,Complaint,Dropped
13420,2822,2340,2026-01-06 13:38:12.564031,785,Return/Refund,Resolved
13421,2654,1700,2026-01-06 18:56:04.955703,571,Product Question,Dropped
13422,46107,2234,2025-06-29 12:50:38.738368,947,Technical Support,Pending
13423,31078,1370,2025-03-28 03:40:34.689045,1357,Technical Support,Resolved
13424,7505,1262,2025-08-08 05:22:12.863197,847,Complaint,Resolved
13425,46320,433,2026-01-26 04:02:04.640036,789,Billing Issue,Resolved
13426,20764,1778,2025-08-03 11:40:11.292581,1012,Technical Support,Pending
13427,30257,967,2026-02-17 11:23:45.628908,334,Order Inquiry,Escalated
13428,18438,920,2025-11-17 15:02:42.092444,1350,Billing Issue,Dropped
13429,15970,1870,2025-05-13 21:17:22.928127,1119,Technical Support,Escalated
13430,36979,2757,2025-04-21 21:58:09.071587,1005,Order Inquiry,Dropped
13431,27561,2214,2026-01-06 13:55:53.903291,956,Return/Refund,Pending
13432,28501,436,2025-03-08 14:58:54.580089,1680,Order Inquiry,Escalated
13433,24711,791,2025-07-03 05:28:42.603662,335,Order Inquiry,Escalated
13434,15142,2718,2025-03-15 04:50:57.605500,535,Return/Refund,Pending
13435,45464,1507,2026-01-01 17:58:34.224984,1560,Return/Refund,Escalated
13436,14232,1549,2025-12-25 20:38:40.633791,697,Account Access,Resolved
13437,32634,2718,2025-05-26 15:18:39.262890,767,Billing Issue,Resolved
13438,27490,436,2025-09-21 09:37:39.184175,1349,Order Inquiry,Resolved
13439,43623,1548,2025-07-05 14:47:37.345970,744,Return/Refund,Resolved
13440,30535,915,2025-12-18 01:53:33.369546,833,Account Access,Pending
13441,7132,849,2025-09-29 05:12:45.109096,592,Complaint,Escalated
13442,5606,484,2026-01-04 19:02:05.815142,1421,Complaint,Resolved
13443,35432,134,2025-06-21 13:09:13.773639,299,Complaint,Pending
13444,11071,2775,2026-02-10 08:35:59.867688,345,Technical Support,Pending
13445,35260,2718,2025-03-16 01:32:33.426471,1073,Product Question,Pending
13446,35949,1248,2025-08-02 02:02:50.684613,389,Complaint,Dropped
13447,19986,37,2025-07-17 12:03:16.309750,473,Product Question,Escalated
13448,48138,1869,2025-03-18 03:08:07.194155,771,Product Question,Dropped
13449,3482,436,2025-03-17 02:22:31.942893,436,Complaint,Pending
13450,39847,1745,2025-11-21 06:42:23.786752,1582,Complaint,Resolved
13451,26213,2719,2025-10-16 16:10:43.340437,1708,Technical Support,Pending
13452,41667,1096,2025-04-09 23:35:08.785235,1579,Order Inquiry,Dropped
13453,34689,2731,2025-09-10 13:23:39.709944,517,Return/Refund,Escalated
13454,3703,2287,2025-04-23 11:01:07.889166,928,Complaint,Escalated
13455,46330,447,2026-02-10 02:40:05.892238,148,Return/Refund,Pending
13456,5510,967,2025-03-15 01:11:52.526112,1739,Technical Support,Pending
13457,42707,1390,2025-10-24 03:46:36.727561,603,Order Inquiry,Pending
13458,24428,2286,2025-12-29 23:26:34.913780,1263,Return/Refund,Pending
13459,46835,1612,2026-02-02 14:35:45.058609,1234,Billing Issue,Escalated
13460,48338,548,2026-01-31 22:41:23.794550,115,Return/Refund,Dropped
13461,36166,2731,2025-06-14 14:30:14.459953,889,Order Inquiry,Pending
13462,9422,2794,2025-06-28 19:33:11.463824,910,Billing Issue,Escalated
13463,44120,134,2025-04-13 04:02:23.482680,1580,Return/Refund,Escalated
13464,4405,118,2025-08-05 07:59:26.269024,306,Product Question,Resolved
13465,35079,1264,2025-03-26 05:35:52.022928,1612,Account Access,Escalated
13466,20979,2234,2025-05-27 11:52:17.548835,1151,Order Inquiry,Pending
13467,2192,2827,2026-01-19 21:06:17.771051,915,Complaint,Escalated
13468,36747,2287,2025-12-31 00:46:10.382831,982,Product Question,Pending
13469,7648,484,2025-09-07 10:48:12.713965,415,Product Question,Pending
13470,26794,2579,2025-03-01 21:13:42.572079,1108,Billing Issue,Resolved
13471,32709,127,2025-11-01 09:45:21.558467,1487,Complaint,Dropped
13472,44379,2951,2025-11-25 18:53:18.106984,250,Technical Support,Escalated
13473,20524,430,2026-01-06 16:06:02.270458,333,Return/Refund,Resolved
13474,11886,529,2025-07-01 18:43:17.490647,198,Order Inquiry,Pending
13475,35258,2707,2025-11-14 04:37:09.220392,225,Complaint,Pending
13476,39055,1096,2025-12-18 07:34:47.528212,221,Product Question,Resolved
13477,2254,2731,2025-08-29 11:31:55.116683,72,Technical Support,Resolved
13478,31411,2875,2025-08-04 07:23:00.982903,1489,Product Question,Dropped
13479,11005,2250,2025-08-30 05:53:46.452227,1122,Complaint,Resolved
13480,34548,915,2025-03-03 15:44:11.082213,956,Billing Issue,Pending
13481,7330,616,2026-01-04 14:06:23.207656,199,Technical Support,Resolved
13482,34897,2100,2026-01-17 03:09:42.093503,271,Product Question,Pending
13483,49908,2250,2026-01-17 08:22:47.321270,367,Return/Refund,Dropped
13484,28228,1763,2025-10-13 15:06:18.512635,1652,Product Question,Dropped
13485,14780,878,2026-01-23 01:23:21.568291,1634,Account Access,Escalated
13486,7579,2448,2025-08-10 10:45:31.098319,309,Return/Refund,Escalated
13487,21662,967,2025-03-20 06:15:00.670866,1629,Product Question,Pending
13488,45024,101,2025-09-02 12:02:06.221795,1074,Technical Support,Resolved
13489,49482,1575,2026-02-14 15:37:23.108119,1505,Order Inquiry,Pending
13490,21440,163,2026-02-20 10:13:41.525082,1601,Billing Issue,Dropped
13491,21938,2202,2025-05-24 01:00:24.579161,1151,Billing Issue,Escalated
13492,39207,125,2025-12-03 06:57:32.919920,1144,Complaint,Dropped
13493,19361,127,2025-06-08 04:10:46.470069,1566,Billing Issue,Resolved
13494,8980,336,2026-02-12 20:27:42.187398,1417,Return/Refund,Escalated
