cust_id,total_points,last_updated
23263,2679,2025-02-19
23264,1386,2024-05-19
23265,2278,2024-09-01
23266,1680,2024-03-12
23267,4134,2024-06-15
23268,42,2024-07-30
23269,950,2024-06-18
23270,2767,2025-08-25
23271,1384,2025-01-09
23272,3340,2024-06-12
23273,4755,2025-09-05
23274,4004,2024-09-11
23275,776,2024-04-30
23276,626,2024-09-08
23277,4655,2024-12-22
23278,2915,2024-11-22
23279,4685,2024-06-10
23280,969,2025-01-20
23281,944,2024-11-02
23282,985,2024-03-16
23283,1849,2025-01-08
23284,1848,2025-09-16
23285,1890,2025-03-26
23286,3834,2025-03-22
23287,3600,2024-02-06
23288,1597,2024-12-01
23289,4817,2025-08-05
23290,2802,2024-11-08
23291,2732,2024-11-18
23292,1267,2025-04-01
23293,1111,2024-07-22
23294,318,2024-08-01
23295,3924,2025-09-27
23296,3446,2025-08-15
23297,3985,2024-10-17
23298,178,2024-06-16
23299,1433,2025-02-06
23300,4361,2024-01-09
23301,1855,2024-09-21
23302,4265,2024-03-09
23303,4595,2025-03-07
23304,2869,2024-03-15
23305,1854,2025-08-16
23306,708,2024-06-21
23307,1119,2024-11-15
23308,2837,2025-07-10
23309,2769,2024-12-06
23310,735,2024-09-18
23311,1396,2024-01-29
23312,3178,2024-08-01
23313,3014,2024-08-30
23314,1931,2024-09-16
23315,273,2025-08-23
23316,3237,2024-10-10
23317,1287,2025-09-27
23318,2069,2025-09-08
23319,1783,2024-12-17
23320,3109,2025-05-27
23321,2064,2024-08-14
23322,1150,2025-01-04
23323,2530,2025-09-02
23324,662,2025-02-03
23325,3779,2025-08-18
23326,681,2025-07-05
23327,3198,2025-02-18
23328,3460,2025-02-23
23329,1410,2024-07-31
23330,3278,2025-09-07
23331,3606,2025-04-01
23332,4605,2024-11-30
23333,3861,2025-09-29
23334,688,2025-03-07
23335,2709,2024-02-04
23336,1937,2024-04-07
23337,4220,2024-07-07
23338,1083,2024-02-15
23339,2125,2025-08-20
23340,153,2025-04-26
23341,1815,2024-10-06
23342,3901,2024-06-27
23343,4540,2025-07-20
23344,469,2025-01-20
23345,399,2024-02-20
23346,2501,2024-11-08
23347,659,2024-09-02
23348,2013,2025-07-18
23349,1951,2024-06-10
23350,2586,2025-08-18
23351,2939,2025-05-21
23352,43,2024-06-28
23353,4611,2025-02-18
23354,3434,2024-04-04
23355,1166,2025-04-13
23356,3422,2025-05-02
23357,3799,2024-04-03
23358,2669,2024-03-13
23359,2987,2024-07-12
23360,2306,2025-02-10
23361,3238,2025-06-03
23362,4563,2024-11-15
23363,2475,2025-07-18
23364,2164,2025-07-23
23365,3165,2024-10-24
23366,646,2025-06-05
23367,2531,2025-07-24
23368,714,2024-03-17
23369,1157,2024-08-29
23370,2592,2024-06-26
23371,3887,2024-04-28
23372,4273,2024-06-11
23373,1155,2025-07-26
23374,4306,2024-05-03
23375,4248,2025-06-06
23376,933,2024-01-07
23377,1832,2025-03-23
23378,3645,2025-03-18
23379,1190,2024-11-03
23380,3087,2024-09-11
23381,1366,2024-09-28
23382,2204,2024-06-23
23383,2706,2024-09-21
23384,3487,2025-01-27
23385,3293,2024-06-04
23386,1726,2024-12-05
23387,4675,2024-06-19
23388,1489,2025-03-06
23389,2451,2024-03-21
23390,4355,2024-03-24
23391,2458,2024-05-20
23392,4057,2025-01-30
23393,2401,2024-09-06
23394,2377,2025-07-02
23395,2802,2024-10-26
23396,3911,2025-02-21
23397,1702,2024-07-07
23398,1159,2024-07-13
23399,1069,2025-10-01
23400,2077,2024-07-30
23401,117,2025-02-16
23402,1966,2024-05-15
23403,3717,2024-12-21
23404,2261,2024-10-22
23405,460,2024-09-23
23406,3517,2024-01-16
23407,3505,2025-07-26
23408,513,2025-03-19
23409,3310,2024-12-02
23410,1904,2024-01-31
23411,3892,2025-09-09
23412,2857,2025-08-05
23413,3129,2024-02-20
23414,4493,2024-05-27
23415,161,2024-01-09
23416,4168,2025-06-11
23417,3310,2024-10-28
23418,1967,2024-09-10
23419,4743,2024-02-22
23420,1265,2024-07-11
23421,3887,2025-09-16
23422,1941,2025-03-06
23423,1170,2024-05-27
23424,2386,2024-01-12
23425,3706,2025-06-18
23426,4308,2025-07-22
23427,2253,2025-06-04
23428,834,2025-06-16
23429,2820,2025-01-16
23430,303,2024-03-13
23431,3948,2025-05-27
23432,3549,2024-10-30
23433,1892,2024-08-10
23434,3189,2025-04-26
23435,2580,2025-04-29
23436,1577,2025-05-29
23437,813,2024-02-18
23438,23,2025-03-27
23439,2766,2025-08-14
23440,2056,2024-06-28
23441,2272,2024-11-09
23442,828,2024-10-18
23443,1431,2024-10-30
23444,1378,2024-04-14
23445,1032,2024-01-24
23446,321,2024-07-25
23447,3768,2024-11-20
23448,293,2024-02-08
23449,1298,2025-04-12
23450,2547,2025-05-07
23451,2483,2024-02-24
23452,3882,2025-08-14
23453,4679,2024-04-20
23454,642,2025-09-23
23455,1673,2024-12-15
23456,4368,2025-03-22
23457,1156,2025-04-04
23458,1233,2025-07-03
23459,399,2025-08-13
23460,31,2024-09-22
23461,154,2024-08-21
23462,2974,2024-10-18
23463,2357,2024-08-08
23464,2572,2025-02-20
23465,2102,2025-04-30
23466,4331,2025-05-08
23467,4636,2024-09-19
23468,3297,2025-01-16
23469,2544,2025-04-09
23470,2136,2025-07-28
23471,1476,2024-10-19
23472,2292,2024-01-22
23473,4469,2025-05-15
23474,3687,2024-07-22
23475,1346,2024-12-11
23476,918,2025-06-30
23477,2515,2025-04-13
23478,1530,2024-08-11
23479,1073,2025-07-21
23480,3505,2024-12-05
23481,178,2024-12-06
23482,2351,2025-09-12
23483,2405,2024-11-07
23484,2900,2024-08-17
23485,1947,2025-03-15
23486,1902,2025-01-08
23487,1090,2025-03-16
23488,3981,2024-10-10
23489,622,2024-01-14
23490,3566,2025-02-06
23491,3682,2024-08-03
23492,877,2024-01-29
23493,2460,2024-12-12
23494,692,2025-01-09
23495,1141,2025-06-11
23496,2270,2025-09-05
23497,4915,2024-07-27
23498,4372,2025-09-14
23499,2589,2025-01-26
23500,3884,2024-10-12
23501,1742,2025-06-09
23502,2157,2024-06-14
23503,2558,2025-03-20
23504,3063,2024-03-03
23505,2473,2025-04-12
23506,2908,2024-12-12
23507,2283,2025-06-19
23508,302,2025-05-18
23509,4495,2024-03-28
23510,4082,2024-05-26
23511,206,2024-02-06
23512,2607,2025-03-10
23513,4628,2025-01-02
23514,2418,2025-06-22
23515,585,2025-05-14
23516,1716,2024-01-06
23517,1094,2024-08-15
23518,1555,2024-01-28
23519,4477,2025-02-12
23520,3995,2025-04-13
23521,1512,2025-07-12
23522,3856,2024-08-03
23523,834,2025-07-29
23524,3296,2024-01-23
23525,265,2025-01-06
23526,4892,2024-06-23
23527,3947,2025-09-24
23528,3129,2024-06-03
23529,1132,2024-08-23
23530,1897,2025-06-09
23531,1153,2025-05-29
23532,4132,2025-03-07
23533,1433,2025-08-19
23534,2250,2025-08-05
23535,2494,2025-03-06
23536,3024,2024-07-21
23537,4500,2025-04-26
23538,1046,2024-06-23
23539,1696,2024-12-05
23540,2523,2024-03-25
23541,3860,2025-04-20
23542,762,2024-06-15
23543,837,2024-12-21
23544,656,2025-01-12
23545,327,2025-09-25
23546,859,2024-08-23
23547,2214,2024-07-20
23548,858,2025-06-12
23549,4297,2024-06-27
23550,3304,2025-03-18
23551,52,2024-06-21
23552,3656,2025-05-30
23553,859,2024-05-18
23554,4506,2024-07-12
23555,1914,2024-05-12
23556,3821,2024-08-19
23557,3242,2024-09-28
23558,1642,2025-08-02
23559,2038,2025-01-09
23560,3560,2025-09-04
23561,1057,2025-07-14
23562,4064,2025-06-12
23563,3904,2024-03-04
23564,3382,2025-03-30
23565,975,2024-03-31
23566,1764,2024-11-26
23567,3558,2024-12-15
23568,4451,2024-02-12
23569,1055,2025-04-01
23570,3744,2024-06-04
23571,3634,2025-07-15
23572,2365,2025-09-30
23573,2808,2024-03-06
23574,4909,2024-10-04
23575,1244,2024-09-08
23576,1067,2024-05-01
23577,3356,2025-09-28
23578,2709,2024-04-26
23579,4347,2024-06-26
23580,4073,2025-02-04
23581,1009,2025-06-30
23582,4494,2024-01-23
23583,2502,2025-03-01
23584,4021,2024-02-15
23585,3166,2024-12-26
23586,3804,2024-03-24
23587,2915,2024-11-30
23588,3066,2024-01-27
23589,2618,2024-07-16
23590,263,2025-01-19
23591,607,2024-04-12
23592,3019,2024-04-26
23593,2687,2025-03-08
23594,3972,2024-01-21
23595,1881,2024-05-08
23596,1040,2025-02-23
23597,2312,2024-10-12
23598,1543,2024-12-02
23599,1827,2024-12-27
23600,4518,2024-07-03
23601,211,2025-02-26
23602,4280,2025-01-08
23603,2724,2025-05-14
23604,1622,2024-01-23
23605,4619,2024-11-16
23606,3307,2024-04-02
23607,3357,2025-02-05
23608,4522,2025-02-12
23609,4214,2024-11-23
23610,3251,2025-09-29
23611,2920,2024-08-18
23612,3835,2024-07-17
23613,975,2024-01-28
23614,2925,2024-12-15
23615,3591,2024-04-15
23616,4188,2024-10-25
23617,1389,2024-01-03
23618,2057,2024-03-11
23619,74,2025-08-08
23620,475,2025-06-22
23621,2165,2024-10-23
23622,34,2025-09-13
23623,3925,2025-04-24
23624,3017,2024-11-04
23625,3996,2024-11-24
23626,2541,2025-08-10
23627,2289,2024-02-23
23628,773,2024-11-18
23629,1220,2025-08-10
23630,1279,2024-03-19
23631,4453,2024-04-09
23632,1805,2025-08-04
23633,807,2025-03-14
23634,784,2025-07-21
23635,261,2024-08-07
23636,589,2024-12-22
23637,3844,2025-07-08
23638,3638,2024-08-04
23639,258,2024-10-21
23640,1281,2024-08-06
23641,3495,2025-02-14
23642,4408,2024-02-07
23643,4543,2025-05-07
23644,4148,2025-09-23
23645,4088,2024-10-21
23646,2679,2025-08-01
23647,2345,2024-02-05
23648,1707,2024-04-30
23649,329,2025-05-11
23650,1393,2024-08-31
23651,1722,2025-07-01
23652,3431,2024-10-27
23653,3035,2024-09-03
23654,203,2024-07-16
23655,832,2025-03-04
23656,2799,2025-06-19
23657,3716,2025-04-02
23658,1236,2025-06-28
23659,1507,2024-07-15
23660,3265,2025-01-04
23661,4488,2025-08-21
23662,995,2024-06-26
23663,235,2025-05-22
23664,33,2025-03-29
23665,3804,2025-07-13
23666,581,2025-01-02
23667,4109,2024-01-19
23668,2937,2024-08-04
23669,1570,2024-08-02
23670,583,2025-02-17
23671,315,2025-03-10
23672,3539,2024-05-07
23673,4399,2024-09-14
23674,4412,2025-01-08
23675,3794,2024-11-10
23676,2615,2024-07-25
23677,4447,2024-04-01
23678,1588,2024-10-16
23679,347,2024-05-30
23680,2777,2024-10-07
23681,2512,2025-05-01
23682,4170,2024-07-03
23683,1703,2025-09-15
23684,4476,2025-07-12
23685,2139,2025-08-17
23686,859,2024-12-11
23687,375,2024-04-15
23688,3585,2025-07-26
23689,3464,2024-12-20
23690,4972,2025-07-23
23691,1898,2024-02-22
23692,2659,2024-01-15
23693,2066,2024-10-30
23694,4987,2024-05-28
23695,851,2024-12-31
23696,293,2024-08-04
23697,891,2024-01-29
23698,2134,2025-05-07
23699,2743,2025-03-15
23700,1429,2025-03-09
23701,127,2024-04-17
23702,1852,2024-01-15
23703,931,2025-06-23
23704,3636,2025-08-23
23705,561,2025-02-02
23706,458,2025-07-12
23707,2310,2024-06-22
23708,4296,2024-03-03
23709,1852,2024-10-16
23710,743,2025-05-11
23711,179,2025-09-14
23712,1460,2024-03-22
23713,4805,2024-09-21
23714,3402,2024-07-20
23715,4560,2025-07-18
23716,949,2025-06-24
23717,2478,2025-08-03
23718,3949,2025-06-02
23719,1291,2024-01-10
23720,2532,2024-12-16
23721,1003,2024-11-15
23722,1670,2025-09-30
23723,4205,2024-09-10
23724,940,2024-09-17
23725,2201,2024-01-06
23726,2355,2024-10-24
23727,2586,2025-03-03
23728,1444,2024-09-10
23729,3795,2025-09-14
23730,1809,2024-07-28
23731,159,2025-06-09
23732,452,2024-09-09
23733,3382,2025-09-02
23734,3758,2024-05-18
23735,2694,2024-03-10
23736,4522,2024-06-29
23737,2375,2024-06-05
23738,4610,2024-01-16
23739,2282,2024-02-06
23740,3548,2024-10-13
23741,2817,2024-10-07
23742,1802,2025-01-22
23743,2102,2025-09-19
23744,950,2024-05-09
23745,296,2024-09-09
23746,4512,2024-07-24
23747,607,2025-06-20
23748,1509,2024-01-12
23749,3060,2024-10-05
23750,4584,2024-04-29
23751,4729,2025-05-10
23752,3876,2025-06-15
23753,531,2024-01-31
23754,337,2025-01-14
23755,1275,2025-05-05
23756,1350,2025-03-06
23757,2758,2025-07-05
23758,262,2024-03-12
23759,3309,2025-09-05
23760,726,2024-03-30
23761,100,2025-03-02
23762,435,2024-08-08
23763,870,2024-03-27
23764,4323,2024-08-09
23765,3195,2025-09-28
23766,2008,2024-03-05
23767,655,2025-05-23
23768,2523,2025-06-11
23769,4946,2024-03-25
23770,951,2024-02-13
23771,629,2025-03-22
23772,210,2025-01-03
23773,4337,2024-09-21
23774,4618,2024-03-15
23775,4019,2025-03-12
23776,2643,2025-05-13
23777,3684,2024-07-19
23778,1136,2024-09-01
23779,1680,2024-11-17
23780,1218,2025-05-26
23781,1269,2024-05-15
23782,2356,2025-03-22
23783,3678,2024-11-14
23784,1148,2025-08-09
23785,3044,2024-06-21
23786,1167,2025-09-03
23787,3856,2024-05-29
23788,1493,2025-02-22
23789,3136,2024-10-04
23790,70,2025-04-07
23791,96,2025-08-27
23792,2387,2024-10-25
23793,4489,2024-04-12
23794,1367,2024-03-03
23795,596,2024-08-21
23796,2668,2025-03-10
23797,3616,2025-08-22
23798,4932,2024-01-01
23799,1688,2025-03-10
23800,467,2024-02-02
23801,2554,2024-05-26
23802,3012,2025-02-04
23803,3777,2024-09-20
23804,1246,2024-08-20
23805,806,2024-03-24
23806,688,2024-11-24
23807,1149,2025-04-22
23808,4418,2024-08-30
23809,4721,2024-09-05
23810,247,2025-02-06
23811,4764,2024-06-29
23812,1321,2024-07-10
23813,2362,2025-01-28
23814,637,2025-02-18
23815,4584,2024-02-25
23816,3009,2025-07-24
23817,2174,2024-08-14
23818,2548,2025-08-04
23819,337,2025-08-04
23820,2855,2024-05-31
23821,1531,2025-07-19
23822,108,2024-01-15
23823,1294,2025-09-28
23824,91,2024-02-22
23825,1428,2025-02-10
23826,3780,2024-02-04
23827,1225,2024-01-16
23828,4873,2025-08-22
23829,301,2025-04-18
23830,139,2025-01-05
23831,2217,2024-07-20
23832,3030,2025-07-10
23833,1669,2024-01-25
23834,2653,2024-06-21
23835,4430,2025-06-11
23836,3798,2025-05-02
23837,2578,2024-08-12
23838,3036,2025-04-20
23839,4872,2024-12-12
23840,3499,2024-07-31
23841,1253,2025-05-29
23842,2814,2024-02-18
23843,1886,2025-07-13
23844,1471,2025-05-22
23845,387,2025-08-10
23846,902,2024-08-13
23847,2371,2025-02-04
23848,3496,2024-08-12
23849,3441,2024-10-14
23850,4834,2024-11-02
23851,3098,2025-08-13
23852,4787,2024-08-14
23853,4532,2024-11-22
23854,3570,2025-04-01
23855,130,2025-01-28
23856,4223,2025-05-07
23857,1029,2024-03-29
23858,4491,2025-05-24
23859,725,2024-04-12
23860,3650,2024-10-10
23861,4839,2025-03-25
23862,763,2024-08-02
23863,2786,2024-06-24
23864,4935,2024-07-07
23865,178,2024-02-20
23866,4802,2024-02-02
23867,2122,2024-09-30
23868,820,2024-09-02
23869,4987,2024-07-28
23870,3352,2025-04-17
23871,3217,2024-11-03
23872,586,2024-06-26
23873,170,2025-06-11
23874,532,2025-04-08
23875,0,2025-01-31
23876,3048,2024-11-26
23877,587,2024-10-11
23878,2276,2025-06-11
23879,2914,2024-02-23
23880,2786,2025-06-10
23881,2787,2025-03-26
23882,4878,2024-12-03
23883,182,2024-03-07
23884,1507,2024-01-26
23885,2101,2024-03-30
23886,3870,2025-08-25
23887,3099,2025-07-09
23888,4946,2024-06-13
23889,2989,2025-06-06
23890,1077,2024-03-12
23891,2786,2025-01-13
23892,4861,2025-03-21
23893,647,2025-01-10
23894,1303,2025-03-01
23895,4246,2024-12-29
23896,3060,2024-12-08
23897,1976,2024-10-17
23898,3561,2024-06-02
23899,3054,2025-04-23
23900,3982,2024-09-14
23901,4064,2024-12-15
23902,2132,2025-01-27
23903,42,2024-09-11
23904,2382,2025-03-05
23905,1511,2025-05-18
23906,2140,2025-01-01
23907,3975,2025-04-26
23908,1343,2024-06-17
23909,552,2024-10-19
23910,2189,2024-11-06
23911,347,2025-06-06
23912,4383,2024-01-10
23913,1287,2024-04-06
23914,2340,2024-12-28
23915,2840,2024-05-19
23916,1627,2025-01-10
23917,4645,2024-04-28
23918,1267,2024-03-01
23919,2675,2025-05-21
23920,1084,2024-11-17
23921,324,2024-05-17
23922,3353,2024-03-15
23923,1901,2025-08-09
23924,3019,2024-12-19
23925,3498,2024-05-04
23926,2069,2024-05-18
23927,2540,2024-02-07
23928,4952,2024-10-13
23929,4783,2025-01-28
23930,960,2025-09-11
23931,1915,2024-09-24
23932,3675,2024-01-05
23933,1652,2024-05-15
23934,402,2024-02-15
23935,3737,2024-09-22
23936,4045,2024-03-21
23937,4616,2024-03-27
23938,2636,2025-07-15
23939,547,2024-08-25
23940,3070,2024-01-15
23941,97,2024-06-10
23942,2379,2024-03-24
23943,2701,2025-07-17
23944,4177,2024-01-01
23945,1710,2025-04-12
23946,241,2025-09-07
23947,610,2025-05-15
23948,2986,2024-05-10
23949,1463,2024-08-13
23950,635,2024-04-07
23951,1773,2025-07-20
23952,1425,2025-06-17
23953,891,2024-02-04
23954,13,2024-06-10
23955,2328,2025-07-19
23956,4599,2025-02-17
23957,1962,2025-08-06
23958,3081,2025-05-29
23959,1724,2025-02-04
23960,903,2024-11-14
23961,881,2024-11-28
23962,1756,2024-06-22
23963,1939,2024-03-04
23964,4485,2024-01-10
23965,3532,2024-08-14
23966,3412,2024-12-11
23967,1771,2025-04-27
23968,129,2024-12-24
23969,1922,2025-08-18
23970,4171,2025-07-14
23971,400,2025-05-27
23972,720,2025-06-04
23973,1112,2024-10-28
23974,1796,2024-04-23
23975,2938,2025-01-30
23976,4212,2025-06-18
23977,2657,2024-06-01
23978,3820,2025-06-02
23979,997,2025-06-12
23980,1360,2024-12-27
23981,2330,2025-03-12
23982,330,2025-03-12
23983,778,2024-01-13
23984,2517,2025-03-08
23985,3159,2025-03-23
23986,2246,2025-01-24
23987,434,2024-06-13
23988,641,2024-11-08
23989,1229,2024-04-27
23990,1614,2024-03-10
23991,2448,2024-09-10
23992,104,2024-04-30
23993,3416,2024-01-08
23994,2034,2024-08-06
23995,1464,2025-08-11
23996,1791,2024-08-24
23997,1037,2024-06-02
23998,1556,2025-02-15
23999,2273,2024-08-18
24000,1399,2025-06-25
24001,4509,2024-12-18
24002,3174,2024-06-16
24003,1474,2025-03-15
24004,928,2025-09-16
24005,4507,2024-07-26
24006,181,2025-04-13
24007,2640,2024-02-27
24008,2785,2024-07-22
24009,3093,2025-07-13
24010,3700,2024-03-18
24011,1312,2024-06-13
24012,4225,2024-02-03
24013,4878,2025-06-17
24014,313,2025-04-24
24015,4102,2025-02-06
24016,1567,2024-04-08
24017,712,2024-07-22
24018,2478,2024-06-07
24019,2499,2024-06-22
24020,2378,2025-09-03
24021,959,2024-06-17
24022,864,2025-03-24
24023,643,2024-07-02
24024,4720,2024-04-30
24025,2590,2025-04-08
24026,4708,2025-06-26
24027,4681,2024-03-10
24028,3834,2024-06-13
24029,130,2025-03-14
24030,1177,2025-04-27
24031,2629,2025-09-26
24032,2805,2025-06-13
24033,3657,2025-07-21
24034,218,2024-09-29
24035,648,2024-08-30
24036,2828,2024-09-09
24037,1335,2025-08-05
24038,4014,2024-06-04
24039,4005,2024-06-16
24040,4357,2024-01-20
24041,580,2024-05-07
24042,4679,2024-09-13
24043,956,2025-09-06
24044,251,2024-12-03
24045,4725,2024-05-31
24046,1508,2024-01-20
24047,1305,2025-09-28
24048,1675,2024-11-17
24049,365,2024-11-25
24050,44,2024-01-28
24051,4711,2024-12-31
24052,1129,2025-03-06
24053,4178,2024-10-25
24054,1503,2024-02-22
24055,1852,2024-01-16
24056,2918,2024-06-03
24057,2854,2024-08-13
24058,4140,2024-11-04
24059,471,2024-02-12
24060,3600,2025-04-28
24061,3957,2024-07-26
24062,1160,2024-12-24
24063,2085,2024-10-02
24064,387,2024-07-18
24065,595,2025-06-10
24066,3252,2024-02-16
24067,1676,2024-05-07
24068,4030,2024-12-30
24069,3203,2025-03-11
24070,2569,2024-08-02
24071,4538,2025-04-01
24072,2888,2025-08-08
24073,2177,2025-01-20
24074,1145,2024-10-16
24075,337,2024-08-25
24076,4564,2024-03-13
24077,2205,2025-09-19
24078,84,2025-01-24
24079,1773,2025-01-03
24080,4834,2024-09-12
24081,2228,2024-08-17
24082,1539,2024-11-18
24083,1644,2025-03-05
24084,2851,2025-07-12
24085,688,2025-03-07
24086,1765,2024-02-21
24087,3979,2024-01-28
24088,3829,2025-08-26
24089,4769,2024-10-26
24090,231,2024-01-27
24091,1617,2024-08-21
24092,1657,2024-06-05
24093,4808,2024-04-14
24094,3493,2024-06-16
24095,1393,2025-08-02
24096,3601,2025-09-09
24097,2058,2024-02-08
24098,2594,2024-07-28
24099,3219,2025-03-20
24100,3203,2024-09-22
24101,4730,2025-04-02
24102,3205,2024-12-09
24103,867,2025-03-03
24104,4537,2024-08-28
24105,138,2024-06-18
24106,4274,2024-08-07
24107,1297,2024-01-21
24108,3986,2025-02-05
24109,4903,2025-03-27
24110,3888,2024-04-13
24111,314,2024-05-16
24112,2678,2025-08-04
24113,523,2025-04-04
24114,11,2025-09-18
24115,3925,2025-07-20
24116,1818,2025-04-20
24117,4879,2024-03-29
24118,3840,2024-09-02
24119,2391,2024-04-01
24120,3147,2024-06-11
24121,1343,2024-12-01
24122,54,2024-03-21
24123,3429,2025-05-30
24124,2910,2024-08-02
24125,4304,2024-05-08
24126,4297,2025-09-23
24127,652,2024-07-15
24128,615,2024-05-24
24129,4631,2025-04-16
24130,2928,2024-05-09
24131,2187,2024-02-28
24132,3256,2024-11-19
24133,4791,2025-07-24
24134,3820,2024-09-10
24135,2352,2024-10-19
24136,1784,2024-08-16
24137,2480,2024-08-01
24138,2411,2025-09-09
24139,4548,2025-08-15
24140,1247,2024-07-20
24141,4347,2024-09-24
24142,305,2024-07-02
24143,4672,2024-11-14
24144,3814,2025-05-18
24145,3447,2024-08-13
24146,4633,2024-01-05
24147,1656,2025-01-19
24148,2621,2025-02-13
24149,4217,2024-01-03
24150,3866,2024-05-03
24151,4333,2024-06-15
24152,3547,2025-03-05
24153,1630,2024-07-01
24154,3620,2025-09-18
24155,3493,2025-03-18
24156,1974,2024-08-02
24157,4287,2025-06-27
24158,296,2024-08-27
24159,443,2025-01-06
24160,2914,2024-06-04
24161,13,2025-06-03
24162,2134,2024-03-22
24163,4265,2025-07-13
24164,4249,2024-02-26
24165,665,2024-09-28
24166,2866,2025-01-13
24167,1155,2024-07-14
24168,3360,2024-03-13
24169,84,2025-06-28
24170,2281,2024-07-15
24171,733,2025-09-21
24172,1615,2024-09-23
24173,542,2024-08-27
24174,967,2024-05-06
24175,4051,2024-03-23
24176,3541,2025-03-12
24177,2690,2024-09-16
24178,585,2025-09-18
24179,4604,2024-01-01
24180,4906,2025-05-22
24181,2020,2024-10-09
24182,4830,2025-03-27
24183,4800,2024-03-14
24184,8,2025-07-23
24185,3112,2024-05-27
24186,3721,2025-04-09
24187,2632,2024-11-27
24188,3518,2024-11-07
24189,1957,2025-05-05
24190,4842,2025-01-25
24191,930,2024-02-17
24192,936,2025-03-07
24193,1460,2024-09-06
24194,2955,2025-05-11
24195,3995,2025-02-27
24196,1972,2024-02-21
24197,2984,2024-12-09
24198,1902,2025-04-28
24199,2627,2025-02-22
24200,4261,2025-03-31
24201,378,2025-01-20
24202,1359,2025-07-30
24203,939,2024-03-26
24204,3833,2024-08-18
24205,300,2025-07-03
24206,4687,2024-08-15
24207,4791,2024-07-01
24208,503,2025-06-09
24209,3614,2024-06-14
24210,3476,2024-09-07
24211,3748,2024-04-02
24212,1899,2024-12-27
24213,634,2024-08-09
24214,3785,2025-08-08
24215,2393,2025-07-16
24216,1714,2025-02-05
24217,2580,2024-10-16
24218,3703,2024-12-20
24219,3020,2024-02-10
24220,4189,2024-10-23
24221,766,2024-08-22
24222,627,2025-02-25
24223,1128,2024-01-20
24224,2804,2025-01-30
24225,2614,2024-02-13
24226,519,2024-12-09
24227,919,2024-10-05
24228,2472,2025-01-26
24229,1772,2024-01-09
24230,1343,2024-08-22
24231,3216,2024-05-06
24232,855,2024-05-19
24233,4203,2025-07-30
24234,4098,2024-11-07
24235,2146,2024-04-01
24236,2159,2024-04-09
24237,4828,2024-02-24
24238,4036,2025-06-27
24239,1722,2024-10-09
24240,486,2024-09-26
24241,3923,2025-01-23
24242,1892,2024-06-25
24243,2614,2024-02-21
24244,1128,2024-01-12
24245,2426,2024-10-05
24246,3469,2024-06-10
24247,1673,2024-08-04
24248,3218,2024-04-05
24249,3191,2025-09-19
24250,3781,2024-06-21
24251,644,2024-05-12
24252,4197,2024-07-16
24253,4705,2025-09-23
24254,4316,2025-03-29
24255,4189,2024-03-29
24256,4321,2024-08-26
24257,4335,2025-02-24
24258,342,2024-12-12
24259,2801,2025-01-05
24260,1072,2024-12-10
24261,3198,2025-03-15
24262,931,2024-08-10
24263,2005,2024-11-15
24264,3304,2024-03-21
24265,2362,2024-11-24
24266,2932,2024-06-04
24267,3362,2025-09-29
24268,1405,2025-08-06
24269,3296,2024-02-18
24270,4936,2025-08-01
24271,2874,2024-06-13
24272,657,2024-12-22
24273,4637,2025-08-30
24274,2541,2024-01-07
24275,4384,2024-07-01
24276,1988,2024-03-28
24277,944,2025-06-01
24278,2193,2025-05-24
24279,3000,2024-08-19
24280,1600,2025-08-06
24281,1016,2024-04-10
24282,4153,2024-10-17
24283,3580,2024-04-12
24284,804,2024-04-19
24285,4233,2025-06-09
24286,2317,2025-05-19
24287,4247,2024-10-09
24288,3239,2025-01-29
24289,1027,2025-09-01
24290,1115,2024-01-19
24291,4202,2024-08-20
24292,4287,2025-01-26
24293,2882,2024-10-07
24294,343,2024-03-11
24295,2931,2025-03-30
24296,3402,2024-12-02
24297,564,2025-03-04
24298,337,2025-04-30
24299,3572,2025-05-03
24300,4372,2024-12-28
24301,4140,2025-02-28
24302,1009,2025-03-05
24303,872,2024-11-30
24304,737,2024-10-30
24305,2383,2024-02-09
24306,4684,2025-01-02
24307,4272,2025-03-26
24308,1627,2024-05-04
24309,4873,2025-09-15
24310,1522,2025-01-11
24311,2565,2024-03-16
24312,4536,2024-02-21
24313,4153,2024-09-16
24314,4927,2024-10-02
24315,1269,2024-09-24
24316,52,2025-01-26
24317,4719,2025-01-09
24318,612,2024-05-25
24319,3401,2024-07-31
24320,2442,2024-05-22
24321,3436,2025-09-19
24322,3737,2024-06-13
24323,3582,2024-12-26
24324,4836,2024-07-24
24325,2682,2025-04-06
24326,1122,2025-03-20
24327,1096,2024-01-25
24328,429,2024-12-25
24329,2517,2024-11-01
24330,3504,2025-09-15
24331,4660,2024-01-26
24332,4056,2024-03-07
24333,1930,2025-03-27
24334,1315,2025-07-14
24335,354,2025-06-02
24336,4718,2024-07-13
24337,2166,2025-04-09
24338,1304,2024-01-12
24339,782,2024-02-20
24340,3303,2024-12-12
24341,1800,2024-01-08
24342,1502,2024-09-15
24343,1070,2025-09-30
24344,3162,2025-05-21
24345,1492,2025-02-26
24346,4976,2025-06-16
24347,3936,2024-11-26
24348,41,2024-03-24
24349,3449,2024-01-19
24350,1690,2025-06-09
24351,197,2024-04-27
24352,952,2025-07-30
24353,58,2025-01-10
24354,4138,2024-04-13
24355,3735,2025-02-16
