expense_id,store_id,expense_date,expense_type,amount
9236,27,2024-05-14,Maintenance,40142.85
9237,16,2024-09-01,Marketing,114120.02
9238,177,2025-06-22,Maintenance,165981.95
9239,107,2025-08-05,Utilities,168968.8
9240,159,2025-02-08,Maintenance,106098.04
9241,150,2024-07-30,Maintenance,58644.24
9242,150,2025-01-04,Misc,65880.63
9243,63,2024-01-08,Rent,107931.95
9244,4,2025-01-08,Utilities,23464.85
9245,6,2025-01-16,Maintenance,113365.79
9246,132,2024-07-24,Rent,193074.07
9247,111,2025-02-01,Security,2860.25
9248,186,2024-04-21,Rent,166804.8
9249,176,2024-07-23,Utilities,134101.34
9250,118,2024-04-08,Marketing,59460.04
9251,135,2025-06-26,Utilities,83233.59
9252,157,2025-04-13,Rent,184780.75
9253,198,2024-06-20,Maintenance,43161.75
9254,95,2025-04-24,Marketing,45987.13
9255,103,2024-08-17,Marketing,65964.72
9256,104,2025-01-11,Utilities,47503.43
9257,1,2024-03-30,Marketing,44662.52
9258,158,2025-04-17,Marketing,199538.27
9259,30,2024-08-28,Maintenance,51563.12
9260,1,2024-07-21,Misc,6591.33
9261,80,2025-09-12,Rent,22467.77
9262,16,2024-10-08,Misc,183298.54
9263,42,2025-09-13,Maintenance,85338.92
9264,118,2024-08-11,Marketing,193150.3
9265,18,2025-01-22,Rent,174206.51
9266,27,2024-08-03,Rent,118543.7
9267,7,2024-07-19,Maintenance,19260.47
9268,48,2024-05-20,Security,162671.18
9269,74,2024-02-06,Rent,26949.19
9270,137,2025-05-19,Rent,6330.88
9271,4,2025-08-12,Security,64679.49
9272,2,2024-03-30,Security,164116.18
9273,24,2024-06-05,Misc,193288.21
9274,48,2025-01-05,Maintenance,34578.58
9275,96,2025-07-07,Rent,108187.44
9276,44,2025-02-12,Utilities,70517.05
9277,14,2025-05-12,Marketing,169291.34
9278,194,2024-05-11,Maintenance,118077.53
9279,107,2024-02-01,Maintenance,169911.39
9280,86,2025-09-13,Security,4242.05
9281,73,2024-04-15,Rent,150165.23
9282,175,2024-01-28,Misc,132852.09
9283,70,2025-06-24,Misc,172254.79
9284,70,2024-04-21,Maintenance,58221.88
9285,144,2024-03-26,Maintenance,43715.72
9286,74,2024-10-17,Misc,115312.56
9287,74,2024-12-09,Misc,199428.91
9288,103,2025-06-18,Marketing,120184.9
9289,182,2024-01-23,Marketing,73041.28
9290,105,2025-05-11,Maintenance,181257.84
9291,148,2024-02-06,Security,196342.54
9292,172,2024-09-30,Marketing,71398.82
9293,126,2024-01-18,Rent,131790.89
9294,93,2025-09-07,Misc,145569.06
9295,22,2024-03-25,Misc,147810.62
9296,89,2024-04-06,Maintenance,180179.26
9297,120,2025-01-17,Security,30487.51
9298,168,2025-08-26,Utilities,112429.35
9299,20,2025-04-23,Misc,119344.7
9300,23,2024-08-22,Security,57308.82
9301,138,2025-01-10,Security,46770.54
9302,75,2024-09-03,Marketing,159387.96
9303,130,2024-04-08,Security,193460.49
9304,147,2024-10-21,Security,194491.11
9305,138,2024-02-11,Maintenance,64851.02
9306,150,2025-05-20,Utilities,159760.51
9307,174,2024-07-14,Security,109131.56
9308,126,2024-09-16,Misc,100179.01
9309,162,2025-05-20,Rent,160041.67
9310,25,2024-02-24,Utilities,161636.16
9311,163,2024-03-06,Rent,79033.25
9312,181,2025-01-19,Utilities,153044.8
9313,151,2025-09-28,Marketing,91888.47
9314,53,2024-07-21,Utilities,19197.35
9315,123,2025-01-30,Maintenance,123780.47
9316,175,2024-07-18,Misc,181624.73
9317,192,2025-06-27,Rent,5199.3
9318,183,2024-03-25,Rent,126025.22
9319,109,2024-06-05,Utilities,62274.63
9320,175,2025-01-18,Maintenance,176262.24
9321,108,2024-06-09,Misc,191051.7
9322,28,2024-09-20,Rent,80369.71
9323,196,2024-05-25,Utilities,174826.87
9324,77,2025-04-11,Security,187639.47
9325,145,2025-05-12,Misc,169060.97
9326,58,2025-07-02,Utilities,102241.35
9327,153,2024-09-11,Misc,169354.93
9328,9,2025-08-25,Misc,181729.54
9329,67,2025-05-21,Utilities,89019.23
9330,62,2025-01-25,Marketing,158983.94
9331,44,2024-09-23,Security,18702.26
9332,10,2025-09-25,Security,54315.2
9333,124,2025-02-04,Misc,146159.22
9334,120,2025-06-18,Utilities,140134.54
9335,73,2025-04-22,Rent,1092.89
9336,89,2024-06-10,Utilities,19390.05
9337,35,2024-07-18,Maintenance,101657.63
9338,184,2024-01-10,Maintenance,183659.04
9339,186,2025-03-21,Utilities,36083.33
9340,98,2024-04-26,Security,58687.06
9341,196,2024-08-24,Marketing,27125.1
9342,110,2025-08-02,Utilities,94954.25
9343,92,2024-09-25,Utilities,40236.25
9344,174,2024-11-17,Security,111885.15
9345,161,2025-04-10,Marketing,197054.46
9346,85,2024-03-01,Rent,32266.67
9347,23,2024-07-07,Marketing,67789.37
9348,12,2024-03-20,Marketing,181572.98
9349,162,2024-04-07,Utilities,102944.77
9350,35,2024-02-03,Security,99819.13
9351,102,2024-08-05,Misc,48627.56
9352,126,2024-03-11,Rent,111069.54
9353,80,2024-10-24,Utilities,13666.67
9354,45,2024-01-26,Utilities,52489.48
9355,198,2025-03-29,Utilities,72261.13
9356,109,2025-06-18,Misc,97499.17
9357,66,2024-01-29,Utilities,62975.24
9358,108,2024-09-11,Utilities,3421.46
9359,53,2025-08-22,Misc,49777.08
9360,64,2025-06-20,Utilities,137356.42
9361,196,2025-05-18,Misc,116546.63
9362,121,2024-03-15,Security,88638.7
9363,30,2024-04-09,Rent,27768.46
9364,165,2025-07-27,Misc,132716.11
9365,178,2025-08-31,Maintenance,28695.75
9366,31,2025-05-07,Marketing,174858.01
9367,161,2024-11-05,Misc,70048.65
9368,117,2025-09-07,Security,144895.27
9369,80,2024-04-16,Misc,52041.53
9370,191,2025-06-27,Marketing,153981.44
9371,29,2024-05-31,Maintenance,39909.02
9372,169,2024-10-03,Security,51363.32
9373,94,2024-10-26,Maintenance,23819.79
9374,123,2024-04-05,Misc,101060.93
9375,68,2024-07-18,Maintenance,124193.4
9376,165,2025-01-01,Misc,150201.72
9377,17,2024-12-03,Security,1693.71
9378,149,2025-01-05,Security,167508.72
9379,160,2024-07-05,Rent,39386.98
9380,73,2025-05-10,Security,36395.25
9381,179,2025-04-20,Maintenance,16549.33
9382,90,2024-08-30,Misc,139262.37
9383,120,2024-11-07,Rent,194070.05
9384,146,2024-10-15,Maintenance,141902.31
9385,166,2024-06-27,Maintenance,62999.62
9386,9,2024-08-04,Misc,60874.04
9387,36,2024-12-09,Security,14619.89
9388,184,2025-03-05,Maintenance,173522.23
9389,116,2024-10-25,Security,78925.54
9390,18,2025-08-05,Misc,127733.65
9391,198,2025-02-07,Security,156199.92
9392,128,2025-06-28,Misc,36232.06
9393,97,2025-01-24,Rent,166854.79
9394,29,2024-03-03,Security,196368.77
9395,8,2025-10-01,Rent,24717.48
9396,81,2025-04-28,Misc,171508.79
9397,97,2024-07-27,Misc,4658.99
9398,62,2024-08-12,Security,58382.9
9399,88,2025-05-07,Rent,136031.47
9400,52,2024-01-24,Utilities,184905.28
9401,16,2024-11-03,Security,92500.71
9402,19,2024-12-22,Utilities,121353.37
9403,114,2024-02-15,Maintenance,139944.68
9404,16,2024-03-12,Rent,127004.65
9405,30,2025-02-12,Utilities,75466.82
9406,135,2025-09-20,Marketing,180837.79
9407,177,2024-06-17,Security,95427.7
9408,23,2025-09-29,Rent,67888.95
9409,78,2024-07-28,Misc,72099.63
9410,74,2025-09-16,Marketing,119240.71
9411,129,2025-01-01,Security,165676.96
9412,16,2025-09-12,Maintenance,5565.75
9413,16,2024-12-26,Utilities,169040.46
9414,192,2024-12-05,Utilities,98614.58
9415,127,2024-08-13,Marketing,12407.92
9416,49,2024-12-30,Rent,85183.58
9417,7,2025-08-05,Maintenance,131788.55
9418,49,2024-01-06,Misc,172053.63
9419,48,2024-12-03,Rent,98528.14
9420,14,2024-09-25,Utilities,150224.86
9421,132,2024-02-08,Marketing,6737.67
9422,108,2024-10-07,Maintenance,184634.04
9423,159,2024-03-05,Rent,123127.0
9424,18,2024-03-21,Security,79874.65
9425,42,2024-07-02,Security,12861.35
9426,38,2024-02-04,Security,76929.25
9427,140,2025-02-19,Utilities,48542.01
9428,187,2024-05-21,Maintenance,135974.2
9429,179,2024-02-27,Rent,187519.01
9430,126,2024-02-15,Rent,174716.34
9431,143,2024-10-11,Maintenance,59774.74
9432,3,2025-02-07,Marketing,178450.7
9433,138,2024-04-23,Utilities,33185.96
9434,135,2024-09-13,Utilities,6742.05
9435,2,2024-08-16,Utilities,122712.95
9436,129,2024-05-26,Maintenance,62903.51
9437,8,2025-02-10,Security,23560.65
9438,129,2025-03-12,Utilities,64212.3
9439,117,2024-01-08,Utilities,98243.58
9440,87,2024-06-23,Security,171055.83
9441,67,2025-06-13,Utilities,45035.1
9442,154,2024-11-10,Security,78674.63
9443,77,2025-06-11,Rent,81214.57
9444,73,2025-02-13,Security,51161.2
9445,179,2024-06-14,Marketing,156981.31
9446,101,2024-07-04,Misc,123251.31
9447,148,2024-05-04,Utilities,153853.78
9448,164,2024-12-03,Rent,178972.49
9449,129,2024-12-24,Marketing,96279.98
9450,137,2024-12-30,Utilities,117179.39
9451,170,2025-09-07,Security,7982.98
9452,6,2024-07-08,Maintenance,82495.37
9453,123,2024-08-23,Marketing,199569.53
9454,176,2024-04-30,Marketing,93457.3
9455,63,2024-09-21,Security,29729.5
9456,4,2024-11-11,Security,110622.05
9457,47,2025-05-09,Utilities,82692.58
9458,118,2024-05-06,Misc,106071.24
9459,76,2025-01-02,Utilities,26137.03
9460,28,2024-05-01,Marketing,8763.15
9461,96,2024-04-10,Maintenance,28413.93
9462,196,2024-03-29,Security,164824.13
9463,3,2025-03-12,Marketing,49937.04
9464,115,2025-09-12,Misc,23117.94
9465,151,2025-04-14,Marketing,169969.08
9466,106,2024-08-16,Utilities,59550.86
9467,104,2024-11-26,Rent,42567.84
9468,3,2024-04-22,Security,79410.39
9469,134,2024-08-05,Rent,41758.57
9470,42,2025-07-11,Security,155539.54
9471,103,2025-02-14,Maintenance,7110.1
9472,140,2024-02-24,Utilities,12329.24
9473,76,2025-09-15,Security,170693.0
9474,107,2025-09-09,Rent,153875.34
9475,167,2025-02-27,Marketing,79036.8
9476,7,2024-03-26,Rent,125978.75
9477,122,2024-10-04,Security,46358.18
9478,88,2024-01-03,Misc,109296.94
9479,113,2025-04-04,Misc,94089.72
9480,28,2024-07-21,Rent,183198.83
9481,118,2025-03-01,Marketing,159622.53
9482,91,2025-01-15,Rent,4498.6
9483,35,2024-05-08,Security,154858.08
9484,108,2025-09-30,Security,114016.79
9485,115,2025-06-30,Security,177870.72
9486,159,2025-06-10,Marketing,63526.9
9487,47,2025-04-13,Marketing,177822.56
9488,34,2024-10-22,Rent,163654.49
9489,185,2024-10-27,Rent,173410.37
9490,101,2024-07-04,Misc,113543.68
9491,4,2025-05-15,Rent,891.56
9492,31,2025-02-20,Rent,33494.82
9493,72,2024-08-14,Security,67024.47
9494,117,2024-07-06,Security,195121.18
9495,195,2025-01-13,Marketing,181001.14
9496,108,2024-12-02,Misc,12005.88
9497,153,2024-12-08,Maintenance,25471.72
9498,50,2025-05-25,Security,64458.27
9499,45,2025-04-16,Misc,159703.83
9500,15,2024-07-22,Misc,122271.73
9501,27,2024-07-06,Maintenance,193167.92
9502,154,2024-12-17,Security,15373.91
9503,24,2024-08-30,Rent,180596.07
9504,157,2025-05-04,Misc,79859.69
9505,71,2024-06-12,Utilities,190595.17
9506,171,2024-06-16,Marketing,107477.21
9507,137,2025-06-29,Marketing,55403.09
9508,115,2024-09-25,Marketing,14359.22
9509,11,2025-05-04,Rent,131995.93
9510,3,2025-08-16,Security,130117.75
9511,88,2025-02-02,Maintenance,23674.62
9512,8,2024-06-12,Utilities,173659.6
9513,50,2024-01-05,Security,147357.31
9514,61,2025-02-06,Maintenance,171403.63
9515,152,2025-04-29,Security,93001.15
9516,184,2024-12-29,Misc,49461.48
9517,127,2024-05-14,Misc,162888.12
9518,140,2025-03-16,Utilities,125210.26
9519,10,2025-09-02,Marketing,160759.81
9520,162,2025-05-23,Utilities,81418.66
9521,72,2024-07-30,Utilities,87503.54
9522,28,2024-12-12,Rent,137233.68
9523,15,2024-06-16,Rent,2556.56
9524,119,2024-06-13,Maintenance,53572.19
9525,25,2025-05-14,Utilities,84693.65
9526,191,2025-07-01,Security,125967.53
9527,177,2025-04-15,Marketing,118100.63
9528,70,2025-04-07,Misc,31453.6
9529,53,2024-01-10,Security,14425.75
9530,114,2024-05-23,Rent,87253.39
9531,18,2024-05-24,Marketing,63086.66
9532,111,2024-05-12,Utilities,76763.35
9533,109,2024-04-19,Utilities,70945.63
9534,153,2025-08-03,Utilities,116359.04
9535,26,2025-05-30,Utilities,164219.76
9536,199,2025-07-11,Marketing,13063.05
9537,19,2025-08-11,Misc,61045.48
9538,83,2024-08-06,Maintenance,32637.41
9539,101,2024-11-23,Utilities,120688.78
9540,93,2024-07-30,Misc,199103.8
9541,121,2024-10-29,Utilities,68506.5
9542,132,2025-06-13,Rent,11707.42
9543,142,2025-05-22,Utilities,92361.05
9544,74,2025-05-18,Marketing,42702.74
9545,191,2024-04-23,Security,80272.82
9546,2,2024-02-05,Security,6902.35
9547,123,2025-07-27,Security,163057.34
9548,136,2024-11-08,Rent,46531.63
9549,66,2024-02-12,Security,158788.25
9550,10,2024-04-26,Marketing,70302.39
9551,69,2024-07-28,Security,175443.35
9552,28,2024-03-19,Utilities,32947.13
9553,75,2024-10-12,Utilities,160609.84
9554,200,2024-05-20,Marketing,29809.63
9555,33,2024-07-27,Maintenance,91742.57
9556,183,2025-02-17,Utilities,21335.27
9557,32,2025-02-08,Utilities,142553.54
9558,28,2024-05-14,Maintenance,38284.77
9559,54,2025-06-12,Maintenance,190109.26
9560,160,2024-10-13,Maintenance,189701.51
9561,63,2025-06-25,Maintenance,118827.78
9562,139,2024-06-21,Utilities,115645.04
9563,165,2024-06-30,Maintenance,160431.44
9564,150,2025-06-14,Rent,57739.52
9565,56,2024-07-23,Utilities,25706.71
9566,186,2024-01-27,Rent,47721.16
9567,167,2024-08-31,Utilities,131824.56
9568,30,2024-03-09,Utilities,108646.86
9569,114,2024-11-14,Security,46090.07
9570,35,2024-07-06,Utilities,42560.25
9571,87,2025-09-27,Rent,38522.94
9572,32,2025-03-14,Marketing,151096.2
9573,46,2024-05-17,Rent,118856.8
9574,126,2024-07-11,Marketing,181597.07
9575,158,2025-05-17,Utilities,7104.94
9576,121,2024-04-04,Marketing,62002.02
9577,78,2025-01-23,Marketing,123841.5
9578,105,2024-05-10,Rent,159543.85
9579,171,2024-10-24,Rent,38135.15
9580,119,2025-01-27,Utilities,194455.55
9581,162,2025-09-09,Misc,130941.22
9582,199,2025-01-05,Misc,58783.44
9583,60,2025-01-30,Marketing,189293.3
9584,165,2025-04-16,Maintenance,52796.16
9585,126,2025-09-28,Security,185752.42
9586,137,2025-09-30,Marketing,90953.47
9587,70,2024-08-29,Utilities,145751.2
9588,96,2024-08-30,Maintenance,126678.58
9589,145,2024-02-15,Rent,93914.61
9590,106,2025-05-23,Utilities,46941.69
9591,189,2025-06-02,Maintenance,145550.86
9592,145,2024-07-19,Utilities,175547.09
9593,71,2025-05-06,Security,91565.94
9594,189,2025-02-06,Security,110415.86
9595,120,2024-02-03,Rent,18644.83
9596,145,2025-08-11,Maintenance,125290.5
9597,142,2025-02-10,Rent,158116.62
9598,119,2025-09-16,Maintenance,55065.82
9599,176,2025-07-28,Rent,104411.18
9600,43,2024-11-26,Marketing,137270.21
9601,50,2025-05-02,Maintenance,104275.63
9602,20,2024-05-15,Maintenance,164918.28
9603,31,2025-04-19,Maintenance,76578.56
9604,140,2024-04-01,Utilities,94529.7
9605,57,2024-03-10,Maintenance,4689.33
9606,131,2024-04-16,Utilities,155461.92
9607,21,2024-01-01,Rent,38724.07
9608,122,2024-07-24,Marketing,7472.21
9609,126,2025-04-10,Rent,111983.35
9610,31,2025-02-12,Maintenance,97523.2
9611,172,2025-05-21,Utilities,88110.07
9612,89,2024-09-04,Security,10948.41
9613,90,2024-02-29,Misc,105759.7
9614,162,2024-08-10,Utilities,106713.65
9615,101,2024-09-03,Misc,180589.56
9616,117,2024-01-06,Marketing,105422.23
9617,129,2025-06-12,Rent,151104.46
9618,123,2025-08-02,Maintenance,157404.59
9619,147,2025-07-30,Marketing,137325.03
9620,174,2024-05-06,Misc,197254.73
9621,134,2025-06-14,Rent,21816.64
9622,62,2025-08-31,Marketing,186707.49
9623,11,2025-06-15,Rent,55878.96
9624,151,2025-08-02,Maintenance,95590.58
9625,47,2024-07-06,Security,187002.24
9626,189,2024-05-17,Maintenance,63721.37
9627,21,2024-02-29,Rent,114479.74
9628,193,2024-12-23,Rent,154918.36
9629,7,2024-12-17,Utilities,165702.6
9630,100,2024-05-04,Rent,64513.13
9631,138,2024-05-31,Misc,144983.77
9632,185,2024-06-23,Rent,54691.08
9633,90,2025-06-19,Utilities,121768.67
9634,164,2025-02-12,Utilities,14669.15
9635,139,2025-05-08,Utilities,90565.78
9636,139,2025-05-30,Marketing,147000.15
9637,53,2025-09-13,Rent,142326.54
9638,34,2024-10-14,Security,191140.59
9639,79,2025-04-05,Marketing,196435.95
9640,91,2025-09-11,Security,157147.62
9641,87,2025-07-18,Utilities,117670.8
9642,93,2024-11-09,Utilities,152015.07
9643,151,2024-07-05,Rent,105836.45
9644,91,2025-08-05,Marketing,127740.46
9645,140,2025-04-14,Rent,62960.57
9646,33,2024-05-25,Utilities,31609.7
9647,56,2025-02-13,Security,190131.62
9648,76,2025-05-12,Marketing,88881.2
9649,70,2024-04-21,Rent,34925.14
9650,24,2024-05-05,Rent,168002.03
9651,138,2024-02-23,Rent,54557.19
9652,129,2024-09-29,Security,94484.41
9653,43,2025-01-25,Utilities,33262.22
9654,139,2025-03-29,Maintenance,23021.52
9655,7,2025-05-10,Utilities,2277.83
9656,17,2025-04-25,Rent,64846.19
9657,97,2024-07-03,Utilities,41801.73
9658,192,2024-06-25,Rent,166819.41
9659,194,2025-03-10,Utilities,16812.59
9660,157,2024-12-09,Marketing,132610.43
9661,74,2025-04-25,Rent,55014.06
9662,35,2025-03-21,Rent,71466.49
9663,63,2024-04-28,Marketing,187322.46
9664,1,2025-02-24,Maintenance,132007.8
9665,17,2025-04-21,Utilities,58152.07
9666,128,2024-08-16,Utilities,34342.7
9667,43,2024-07-02,Utilities,154498.63
9668,169,2025-03-09,Utilities,164049.12
9669,157,2024-05-28,Utilities,117558.45
9670,183,2024-02-23,Utilities,191511.59
9671,157,2024-01-31,Marketing,3042.26
9672,118,2024-10-08,Marketing,48373.14
9673,115,2024-01-26,Utilities,100054.48
9674,174,2024-08-02,Rent,135481.0
9675,153,2024-02-08,Maintenance,25056.6
9676,73,2024-08-22,Security,161608.87
9677,84,2025-06-07,Marketing,44699.65
9678,122,2024-02-03,Maintenance,149497.98
9679,101,2025-07-30,Maintenance,180178.58
9680,157,2024-05-10,Marketing,61523.4
9681,131,2024-04-26,Maintenance,119326.83
9682,86,2025-02-09,Utilities,73571.15
9683,172,2024-04-26,Misc,49246.08
9684,161,2024-01-09,Maintenance,60394.45
9685,183,2024-08-08,Marketing,69463.16
9686,179,2024-07-09,Misc,104755.21
9687,57,2025-03-01,Security,186589.36
9688,154,2025-09-22,Utilities,129569.18
9689,21,2024-09-07,Maintenance,124979.21
9690,39,2024-08-10,Security,79285.77
9691,69,2025-03-21,Marketing,90559.7
9692,79,2025-06-10,Rent,5319.27
9693,167,2025-05-20,Misc,62237.96
9694,70,2024-11-19,Security,111136.39
9695,138,2025-02-06,Misc,107238.53
9696,138,2024-12-14,Utilities,73247.15
9697,158,2024-03-10,Maintenance,101207.11
9698,94,2025-04-25,Misc,18376.08
9699,188,2025-02-21,Utilities,34934.66
9700,60,2024-11-29,Rent,118609.54
9701,13,2025-03-30,Marketing,18818.65
9702,187,2024-04-17,Maintenance,3242.52
9703,59,2024-04-16,Maintenance,24130.35
9704,155,2025-07-08,Rent,43567.31
9705,8,2025-04-22,Rent,49685.53
9706,60,2024-12-23,Rent,80516.83
9707,156,2024-01-10,Rent,28762.88
9708,140,2024-08-28,Maintenance,118846.73
9709,192,2025-07-23,Marketing,185015.41
9710,97,2024-07-05,Security,80386.41
9711,152,2024-07-23,Rent,99970.41
9712,148,2024-01-17,Security,93624.78
9713,54,2024-12-29,Utilities,48459.75
9714,30,2025-05-27,Maintenance,139089.11
9715,89,2025-06-26,Utilities,131330.75
9716,85,2024-11-29,Security,182500.99
9717,168,2024-01-26,Misc,4248.75
9718,11,2024-09-21,Security,187042.15
9719,188,2025-07-29,Rent,133304.32
9720,100,2025-07-04,Misc,167921.31
9721,114,2025-01-23,Marketing,182680.81
9722,84,2024-08-17,Misc,154132.03
9723,186,2025-08-26,Security,35217.78
9724,65,2024-10-21,Maintenance,198472.99
9725,35,2024-06-25,Maintenance,52926.83
9726,118,2024-07-03,Utilities,24613.75
9727,59,2025-08-28,Security,126344.79
9728,21,2025-06-06,Utilities,162671.75
9729,106,2024-04-25,Security,101954.13
9730,30,2024-12-10,Utilities,158096.43
9731,16,2025-03-30,Security,188140.95
9732,87,2024-05-03,Rent,20961.38
9733,18,2025-06-29,Marketing,20720.66
9734,31,2024-10-09,Marketing,133705.54
9735,148,2024-03-30,Rent,169600.5
9736,200,2025-06-24,Maintenance,114722.14
9737,129,2024-02-05,Maintenance,11457.94
9738,70,2024-05-24,Rent,76990.88
9739,38,2024-12-02,Rent,55631.99
9740,81,2024-04-12,Security,79007.58
9741,122,2025-09-03,Utilities,46642.52
9742,5,2025-07-27,Maintenance,156191.82
9743,8,2024-09-02,Rent,14563.4
9744,128,2024-08-03,Maintenance,12880.08
9745,181,2024-11-10,Utilities,35728.87
9746,180,2024-09-15,Security,155592.58
9747,156,2024-03-17,Misc,62539.64
9748,9,2024-05-28,Misc,116997.55
9749,36,2025-04-10,Misc,56955.04
9750,40,2024-07-23,Marketing,22604.8
9751,199,2024-09-11,Misc,89177.16
9752,91,2025-06-26,Marketing,169764.37
9753,36,2025-08-18,Security,113463.2
9754,102,2025-08-16,Rent,8286.34
9755,32,2025-07-28,Rent,3358.4
9756,148,2025-08-03,Misc,129537.99
9757,102,2024-07-21,Security,28867.08
9758,89,2024-01-21,Utilities,45997.13
9759,141,2024-08-30,Rent,58081.08
9760,4,2025-04-30,Maintenance,193225.32
9761,6,2024-11-04,Security,65731.82
9762,52,2025-09-15,Marketing,34236.78
9763,75,2024-07-23,Rent,126443.21
9764,26,2024-12-07,Utilities,44988.28
9765,73,2024-07-01,Misc,168039.12
9766,148,2025-01-30,Misc,105403.9
9767,50,2024-08-18,Security,170896.74
9768,178,2024-10-18,Misc,31984.53
9769,64,2025-03-23,Marketing,14176.35
9770,37,2025-07-06,Rent,24061.86
9771,160,2024-07-14,Marketing,168617.4
9772,190,2024-02-24,Maintenance,11216.01
9773,120,2024-06-24,Rent,125282.47
9774,7,2025-05-25,Security,126656.56
9775,112,2024-09-26,Rent,89930.69
9776,154,2024-01-01,Security,122953.44
9777,191,2025-03-05,Security,181147.22
9778,45,2024-12-27,Utilities,155091.83
9779,135,2025-09-16,Security,188742.92
9780,113,2025-08-25,Maintenance,151461.86
9781,6,2024-02-09,Marketing,183347.9
9782,60,2024-01-07,Maintenance,17115.84
9783,76,2025-01-04,Utilities,46571.06
9784,184,2024-06-15,Misc,145219.16
9785,68,2025-02-25,Maintenance,56431.08
9786,191,2025-01-09,Utilities,71164.73
9787,107,2024-10-17,Security,161919.8
9788,183,2024-09-08,Marketing,190660.29
9789,158,2024-03-09,Maintenance,77808.59
9790,39,2024-06-25,Misc,34521.07
9791,196,2024-06-15,Rent,179459.09
9792,41,2024-12-01,Utilities,163890.88
9793,64,2024-06-07,Marketing,52874.54
9794,65,2024-06-11,Marketing,191891.1
9795,148,2025-09-15,Marketing,62213.94
9796,163,2024-02-07,Utilities,111751.88
9797,16,2024-12-17,Misc,162591.27
9798,55,2025-02-23,Maintenance,19319.68
9799,16,2024-06-09,Misc,7568.97
9800,71,2025-04-07,Utilities,197500.13
9801,130,2024-06-28,Utilities,190434.68
9802,63,2024-03-08,Rent,152448.88
9803,196,2024-01-13,Marketing,23533.44
9804,104,2025-04-26,Security,83292.79
9805,100,2025-05-28,Marketing,62113.82
9806,142,2024-08-04,Rent,148633.75
9807,70,2024-05-30,Rent,58753.35
9808,159,2025-04-10,Maintenance,143253.06
9809,82,2025-09-14,Utilities,122373.2
9810,179,2025-01-22,Misc,121238.86
9811,132,2024-02-14,Security,124199.19
9812,143,2024-08-10,Maintenance,196687.01
9813,138,2025-07-10,Utilities,5133.42
9814,107,2025-09-27,Marketing,52900.41
9815,185,2024-02-04,Security,27630.68
9816,144,2024-04-20,Marketing,5440.23
9817,76,2025-08-13,Utilities,24337.25
9818,73,2024-07-08,Misc,139717.74
9819,143,2025-04-03,Misc,114165.32
9820,129,2025-06-05,Marketing,160855.31
9821,43,2024-11-16,Utilities,101984.77
9822,7,2024-08-27,Marketing,158671.28
9823,29,2025-04-10,Security,93933.96
9824,93,2024-10-17,Marketing,43662.76
9825,21,2024-03-27,Marketing,38644.63
9826,106,2025-04-05,Utilities,49112.48
9827,55,2024-06-17,Misc,138778.57
9828,133,2024-05-23,Misc,77056.62
9829,29,2024-09-04,Rent,87726.36
9830,197,2024-09-24,Rent,92140.37
9831,144,2025-05-14,Marketing,173019.44
9832,169,2024-11-28,Rent,61498.99
9833,98,2025-06-04,Misc,20205.44
9834,142,2025-04-03,Utilities,24169.31
9835,14,2024-12-12,Security,136609.23
9836,114,2024-08-16,Utilities,180942.99
9837,143,2024-09-15,Security,136120.2
9838,91,2025-06-15,Utilities,104297.8
9839,169,2025-09-07,Utilities,87782.3
9840,1,2025-01-16,Utilities,31893.44
9841,78,2024-08-27,Utilities,34378.51
9842,76,2025-07-14,Misc,99909.7
9843,131,2024-09-20,Rent,74661.47
9844,57,2025-06-28,Rent,75035.33
9845,194,2024-05-06,Maintenance,133756.43
9846,11,2024-11-19,Utilities,102362.69
9847,186,2024-05-06,Misc,129181.01
9848,104,2025-06-03,Misc,173972.34
9849,113,2024-04-10,Security,95156.69
9850,3,2024-12-04,Utilities,12375.82
9851,181,2024-05-31,Security,4180.55
9852,38,2024-12-12,Security,179193.04
9853,99,2025-09-10,Rent,141893.34
9854,48,2025-07-15,Misc,16636.89
9855,155,2024-04-01,Security,95188.15
9856,25,2024-01-23,Utilities,162888.73
9857,125,2024-02-11,Rent,89416.92
9858,49,2025-05-17,Marketing,48619.02
9859,22,2024-01-27,Rent,41251.12
9860,124,2024-11-11,Security,115770.88
9861,156,2025-08-23,Maintenance,160131.05
9862,141,2025-04-05,Marketing,197634.43
9863,150,2025-07-01,Marketing,106424.23
9864,3,2024-10-28,Security,90159.85
9865,125,2025-09-13,Marketing,19159.64
9866,134,2025-09-21,Misc,92208.15
9867,130,2024-06-08,Misc,67915.92
9868,25,2025-06-27,Misc,76166.14
9869,8,2024-02-23,Rent,128679.2
9870,94,2024-08-15,Marketing,17894.61
9871,61,2024-07-05,Rent,157639.48
9872,97,2025-09-12,Maintenance,75547.85
9873,190,2024-07-18,Security,18424.95
9874,105,2024-07-25,Rent,174744.16
9875,146,2024-10-26,Misc,57285.75
9876,85,2024-07-03,Utilities,175562.09
9877,190,2024-04-28,Maintenance,128964.21
9878,36,2025-03-16,Utilities,32888.42
9879,178,2024-08-31,Security,154855.82
9880,9,2024-04-03,Security,70075.46
9881,186,2024-09-21,Maintenance,192944.32
9882,91,2024-07-09,Security,85163.22
9883,120,2024-10-03,Utilities,12519.54
9884,46,2025-05-30,Marketing,108439.58
9885,160,2025-06-22,Marketing,61681.18
