summary_date,store_id,total_sales,total_expenses,net_profit
2025-05-01,93,2031707.53,586776.29,1444931.24
2025-06-01,93,2409953.92,668798.07,1741155.85
2025-07-01,93,944393.13,311227.75,633165.38
2025-08-01,93,244739.72,325918.52,-81178.8
2025-09-01,93,1386288.5,292993.44,1093295.06
2025-10-01,93,913466.43,636630.41,276836.02
2025-11-01,93,807732.65,650777.82,156954.83
2025-12-01,93,1352392.99,465384.41,887008.58
2025-01-01,94,1114433.38,198028.4,916404.98
2025-02-01,94,959363.99,337741.58,621622.41
2025-03-01,94,849240.76,623667.58,225573.18
2025-04-01,94,690207.03,220363.21,469843.82
2025-05-01,94,743676.44,713992.52,29683.92
2025-06-01,94,1479327.52,372003.05,1107324.47
2025-07-01,94,280731.76,560761.21,-280029.45
2025-08-01,94,2290076.81,262786.35,2027290.46
2025-09-01,94,680487.25,761598.27,-81111.02
2025-10-01,94,2498793.31,147368.76,2351424.55
2025-11-01,94,1678677.22,220523.99,1458153.23
2025-12-01,94,557650.79,593273.71,-35622.92
2025-01-01,95,490432.07,726020.92,-235588.85
2025-02-01,95,859316.78,413460.66,445856.12
2025-03-01,95,1186204.18,483843.16,702361.02
2025-04-01,95,365720.07,260764.26,104955.81
2025-05-01,95,1713572.22,646130.96,1067441.26
2025-06-01,95,2367523.48,638411.26,1729112.22
2025-07-01,95,1516921.94,747454.18,769467.76
2025-08-01,95,1669865.76,506090.73,1163775.03
2025-09-01,95,2048011.46,154004.18,1894007.28
2025-10-01,95,1169483.05,454022.56,715460.49
2025-11-01,95,527236.68,713215.47,-185978.79
2025-12-01,95,2435053.46,244862.94,2190190.52
2025-01-01,96,2187525.57,286890.99,1900634.58
2025-02-01,96,1388819.04,737246.22,651572.82
2025-03-01,96,855880.72,101002.46,754878.26
2025-04-01,96,373883.22,260838.76,113044.46
2025-05-01,96,502920.91,161513.6,341407.31
2025-06-01,96,2354205.04,444104.32,1910100.72
2025-07-01,96,2312608.08,118214.2,2194393.88
2025-08-01,96,1518142.47,496127.75,1022014.72
2025-09-01,96,1084727.52,691184.75,393542.77
2025-10-01,96,2151004.88,308052.11,1842952.77
2025-11-01,96,310341.44,253653.17,56688.27
2025-12-01,96,264610.53,669076.56,-404466.03
2025-01-01,97,1572920.65,779409.76,793510.89
2025-02-01,97,287153.02,615669.47,-328516.45
2025-03-01,97,1283712.6,297396.09,986316.51
2025-04-01,97,207787.95,588701.34,-380913.39
2025-05-01,97,1437983.93,270396.2,1167587.73
2025-06-01,97,1748143.38,757744.89,990398.49
2025-07-01,97,1821209.92,145575.23,1675634.69
2025-08-01,97,1853534.38,445264.36,1408270.02
2025-09-01,97,1778812.87,506585.61,1272227.26
2025-10-01,97,1804323.31,299374.58,1504948.73
2025-11-01,97,722064.63,446434.89,275629.74
2025-12-01,97,1461483.53,536901.49,924582.04
2025-01-01,98,260783.54,112119.74,148663.8
2025-02-01,98,1296031.07,749070.54,546960.53
2025-03-01,98,1825939.07,697872.26,1128066.81
2025-04-01,98,667091.46,178508.93,488582.53
2025-05-01,98,2167813.5,546564.89,1621248.61
2025-06-01,98,591317.02,403311.42,188005.6
2025-07-01,98,838485.53,744319.63,94165.9
2025-08-01,98,2346717.18,197413.43,2149303.75
2025-09-01,98,1538731.34,111703.4,1427027.94
2025-10-01,98,1813040.44,165113.65,1647926.79
2025-11-01,98,702860.97,322629.74,380231.23
2025-12-01,98,1876740.35,614128.34,1262612.01
2025-01-01,99,341124.79,605989.21,-264864.42
2025-02-01,99,1400939.5,661315.92,739623.58
2025-03-01,99,671209.4,207852.05,463357.35
2025-04-01,99,1655061.73,419373.19,1235688.54
2025-05-01,99,1532318.92,426112.96,1106205.96
2025-06-01,99,1203774.19,164702.51,1039071.68
2025-07-01,99,509927.05,584363.58,-74436.53
2025-08-01,99,1992208.08,176023.05,1816185.03
2025-09-01,99,340000.26,110449.82,229550.44
2025-10-01,99,285747.57,183696.31,102051.26
2025-11-01,99,2435841.73,730080.1,1705761.63
2025-12-01,99,1458861.79,605951.55,852910.24
2025-01-01,100,894875.81,116769.72,778106.09
2025-02-01,100,2437156.22,651070.66,1786085.56
2025-03-01,100,731739.62,708358.74,23380.88
2025-04-01,100,1754884.8,623537.89,1131346.91
2025-05-01,100,1253990.73,534777.05,719213.68
2025-06-01,100,496434.56,452609.92,43824.64
2025-07-01,100,430103.1,559146.82,-129043.72
2025-08-01,100,1054313.8,404837.53,649476.27
2025-09-01,100,700335.27,674622.23,25713.04
2025-10-01,100,624249.51,303112.41,321137.1
2025-11-01,100,1352520.78,265141.71,1087379.07
2025-12-01,100,1666380.55,377606.11,1288774.44
2025-01-01,101,2209989.4,297870.8,1912118.6
2025-02-01,101,1023759.41,719902.05,303857.36
2025-03-01,101,551048.6,593220.71,-42172.11
2025-04-01,101,1336333.5,666178.7,670154.8
2025-05-01,101,2018509.13,773067.52,1245441.61
2025-06-01,101,1900726.92,380141.26,1520585.66
2025-07-01,101,2284520.52,716545.85,1567974.67
2025-08-01,101,867027.89,553423.12,313604.77
2025-09-01,101,726865.43,479794.51,247070.92
2025-10-01,101,1005923.12,174545.9,831377.22
2025-11-01,101,799984.67,275112.49,524872.18
2025-12-01,101,2041423.82,659049.72,1382374.1
2025-01-01,102,1275931.23,139369.21,1136562.02
2025-02-01,102,1105809.9,148094.65,957715.25
2025-03-01,102,301590.86,616199.18,-314608.32
2025-04-01,102,1305444.33,732855.78,572588.55
2025-05-01,102,773726.33,322492.99,451233.34
2025-06-01,102,869701.66,462046.29,407655.37
2025-07-01,102,2452724.07,342437.31,2110286.76
2025-08-01,102,1211038.58,628682.14,582356.44
2025-09-01,102,1986092.68,133356.02,1852736.66
2025-10-01,102,2377104.15,332084.9,2045019.25
2025-11-01,102,2304474.34,103437.66,2201036.68
2025-12-01,102,2131961.62,734900.82,1397060.8
2025-01-01,103,1535406.88,235525.96,1299880.92
2025-02-01,103,1724270.1,446440.88,1277829.22
2025-03-01,103,2487329.05,687847.58,1799481.47
2025-04-01,103,613096.32,190415.55,422680.77
2025-05-01,103,1717080.51,727662.29,989418.22
2025-06-01,103,1262818.94,773985.84,488833.1
2025-07-01,103,1441250.25,163417.54,1277832.71
2025-08-01,103,1294174.24,341581.18,952593.06
2025-09-01,103,285511.47,469107.68,-183596.21
2025-10-01,103,994709.66,118845.3,875864.36
2025-11-01,103,1209009.49,726981.62,482027.87
2025-12-01,103,1063729.53,189014.92,874714.61
2025-01-01,104,1838908.49,229959.3,1608949.19
2025-02-01,104,1250870.04,255210.82,995659.22
2025-03-01,104,2416598.7,101870.89,2314727.81
2025-04-01,104,1167198.43,120051.21,1047147.22
2025-05-01,104,2174151.33,399190.36,1774960.97
2025-06-01,104,2305162.44,555504.74,1749657.7
2025-07-01,104,335365.6,538398.6,-203033.0
2025-08-01,104,2431937.44,329824.26,2102113.18
2025-09-01,104,1618615.03,500785.85,1117829.18
2025-10-01,104,1239081.89,430148.59,808933.3
2025-11-01,104,1221884.3,782410.72,439473.58
2025-12-01,104,2303800.96,765136.14,1538664.82
2025-01-01,105,1547597.35,753633.02,793964.33
2025-02-01,105,1846263.72,455099.11,1391164.61
2025-03-01,105,1118989.43,120128.19,998861.24
2025-04-01,105,1476231.49,309425.79,1166805.7
2025-05-01,105,1649632.12,588398.25,1061233.87
2025-06-01,105,1987545.61,167248.88,1820296.73
2025-07-01,105,392693.3,274669.31,118023.99
2025-08-01,105,1429840.28,166664.65,1263175.63
2025-09-01,105,1129581.01,649770.67,479810.34
2025-10-01,105,556738.15,679895.11,-123156.96
2025-11-01,105,2496647.81,684722.34,1811925.47
2025-12-01,105,2257735.99,566364.8,1691371.19
2025-01-01,106,1451779.43,138028.79,1313750.64
2025-02-01,106,800878.52,465726.78,335151.74
2025-03-01,106,313611.62,687239.44,-373627.82
2025-04-01,106,893910.98,471396.01,422514.97
2025-05-01,106,1019453.49,298521.53,720931.96
2025-06-01,106,933300.95,397653.79,535647.16
2025-07-01,106,1942058.38,600588.57,1341469.81
2025-08-01,106,1209846.61,352572.86,857273.75
2025-09-01,106,2208510.01,425226.55,1783283.46
2025-10-01,106,247308.66,164454.23,82854.43
2025-11-01,106,1398586.88,310837.79,1087749.09
2025-12-01,106,1524772.85,716456.39,808316.46
2025-01-01,107,2319627.04,100501.63,2219125.41
2025-02-01,107,1665710.64,351456.09,1314254.55
2025-03-01,107,1713510.56,328108.47,1385402.09
2025-04-01,107,248315.77,697300.48,-448984.71
2025-05-01,107,1328733.64,115664.71,1213068.93
2025-06-01,107,2333196.4,260789.99,2072406.41
2025-07-01,107,1302782.87,588809.38,713973.49
2025-08-01,107,1297145.64,599294.02,697851.62
2025-09-01,107,804806.28,547138.72,257667.56
2025-10-01,107,283066.47,277313.99,5752.48
2025-11-01,107,706932.52,457277.45,249655.07
2025-12-01,107,1684380.77,413459.7,1270921.07
2025-01-01,108,2484331.62,723667.25,1760664.37
2025-02-01,108,2040849.93,651191.2,1389658.73
2025-03-01,108,1086978.87,234215.01,852763.86
2025-04-01,108,830590.64,303846.84,526743.8
2025-05-01,108,2086395.25,300972.48,1785422.77
2025-06-01,108,1395006.0,442667.98,952338.02
2025-07-01,108,1953110.65,129921.11,1823189.54
2025-08-01,108,2400984.85,214699.74,2186285.11
2025-09-01,108,844615.83,141243.58,703372.25
2025-10-01,108,314242.09,494821.72,-180579.63
2025-11-01,108,455209.06,579716.35,-124507.29
2025-12-01,108,915662.69,235931.9,679730.79
2025-01-01,109,666942.38,727366.09,-60423.71
2025-02-01,109,1434352.89,279824.47,1154528.42
2025-03-01,109,1051024.18,556722.03,494302.15
2025-04-01,109,1604745.63,381159.78,1223585.85
2025-05-01,109,2200887.23,690501.3,1510385.93
2025-06-01,109,1046919.41,767914.84,279004.57
2025-07-01,109,2133977.4,261241.36,1872736.04
2025-08-01,109,1568968.82,593150.48,975818.34
2025-09-01,109,1082170.74,231804.69,850366.05
2025-10-01,109,1922850.54,455842.79,1467007.75
2025-11-01,109,712468.61,136952.14,575516.47
2025-12-01,109,2378403.66,795693.6,1582710.06
2025-01-01,110,757065.67,709675.01,47390.66
2025-02-01,110,626398.52,296319.14,330079.38
2025-03-01,110,574859.43,427182.99,147676.44
2025-04-01,110,1845133.28,361344.15,1483789.13
2025-05-01,110,649894.04,519941.54,129952.5
2025-06-01,110,931336.03,558132.87,373203.16
2025-07-01,110,1795546.72,287381.08,1508165.64
2025-08-01,110,250479.98,378644.83,-128164.85
2025-09-01,110,1864310.03,561492.68,1302817.35
2025-10-01,110,1358253.32,349484.64,1008768.68
2025-11-01,110,1752398.5,478736.68,1273661.82
2025-12-01,110,463847.83,200920.71,262927.12
2025-01-01,111,973780.87,158701.82,815079.05
2025-02-01,111,566992.73,121961.16,445031.57
2025-03-01,111,1192845.37,195090.59,997754.78
2025-04-01,111,1756813.75,219928.12,1536885.63
2025-05-01,111,974138.96,238589.4,735549.56
2025-06-01,111,213568.17,276515.24,-62947.07
2025-07-01,111,2110272.36,509602.22,1600670.14
2025-08-01,111,1507091.89,620764.77,886327.12
2025-09-01,111,2405844.94,680010.14,1725834.8
2025-10-01,111,1917089.4,559908.84,1357180.56
2025-11-01,111,543648.43,482285.28,61363.15
2025-12-01,111,400213.32,475561.49,-75348.17
2025-01-01,112,361316.56,120861.75,240454.81
2025-02-01,112,981301.46,653854.09,327447.37
2025-03-01,112,2212128.4,535969.16,1676159.24
2025-04-01,112,1997457.62,388825.18,1608632.44
2025-05-01,112,1298911.27,635159.39,663751.88
2025-06-01,112,645269.79,612769.08,32500.71
2025-07-01,112,2031838.93,157470.47,1874368.46
2025-08-01,112,1348692.48,588480.0,760212.48
2025-09-01,112,2232527.27,767594.43,1464932.84
2025-10-01,112,2071673.26,408016.98,1663656.28
2025-11-01,112,1544205.39,290983.65,1253221.74
2025-12-01,112,610709.55,362871.83,247837.72
2025-01-01,113,2314188.04,412974.68,1901213.36
2025-02-01,113,2316260.23,766117.54,1550142.69
2025-03-01,113,1231708.01,159550.95,1072157.06
2025-04-01,113,1066709.71,365723.41,700986.3
2025-05-01,113,922778.88,182402.02,740376.86
2025-06-01,113,712032.41,350330.01,361702.4
2025-07-01,113,971693.05,440389.81,531303.24
2025-08-01,113,317575.13,695094.09,-377518.96
2025-09-01,113,2131398.29,677050.21,1454348.08
2025-10-01,113,271371.32,746316.17,-474944.85
2025-11-01,113,2233584.55,674186.87,1559397.68
2025-12-01,113,1949550.3,555494.23,1394056.07
2025-01-01,114,710439.77,691106.74,19333.03
2025-02-01,114,399408.48,223019.1,176389.38
2025-03-01,114,1015549.74,683105.25,332444.49
2025-04-01,114,1808239.43,520745.1,1287494.33
2025-05-01,114,2202764.88,232533.12,1970231.76
2025-06-01,114,536267.03,657140.01,-120872.98
2025-07-01,114,2195632.06,638403.42,1557228.64
2025-08-01,114,752918.78,721887.96,31030.82
2025-09-01,114,2112242.57,349012.18,1763230.39
2025-10-01,114,545244.0,350743.22,194500.78
2025-11-01,114,537137.66,174467.05,362670.61
2025-12-01,114,1840854.95,312206.42,1528648.53
2025-01-01,115,389408.2,111130.34,278277.86
2025-02-01,115,2094120.79,596574.96,1497545.83
2025-03-01,115,1123418.08,743778.11,379639.97
2025-04-01,115,2182754.08,156550.97,2026203.11
2025-05-01,115,1460287.54,174095.37,1286192.17
2025-06-01,115,1013587.31,543746.97,469840.34
2025-07-01,115,1303885.27,336210.37,967674.9
2025-08-01,115,246152.69,163251.85,82900.84
2025-09-01,115,417457.06,506593.3,-89136.24
2025-10-01,115,681193.23,119464.63,561728.6
2025-11-01,115,1202692.94,508921.68,693771.26
2025-12-01,115,503436.96,395713.15,107723.81
2025-01-01,116,1227891.52,385712.88,842178.64
2025-02-01,116,753622.98,293332.56,460290.42
2025-03-01,116,1874804.37,625541.21,1249263.16
2025-04-01,116,682233.09,507419.04,174814.05
2025-05-01,116,701155.26,630054.33,71100.93
2025-06-01,116,282942.74,787567.72,-504624.98
2025-07-01,116,286928.66,589619.05,-302690.39
2025-08-01,116,1448228.05,649408.16,798819.89
2025-09-01,116,1373784.94,537553.58,836231.36
2025-10-01,116,849646.48,635000.58,214645.9
2025-11-01,116,1581124.67,523171.97,1057952.7
2025-12-01,116,887791.99,790403.95,97388.04
2025-01-01,117,974362.53,189513.02,784849.51
2025-02-01,117,2105298.2,777814.12,1327484.08
2025-03-01,117,1799088.45,749741.5,1049346.95
2025-04-01,117,1409633.96,537876.47,871757.49
2025-05-01,117,1560035.6,554951.3,1005084.3
2025-06-01,117,1493211.03,140665.7,1352545.33
2025-07-01,117,1111387.14,691082.57,420304.57
2025-08-01,117,1293728.52,572799.4,720929.12
2025-09-01,117,2345203.17,314852.57,2030350.6
2025-10-01,117,1895411.53,230609.66,1664801.87
2025-11-01,117,203262.82,505555.42,-302292.6
2025-12-01,117,1025401.52,101929.4,923472.12
2025-01-01,118,2129903.55,149394.73,1980508.82
2025-02-01,118,1205176.37,235400.41,969775.96
2025-03-01,118,763019.05,228043.84,534975.21
2025-04-01,118,1978518.24,340086.67,1638431.57
2025-05-01,118,988236.09,763745.38,224490.71
2025-06-01,118,1554371.39,624417.5,929953.89
2025-07-01,118,1247997.1,417106.71,830890.39
2025-08-01,118,1137210.35,375361.27,761849.08
2025-09-01,118,1957232.66,616899.58,1340333.08
2025-10-01,118,1642778.04,383742.98,1259035.06
2025-11-01,118,2082315.34,120930.75,1961384.59
2025-12-01,118,910619.39,728703.54,181915.85
2025-01-01,119,1691253.53,613062.29,1078191.24
2025-02-01,119,2074692.61,115794.6,1958898.01
2025-03-01,119,936691.24,306038.05,630653.19
2025-04-01,119,1601789.94,739234.28,862555.66
2025-05-01,119,1126762.12,357624.21,769137.91
2025-06-01,119,2256936.65,591717.28,1665219.37
2025-07-01,119,457074.7,714973.84,-257899.14
2025-08-01,119,428564.03,372238.33,56325.7
2025-09-01,119,1796160.91,365810.09,1430350.82
2025-10-01,119,655971.54,420502.2,235469.34
2025-11-01,119,2029293.17,280166.97,1749126.2
2025-12-01,119,285082.41,542289.69,-257207.28
2025-01-01,120,713736.02,679884.05,33851.97
2025-02-01,120,910407.41,667032.65,243374.76
2025-03-01,120,1364902.04,718503.04,646399.0
2025-04-01,120,1114066.85,439602.85,674464.0
2025-05-01,120,2080307.33,149032.24,1931275.09
2025-06-01,120,2368575.61,463345.99,1905229.62
2025-07-01,120,745446.91,539856.96,205589.95
2025-08-01,120,949221.16,513254.84,435966.32
2025-09-01,120,2019799.0,555701.39,1464097.61
2025-10-01,120,1774050.67,592775.2,1181275.47
2025-11-01,120,2047753.32,497764.37,1549988.95
2025-12-01,120,2282033.23,111667.99,2170365.24
2025-01-01,121,1764888.82,547275.94,1217612.88
2025-02-01,121,1446948.78,346229.9,1100718.88
2025-03-01,121,304727.07,738319.6,-433592.53
2025-04-01,121,2304849.49,415204.5,1889644.99
2025-05-01,121,1101318.66,636579.88,464738.78
2025-06-01,121,842810.14,596809.37,246000.77
2025-07-01,121,2383137.91,363296.95,2019840.96
2025-08-01,121,1745662.17,587840.07,1157822.1
2025-09-01,121,218242.03,287614.41,-69372.38
2025-10-01,121,572150.81,515690.98,56459.83
2025-11-01,121,1870860.87,181079.99,1689780.88
2025-12-01,121,1520964.3,454772.6,1066191.7
2025-01-01,122,857763.47,592876.56,264886.91
2025-02-01,122,764161.98,207595.37,556566.61
2025-03-01,122,2051347.32,230978.04,1820369.28
2025-04-01,122,807380.3,732758.98,74621.32
2025-05-01,122,698603.82,484953.91,213649.91
2025-06-01,122,1722136.81,491525.34,1230611.47
2025-07-01,122,2440634.58,700312.93,1740321.65
2025-08-01,122,958700.3,109637.01,849063.29
2025-09-01,122,1292470.57,249231.86,1043238.71
2025-10-01,122,1800664.13,435651.17,1365012.96
2025-11-01,122,1399628.05,709049.23,690578.82
2025-12-01,122,1481714.42,106891.17,1374823.25
2025-01-01,123,2130508.79,333892.47,1796616.32
2025-02-01,123,1108730.61,101163.69,1007566.92
2025-03-01,123,793113.48,712718.83,80394.65
2025-04-01,123,2426572.88,637983.29,1788589.59
2025-05-01,123,1780020.33,629180.56,1150839.77
2025-06-01,123,655111.08,320697.5,334413.58
2025-07-01,123,2232701.76,588194.79,1644506.97
2025-08-01,123,811543.58,603410.21,208133.37
2025-09-01,123,907957.27,124064.12,783893.15
2025-10-01,123,442279.36,390356.71,51922.65
2025-11-01,123,1250343.07,504714.47,745628.6
2025-12-01,123,2038687.53,655699.15,1382988.38
2025-01-01,124,416514.96,493325.21,-76810.25
2025-02-01,124,1881368.18,409438.32,1471929.86
2025-03-01,124,202662.09,138044.63,64617.46
2025-04-01,124,2139779.09,267047.05,1872732.04
2025-05-01,124,1978398.39,667050.51,1311347.88
2025-06-01,124,786228.94,115280.14,670948.8
2025-07-01,124,1473261.76,346310.42,1126951.34
2025-08-01,124,257560.94,115417.03,142143.91
2025-09-01,124,957419.35,624126.99,333292.36
2025-10-01,124,1428518.93,368010.28,1060508.65
2025-11-01,124,1649035.94,653276.44,995759.5
2025-12-01,124,1053584.52,347053.61,706530.91
2025-01-01,125,1339961.22,581630.97,758330.25
2025-02-01,125,934786.32,694875.19,239911.13
2025-03-01,125,1332017.38,511375.99,820641.39
2025-04-01,125,2323192.19,759373.0,1563819.19
2025-05-01,125,2459002.36,320312.3,2138690.06
2025-06-01,125,2069321.32,314709.75,1754611.57
2025-07-01,125,543334.94,668705.28,-125370.34
2025-08-01,125,2472175.14,671798.37,1800376.77
2025-09-01,125,965480.98,146922.13,818558.85
2025-10-01,125,1320186.05,602401.69,717784.36
2025-11-01,125,756834.04,580858.28,175975.76
2025-12-01,125,2022781.43,278947.48,1743833.95
2025-01-01,126,792406.47,225643.39,566763.08
2025-02-01,126,1541736.12,691690.16,850045.96
2025-03-01,126,664017.32,211261.29,452756.03
2025-04-01,126,1748955.26,529001.95,1219953.31
2025-05-01,126,1121501.3,381670.91,739830.39
2025-06-01,126,1517345.47,417408.83,1099936.64
2025-07-01,126,2285204.71,764966.5,1520238.21
2025-08-01,126,516344.65,267457.73,248886.92
2025-09-01,126,2492106.1,598662.98,1893443.12
2025-10-01,126,1250346.94,575000.0,675346.94
2025-11-01,126,1139258.49,400209.02,739049.47
2025-12-01,126,720434.0,418057.38,302376.62
2025-01-01,127,1724039.6,261999.19,1462040.41
2025-02-01,127,1447346.98,405781.49,1041565.49
2025-03-01,127,1047932.08,466279.26,581652.82
2025-04-01,127,1762681.8,438060.39,1324621.41
2025-05-01,127,1829909.3,646506.78,1183402.52
2025-06-01,127,1687060.11,496322.46,1190737.65
2025-07-01,127,1042058.78,422891.17,619167.61
2025-08-01,127,2319593.71,254111.47,2065482.24
2025-09-01,127,2157040.59,525647.59,1631393.0
2025-10-01,127,501205.86,501894.21,-688.35
2025-11-01,127,2418582.67,121850.38,2296732.29
2025-12-01,127,2067952.85,478042.11,1589910.74
2025-01-01,128,953556.63,517109.47,436447.16
2025-02-01,128,1007880.14,459127.28,548752.86
2025-03-01,128,852366.97,466562.81,385804.16
2025-04-01,128,1610812.29,732171.14,878641.15
2025-05-01,128,1627364.96,381096.63,1246268.33
2025-06-01,128,1642061.11,516848.23,1125212.88
2025-07-01,128,1113642.88,609632.52,504010.36
2025-08-01,128,1587953.51,371323.34,1216630.17
2025-09-01,128,1569810.94,750009.03,819801.91
2025-10-01,128,1151520.63,297712.6,853808.03
2025-11-01,128,2164140.94,631076.85,1533064.09
2025-12-01,128,2068782.84,593306.93,1475475.91
2025-01-01,129,2434881.91,559783.78,1875098.13
2025-02-01,129,900834.51,754593.66,146240.85
2025-03-01,129,1324358.11,211578.53,1112779.58
2025-04-01,129,1168643.85,271744.57,896899.28
2025-05-01,129,219665.19,345796.78,-126131.59
2025-06-01,129,2147808.49,156682.95,1991125.54
2025-07-01,129,1092721.12,212138.95,880582.17
2025-08-01,129,1176996.64,459033.44,717963.2
2025-09-01,129,2351034.17,650762.68,1700271.49
2025-10-01,129,1069388.25,257681.75,811706.5
2025-11-01,129,2241603.57,112123.74,2129479.83
2025-12-01,129,1108006.54,233242.14,874764.4
2025-01-01,130,941451.83,621705.49,319746.34
2025-02-01,130,1314596.03,210631.41,1103964.62
2025-03-01,130,851269.06,696895.86,154373.2
2025-04-01,130,1604293.54,121189.8,1483103.74
2025-05-01,130,692048.4,162917.06,529131.34
2025-06-01,130,1160556.05,162535.37,998020.68
2025-07-01,130,296573.01,744848.0,-448274.99
2025-08-01,130,1145976.43,719235.28,426741.15
2025-09-01,130,1997513.28,446188.48,1551324.8
2025-10-01,130,2462285.95,153365.98,2308919.97
2025-11-01,130,621135.34,779860.35,-158725.01
2025-12-01,130,411384.57,170427.29,240957.28
2025-01-01,131,622397.16,150282.15,472115.01
2025-02-01,131,2208999.24,602772.73,1606226.51
2025-03-01,131,1695389.71,619230.8,1076158.91
2025-04-01,131,2259604.96,114985.7,2144619.26
2025-05-01,131,534937.57,313928.36,221009.21
2025-06-01,131,2121507.65,194038.48,1927469.17
2025-07-01,131,2161235.11,157286.4,2003948.71
2025-08-01,131,1167229.82,748473.41,418756.41
2025-09-01,131,763928.63,685198.72,78729.91
2025-10-01,131,1287060.78,616791.8,670268.98
2025-11-01,131,371688.85,189315.28,182373.57
2025-12-01,131,241896.55,177263.43,64633.12
2025-01-01,132,1112787.16,280386.89,832400.27
2025-02-01,132,1316927.81,667903.32,649024.49
2025-03-01,132,1501117.13,603653.06,897464.07
2025-04-01,132,1655168.35,437275.3,1217893.05
2025-05-01,132,1158890.87,252068.09,906822.78
2025-06-01,132,1391432.03,592406.38,799025.65
2025-07-01,132,665591.27,191828.69,473762.58
2025-08-01,132,535150.84,212363.2,322787.64
2025-09-01,132,289536.31,127470.65,162065.66
2025-10-01,132,852805.59,510547.9,342257.69
2025-11-01,132,476000.42,463489.16,12511.26
2025-12-01,132,338944.74,130682.89,208261.85
2025-01-01,133,2030400.93,180508.49,1849892.44
2025-02-01,133,825679.79,399651.77,426028.02
2025-03-01,133,640960.47,795499.73,-154539.26
2025-04-01,133,2368884.93,651433.39,1717451.54
2025-05-01,133,1232346.62,170304.01,1062042.61
2025-06-01,133,1050276.37,556977.19,493299.18
2025-07-01,133,855864.19,299244.26,556619.93
2025-08-01,133,1120578.91,571612.4,548966.51
2025-09-01,133,1110204.39,275058.06,835146.33
2025-10-01,133,1169771.47,534000.19,635771.28
2025-11-01,133,2363704.37,710662.15,1653042.22
2025-12-01,133,302088.59,319421.68,-17333.09
2025-01-01,134,2495915.23,155196.87,2340718.36
2025-02-01,134,1649865.81,506967.39,1142898.42
2025-03-01,134,518087.75,606859.48,-88771.73
2025-04-01,134,1241266.59,113027.53,1128239.06
2025-05-01,134,1118784.49,766462.12,352322.37
2025-06-01,134,1737516.51,296125.43,1441391.08
2025-07-01,134,2094604.96,593839.13,1500765.83
2025-08-01,134,1698297.25,375872.65,1322424.6
2025-09-01,134,238141.51,514060.65,-275919.14
2025-10-01,134,1895315.85,149547.5,1745768.35
2025-11-01,134,2334557.28,651668.57,1682888.71
2025-12-01,134,531567.62,621237.78,-89670.16
2025-01-01,135,1873380.49,472975.62,1400404.87
2025-02-01,135,1172985.15,164870.23,1008114.92
2025-03-01,135,2215331.08,203094.84,2012236.24
2025-04-01,135,1516480.28,496640.37,1019839.91
2025-05-01,135,2127239.3,747442.08,1379797.22
2025-06-01,135,1676056.87,613942.15,1062114.72
2025-07-01,135,2224538.56,417058.11,1807480.45
2025-08-01,135,1505234.69,744095.59,761139.1
2025-09-01,135,1025804.42,176499.66,849304.76
2025-10-01,135,466296.04,240507.68,225788.36
2025-11-01,135,1035116.76,610751.85,424364.91
2025-12-01,135,1782702.84,712297.62,1070405.22
2025-01-01,136,2011544.47,172104.15,1839440.32
2025-02-01,136,288639.65,643412.05,-354772.4
2025-03-01,136,949310.83,160030.21,789280.62
2025-04-01,136,2120722.74,150411.6,1970311.14
2025-05-01,136,2349871.53,489385.62,1860485.91
2025-06-01,136,1479132.6,609489.33,869643.27
2025-07-01,136,1625109.18,557330.71,1067778.47
2025-08-01,136,1213902.75,667234.94,546667.81
2025-09-01,136,1889800.43,270663.62,1619136.81
2025-10-01,136,2081869.42,704299.66,1377569.76
2025-11-01,136,1731005.88,401719.42,1329286.46
2025-12-01,136,1779715.72,102107.05,1677608.67
2025-01-01,137,1804472.88,404054.87,1400418.01
2025-02-01,137,1747294.17,194509.7,1552784.47
2025-03-01,137,457933.75,224827.74,233106.01
2025-04-01,137,2229466.65,543837.86,1685628.79
2025-05-01,137,1013013.44,228307.91,784705.53
2025-06-01,137,857453.7,639971.2,217482.5
2025-07-01,137,1011340.76,673723.4,337617.36
2025-08-01,137,764716.85,550411.95,214304.9
2025-09-01,137,599488.92,665254.49,-65765.57
2025-10-01,137,2411823.36,298294.4,2113528.96
2025-11-01,137,800108.13,347668.57,452439.56
2025-12-01,137,2089266.81,157036.49,1932230.32
2025-01-01,138,518618.39,226727.22,291891.17
2025-02-01,138,1633357.59,730989.15,902368.44
2025-03-01,138,579061.87,478458.24,100603.63
2025-04-01,138,2084558.81,194883.21,1889675.6
2025-05-01,138,243720.32,797347.72,-553627.4
2025-06-01,138,273151.56,609969.76,-336818.2
2025-07-01,138,760849.66,444159.61,316690.05
2025-08-01,138,801345.43,439660.21,361685.22
2025-09-01,138,1216516.9,422680.12,793836.78
2025-10-01,138,1269350.43,212247.15,1057103.28
2025-11-01,138,362578.31,309756.37,52821.94
2025-12-01,138,1367349.44,753066.3,614283.14
2025-01-01,139,700070.75,647961.69,52109.06
2025-02-01,139,1714238.75,292480.87,1421757.88
2025-03-01,139,1682331.68,485579.72,1196751.96
2025-04-01,139,1298302.32,675459.53,622842.79
2025-05-01,139,1785999.92,151659.88,1634340.04
2025-06-01,139,2397513.8,528106.23,1869407.57
2025-07-01,139,1678195.25,175263.96,1502931.29
