store_id,prod_id,stock_qty,last_updated
4,912,178,2025-09-09
172,694,304,2025-03-19
61,1072,484,2025-08-26
158,790,303,2025-06-03
168,33,379,2025-05-13
170,80,244,2025-08-11
152,244,344,2025-01-07
11,111,57,2025-03-31
185,1182,102,2025-01-18
68,960,485,2025-09-22
174,873,159,2025-01-31
55,855,427,2025-05-20
176,52,446,2025-04-02
16,461,106,2025-01-08
50,392,200,2025-04-09
171,1107,490,2025-09-22
101,159,457,2025-07-22
176,551,158,2025-06-20
54,839,481,2025-02-15
68,1039,16,2025-06-03
145,860,478,2025-02-11
147,915,447,2025-08-21
108,753,493,2025-01-18
195,56,220,2025-04-21
120,1010,14,2025-03-16
74,1187,490,2025-04-25
75,537,405,2025-02-16
197,1001,52,2025-07-30
48,1166,394,2025-03-14
23,32,455,2025-09-23
74,485,52,2025-02-05
114,170,266,2025-02-11
87,480,69,2025-05-07
4,263,363,2025-05-25
29,548,78,2025-09-20
174,629,211,2025-02-20
152,529,3,2025-06-17
174,516,19,2025-10-01
122,1046,44,2025-02-09
147,843,375,2025-09-03
47,335,168,2025-04-09
174,534,246,2025-02-26
131,785,183,2025-05-27
190,862,3,2025-04-29
140,1006,448,2025-06-27
64,538,129,2025-01-10
56,133,195,2025-01-09
46,179,50,2025-09-19
74,70,401,2025-09-27
28,326,197,2025-08-11
198,637,278,2025-05-01
21,590,406,2025-08-10
166,238,10,2025-07-07
109,170,30,2025-07-04
159,1200,76,2025-01-12
146,1154,393,2025-01-27
25,897,336,2025-03-16
183,933,65,2025-03-29
64,695,452,2025-09-11
174,519,412,2025-08-14
90,189,408,2025-03-23
163,1173,104,2025-08-14
148,1165,84,2025-08-15
125,495,429,2025-06-20
12,1081,162,2025-07-15
114,261,204,2025-08-18
109,970,398,2025-08-28
97,788,223,2025-07-01
36,943,8,2025-01-29
67,772,85,2025-03-18
20,40,130,2025-02-06
41,1056,447,2025-07-18
57,558,138,2025-09-06
128,446,374,2025-08-18
98,572,103,2025-03-29
16,474,470,2025-01-26
67,1176,232,2025-07-27
17,951,460,2025-01-06
46,454,75,2025-02-11
58,271,157,2025-03-25
150,739,338,2025-08-25
189,431,384,2025-07-04
93,1106,227,2025-08-12
42,1102,498,2025-06-20
94,947,487,2025-04-24
173,404,350,2025-03-26
155,331,248,2025-09-02
128,1075,241,2025-04-28
16,57,70,2025-06-25
26,854,160,2025-05-18
19,154,221,2025-08-26
116,1006,215,2025-06-04
107,638,424,2025-03-28
69,203,425,2025-03-25
110,871,0,2025-09-21
116,457,148,2025-03-18
158,629,102,2025-05-24
70,626,419,2025-05-25
175,194,45,2025-04-30
143,99,256,2025-08-31
190,699,9,2025-08-22
74,429,86,2025-08-17
173,87,259,2025-02-27
200,682,205,2025-05-01
46,755,172,2025-07-30
139,341,491,2025-02-28
43,578,170,2025-02-22
35,1206,375,2025-01-11
199,440,113,2025-09-19
150,476,82,2025-08-22
62,805,365,2025-04-03
187,175,406,2025-07-31
129,722,471,2025-09-27
119,679,161,2025-07-08
78,341,133,2025-05-19
144,608,68,2025-05-06
90,616,413,2025-09-06
133,445,444,2025-09-19
68,319,25,2025-08-28
55,546,430,2025-01-05
42,297,53,2025-09-11
108,608,397,2025-03-20
149,1182,102,2025-03-19
111,801,389,2025-01-21
92,590,75,2025-06-13
176,1191,371,2025-09-18
144,540,342,2025-02-18
200,447,427,2025-01-23
190,701,106,2025-03-24
18,184,26,2025-08-10
139,1117,276,2025-06-29
120,1063,67,2025-04-28
163,530,347,2025-02-17
39,1094,235,2025-08-18
13,1036,132,2025-06-03
183,365,123,2025-03-05
22,653,148,2025-09-16
181,1167,482,2025-02-17
33,1009,196,2025-01-14
57,699,478,2025-07-12
200,300,250,2025-01-06
64,721,109,2025-08-07
43,713,182,2025-03-30
60,1030,463,2025-07-02
28,1073,311,2025-06-11
9,400,483,2025-06-04
179,986,297,2025-03-28
34,1143,349,2025-05-20
71,857,28,2025-05-04
59,119,174,2025-08-05
49,307,46,2025-04-23
25,1093,435,2025-05-03
77,906,114,2025-06-16
101,1207,60,2025-01-23
84,975,135,2025-09-15
191,997,374,2025-05-19
147,727,256,2025-03-27
107,658,258,2025-01-07
184,181,28,2025-01-24
154,335,289,2025-09-20
7,266,218,2025-01-09
166,474,446,2025-04-24
117,788,79,2025-06-25
69,693,390,2025-02-01
68,344,32,2025-09-29
49,544,211,2025-01-18
69,855,476,2025-06-04
148,1043,112,2025-05-31
95,112,54,2025-09-19
169,831,275,2025-02-13
66,756,133,2025-04-27
194,875,407,2025-01-03
60,363,481,2025-06-21
155,178,113,2025-07-31
25,1131,99,2025-09-28
26,505,451,2025-08-22
117,288,109,2025-05-16
116,1186,435,2025-05-27
161,442,369,2025-09-13
68,386,116,2025-05-07
43,579,254,2025-03-06
66,466,39,2025-01-30
42,292,438,2025-04-15
88,467,108,2025-04-20
186,981,387,2025-07-07
105,1205,66,2025-04-21
21,770,391,2025-06-04
147,524,28,2025-06-25
179,276,99,2025-06-27
53,880,198,2025-07-19
105,1094,30,2025-06-26
19,813,77,2025-03-13
193,949,137,2025-08-01
98,378,426,2025-02-09
45,1060,213,2025-09-05
35,1100,38,2025-03-16
142,876,274,2025-06-28
172,1199,161,2025-05-30
98,1188,67,2025-02-07
38,21,171,2025-07-10
34,1091,85,2025-01-21
83,321,140,2025-07-13
127,822,481,2025-01-03
170,403,440,2025-05-22
186,165,374,2025-07-14
194,665,468,2025-01-10
129,71,472,2025-07-03
148,664,159,2025-09-25
27,382,77,2025-09-15
22,626,284,2025-01-05
71,981,10,2025-02-03
79,362,462,2025-01-12
156,279,26,2025-06-29
39,634,152,2025-08-06
186,783,488,2025-06-26
196,504,498,2025-07-15
94,596,274,2025-01-31
23,237,149,2025-05-02
59,188,31,2025-02-03
22,456,141,2025-05-14
1,453,346,2025-09-25
134,1179,313,2025-08-18
199,350,106,2025-02-27
122,181,9,2025-04-01
51,1061,35,2025-04-10
199,392,100,2025-07-17
129,203,391,2025-05-28
157,1114,311,2025-03-05
129,176,204,2025-08-06
58,997,356,2025-08-21
53,58,255,2025-05-09
123,321,45,2025-03-23
139,889,374,2025-05-16
83,485,288,2025-06-27
162,567,407,2025-02-16
19,759,57,2025-08-10
77,1188,471,2025-01-07
85,898,394,2025-06-15
173,132,236,2025-07-22
46,756,360,2025-05-12
183,814,280,2025-07-04
108,306,63,2025-05-16
183,1019,462,2025-09-30
129,567,396,2025-06-30
155,429,318,2025-01-04
185,854,302,2025-06-10
191,1036,492,2025-06-23
116,423,78,2025-09-12
159,1195,410,2025-04-03
63,46,410,2025-02-04
113,329,189,2025-07-01
83,206,130,2025-02-23
151,846,287,2025-09-08
161,1021,342,2025-03-01
20,118,454,2025-06-11
133,519,489,2025-07-17
119,666,152,2025-03-08
198,668,402,2025-07-02
56,369,310,2025-02-07
107,425,296,2025-09-07
73,388,81,2025-04-12
184,981,265,2025-01-06
120,547,172,2025-08-01
154,270,244,2025-04-12
31,520,302,2025-04-24
90,783,262,2025-08-27
106,395,470,2025-06-10
31,766,426,2025-02-22
170,1188,252,2025-09-03
147,149,161,2025-04-06
67,234,259,2025-03-15
119,545,411,2025-05-03
9,887,97,2025-07-26
177,597,248,2025-09-26
176,389,493,2025-03-09
117,813,162,2025-03-04
37,563,234,2025-02-08
197,282,164,2025-09-20
52,1086,116,2025-06-09
199,640,153,2025-03-23
51,1085,48,2025-04-08
184,259,206,2025-04-05
185,699,178,2025-02-20
41,311,211,2025-02-07
125,498,401,2025-03-22
141,165,372,2025-07-04
159,404,121,2025-07-16
81,445,7,2025-04-08
53,1174,315,2025-03-18
188,738,93,2025-09-19
139,196,121,2025-06-04
149,176,39,2025-04-20
114,328,263,2025-02-04
106,66,404,2025-07-14
197,237,41,2025-02-09
103,944,139,2025-07-15
187,383,37,2025-03-20
195,1200,65,2025-07-03
182,767,125,2025-02-24
73,43,307,2025-03-30
30,434,319,2025-06-14
139,510,257,2025-08-26
66,180,10,2025-05-06
11,248,128,2025-07-10
89,375,92,2025-08-24
72,311,267,2025-05-23
119,677,483,2025-02-21
169,985,483,2025-04-09
194,889,67,2025-07-24
91,1132,358,2025-04-10
91,1017,141,2025-04-12
47,89,11,2025-06-13
13,23,162,2025-08-04
117,685,338,2025-09-18
47,432,27,2025-06-05
145,365,185,2025-09-30
55,127,440,2025-04-09
4,271,187,2025-05-09
159,1031,154,2025-06-13
14,285,169,2025-01-08
155,884,243,2025-04-12
91,540,494,2025-02-24
4,812,152,2025-02-13
5,614,260,2025-02-13
20,776,418,2025-03-18
19,1209,110,2025-03-25
108,1212,372,2025-05-10
123,695,99,2025-09-25
176,818,105,2025-09-30
164,831,419,2025-06-20
193,572,367,2025-07-23
170,51,131,2025-08-16
163,851,409,2025-07-17
167,502,29,2025-02-15
78,769,492,2025-08-20
108,1040,343,2025-07-03
133,910,269,2025-09-27
163,430,248,2025-07-05
10,220,148,2025-02-20
147,46,441,2025-06-11
101,302,385,2025-04-01
39,1113,169,2025-02-01
77,567,258,2025-08-07
185,381,10,2025-08-16
139,754,438,2025-07-05
117,17,317,2025-04-18
166,1056,327,2025-06-25
79,88,108,2025-03-15
10,464,484,2025-05-14
114,556,327,2025-08-01
160,142,293,2025-03-20
169,86,27,2025-02-24
170,659,217,2025-02-01
148,186,345,2025-07-20
118,524,0,2025-05-31
184,995,437,2025-08-11
159,884,257,2025-01-03
23,34,64,2025-04-18
58,985,22,2025-06-02
45,453,363,2025-04-02
105,876,110,2025-06-18
147,682,29,2025-08-23
20,979,329,2025-05-23
157,769,394,2025-07-29
55,1178,430,2025-03-23
194,469,482,2025-02-16
114,856,250,2025-04-05
195,19,334,2025-04-07
87,204,270,2025-07-31
105,721,463,2025-09-15
84,705,442,2025-06-20
3,273,309,2025-07-27
32,870,272,2025-03-03
127,445,383,2025-07-24
18,83,435,2025-09-12
63,664,178,2025-05-11
15,356,406,2025-09-29
178,868,470,2025-01-06
190,348,120,2025-03-08
180,835,276,2025-02-10
98,920,106,2025-08-21
55,236,275,2025-03-13
55,784,478,2025-09-22
14,878,297,2025-03-12
46,972,322,2025-03-07
169,751,208,2025-02-27
102,855,249,2025-08-20
47,1195,265,2025-08-26
24,18,100,2025-05-02
184,740,389,2025-07-18
80,862,461,2025-09-22
75,801,371,2025-05-19
65,518,362,2025-01-29
200,103,380,2025-04-08
82,939,340,2025-04-26
111,938,120,2025-03-25
198,535,330,2025-03-03
130,1029,125,2025-09-15
28,560,281,2025-02-09
61,317,411,2025-09-02
164,558,28,2025-01-25
117,887,348,2025-03-12
11,842,444,2025-01-20
67,1071,39,2025-09-08
193,1062,284,2025-07-06
200,435,108,2025-07-14
128,1164,354,2025-03-16
5,101,142,2025-04-08
41,394,453,2025-05-27
87,650,87,2025-03-01
185,311,376,2025-02-01
22,1179,9,2025-01-03
191,236,37,2025-01-10
42,328,213,2025-07-13
57,663,106,2025-05-29
13,479,103,2025-03-15
189,464,313,2025-02-18
99,529,257,2025-01-18
7,1057,250,2025-06-02
37,991,436,2025-07-22
200,148,85,2025-01-30
199,892,183,2025-07-26
125,1205,124,2025-06-01
157,1081,359,2025-01-21
18,759,127,2025-07-18
135,1165,294,2025-03-08
193,501,367,2025-09-23
200,676,139,2025-02-06
190,179,55,2025-08-26
192,804,73,2025-07-17
74,1138,469,2025-07-11
188,1045,406,2025-04-16
135,896,475,2025-07-12
43,8,64,2025-01-30
109,500,321,2025-06-29
10,348,101,2025-06-29
11,1037,233,2025-03-11
82,820,356,2025-02-05
6,1074,416,2025-02-04
166,566,366,2025-03-14
163,369,308,2025-06-25
70,324,94,2025-01-31
10,528,122,2025-01-25
181,266,422,2025-03-18
147,830,126,2025-07-06
110,64,143,2025-08-03
81,98,273,2025-05-08
74,916,23,2025-05-02
49,741,360,2025-05-15
108,211,77,2025-05-09
94,253,475,2025-04-09
136,460,311,2025-09-30
188,292,371,2025-06-09
15,843,209,2025-06-22
101,1012,126,2025-09-05
99,263,416,2025-05-23
26,205,422,2025-03-29
82,848,185,2025-03-04
148,500,36,2025-01-31
177,322,31,2025-07-16
45,666,92,2025-03-13
141,551,178,2025-04-11
55,1102,27,2025-08-23
14,545,490,2025-01-03
106,477,324,2025-07-20
93,429,146,2025-04-02
33,458,144,2025-03-05
51,513,312,2025-02-18
196,1073,88,2025-08-06
14,342,484,2025-06-29
151,492,332,2025-03-31
189,796,374,2025-02-15
5,1025,209,2025-06-20
103,320,208,2025-05-12
149,938,359,2025-07-09
136,408,260,2025-05-05
145,444,378,2025-03-10
126,75,174,2025-06-09
112,184,285,2025-08-27
129,1116,324,2025-03-28
179,850,88,2025-07-09
66,454,76,2025-08-29
133,55,159,2025-05-10
24,1024,475,2025-02-04
52,160,397,2025-09-27
147,128,400,2025-02-03
90,214,181,2025-01-17
117,443,284,2025-08-26
77,541,35,2025-04-09
4,319,492,2025-04-23
88,1216,148,2025-02-22
159,811,269,2025-05-29
90,240,241,2025-05-11
171,961,101,2025-08-05
5,1179,99,2025-03-29
127,772,424,2025-01-17
97,793,156,2025-02-08
126,509,194,2025-09-12
126,403,407,2025-03-25
130,806,34,2025-08-09
30,647,44,2025-03-08
129,610,394,2025-02-06
13,448,304,2025-04-18
199,589,32,2025-04-14
100,318,285,2025-01-01
58,923,122,2025-05-07
95,793,387,2025-03-20
63,532,499,2025-07-24
116,336,477,2025-07-12
157,274,450,2025-05-04
25,639,160,2025-07-30
57,679,333,2025-04-07
97,880,165,2025-02-27
49,1032,286,2025-03-30
155,906,433,2025-05-29
170,653,64,2025-03-21
25,532,455,2025-07-09
115,1129,37,2025-03-27
192,874,104,2025-08-22
43,178,79,2025-07-08
178,1125,189,2025-04-14
127,498,462,2025-06-12
80,335,275,2025-03-05
146,20,500,2025-01-15
157,56,476,2025-08-11
186,541,68,2025-04-13
177,1170,417,2025-03-17
48,880,51,2025-08-12
43,767,228,2025-07-06
60,642,491,2025-03-06
92,183,2,2025-05-13
53,104,497,2025-02-11
128,607,273,2025-08-01
4,13,380,2025-07-22
171,1154,373,2025-01-03
63,72,124,2025-05-27
90,31,370,2025-06-29
142,782,442,2025-02-21
56,454,420,2025-02-27
137,590,248,2025-07-19
98,69,414,2025-09-05
120,680,354,2025-02-03
165,97,297,2025-01-11
118,168,349,2025-06-09
104,702,124,2025-06-03
5,908,434,2025-01-15
4,616,233,2025-03-08
145,280,253,2025-01-23
183,953,258,2025-04-05
85,835,134,2025-07-04
6,176,435,2025-07-23
84,951,427,2025-09-21
62,1150,375,2025-05-28
162,712,297,2025-02-11
33,153,107,2025-07-27
185,347,183,2025-04-09
39,153,274,2025-08-21
187,523,66,2025-05-17
109,646,481,2025-07-15
85,463,157,2025-09-07
98,752,463,2025-03-13
30,69,492,2025-04-22
14,582,447,2025-06-25
38,55,280,2025-08-17
188,848,261,2025-01-07
83,647,491,2025-02-12
100,1158,219,2025-09-25
89,110,0,2025-01-22
15,620,169,2025-09-14
166,1098,233,2025-03-21
42,50,324,2025-05-05
167,727,197,2025-07-28
10,124,292,2025-06-06
191,230,72,2025-07-30
146,653,255,2025-03-24
90,270,93,2025-05-22
84,336,302,2025-09-02
11,223,457,2025-07-12
23,1193,485,2025-06-19
82,508,153,2025-06-10
184,33,162,2025-07-23
57,1042,342,2025-05-15
112,977,403,2025-05-29
19,989,259,2025-08-21
182,86,110,2025-06-02
89,590,305,2025-02-04
127,636,182,2025-09-26
39,201,190,2025-05-17
29,454,263,2025-01-25
48,105,127,2025-02-20
178,1138,23,2025-07-28
200,1186,355,2025-01-25
48,744,158,2025-02-26
184,817,60,2025-03-05
101,730,97,2025-06-15
13,1181,143,2025-05-22
99,502,148,2025-04-12
191,937,166,2025-09-25
117,435,86,2025-08-20
175,1080,216,2025-04-26
44,5,456,2025-04-15
151,674,214,2025-01-19
141,629,421,2025-08-28
192,1023,470,2025-08-24
87,443,72,2025-08-11
119,634,256,2025-07-06
184,40,408,2025-05-16
162,670,40,2025-01-20
109,432,44,2025-04-10
83,650,272,2025-02-23
163,998,444,2025-05-23
111,233,228,2025-03-03
124,291,427,2025-07-13
21,81,130,2025-01-11
172,547,383,2025-08-14
100,1119,368,2025-05-27
155,882,482,2025-07-12
80,495,355,2025-04-20
39,220,175,2025-02-10
25,1147,24,2025-08-18
39,583,124,2025-06-23
19,557,253,2025-08-08
85,802,421,2025-05-28
28,313,64,2025-03-06
55,246,41,2025-09-04
193,49,197,2025-02-24
156,549,487,2025-03-31
48,279,272,2025-01-23
72,227,362,2025-02-10
145,873,23,2025-01-19
78,531,406,2025-07-26
112,1037,236,2025-03-16
141,598,232,2025-05-06
170,377,105,2025-05-16
96,102,274,2025-07-18
43,434,50,2025-02-11
191,745,359,2025-07-12
140,497,372,2025-06-16
147,832,352,2025-03-18
117,349,306,2025-07-07
44,997,252,2025-03-26
195,910,271,2025-03-30
50,440,432,2025-06-26
117,833,186,2025-02-03
136,651,290,2025-05-05
138,412,238,2025-04-19
34,409,256,2025-01-07
97,980,382,2025-06-07
187,736,142,2025-09-20
37,1190,404,2025-03-31
74,622,402,2025-07-06
116,176,149,2025-01-07
2,875,231,2025-01-01
30,1079,147,2025-04-21
181,737,151,2025-08-31
6,318,88,2025-08-09
181,628,97,2025-04-27
106,44,180,2025-06-26
100,512,283,2025-04-17
180,916,187,2025-08-29
156,750,382,2025-09-26
172,285,18,2025-01-14
100,501,42,2025-02-05
32,1165,458,2025-02-01
7,411,152,2025-05-30
108,67,264,2025-03-31
35,211,46,2025-05-24
2,712,457,2025-09-16
44,419,409,2025-04-18
174,21,370,2025-05-04
56,504,435,2025-01-21
104,192,76,2025-07-18
74,557,93,2025-05-17
5,705,10,2025-04-19
37,505,157,2025-08-06
64,208,123,2025-02-19
88,352,474,2025-07-04
189,282,322,2025-04-28
94,910,390,2025-06-11
28,716,231,2025-02-17
108,659,93,2025-09-05
186,825,110,2025-08-14
59,247,444,2025-03-05
50,1093,98,2025-02-05
58,995,57,2025-05-09
157,354,30,2025-03-28
91,888,14,2025-08-07
53,48,333,2025-07-20
113,993,262,2025-05-29
55,829,139,2025-02-02
122,952,65,2025-08-02
191,655,90,2025-04-11
19,112,115,2025-04-04
149,660,426,2025-04-05
15,1134,145,2025-09-12
98,212,156,2025-05-21
63,592,215,2025-04-11
100,1068,264,2025-01-18
38,555,199,2025-02-04
21,554,135,2025-06-07
50,230,95,2025-08-09
184,305,124,2025-06-12
51,11,458,2025-07-30
135,199,21,2025-01-19
89,816,294,2025-05-03
45,439,244,2025-08-17
94,345,66,2025-06-19
144,721,386,2025-05-13
91,941,358,2025-06-25
161,282,96,2025-04-11
101,643,118,2025-05-11
157,741,41,2025-08-22
143,128,20,2025-05-25
82,1132,212,2025-08-25
88,650,77,2025-08-02
110,324,302,2025-04-07
199,402,436,2025-07-04
126,812,220,2025-07-17
141,1148,393,2025-05-13
69,441,125,2025-03-26
51,293,0,2025-05-10
71,1,447,2025-07-12
92,560,338,2025-02-01
140,908,264,2025-06-25
10,198,116,2025-06-15
119,485,341,2025-06-19
64,374,16,2025-04-06
115,845,359,2025-05-22
150,896,320,2025-08-30
83,798,210,2025-07-03
74,1125,341,2025-03-28
186,769,339,2025-05-20
152,110,334,2025-07-22
87,562,134,2025-03-07
105,274,424,2025-08-10
2,826,71,2025-06-26
155,104,3,2025-01-23
12,147,303,2025-08-02
95,822,209,2025-05-13
58,282,429,2025-03-11
113,1165,282,2025-02-08
117,967,323,2025-07-13
65,1098,373,2025-04-14
48,1033,0,2025-03-21
69,694,426,2025-04-11
128,1143,347,2025-06-20
48,1027,43,2025-09-07
174,199,353,2025-03-19
142,765,11,2025-05-24
134,778,285,2025-02-08
133,512,381,2025-08-04
197,587,152,2025-02-06
15,208,306,2025-08-19
186,1095,58,2025-08-08
141,1086,234,2025-06-27
70,1166,290,2025-09-14
150,415,205,2025-09-28
146,906,350,2025-06-18
95,976,460,2025-03-23
121,692,490,2025-02-13
47,354,256,2025-01-23
87,1127,158,2025-09-15
143,246,184,2025-07-19
48,356,15,2025-08-01
43,358,392,2025-08-14
27,365,82,2025-03-02
20,28,237,2025-05-20
168,865,433,2025-06-30
124,1035,254,2025-05-30
95,277,170,2025-09-10
172,1055,371,2025-01-06
50,234,163,2025-02-02
159,574,309,2025-08-26
113,464,489,2025-08-17
16,521,74,2025-08-26
55,770,73,2025-08-15
165,600,194,2025-07-13
19,607,428,2025-05-23
62,1073,443,2025-05-30
21,1194,461,2025-01-10
132,665,125,2025-01-08
57,1076,413,2025-03-26
101,239,308,2025-09-29
195,1099,38,2025-06-07
169,244,147,2025-06-21
175,244,499,2025-05-01
105,1080,39,2025-08-12
104,1193,281,2025-03-07
57,286,341,2025-06-27
184,1032,157,2025-08-23
90,1093,395,2025-08-31
86,1190,306,2025-07-09
41,476,483,2025-09-05
68,1050,115,2025-04-20
58,362,16,2025-06-11
45,551,56,2025-05-31
142,171,452,2025-09-07
152,1124,199,2025-07-23
158,409,157,2025-02-20
32,517,318,2025-04-23
89,175,58,2025-02-06
162,781,432,2025-04-19
98,92,29,2025-04-01
187,360,97,2025-07-05
80,712,188,2025-05-05
73,1059,52,2025-09-10
118,1029,433,2025-04-23
34,863,106,2025-03-22
77,648,484,2025-05-26
155,1111,335,2025-02-18
114,376,99,2025-01-30
196,1028,9,2025-02-06
15,408,412,2025-07-27
20,523,285,2025-02-22
3,109,1,2025-06-09
182,105,78,2025-02-05
12,162,149,2025-07-09
96,717,330,2025-05-21
185,159,361,2025-01-31
131,979,76,2025-08-20
163,328,185,2025-03-25
161,645,339,2025-08-25
151,501,236,2025-02-25
149,395,464,2025-09-02
186,320,282,2025-04-10
177,1061,466,2025-04-14
58,874,398,2025-01-17
120,48,490,2025-08-28
95,118,436,2025-07-07
160,567,328,2025-03-11
135,706,248,2025-04-13
95,1044,344,2025-05-01
153,98,400,2025-02-20
103,442,37,2025-04-10
141,217,463,2025-06-15
17,1048,264,2025-07-08
50,916,60,2025-08-07
90,631,92,2025-10-01
63,541,393,2025-01-14
51,851,79,2025-09-30
172,1181,442,2025-03-08
71,1044,492,2025-03-29
65,1042,51,2025-09-10
35,152,307,2025-03-10
107,1169,361,2025-09-20
181,169,22,2025-08-08
2,130,204,2025-05-03
150,136,174,2025-04-26
161,435,193,2025-08-15
87,715,12,2025-09-08
132,838,19,2025-02-21
177,1154,32,2025-04-11
95,583,167,2025-01-16
196,354,486,2025-04-22
156,662,334,2025-01-27
166,120,140,2025-02-18
151,143,174,2025-08-06
78,86,479,2025-07-20
58,1111,222,2025-01-23
97,390,408,2025-09-18
192,718,425,2025-08-07
105,933,167,2025-06-15
64,74,50,2025-09-14
170,800,343,2025-07-16
136,578,346,2025-08-26
123,275,114,2025-03-28
153,72,493,2025-06-02
77,708,424,2025-02-06
43,420,347,2025-05-25
108,411,60,2025-05-06
73,108,498,2025-04-29
193,665,85,2025-08-20
72,330,385,2025-01-16
104,479,389,2025-01-18
32,251,337,2025-07-18
127,1187,20,2025-07-20
194,587,21,2025-08-21
185,1043,463,2025-04-17
149,1063,378,2025-01-20
188,355,380,2025-04-15
21,398,95,2025-02-28
94,311,45,2025-02-27
46,813,384,2025-03-16
156,1181,437,2025-06-01
39,612,215,2025-04-13
122,1129,244,2025-07-12
52,190,353,2025-09-30
184,410,138,2025-08-24
24,791,381,2025-05-22
16,236,439,2025-01-21
159,1033,459,2025-09-08
145,1054,469,2025-05-08
78,623,287,2025-05-23
91,1146,143,2025-03-11
148,696,446,2025-06-06
91,571,210,2025-03-07
67,1202,149,2025-09-22
76,189,378,2025-05-22
36,523,45,2025-09-28
111,1174,313,2025-01-12
100,356,340,2025-07-30
105,719,100,2025-02-24
132,640,239,2025-06-16
50,557,184,2025-09-21
75,381,344,2025-01-27
136,72,31,2025-06-10
92,999,327,2025-07-26
133,941,52,2025-04-18
97,571,341,2025-07-01
118,1180,118,2025-08-24
134,1182,454,2025-06-04
19,469,98,2025-07-19
93,507,376,2025-06-30
190,474,8,2025-01-10
93,297,8,2025-01-09
31,115,480,2025-06-27
126,1072,330,2025-02-14
9,253,27,2025-01-18
136,95,292,2025-02-17
179,117,276,2025-02-05
143,195,216,2025-01-08
191,167,181,2025-03-13
48,988,167,2025-08-30
47,277,205,2025-08-04
36,430,455,2025-09-05
195,874,383,2025-08-22
138,1100,188,2025-03-09
52,1043,122,2025-05-20
179,151,358,2025-08-30
54,291,118,2025-09-28
77,458,127,2025-09-09
18,401,83,2025-02-21
62,1025,305,2025-07-25
131,86,300,2025-09-15
69,896,185,2025-04-05
78,230,461,2025-03-04
7,1062,402,2025-02-21
199,829,209,2025-04-16
116,911,91,2025-01-19
24,13,175,2025-02-24
143,118,374,2025-05-29
28,983,23,2025-02-26
83,444,313,2025-07-06
92,721,468,2025-09-29
31,383,203,2025-05-12
50,898,40,2025-03-08
149,26,380,2025-09-21
49,515,227,2025-03-14
101,1125,403,2025-07-28
91,443,243,2025-07-06
85,974,301,2025-08-26
159,1011,181,2025-01-06
192,743,79,2025-09-08
116,201,72,2025-07-16
40,48,463,2025-09-01
5,266,444,2025-05-22
25,647,485,2025-07-31
38,771,66,2025-06-03
82,497,365,2025-06-22
6,170,478,2025-01-20
187,194,350,2025-04-05
126,490,289,2025-04-04
41,1119,210,2025-09-26
162,127,371,2025-07-20
30,1080,2,2025-03-18
98,514,408,2025-06-03
46,669,15,2025-01-14
34,935,384,2025-09-01
74,929,222,2025-02-09
174,315,53,2025-01-05
130,901,41,2025-07-30
29,791,499,2025-08-26
92,502,169,2025-03-10
118,414,19,2025-08-03
89,1115,144,2025-08-27
199,1048,141,2025-04-19
180,812,2,2025-03-28
132,1105,387,2025-04-03
21,659,415,2025-05-01
79,628,486,2025-09-22
192,870,69,2025-02-27
7,1032,113,2025-07-02
133,409,321,2025-04-23
130,833,299,2025-03-15
25,852,47,2025-04-12
75,1119,299,2025-03-09
76,89,499,2025-05-20
195,382,311,2025-06-26
89,550,434,2025-06-18
182,627,131,2025-09-21
31,74,279,2025-07-02
129,1110,469,2025-02-12
87,279,407,2025-07-08
52,705,294,2025-05-20
173,416,9,2025-03-31
37,878,197,2025-07-23
84,1086,328,2025-07-24
102,1150,479,2025-03-02
126,469,225,2025-08-13
184,379,212,2025-01-05
26,4,87,2025-05-20
170,864,231,2025-07-21
118,730,106,2025-07-15
112,1141,461,2025-05-11
190,837,54,2025-08-14
51,57,353,2025-06-01
34,419,189,2025-07-27
197,464,246,2025-05-09
164,433,475,2025-02-26
3,384,448,2025-04-10
12,1143,27,2025-03-16
6,590,465,2025-02-01
153,504,168,2025-03-03
28,565,342,2025-01-16
87,188,114,2025-04-28
18,252,266,2025-04-24
164,322,117,2025-02-07
41,135,44,2025-03-29
131,188,452,2025-07-19
151,110,15,2025-05-20
74,34,345,2025-05-22
140,139,91,2025-04-20
198,576,342,2025-03-13
36,328,296,2025-07-20
61,165,161,2025-07-29
62,393,294,2025-08-05
151,1141,366,2025-09-12
101,591,263,2025-04-17
188,455,309,2025-08-02
185,973,21,2025-05-13
59,257,317,2025-09-30
155,1206,394,2025-05-01
197,1040,339,2025-01-26
29,573,439,2025-04-15
109,1082,427,2025-09-29
162,1022,196,2025-01-14
121,7,242,2025-04-23
179,171,80,2025-05-03
144,1167,278,2025-09-08
138,1042,68,2025-03-13
184,509,42,2025-06-28
86,1098,41,2025-06-11
152,557,369,2025-01-20
28,840,250,2025-05-19
18,1108,143,2025-08-18
1,632,154,2025-09-10
134,1196,489,2025-02-04
190,839,133,2025-05-30
67,518,169,2025-04-29
81,1007,118,2025-01-12
59,941,345,2025-06-04
33,988,497,2025-08-18
103,711,469,2025-08-22
151,129,480,2025-07-08
95,723,425,2025-05-13
4,210,139,2025-06-06
63,568,256,2025-05-30
58,1189,464,2025-03-04
91,89,39,2025-07-01
169,272,193,2025-04-13
