store_expense_id,store_id,expense_type,amount,expense_date
8542,148,Repair,6758.21,2025-07-24
8543,122,Cleaning,8052.4,2025-03-26
8544,193,Electricity,6608.6,2025-07-18
8545,163,Internet,4010.65,2025-07-14
8546,147,Electricity,5160.65,2025-05-09
8547,180,Internet,8040.3,2025-03-27
8548,35,Security,3767.82,2025-09-18
8549,34,Internet,3911.81,2025-11-07
8550,20,Repair,1002.12,2025-12-09
8551,65,Water,9150.12,2026-02-19
8552,113,Internet,955.81,2025-10-28
8553,103,Security,6499.68,2025-11-27
8554,46,Cleaning,4161.29,2025-07-17
8555,10,Cleaning,4085.91,2025-04-07
8556,22,Security,6811.54,2025-08-29
8557,151,Security,717.58,2025-03-31
8558,113,Water,5957.37,2025-06-09
8559,121,Cleaning,7731.72,2025-11-02
8560,13,Repair,8290.72,2025-11-11
8561,16,Cleaning,1746.78,2025-06-27
8562,108,Cleaning,8979.32,2025-12-25
8563,188,Security,6578.65,2025-03-16
8564,50,Internet,8824.46,2025-07-16
8565,131,Security,4878.54,2025-08-21
8566,125,Security,5443.23,2025-06-04
8567,187,Water,9194.43,2025-11-07
8568,104,Electricity,9004.1,2025-03-01
8569,182,Repair,4509.2,2025-07-20
8570,55,Repair,2780.41,2025-08-13
8571,69,Internet,3962.05,2025-06-04
8572,180,Security,3908.26,2025-08-22
8573,149,Water,2904.33,2025-12-21
8574,128,Electricity,2722.37,2026-01-15
8575,199,Security,8617.58,2025-07-26
8576,149,Cleaning,745.13,2025-10-19
8577,35,Cleaning,6792.23,2026-02-22
8578,106,Repair,1769.56,2025-12-29
8579,93,Repair,3477.83,2026-02-11
8580,18,Security,662.35,2025-10-08
8581,11,Repair,2736.24,2025-07-15
8582,119,Cleaning,7695.79,2026-01-09
8583,119,Cleaning,8855.9,2026-01-28
8584,103,Repair,2254.2,2025-04-06
8585,86,Water,4662.3,2025-06-19
8586,50,Security,4729.72,2026-02-07
8587,86,Electricity,8742.07,2025-04-17
8588,52,Cleaning,7639.85,2026-01-17
8589,130,Security,5155.12,2025-04-10
8590,182,Security,6723.93,2025-03-27
8591,123,Repair,8481.18,2025-03-05
8592,53,Water,144.91,2025-10-12
8593,13,Water,4058.76,2025-05-17
8594,13,Cleaning,9077.07,2025-06-22
8595,10,Security,7416.11,2025-06-09
8596,94,Water,5451.27,2026-01-15
8597,75,Cleaning,5319.96,2025-10-08
8598,177,Electricity,3510.31,2026-02-17
8599,93,Cleaning,5229.18,2025-08-26
8600,173,Security,6571.06,2025-03-01
8601,35,Internet,4212.71,2025-09-04
8602,15,Repair,7155.82,2025-04-04
8603,50,Repair,8619.26,2026-01-26
8604,189,Electricity,1589.11,2025-04-30
8605,43,Electricity,4542.89,2025-11-15
8606,53,Electricity,4109.8,2025-05-25
8607,74,Security,6890.27,2025-08-21
8608,196,Cleaning,2536.18,2026-02-08
8609,95,Electricity,6420.5,2025-02-26
8610,2,Electricity,8781.02,2025-08-01
8611,46,Internet,4210.41,2026-02-16
8612,17,Water,9114.61,2025-07-26
8613,80,Water,9931.98,2025-12-01
8614,94,Security,1105.62,2025-12-25
8615,2,Water,2368.88,2025-07-12
8616,43,Cleaning,9506.28,2026-02-09
8617,32,Security,9585.36,2025-04-14
8618,35,Cleaning,1022.19,2026-02-10
8619,153,Repair,199.24,2025-04-21
8620,12,Cleaning,1652.95,2026-02-21
8621,81,Water,9960.33,2025-11-12
8622,123,Cleaning,1841.0,2025-02-26
8623,176,Cleaning,5050.35,2025-11-29
8624,118,Water,8491.76,2025-04-02
8625,193,Internet,253.0,2025-06-20
8626,154,Cleaning,6064.67,2025-03-03
8627,181,Internet,2806.4,2025-05-28
8628,154,Security,8630.23,2025-10-25
8629,40,Electricity,2870.44,2025-11-23
8630,91,Cleaning,6883.22,2025-03-23
8631,77,Security,6758.49,2025-10-15
8632,186,Repair,2253.86,2025-02-27
8633,124,Security,396.25,2025-04-29
8634,190,Cleaning,4122.03,2026-02-20
8635,164,Internet,2927.47,2025-11-06
8636,131,Security,8099.33,2025-04-01
8637,45,Electricity,8013.62,2026-01-30
8638,135,Cleaning,4597.39,2025-11-26
8639,151,Internet,6084.8,2026-01-11
8640,124,Cleaning,6062.38,2025-03-09
8641,105,Internet,8280.22,2025-12-17
8642,3,Electricity,4278.77,2025-03-02
8643,109,Internet,2790.69,2025-05-29
8644,105,Electricity,2687.1,2025-07-13
8645,2,Security,5385.11,2025-12-26
8646,59,Internet,4519.02,2025-04-30
8647,199,Security,4429.2,2025-05-29
8648,190,Internet,956.82,2025-06-14
8649,31,Internet,7200.11,2025-03-16
8650,177,Repair,2176.68,2026-01-27
8651,151,Internet,2009.69,2025-11-16
8652,34,Security,4156.95,2026-01-16
8653,103,Electricity,2316.39,2025-10-30
8654,68,Cleaning,5859.39,2025-04-06
8655,115,Security,3746.06,2026-01-19
8656,173,Water,4516.67,2025-05-03
8657,129,Water,5394.83,2025-03-20
8658,50,Repair,2075.18,2025-12-08
8659,38,Cleaning,1599.73,2025-06-23
8660,168,Internet,8810.2,2025-07-03
8661,162,Electricity,4365.55,2026-01-04
8662,27,Security,4150.33,2025-12-25
8663,186,Internet,404.34,2025-07-20
8664,29,Internet,5004.86,2025-11-01
8665,52,Water,5563.99,2026-02-07
8666,111,Internet,5610.47,2025-12-26
8667,118,Repair,7084.96,2025-12-30
8668,119,Water,1815.94,2025-07-04
8669,185,Security,2559.62,2025-11-10
8670,184,Cleaning,8116.77,2026-02-02
8671,174,Electricity,9474.35,2025-08-17
8672,45,Repair,1402.53,2025-12-06
8673,1,Internet,5001.61,2025-09-03
8674,84,Cleaning,2181.05,2025-12-10
8675,123,Security,647.73,2025-10-31
8676,154,Internet,3288.76,2025-04-05
8677,194,Internet,1479.69,2025-08-14
8678,106,Security,7113.83,2025-08-19
8679,91,Security,5360.57,2026-02-03
8680,5,Internet,1481.15,2025-06-12
8681,113,Electricity,141.95,2025-03-31
8682,115,Cleaning,8091.16,2026-01-22
8683,107,Internet,1803.13,2025-03-23
8684,133,Security,6081.86,2026-01-23
8685,73,Security,3402.37,2025-07-23
8686,187,Security,5875.59,2025-03-13
8687,20,Cleaning,3190.75,2025-03-31
8688,45,Electricity,915.05,2025-03-11
8689,45,Security,2268.35,2025-12-22
8690,30,Water,1921.18,2026-02-25
8691,175,Repair,4308.79,2025-09-04
8692,108,Water,6599.92,2025-09-28
8693,82,Security,2674.87,2025-08-01
8694,110,Repair,170.1,2025-07-01
8695,39,Internet,5213.43,2025-04-21
8696,194,Electricity,6077.31,2026-01-05
8697,52,Electricity,9630.56,2025-04-05
8698,10,Repair,5915.23,2026-02-13
8699,77,Repair,4738.17,2025-04-03
8700,103,Electricity,5755.35,2025-08-21
8701,11,Water,9282.61,2026-02-15
8702,23,Repair,8292.36,2025-07-10
8703,78,Internet,3263.64,2025-08-19
8704,190,Cleaning,2410.68,2025-05-18
8705,193,Cleaning,2663.2,2025-09-14
8706,124,Internet,5068.99,2025-10-17
8707,175,Security,7453.29,2025-06-03
8708,173,Internet,5057.03,2025-11-23
8709,46,Electricity,724.57,2025-07-26
8710,147,Security,7249.63,2025-09-26
8711,70,Electricity,8069.4,2025-03-01
8712,37,Electricity,2930.5,2026-01-20
8713,17,Electricity,6658.05,2025-03-14
8714,29,Internet,4294.59,2025-04-29
8715,57,Repair,8896.74,2025-06-19
8716,80,Electricity,8459.99,2025-11-29
8717,14,Security,5278.05,2025-06-19
8718,193,Internet,6930.48,2025-08-20
8719,173,Cleaning,8839.33,2025-07-23
8720,74,Water,4982.38,2025-07-12
8721,187,Cleaning,3166.84,2025-12-03
8722,108,Security,7548.98,2025-04-16
8723,176,Repair,2239.66,2025-07-03
8724,158,Electricity,3915.88,2025-10-11
8725,67,Cleaning,8663.99,2025-10-15
8726,103,Water,7258.0,2025-06-17
8727,9,Internet,4067.92,2025-06-12
8728,189,Cleaning,2186.71,2025-06-06
8729,27,Internet,3591.89,2025-06-01
8730,151,Water,2876.84,2025-05-28
8731,81,Security,1802.09,2026-01-22
8732,198,Repair,7446.16,2025-04-20
8733,193,Electricity,2558.1,2025-03-21
8734,47,Repair,4568.97,2025-04-19
8735,173,Electricity,3889.3,2025-10-28
8736,13,Internet,9821.67,2025-08-29
8737,127,Water,3941.37,2025-11-20
8738,197,Internet,845.83,2025-12-05
8739,156,Cleaning,943.77,2025-12-29
8740,93,Electricity,5928.0,2025-04-06
8741,18,Cleaning,6013.67,2025-11-24
8742,117,Repair,4216.65,2025-08-25
8743,136,Repair,4346.84,2025-11-27
8744,193,Security,586.63,2025-10-14
8745,17,Water,5189.64,2026-02-02
8746,126,Water,5072.16,2025-07-01
8747,72,Internet,1538.02,2026-01-13
8748,84,Internet,1083.2,2025-05-30
8749,45,Cleaning,1279.55,2026-01-04
8750,182,Internet,1055.23,2025-02-27
8751,128,Water,6116.6,2025-09-12
8752,168,Cleaning,2005.0,2025-03-31
8753,160,Electricity,2551.73,2025-07-05
8754,187,Cleaning,1777.04,2025-10-20
8755,71,Cleaning,9580.46,2025-10-23
8756,178,Electricity,8553.44,2025-09-30
8757,79,Water,2343.42,2026-02-22
8758,94,Electricity,3309.28,2026-02-19
8759,101,Security,2138.43,2026-02-10
8760,55,Repair,4944.17,2026-02-09
8761,96,Repair,245.12,2025-04-08
8762,16,Electricity,6730.11,2026-01-04
8763,98,Repair,5255.42,2025-10-07
8764,160,Electricity,8991.46,2026-01-13
8765,108,Internet,1685.71,2025-10-08
8766,151,Repair,8050.89,2026-01-29
8767,170,Security,7930.01,2025-07-24
8768,29,Water,1315.45,2025-10-14
8769,153,Electricity,4015.66,2025-10-28
8770,32,Water,1743.02,2025-10-15
8771,115,Electricity,2584.47,2026-01-29
8772,115,Cleaning,2669.3,2026-02-23
8773,188,Cleaning,5584.55,2026-01-29
8774,77,Repair,4143.54,2025-06-06
8775,27,Internet,9479.94,2025-07-27
8776,44,Electricity,1307.38,2025-09-23
8777,67,Repair,9738.24,2026-01-12
8778,96,Internet,2344.85,2026-01-16
8779,148,Electricity,7740.1,2025-07-12
8780,95,Cleaning,3422.75,2025-04-19
8781,24,Internet,1473.66,2025-11-24
8782,8,Security,8586.0,2026-02-21
8783,126,Internet,3123.17,2026-01-09
8784,49,Security,6605.61,2025-10-27
8785,180,Internet,5686.11,2025-11-20
8786,165,Security,4743.98,2025-03-20
8787,82,Internet,4983.4,2025-08-28
8788,94,Security,7335.77,2025-11-02
8789,57,Water,923.34,2025-10-04
8790,38,Electricity,6698.4,2025-10-21
8791,55,Security,8963.33,2025-12-02
8792,21,Electricity,624.99,2026-01-08
8793,153,Repair,1449.5,2025-11-30
8794,90,Electricity,7180.49,2025-09-08
8795,43,Water,4400.95,2025-12-20
8796,166,Cleaning,4065.31,2025-07-25
8797,43,Repair,1412.82,2026-01-30
8798,65,Repair,5092.36,2026-02-08
8799,74,Water,1309.13,2025-04-18
8800,168,Electricity,4792.37,2025-11-27
8801,60,Electricity,7647.97,2025-07-21
8802,76,Security,2619.73,2025-09-26
8803,196,Internet,4833.82,2025-11-22
8804,64,Repair,9920.56,2025-03-08
8805,10,Internet,6882.17,2025-03-01
8806,68,Repair,8421.5,2025-09-04
8807,159,Repair,4177.73,2025-03-04
8808,57,Electricity,7690.22,2025-08-13
8809,66,Internet,453.07,2025-08-21
8810,194,Internet,1272.97,2025-09-14
8811,30,Security,2070.55,2025-04-06
8812,65,Electricity,4049.42,2025-04-06
8813,187,Internet,8465.16,2025-12-24
8814,63,Repair,3495.35,2026-01-29
8815,170,Electricity,6563.48,2025-03-03
8816,111,Repair,7107.68,2026-02-13
8817,161,Repair,5882.51,2025-03-27
8818,178,Security,3604.56,2025-07-11
8819,54,Water,5791.68,2025-10-17
8820,187,Electricity,3455.54,2025-04-02
8821,68,Security,884.54,2025-12-25
8822,148,Water,9928.4,2026-02-11
8823,172,Water,1315.47,2026-01-23
8824,152,Cleaning,769.87,2026-02-12
8825,118,Internet,8791.38,2026-01-18
8826,107,Cleaning,3053.25,2026-02-10
8827,10,Internet,6520.45,2025-09-24
8828,174,Cleaning,3323.61,2025-10-18
8829,173,Water,3944.97,2025-04-06
8830,118,Internet,2658.02,2026-01-18
8831,69,Security,3463.29,2025-05-17
8832,98,Internet,4136.47,2025-05-01
8833,27,Repair,7218.14,2025-10-23
8834,95,Internet,5139.79,2025-11-01
8835,154,Electricity,9438.47,2025-12-17
8836,49,Internet,466.71,2025-05-11
8837,129,Security,5055.53,2025-03-06
8838,169,Internet,5863.04,2025-07-17
8839,78,Security,9205.96,2025-11-20
8840,157,Security,539.13,2025-08-28
8841,161,Electricity,5756.32,2025-07-17
8842,135,Security,8543.62,2026-02-10
8843,163,Electricity,2457.18,2026-02-11
8844,157,Water,8769.11,2025-04-05
8845,12,Cleaning,239.48,2026-02-13
8846,35,Cleaning,7337.92,2025-10-01
8847,195,Internet,9334.48,2025-04-20
8848,24,Repair,6589.12,2025-03-20
8849,198,Security,4418.34,2025-11-03
8850,135,Repair,496.57,2025-12-21
8851,142,Electricity,9205.13,2025-10-03
8852,147,Water,4729.45,2025-11-14
8853,136,Electricity,338.52,2025-04-21
8854,127,Repair,6913.72,2025-04-25
8855,105,Internet,4844.28,2025-06-14
8856,35,Security,1287.24,2025-03-25
8857,145,Cleaning,2182.0,2025-06-18
8858,12,Water,691.68,2025-08-17
8859,45,Electricity,5764.22,2025-06-08
8860,152,Electricity,6239.19,2025-08-27
8861,177,Internet,5082.14,2025-04-23
8862,120,Repair,8180.17,2026-02-02
8863,163,Cleaning,8617.04,2025-06-24
8864,176,Security,6175.46,2025-02-26
8865,191,Security,176.93,2025-08-19
8866,74,Internet,6967.54,2026-02-14
8867,33,Internet,4209.09,2025-08-25
8868,171,Electricity,5677.3,2025-08-08
8869,28,Electricity,6508.35,2025-09-05
8870,64,Cleaning,3534.85,2025-06-08
8871,88,Internet,9175.13,2025-11-09
8872,65,Water,1383.05,2025-04-22
8873,26,Cleaning,6731.54,2026-01-22
8874,16,Security,93.38,2025-02-28
8875,115,Internet,9250.28,2025-06-26
8876,20,Internet,1169.42,2025-09-29
8877,24,Repair,994.1,2026-01-18
8878,96,Repair,3363.43,2025-10-07
8879,165,Internet,3766.98,2025-09-13
8880,17,Repair,2182.29,2025-11-25
8881,164,Water,5871.96,2025-10-07
8882,80,Repair,4457.0,2025-02-26
8883,89,Cleaning,390.05,2025-12-04
8884,166,Internet,3230.54,2025-10-08
8885,128,Repair,8113.81,2025-08-05
8886,192,Electricity,6912.53,2026-01-24
8887,84,Security,7262.46,2025-08-01
8888,124,Repair,6996.26,2025-06-30
8889,3,Cleaning,3144.18,2025-06-14
8890,94,Internet,1041.66,2025-05-24
8891,27,Security,2761.05,2026-02-18
8892,84,Water,8326.26,2025-06-26
8893,48,Water,9805.68,2026-02-21
8894,70,Cleaning,4963.78,2025-09-17
8895,89,Repair,146.52,2026-01-04
8896,109,Water,1443.45,2026-02-21
8897,29,Cleaning,3254.7,2025-12-30
8898,14,Water,5806.92,2025-03-14
8899,19,Security,797.18,2025-04-26
8900,140,Water,9436.41,2025-12-17
8901,200,Internet,3682.58,2025-11-16
8902,135,Internet,9130.21,2026-01-03
8903,34,Repair,7816.19,2025-03-07
8904,28,Repair,7566.6,2025-10-10
8905,59,Electricity,6086.86,2025-04-30
8906,159,Water,6286.5,2025-06-20
8907,127,Water,6398.13,2025-08-08
8908,105,Water,6305.78,2026-01-23
8909,102,Water,5559.6,2025-11-15
8910,68,Water,9864.82,2025-03-20
8911,60,Repair,7336.29,2026-02-11
8912,101,Internet,7780.62,2025-03-04
8913,136,Repair,8731.01,2026-01-20
8914,103,Electricity,2195.62,2025-06-10
8915,15,Security,883.85,2025-07-10
8916,5,Security,4854.8,2025-07-28
8917,81,Cleaning,5165.1,2025-05-10
8918,153,Cleaning,8300.36,2025-05-15
8919,67,Repair,4465.65,2025-11-30
8920,43,Repair,5729.99,2025-06-12
8921,106,Cleaning,5294.36,2025-08-20
8922,11,Security,430.12,2025-09-21
8923,36,Water,6171.39,2026-01-23
8924,162,Cleaning,8289.03,2025-11-10
8925,20,Water,1617.13,2025-12-16
8926,140,Cleaning,5963.6,2025-06-11
8927,183,Repair,5956.42,2025-10-22
8928,184,Repair,1683.64,2025-09-01
8929,24,Cleaning,1278.46,2025-09-14
8930,51,Internet,9801.52,2025-05-15
8931,171,Repair,3967.51,2025-08-04
8932,194,Internet,2312.85,2025-06-18
8933,6,Security,1754.68,2026-02-23
8934,89,Electricity,6692.64,2025-12-21
8935,148,Water,6113.98,2025-05-24
8936,183,Cleaning,6453.34,2025-03-25
8937,108,Electricity,925.66,2025-03-17
8938,71,Cleaning,8940.67,2026-01-27
8939,118,Repair,3923.2,2025-03-13
8940,154,Security,3168.03,2025-08-18
8941,7,Repair,4650.5,2025-05-15
8942,186,Security,3931.16,2025-06-11
8943,11,Repair,8642.59,2025-08-08
8944,4,Internet,9296.15,2025-04-17
8945,13,Water,3069.36,2026-02-07
8946,113,Internet,8646.16,2025-11-01
8947,93,Electricity,7826.16,2025-05-31
8948,96,Electricity,9311.54,2025-04-24
8949,76,Repair,2495.22,2025-07-06
8950,59,Cleaning,5790.74,2025-11-07
8951,194,Water,2781.72,2025-04-08
8952,75,Repair,8249.74,2025-09-25
8953,61,Water,102.98,2025-11-12
8954,173,Cleaning,5669.95,2026-01-03
8955,2,Electricity,3425.07,2025-11-19
8956,38,Water,3260.7,2025-05-28
8957,142,Water,6466.82,2025-04-16
8958,173,Electricity,8522.27,2026-02-04
8959,62,Cleaning,6111.49,2025-10-29
8960,37,Repair,8539.07,2025-08-24
8961,79,Cleaning,2682.74,2025-04-29
8962,106,Water,5219.04,2025-08-25
8963,85,Internet,4532.84,2025-05-09
8964,154,Repair,165.87,2025-05-26
8965,16,Cleaning,5590.28,2025-10-15
8966,179,Water,6632.17,2026-02-05
8967,99,Repair,5939.55,2025-10-05
8968,191,Repair,7375.98,2025-10-31
8969,10,Repair,5734.83,2025-04-15
8970,32,Electricity,714.17,2025-07-13
8971,24,Security,1208.63,2025-06-20
8972,60,Security,5984.92,2025-12-23
8973,144,Internet,2786.04,2025-10-23
8974,87,Cleaning,842.47,2025-11-13
8975,166,Water,4324.55,2025-12-10
8976,177,Electricity,5565.51,2025-11-10
8977,134,Water,3321.02,2025-05-08
8978,161,Repair,7218.32,2025-12-05
8979,125,Cleaning,6455.52,2025-04-03
8980,70,Cleaning,3361.54,2025-12-30
8981,141,Electricity,7560.98,2025-08-06
8982,124,Electricity,6504.52,2025-12-29
8983,176,Internet,6392.58,2026-02-04
8984,5,Electricity,5556.61,2025-11-21
8985,73,Internet,163.33,2026-01-12
8986,22,Water,6980.25,2025-05-21
8987,50,Electricity,3791.62,2025-08-07
8988,15,Cleaning,9428.97,2025-04-26
8989,135,Cleaning,8188.95,2025-04-23
8990,192,Internet,5897.56,2025-05-06
8991,23,Security,2559.21,2025-12-19
8992,89,Cleaning,2076.99,2025-05-03
8993,42,Internet,3436.83,2025-07-21
8994,14,Repair,4791.85,2025-09-15
8995,65,Repair,2995.85,2026-01-25
8996,105,Internet,5173.55,2025-12-19
8997,180,Repair,1695.44,2025-03-05
8998,30,Internet,9778.24,2025-11-12
8999,28,Water,1123.85,2026-02-25
9000,100,Cleaning,9322.84,2026-02-05
9001,114,Water,9140.1,2025-09-07
9002,120,Electricity,5277.34,2025-03-02
9003,81,Repair,7262.86,2025-10-13
9004,163,Security,4388.68,2025-05-31
9005,4,Internet,6318.84,2026-01-13
9006,35,Repair,3438.73,2025-05-18
9007,111,Water,3046.53,2025-10-25
9008,113,Security,5803.39,2026-01-10
9009,73,Repair,5006.39,2025-10-29
9010,195,Water,5816.39,2025-03-04
9011,162,Electricity,2902.27,2025-05-07
9012,69,Internet,3701.23,2025-08-15
9013,190,Repair,884.78,2025-12-15
9014,3,Water,570.15,2026-01-22
9015,100,Cleaning,2571.9,2025-04-30
9016,49,Security,788.76,2025-07-12
9017,127,Electricity,1082.56,2025-12-16
9018,200,Internet,8138.64,2025-07-28
9019,171,Internet,436.79,2025-04-24
9020,45,Electricity,6606.48,2025-05-27
9021,199,Water,2761.95,2025-03-20
9022,88,Electricity,8721.88,2025-11-01
9023,184,Security,4875.67,2025-11-19
9024,46,Internet,3090.49,2025-12-10
9025,91,Electricity,5200.51,2025-05-06
9026,89,Security,3850.48,2025-04-27
9027,184,Cleaning,5664.8,2026-01-12
9028,191,Security,1189.6,2025-06-26
9029,108,Cleaning,9970.06,2025-05-23
9030,191,Water,4284.28,2025-07-09
9031,183,Security,3514.89,2025-08-08
9032,161,Repair,7116.59,2025-10-02
9033,76,Water,3670.8,2025-03-16
9034,89,Cleaning,8341.08,2025-12-20
9035,170,Security,4569.99,2025-08-08
9036,157,Repair,7209.61,2026-01-04
9037,187,Cleaning,1119.16,2025-10-09
9038,154,Water,8468.89,2025-10-09
9039,26,Security,7370.39,2025-10-12
9040,110,Cleaning,2156.58,2025-08-30
9041,65,Electricity,1495.6,2026-02-11
9042,190,Security,3197.11,2025-12-30
9043,23,Internet,9761.9,2025-07-08
9044,126,Cleaning,2605.47,2025-06-25
9045,159,Water,4588.47,2025-03-04
9046,19,Cleaning,348.7,2025-10-31
9047,62,Water,4002.41,2025-08-22
9048,96,Water,5734.63,2025-10-02
9049,183,Electricity,9533.59,2026-01-28
9050,131,Electricity,5191.52,2025-03-13
9051,76,Repair,8200.12,2025-08-13
9052,172,Electricity,5493.92,2025-09-12
9053,76,Security,455.81,2025-07-30
9054,82,Electricity,3184.33,2025-03-21
9055,56,Electricity,5776.72,2025-08-04
9056,185,Security,9508.41,2025-10-12
9057,153,Repair,8598.35,2025-07-02
9058,53,Internet,2322.14,2025-10-25
9059,69,Internet,2240.09,2025-12-02
9060,60,Cleaning,2051.67,2025-12-06
9061,36,Electricity,9228.86,2025-04-13
9062,21,Cleaning,8534.03,2025-03-03
9063,45,Security,7760.09,2025-08-03
9064,155,Repair,3957.71,2026-02-11
9065,72,Water,5068.59,2025-11-16
9066,164,Repair,4670.1,2025-08-04
9067,57,Electricity,2571.31,2025-09-15
9068,169,Water,5075.03,2025-07-13
9069,174,Electricity,353.44,2025-05-18
9070,76,Cleaning,1361.51,2025-10-16
9071,196,Water,8871.57,2026-02-10
9072,192,Electricity,7529.21,2025-11-25
9073,62,Electricity,4257.54,2025-08-27
9074,70,Cleaning,5195.65,2025-10-08
9075,175,Repair,3731.49,2025-09-16
9076,94,Security,7420.76,2025-06-06
9077,173,Cleaning,7852.66,2025-03-25
9078,143,Security,7644.69,2026-02-16
9079,116,Security,7239.99,2025-10-17
9080,134,Water,2084.82,2025-05-04
9081,98,Cleaning,3412.8,2025-09-29
9082,73,Cleaning,4724.96,2026-02-20
9083,67,Cleaning,3341.39,2025-07-16
9084,1,Water,7561.65,2025-04-08
9085,144,Repair,3327.07,2026-01-06
9086,123,Security,1425.41,2025-11-10
9087,161,Cleaning,4020.45,2025-09-12
9088,5,Electricity,9800.15,2025-12-22
9089,58,Electricity,2297.52,2025-10-18
9090,194,Security,6140.98,2025-09-28
9091,121,Cleaning,4358.08,2025-08-02
9092,56,Repair,756.69,2025-07-28
9093,42,Electricity,4904.37,2025-04-05
9094,165,Water,7036.54,2025-07-03
9095,86,Cleaning,5156.54,2025-02-27
9096,24,Repair,8727.46,2025-04-03
9097,25,Cleaning,2924.92,2025-07-07
9098,120,Internet,908.18,2025-05-26
9099,189,Cleaning,9368.83,2026-01-28
9100,145,Cleaning,3813.05,2026-02-13
9101,69,Internet,5785.24,2025-03-22
9102,1,Repair,7930.43,2025-04-14
9103,66,Repair,3276.92,2025-03-30
9104,34,Repair,7175.84,2025-04-04
9105,43,Security,1397.42,2025-09-18
9106,185,Water,2948.37,2025-07-25
9107,21,Cleaning,1489.87,2025-09-26
9108,66,Repair,8121.74,2025-06-24
9109,111,Electricity,2265.36,2025-09-18
9110,50,Water,7188.17,2025-12-07
9111,73,Repair,9435.82,2025-07-16
9112,135,Security,5301.33,2025-11-11
9113,85,Repair,5423.29,2026-01-25
9114,131,Internet,4637.28,2025-04-08
9115,3,Electricity,3292.61,2025-12-02
9116,54,Repair,4782.77,2025-03-12
9117,47,Internet,6047.93,2025-03-18
9118,156,Cleaning,9860.62,2025-12-29
9119,37,Electricity,9380.76,2026-01-16
9120,188,Water,8628.42,2025-09-30
9121,43,Cleaning,8896.85,2025-09-08
9122,82,Electricity,4705.1,2025-06-19
9123,68,Repair,6591.57,2025-07-11
9124,100,Security,8955.91,2025-05-22
9125,61,Cleaning,3959.86,2025-11-02
9126,181,Electricity,9619.54,2026-02-07
9127,190,Internet,4187.07,2025-04-05
9128,133,Security,6030.77,2025-09-26
9129,172,Electricity,7112.56,2025-02-28
9130,100,Electricity,9508.39,2025-04-06
9131,154,Repair,2483.93,2026-02-19
9132,92,Cleaning,7474.0,2025-10-28
9133,31,Security,5232.12,2025-09-29
9134,58,Repair,2722.14,2025-11-29
9135,62,Water,7777.24,2025-03-22
9136,162,Internet,5544.61,2025-09-02
9137,154,Electricity,6626.69,2025-04-28
9138,192,Cleaning,3262.87,2025-09-11
9139,62,Cleaning,4838.68,2025-06-21
9140,148,Cleaning,6192.67,2025-10-31
9141,123,Internet,4078.86,2026-02-07
9142,69,Electricity,2023.81,2026-01-10
9143,8,Internet,9618.32,2025-03-14
9144,62,Water,5139.1,2025-12-14
9145,18,Security,7352.51,2025-07-14
9146,13,Cleaning,4139.92,2025-09-28
9147,182,Electricity,3583.56,2026-01-18
9148,1,Cleaning,4101.28,2025-08-24
9149,187,Water,4121.51,2025-10-20
9150,111,Repair,5464.59,2025-06-08
9151,45,Electricity,5457.53,2025-10-14
9152,60,Electricity,4996.68,2025-09-22
9153,20,Electricity,1391.12,2026-01-24
9154,58,Cleaning,4985.95,2025-04-01
9155,193,Electricity,1732.58,2025-11-18
9156,119,Security,1305.05,2026-02-22
9157,139,Security,9329.82,2025-09-07
9158,157,Electricity,6069.25,2025-09-18
9159,85,Security,6611.93,2025-09-12
9160,103,Electricity,4047.85,2025-08-01
9161,16,Electricity,9094.36,2025-07-25
9162,52,Water,6397.41,2025-11-14
9163,66,Security,7703.24,2025-06-23
9164,165,Water,3717.2,2025-12-07
9165,193,Repair,9602.12,2026-01-08
9166,8,Internet,8213.59,2025-11-15
9167,4,Repair,8546.79,2025-03-15
9168,51,Cleaning,1763.33,2025-09-30
9169,165,Internet,2746.08,2025-08-09
9170,31,Security,2891.98,2026-01-25
9171,19,Internet,2745.55,2025-03-28
9172,159,Water,8561.31,2025-09-30
9173,14,Cleaning,367.25,2026-01-09
9174,165,Security,807.19,2025-11-07
9175,26,Repair,2775.45,2025-05-25
9176,34,Electricity,2038.74,2025-09-20
9177,196,Repair,2357.0,2025-10-22
9178,96,Water,7989.53,2026-02-02
9179,119,Electricity,5653.11,2025-09-05
9180,156,Water,107.42,2025-10-24
9181,144,Repair,4321.76,2025-11-29
9182,145,Water,4108.46,2025-09-02
9183,91,Cleaning,1183.76,2025-02-25
9184,6,Electricity,6777.61,2025-05-25
9185,115,Security,7035.87,2025-07-18
9186,59,Electricity,7222.89,2025-11-17
9187,20,Internet,7298.29,2026-01-28
9188,25,Internet,50.53,2026-02-08
9189,52,Internet,9541.51,2025-08-21
9190,24,Electricity,8151.38,2026-01-21
9191,17,Electricity,9044.62,2025-04-23
9192,112,Cleaning,205.65,2025-05-04
9193,10,Security,9341.9,2025-05-12
9194,112,Cleaning,8107.4,2025-06-10
9195,119,Security,8380.33,2025-09-02
9196,120,Internet,978.21,2026-01-31
9197,58,Cleaning,7400.84,2025-12-12
9198,161,Cleaning,9601.17,2026-02-02
9199,130,Water,6801.55,2025-12-18
9200,149,Internet,5727.09,2025-05-11
9201,171,Water,9459.02,2025-12-11
9202,56,Water,4457.22,2025-07-11
