store_id,product_id,quantity_on_hand,reorder_level
141,5732,141,20
47,586,107,22
172,1599,101,27
131,2014,175,45
122,5236,29,34
146,2799,180,11
138,5135,68,48
164,4661,46,35
124,1053,12,11
185,5203,17,20
3,4829,122,49
148,5446,195,40
146,4955,144,33
20,2266,36,47
74,4121,100,29
192,2496,1,32
22,1943,15,40
149,888,134,25
80,86,139,16
163,2235,186,32
100,4015,45,14
129,5564,37,11
124,3957,172,46
140,4479,31,28
13,1483,25,26
115,1123,68,24
159,1601,53,49
5,4250,41,47
128,4850,79,28
172,4108,156,15
51,3183,23,20
100,3311,34,34
173,2826,13,11
13,1627,194,12
163,1214,87,18
32,5101,37,14
200,4816,113,26
150,1986,36,12
134,3495,160,25
11,4123,142,13
71,3277,75,36
143,2892,145,16
68,2894,189,44
168,4523,69,44
107,897,55,39
104,5578,80,22
19,3506,182,30
101,1813,121,22
114,5771,77,16
190,3114,3,49
62,2355,173,13
166,4081,102,49
30,2465,108,21
32,5241,59,26
83,760,144,43
116,3238,78,11
153,4407,169,11
101,4685,93,26
109,5131,3,27
87,929,82,35
12,3748,81,49
9,1905,170,40
125,1910,167,32
165,4955,95,24
17,4910,60,12
163,3560,168,35
105,1810,21,10
121,4641,57,28
60,2094,139,26
4,5078,114,45
196,4624,39,23
131,4335,20,25
137,5792,90,48
11,2280,154,19
61,5578,77,33
93,5669,34,17
112,5344,187,15
98,5534,32,42
21,1989,72,18
25,1394,93,12
62,5093,128,48
84,5350,55,29
24,30,130,46
197,785,153,38
169,236,20,28
185,2637,20,42
66,4471,101,31
9,2603,158,38
126,5390,101,13
96,4214,96,36
58,3944,46,33
38,3629,43,26
148,4893,181,26
47,5852,179,11
79,3258,20,11
28,551,36,35
188,1564,169,45
22,5387,199,24
113,3908,142,24
24,902,109,46
73,2853,96,10
61,1779,186,25
2,5471,51,36
89,1883,24,21
183,5718,78,21
4,3721,26,45
58,4285,194,20
127,3205,119,40
13,4596,56,24
155,5458,91,36
30,5634,180,16
110,2923,36,45
103,4113,190,16
122,5561,40,26
62,2349,111,36
193,2115,193,27
11,791,20,19
87,1980,0,35
177,1173,87,34
17,1379,142,35
143,1539,66,11
155,4806,28,42
138,1615,118,16
156,811,79,18
130,1125,55,15
35,4510,49,29
143,969,185,27
187,4413,119,27
161,500,69,49
55,1373,125,49
75,5004,195,14
52,2492,139,10
19,999,68,25
188,1123,194,24
10,2476,56,29
200,3964,34,41
66,3969,105,40
184,4202,59,21
7,4143,188,24
90,679,176,22
168,3337,78,48
147,5095,181,26
198,4250,30,30
119,2513,188,48
128,270,186,36
11,1469,80,29
52,5194,147,21
100,781,58,35
140,183,43,41
190,4891,168,49
73,5600,152,38
151,3564,143,22
40,798,186,21
198,5035,185,49
64,4317,192,47
147,3846,60,41
18,3050,68,46
155,115,139,31
97,2931,97,43
93,2213,35,43
44,3980,32,24
58,5376,3,14
62,2284,194,16
178,1383,29,21
91,2535,146,10
53,169,51,28
103,2498,135,28
61,5014,48,24
50,2800,64,37
54,2096,36,28
42,2170,123,40
187,2326,166,30
8,6035,125,25
142,4494,12,17
13,1223,144,43
79,3630,102,49
102,2369,161,41
172,669,84,22
43,4836,130,38
146,4827,185,45
164,5405,102,48
159,5220,85,45
132,3957,116,25
77,2750,68,14
39,2956,0,18
94,4176,62,11
183,4235,28,14
19,2345,156,27
196,3579,71,45
65,2145,1,16
40,899,167,11
96,57,55,16
76,4030,173,13
117,2262,120,31
113,4267,124,41
30,1896,110,14
156,1567,68,18
177,4063,45,29
93,409,99,21
169,2239,11,11
86,5070,149,15
109,2919,162,12
49,5537,125,42
157,4234,164,24
129,28,53,49
31,109,76,40
27,5110,60,25
35,1298,51,43
8,2328,53,31
40,892,6,22
186,4653,121,33
200,1532,114,41
134,3952,63,16
143,2962,107,29
165,2124,4,49
198,1912,59,48
54,5755,177,23
157,69,103,31
186,2775,135,49
89,4367,42,17
91,73,116,36
106,55,164,34
19,4381,91,39
92,847,40,48
34,5414,162,36
58,5118,108,23
199,932,106,44
141,4140,114,12
4,5654,193,30
139,4851,177,28
178,1203,96,49
21,3811,36,42
60,5863,132,13
149,4435,100,14
171,337,165,47
45,2070,117,26
42,1958,41,41
154,1167,11,22
159,3810,96,23
177,5707,96,25
127,5834,120,37
196,68,64,43
3,5089,56,15
39,2780,193,10
48,4338,62,42
149,4710,98,41
18,4192,128,23
106,2562,126,14
163,1700,50,36
32,3545,93,46
122,2067,127,15
183,2195,151,19
139,3606,105,23
103,4538,165,48
186,5872,72,27
94,2659,126,24
166,723,63,42
46,3585,56,22
126,2894,196,49
125,5369,44,48
148,2997,163,24
104,2895,7,37
26,1137,194,35
139,4495,129,15
194,1099,151,42
94,374,151,32
37,3129,31,25
134,1559,125,30
182,4542,18,11
175,5667,176,32
114,4161,155,38
47,3952,172,28
154,4723,0,19
25,2103,177,28
164,6023,182,43
21,5282,159,15
43,4389,140,11
23,2039,128,43
65,3372,184,15
187,4648,121,48
61,3520,134,13
74,5580,13,13
89,5357,180,38
86,1612,44,33
200,2240,162,34
105,2749,31,26
64,2082,20,28
117,6020,29,47
176,2084,39,37
39,3439,87,22
140,547,22,32
48,4685,47,21
136,326,114,31
51,3962,147,13
101,2211,132,32
128,2530,64,43
108,5101,63,42
85,3793,187,46
68,3411,46,25
114,4209,47,22
71,1214,117,15
98,5860,182,42
109,440,187,28
164,1452,46,27
101,2614,153,39
30,2598,18,11
90,455,94,32
140,2423,7,13
75,1907,132,33
29,438,8,16
3,243,111,34
62,4488,137,28
11,3873,41,43
73,2925,112,40
118,589,183,30
187,3030,35,17
72,5526,105,32
72,3202,192,21
42,3618,115,25
134,5717,123,17
55,2262,194,15
6,3551,184,47
21,4365,159,22
172,625,79,40
117,3951,63,41
176,5355,135,25
87,4792,164,20
125,883,129,34
173,4920,68,37
131,5256,4,37
187,4008,123,44
12,4483,118,28
84,1383,128,38
19,2648,189,13
23,532,39,12
124,2411,80,47
133,1714,100,12
51,2321,135,21
147,1889,49,48
12,4927,137,27
92,4959,63,11
185,3527,157,26
165,4496,169,43
34,1424,133,13
80,3280,45,22
63,1989,16,19
117,3462,13,15
132,5581,104,30
182,1490,184,23
111,3939,105,45
54,1296,80,16
6,3793,194,41
135,4177,120,42
34,1252,136,35
68,1499,161,17
143,1897,41,24
13,5155,78,40
37,4049,164,47
166,3936,63,27
159,1196,170,11
194,2503,58,15
110,2439,124,30
60,2799,197,38
13,3785,58,17
149,4920,15,23
95,5932,120,22
172,5373,45,14
28,1330,151,43
129,5244,185,14
138,5393,114,23
8,143,126,25
191,4621,185,28
67,4312,107,18
120,15,91,47
67,811,83,40
155,1529,61,47
35,5310,43,36
125,5234,168,40
44,2892,183,33
98,3387,102,39
136,4644,40,27
127,874,10,39
85,4942,23,24
174,2540,9,31
43,1999,174,32
46,520,196,43
40,2632,108,41
56,5068,6,30
155,2140,128,16
148,4934,187,42
57,293,121,17
12,831,133,15
23,787,44,42
117,476,94,19
108,4437,13,13
172,2618,15,39
39,4208,33,46
42,1371,46,34
48,1965,120,33
91,408,79,32
88,5105,5,40
67,3566,72,13
35,3507,81,13
97,5539,179,29
37,695,154,15
16,632,114,24
176,1865,100,40
18,3522,30,31
146,1368,35,47
142,3897,45,39
127,323,141,16
76,2141,152,37
42,788,41,27
2,3873,132,17
53,1464,4,25
60,1600,184,28
35,5168,172,17
192,28,114,23
161,1563,189,36
41,722,43,45
191,504,53,12
89,3577,52,27
4,1678,84,13
21,1028,31,49
112,2540,123,20
132,2252,1,40
95,992,97,16
56,4740,82,31
4,4072,134,26
132,1003,112,32
3,4053,0,45
55,2857,164,25
197,1080,120,33
83,52,67,25
102,4363,33,19
32,5478,102,24
124,4146,147,44
58,894,9,36
195,77,168,15
162,4412,157,13
191,1209,58,49
10,2992,56,21
32,2289,172,34
5,4677,31,18
157,4661,93,23
135,1132,30,47
143,1583,198,24
2,3763,185,15
10,1981,114,43
139,2191,140,46
53,792,45,44
56,650,147,39
40,5354,0,28
186,174,171,29
76,4576,170,11
196,5994,144,27
92,2578,59,29
114,1414,122,32
155,2781,164,24
131,1789,70,27
167,5401,27,37
22,4294,55,26
189,2482,149,39
166,1570,192,41
16,5432,73,45
69,636,163,25
128,6029,142,31
86,2370,176,34
17,3229,109,43
189,4039,139,21
75,1691,172,27
172,2968,196,33
44,1657,176,31
41,3990,50,31
104,2527,101,30
183,1881,136,35
3,1987,181,15
91,82,7,16
109,4577,146,10
13,4455,80,40
179,4959,16,35
182,46,29,20
146,758,197,29
40,2187,151,12
97,1492,140,36
120,1812,63,37
138,2558,36,21
169,5409,79,34
44,1303,104,39
93,1983,118,45
136,2876,34,48
164,1951,27,36
184,368,137,12
142,841,169,28
29,3018,167,29
135,3769,58,27
170,4530,128,20
30,170,108,48
47,2712,110,10
162,5796,142,17
120,4294,173,32
190,4916,116,21
144,2194,76,25
74,4198,31,14
29,3362,133,26
121,1391,66,48
15,4202,5,10
56,176,131,22
170,3311,62,48
148,5359,129,19
64,5622,108,46
117,4887,150,15
93,1047,13,47
2,4174,6,46
110,53,131,37
32,5022,5,15
111,1379,144,47
54,1039,11,28
42,5267,170,40
158,4015,62,23
9,2147,40,14
19,412,178,33
134,3007,3,34
200,819,53,10
98,4556,142,17
186,307,109,21
1,2491,86,19
6,2746,146,42
99,1707,182,25
157,5276,15,37
194,4011,145,16
74,4306,99,45
31,2997,41,49
72,797,11,42
169,1968,35,39
128,568,49,41
39,5311,99,20
125,5851,73,30
156,2243,42,19
31,1580,117,35
13,2497,5,41
71,3239,149,39
51,3661,26,39
65,2895,36,48
45,285,198,41
113,4250,133,30
53,2071,132,28
185,2014,111,20
26,169,28,34
110,816,57,18
144,5852,172,29
12,5872,102,35
16,1916,194,41
182,311,168,15
91,4985,70,28
52,5836,191,49
83,4503,196,46
199,779,0,22
76,2856,91,44
110,933,25,48
152,4361,39,16
114,3928,62,14
58,1264,53,40
167,1430,60,11
197,600,86,12
1,5280,101,42
199,146,32,41
90,3094,95,33
88,5541,100,14
189,502,14,13
48,3870,128,10
62,1569,97,36
132,2429,51,19
69,2882,113,43
52,2313,9,31
107,1366,173,32
46,5693,8,33
145,513,158,44
85,5173,191,13
30,2400,149,24
177,4782,118,35
179,2122,141,46
33,1263,196,37
109,772,180,48
58,1657,148,45
106,556,196,47
93,1509,90,10
167,2579,79,47
199,3137,166,29
37,3865,94,48
199,19,9,35
15,384,96,28
189,4443,174,22
10,5036,17,22
20,4947,59,26
122,3100,194,18
137,5558,129,19
198,1333,129,28
20,4527,93,17
64,1353,50,31
85,4718,176,11
120,242,54,19
135,1202,44,26
102,5057,192,32
64,5584,181,37
48,347,43,10
47,897,44,40
192,3510,136,20
67,1223,33,49
173,5657,159,41
17,2529,179,29
179,5060,12,16
171,3100,197,24
194,2215,116,20
106,1431,58,12
126,349,153,30
141,5179,2,22
76,3266,137,19
27,3330,92,46
47,4022,81,16
115,1916,5,30
40,1434,165,41
160,501,30,24
100,4647,89,44
102,5367,199,10
80,181,37,42
74,2950,34,46
124,5925,10,29
37,3193,185,20
143,2421,25,36
75,3807,25,13
9,1736,34,43
82,175,143,34
55,1620,174,49
137,3705,131,38
64,4143,68,30
41,1740,81,25
15,4448,91,41
36,3126,57,22
164,1584,172,34
65,3886,90,35
156,5539,195,10
33,4152,182,34
65,5002,151,46
182,3656,197,42
123,303,168,20
127,3534,87,12
176,1999,74,48
91,4880,183,11
197,6005,148,37
74,1714,42,39
156,5078,147,38
16,2466,6,18
107,5212,120,38
26,4141,89,29
178,148,35,12
54,5255,52,27
92,3320,102,14
141,3775,175,34
193,3049,106,38
35,1359,65,25
29,4052,161,40
159,1101,120,49
12,4825,37,45
69,3619,99,35
32,1551,70,34
10,5561,43,44
133,3398,57,24
27,2068,26,15
21,2738,17,26
16,4312,44,26
29,1759,105,10
102,1313,135,41
125,3919,114,39
71,652,189,44
83,3459,160,38
14,4808,108,20
41,1223,120,34
112,1101,33,21
74,976,48,31
169,6001,72,11
172,6019,50,38
73,706,196,17
16,4733,41,17
126,2358,143,35
24,2632,116,41
21,127,130,31
187,1821,189,47
119,98,17,39
167,1041,96,20
116,5647,6,33
71,1138,142,25
135,2282,94,23
156,5305,31,46
179,4118,131,44
163,1064,36,28
186,67,35,49
10,3522,135,23
166,3176,191,12
62,4810,182,38
98,3923,2,46
88,4735,28,26
120,3750,165,22
116,2523,118,41
41,1479,147,34
47,99,195,33
2,2080,46,41
170,1398,84,24
4,3528,193,41
150,2058,52,30
11,1894,37,20
112,3027,99,18
11,3216,175,12
109,4941,187,28
14,3911,45,28
91,2946,80,16
87,1956,44,23
73,3171,133,41
59,1507,45,45
146,300,27,44
24,2944,105,40
27,1490,9,43
35,135,124,46
196,1293,18,42
22,1033,86,37
11,2249,18,24
124,836,93,20
124,1669,111,48
199,360,20,16
105,2634,196,11
186,3710,34,17
98,509,162,36
76,3264,149,18
132,2194,11,25
194,1714,189,18
65,4210,40,19
146,3371,181,15
59,300,34,23
23,4754,193,13
98,5341,95,15
4,5126,51,42
181,704,173,48
109,1234,190,16
40,3363,53,10
106,905,150,38
168,3519,191,40
179,1247,80,31
137,2523,184,38
151,2758,22,41
141,1773,67,17
1,763,90,42
76,5642,180,43
138,5286,159,46
155,4625,142,16
147,2885,167,20
104,3486,103,30
22,2112,18,21
89,4373,164,12
11,217,192,12
75,5594,134,24
90,4492,198,23
128,5442,151,42
157,1336,142,18
158,1616,162,13
139,3517,175,11
57,1346,64,12
65,4447,135,11
6,1300,100,31
77,4098,157,29
91,5606,179,29
35,3173,149,36
128,3686,22,46
117,5882,65,16
59,3368,132,42
128,5260,170,18
14,5832,28,22
171,600,199,45
174,70,192,37
119,1277,81,26
150,2047,82,43
188,301,113,27
85,481,45,13
130,2771,4,33
120,1421,74,30
69,933,25,43
143,3898,130,22
50,2801,183,32
184,1041,171,40
191,2075,77,21
163,3090,131,47
88,5397,88,45
26,3854,180,16
105,1160,37,28
125,4028,3,47
86,1407,103,27
27,2011,27,14
19,5361,23,12
37,4041,184,42
36,1401,89,10
168,1252,21,10
63,1319,6,33
39,256,137,23
128,4338,58,19
107,2316,56,36
140,5853,92,38
172,4678,55,44
80,2776,155,20
176,4735,19,32
79,2669,119,21
161,3491,187,42
32,5849,147,10
150,3626,124,27
120,5504,192,14
6,2964,70,23
158,1211,49,46
105,3760,160,22
122,3587,181,45
145,2501,82,44
2,1680,110,49
111,2747,92,11
12,5397,40,29
109,2912,157,37
140,5903,167,31
51,1767,124,31
48,724,65,46
167,3622,110,32
105,4906,185,26
70,5163,97,20
105,2004,161,31
90,4005,34,27
1,4415,174,37
144,5631,155,47
46,2363,55,13
63,878,140,20
59,5099,124,46
47,2011,47,38
16,5119,14,13
46,4272,17,18
80,4575,14,32
50,1231,36,17
49,3437,74,49
154,5403,155,47
161,4379,96,27
107,5878,114,17
20,437,21,43
119,2396,165,47
77,2970,164,15
72,4391,26,22
169,5914,64,18
126,2555,0,30
11,4558,146,43
55,1648,105,45
47,4491,183,41
127,3327,6,43
78,1917,29,19
104,904,130,25
50,627,114,36
97,5298,46,38
117,3585,180,11
105,1473,35,13
23,5734,115,31
61,5512,26,19
7,929,44,14
15,3065,31,17
79,952,61,49
9,2195,100,10
165,4700,101,18
59,2399,159,44
156,661,54,18
108,790,51,28
134,631,173,22
138,5142,32,42
15,4787,88,45
118,1544,32,27
88,324,116,40
4,3975,104,28
114,229,64,41
58,1360,61,14
143,1341,25,24
165,4959,104,12
2,3018,9,47
175,4597,151,41
104,5747,154,10
156,1734,195,38
69,1407,198,16
71,2416,80,43
68,1252,46,16
147,927,130,39
8,2966,140,12
31,3506,158,14
14,594,19,29
29,5377,176,30
137,1322,156,14
101,4270,136,47
70,5185,18,16
188,5855,82,26
92,4346,139,30
45,2075,74,46
74,590,20,31
54,2993,92,37
45,59,155,31
3,5890,116,14
76,3603,130,12
36,3785,137,34
139,1141,119,27
134,5280,166,26
117,2226,178,28
41,2627,123,19
72,4253,179,27
169,1523,178,11
190,824,191,12
107,1939,109,20
137,3615,55,29
84,2689,161,26
104,2614,24,10
41,614,114,21
155,1560,177,43
181,2968,19,44
4,3595,8,10
10,227,104,28
49,2719,177,36
147,4061,129,32
74,3758,49,24
178,2808,97,32
48,5242,132,18
124,1462,180,19
151,1549,61,46
100,3905,193,42
137,2641,6,49
194,5530,43,49
19,2334,182,31
200,3516,77,32
126,142,176,49
179,2519,106,40
11,2237,174,28
3,5029,97,24
189,863,59,47
145,25,73,22
115,3572,8,36
73,3883,115,12
30,3405,91,43
80,864,167,37
8,2899,144,20
169,383,84,31
154,3501,149,33
5,5710,167,13
69,5863,132,48
152,5164,61,30
78,726,188,20
125,3866,53,19
69,4168,177,38
164,1714,159,34
145,6018,145,49
198,4106,20,46
71,1913,192,16
174,5348,189,26
79,546,15,18
70,4422,85,49
32,5277,154,42
60,3631,153,31
127,4071,179,29
170,2276,100,12
40,1938,151,19
27,4422,174,27
104,5457,152,12
5,1503,65,39
189,2382,81,25
127,3817,1,17
189,1406,85,18
52,3410,186,49
75,2452,125,25
89,3403,61,15
66,894,198,24
135,3499,18,17
166,28,191,21
179,391,36,47
127,4392,62,27
114,3268,111,28
1,4508,179,16
177,381,109,17
200,2430,100,24
20,775,18,16
99,3840,173,31
42,1229,150,28
144,1323,197,37
33,4935,181,39
89,571,162,24
83,3054,75,48
16,3237,162,18
144,5726,117,19
176,5227,93,31
89,1784,141,33
55,4397,1,29
151,2335,39,33
189,1753,93,40
96,942,4,21
88,4664,15,25
125,3765,75,13
26,5455,193,40
139,5492,31,38
20,2606,126,49
44,1161,58,32
18,4407,39,47
100,5928,87,35
4,1841,124,44
90,4635,54,30
142,2,106,23
90,4495,148,40
141,4283,88,29
90,754,113,44
41,4740,177,15
91,750,120,32
185,4031,43,16
22,5065,56,46
138,3326,138,10
197,5487,90,14
196,1555,99,14
50,4639,27,38
100,4694,192,11
16,2358,106,16
139,2572,80,24
103,1391,15,39
196,54,11,14
67,5923,12,41
20,1358,142,28
193,3293,173,16
138,3520,194,27
195,3133,172,29
55,1516,158,35
160,288,100,35
45,6024,191,32
187,2980,24,41
102,228,52,28
31,4361,27,26
123,1265,141,32
88,1529,120,14
180,2743,13,10
138,2538,77,15
6,3017,147,42
129,1075,52,21
111,2552,11,26
174,2645,81,38
108,3832,147,24
74,4127,75,46
158,4814,66,30
117,4697,22,23
79,1026,42,49
191,2659,22,44
88,5813,37,23
74,2123,22,41
129,4773,65,23
126,5041,115,21
20,5899,136,43
29,1808,11,42
162,2119,196,22
194,4451,84,36
194,5436,192,28
130,4614,13,36
200,2083,196,22
54,660,79,23
89,1853,111,10
18,420,16,25
30,4747,143,24
8,1359,80,41
170,5651,75,33
157,5924,112,16
51,3471,47,27
83,2950,106,28
120,2547,71,14
101,942,142,31
152,1164,102,30
138,5162,190,27
144,4621,183,13
121,2475,79,36
50,565,34,12
41,2292,196,45
54,5886,159,48
44,1814,49,14
60,2468,79,20
69,223,107,43
79,1926,145,26
23,458,191,31
94,3334,170,23
71,5499,70,26
20,47,159,45
3,326,147,33
3,3370,154,10
159,4336,85,18
7,5174,87,36
129,975,128,48
155,1827,172,18
193,6029,20,40
70,3682,35,17
108,815,137,43
3,962,170,41
187,5034,194,45
2,5287,134,15
175,2718,198,30
96,3467,34,31
20,860,114,10
27,612,102,40
84,3158,64,14
19,4411,33,45
183,4049,14,31
63,4642,67,31
133,1719,7,26
119,1334,84,32
148,1035,157,47
112,5463,90,39
189,5961,141,44
190,2754,191,29
74,2483,167,34
191,5814,16,31
150,3489,80,13
38,2386,2,41
92,1245,76,29
140,3500,47,19
103,3731,15,49
61,2760,127,21
99,2603,31,34
48,4972,146,28
145,1431,94,40
52,3321,187,22
46,5710,107,19
56,2948,33,22
29,1551,95,31
73,841,181,31
179,1957,101,21
127,1721,26,36
154,2378,33,35
75,4313,160,32
187,5927,153,32
8,5883,138,36
25,2254,83,11
149,4553,36,22
4,1588,174,29
36,4992,159,11
171,2477,149,31
83,1671,38,22
154,650,0,12
36,4891,12,43
75,2762,190,11
93,5843,111,47
172,4051,64,33
50,5738,192,17
9,2045,55,11
175,5162,142,34
113,562,26,48
169,2742,169,32
13,2473,85,35
186,4535,40,47
194,3484,34,29
81,485,99,49
186,834,4,15
102,2165,193,41
66,5327,147,41
161,2093,18,46
197,601,11,46
78,4090,135,26
27,118,154,29
50,4820,59,47
59,1686,82,33
100,1588,197,20
78,1027,14,29
155,5570,192,30
187,1723,150,12
184,4875,28,33
123,5453,58,13
72,5269,31,47
162,231,124,15
49,5479,159,24
145,5106,105,32
122,4770,69,42
116,254,48,33
70,1339,90,11
1,4154,146,39
166,5082,110,48
26,5805,48,36
197,3504,53,38
196,3485,47,43
25,3577,127,33
116,84,126,17
58,331,187,47
173,887,94,10
22,2602,196,41
176,3720,23,11
13,2678,30,13
97,4452,31,20
153,554,90,13
10,5584,108,29
18,480,138,49
55,2817,184,21
155,17,166,14
56,4576,102,40
56,2508,80,36
49,242,61,32
154,3982,145,39
113,5457,81,32
116,3288,121,24
2,5723,14,16
74,2104,91,37
188,917,34,43
84,3987,175,24
38,360,193,26
131,263,180,37
123,2045,199,37
108,4549,191,47
53,59,44,12
172,5062,48,37
127,1934,114,32
23,603,163,13
28,4353,32,12
91,313,52,39
160,1046,169,21
20,2708,7,42
3,3538,95,33
3,109,6,37
23,3673,160,15
73,5221,21,40
33,3264,99,25
164,1270,72,22
64,1138,51,49
140,2564,153,24
190,97,71,30
26,5276,97,13
37,4232,155,43
114,1391,20,49
176,3014,77,16
74,4936,99,40
44,2884,109,17
139,1671,125,10
24,5167,9,19
92,3861,99,36
94,795,31,20
19,2002,198,40
198,2248,152,41
49,2127,156,40
119,4719,68,38
109,1616,150,38
57,789,99,26
95,5017,43,34
122,2141,27,35
11,992,143,35
191,3617,75,37
81,3053,166,12
145,1542,180,20
114,3609,197,47
15,4554,6,49
198,3648,132,10
190,213,75,31
160,1319,157,23
168,4902,151,42
139,57,184,37
122,4929,116,11
13,109,179,33
81,2538,54,47
28,4379,69,29
156,3921,38,33
176,3029,87,10
183,4157,172,44
16,4024,50,10
36,302,82,12
168,3531,136,19
148,1572,58,11
91,4814,63,16
2,4095,82,28
2,1672,84,18
128,4323,118,23
101,3172,41,22
69,779,81,30
70,2885,49,35
50,105,104,19
96,3061,9,27
152,1095,50,15
137,5286,43,23
122,5211,132,27
168,587,138,37
168,2022,38,33
130,4927,109,40
73,5531,164,28
134,1896,22,23
147,4557,187,46
97,5920,64,27
121,4115,99,39
19,5155,14,35
161,3584,160,42
117,1221,159,25
61,1205,29,11
30,949,195,12
117,1080,107,48
190,2534,28,32
141,3727,61,49
146,5245,152,33
130,5310,148,41
3,4604,189,31
134,193,73,28
156,2391,107,49
77,4573,176,22
84,1819,137,11
160,5126,30,46
127,6032,60,24
60,4631,78,33
159,3826,8,39
61,1957,183,32
9,2033,40,16
67,3952,116,30
182,2344,179,40
68,5186,12,42
17,3927,63,17
59,3942,179,17
159,2285,155,41
189,957,53,10
96,858,58,39
40,5718,36,47
131,828,157,34
178,2445,43,12
129,4421,125,40
8,36,13,43
62,1823,164,48
192,4882,198,24
169,5340,150,33
17,233,123,13
200,5744,81,47
2,3801,156,42
175,19,37,12
177,2906,89,49
93,2163,52,48
15,3596,38,12
125,941,152,15
94,2084,116,47
178,3873,141,25
174,2434,143,14
2,723,7,12
124,621,145,47
157,5811,71,49
122,4158,47,39
157,3522,183,16
80,3484,148,12
115,1887,49,45
95,3688,133,24
189,5510,122,30
97,4779,52,12
122,592,45,14
66,2065,80,11
44,4816,12,23
4,4763,85,38
39,480,182,48
188,1231,22,41
49,1287,3,16
5,3145,23,32
194,100,17,44
45,3934,67,21
60,5170,196,16
8,1544,150,16
50,5819,74,14
36,2406,78,24
70,4612,116,38
169,1043,166,34
10,1676,21,32
36,1955,171,16
68,3005,12,29
103,5516,171,38
76,3817,72,21
111,5804,72,32
17,3292,146,15
21,2718,139,23
97,5513,98,37
54,2144,83,15
141,3998,64,36
128,398,41,34
176,3190,54,20
45,3756,127,24
137,3204,105,10
55,2210,199,36
50,3521,107,46
20,577,49,26
108,5137,146,45
168,2355,62,12
1,3319,147,14
86,191,74,17
192,4012,195,29
35,2165,85,16
124,2290,99,37
126,2954,139,45
193,2369,77,44
53,4463,14,12
189,1530,122,31
5,2451,81,17
197,3217,43,37
107,929,181,34
89,4059,187,18
188,1780,123,47
90,587,61,49
147,5626,170,12
57,2423,150,37
8,5298,113,48
146,4197,174,41
105,3885,32,48
139,717,23,19
190,2186,122,13
158,3195,170,28
127,4234,140,37
5,950,6,27
77,2958,77,43
56,3203,55,26
36,2374,50,32
113,795,43,16
155,904,88,27
32,5275,78,40
142,4076,167,24
169,3385,4,30
118,3361,81,13
66,5488,140,13
4,4396,47,13
11,2869,25,31
106,2832,70,22
48,5273,3,28
165,594,45,31
141,2731,62,18
42,2558,160,19
155,5302,26,12
66,2384,159,13
47,4113,192,20
76,852,99,34
12,4386,77,38
195,1474,36,45
26,2779,192,37
155,5054,184,26
109,2374,91,33
163,4918,140,12
13,1059,66,45
127,1653,156,20
56,3110,50,46
197,2408,195,13
171,1564,166,11
118,2747,15,12
83,1205,88,27
84,1095,27,40
59,3139,162,46
12,3345,159,23
157,384,146,24
5,5767,20,26
177,4752,136,30
192,4267,99,47
115,1782,72,28
43,449,66,29
66,5638,116,48
134,3753,134,46
99,5877,146,17
15,1047,47,27
146,2530,10,43
49,412,102,12
175,5877,139,16
2,4366,87,30
133,5380,147,27
37,2308,111,16
6,2074,112,47
42,5667,0,39
51,383,124,46
16,1799,96,47
67,3176,109,42
81,421,88,38
30,2827,10,46
27,3357,147,36
88,2198,10,28
170,1741,15,22
64,4478,63,31
39,1137,142,13
135,5803,177,33
73,3325,187,47
144,692,198,42
56,1262,142,39
11,4503,40,35
137,4844,176,28
1,1598,135,46
44,5455,29,11
35,2216,188,17
84,5979,53,48
179,5371,157,18
8,1342,108,35
71,2266,9,48
37,1966,10,11
101,2471,18,23
133,5900,32,17
21,4462,92,33
23,5809,119,48
185,1179,189,33
71,1363,123,32
65,262,156,46
153,5800,180,30
147,4700,135,38
2,754,167,28
140,4321,168,47
170,934,71,40
25,3517,137,39
124,2134,102,21
176,1225,131,35
82,4947,155,16
126,1039,153,43
159,3415,191,37
186,1314,72,26
61,1499,160,12
44,8,117,48
9,411,66,20
149,1156,126,28
182,882,127,19
103,3319,91,39
199,43,165,16
141,5517,188,42
141,830,142,36
52,3175,122,18
28,5316,196,41
101,5478,104,16
89,2273,70,46
174,2268,165,30
176,1947,24,24
109,92,171,37
104,1938,101,42
168,656,11,10
54,2037,29,35
155,2327,172,17
79,2799,131,29
131,2513,60,28
59,2336,41,47
119,5722,15,38
120,2200,53,49
18,4721,184,45
152,2446,63,40
61,4111,68,28
125,2151,183,45
118,1148,175,13
185,2594,43,33
44,2450,14,18
175,1692,78,20
200,5268,59,26
112,2719,33,35
165,3464,28,44
37,1106,81,37
73,2810,15,33
173,4399,192,11
158,517,155,44
143,3025,88,13
116,4205,113,39
125,2601,62,29
155,534,81,14
47,536,84,33
47,2964,54,34
159,4197,19,40
15,2538,3,33
182,2154,112,12
197,1605,20,24
42,4836,120,25
119,2979,95,41
62,535,153,20
12,3592,56,28
9,3635,197,28
125,1936,0,31
90,4752,145,17
37,4396,116,13
137,4719,42,37
197,3181,157,10
183,2682,193,25
46,5442,21,19
199,2478,21,16
169,3559,80,37
95,2768,148,23
101,4803,58,40
7,244,23,26
133,2099,182,19
125,1540,72,27
165,609,81,36
60,5242,168,18
36,439,159,38
1,528,192,32
129,4105,189,28
188,4342,100,17
41,384,194,13
193,3679,138,35
136,1328,173,42
41,4389,176,12
175,3740,167,39
123,1937,105,32
