ticket_id,customer_id,agent_id,category,priority,status,created_date,resolved_date,subject
4676,28822,2843,Product Defect,Medium,Resolved,2024-12-30,2025-01-02 16:00:00,Product Defect - Eveniet soluta exercitationem itaque.
4677,27015,1314,Product Defect,High,Closed,2024-02-25,2024-03-01 20:00:00,Product Defect - Animi facere voluptatibus sunt.
4678,35174,2203,Payment Failure,Low,Open,2024-08-05,2024-08-10 17:00:00,Payment Failure - Alias laborum.
4679,2257,2637,Order Status,Low,Resolved,2025-12-14,2025-12-17 06:00:00,Order Status - Blanditiis tempore iusto aliquid.
4680,47737,1612,Order Status,High,Closed,2025-01-31,,Order Status - Earum excepturi harum nam necessitatibus.
4681,5002,108,Product Defect,Medium,Resolved,2024-02-18,,Product Defect - Voluptas voluptatem dignissimos sint.
4682,13645,1923,Return Request,High,In Progress,2025-10-02,2025-10-07 10:00:00,Return Request - Porro vitae eius.
4683,49341,2233,Product Defect,Medium,Open,2024-09-07,,Product Defect - Tenetur eligendi cum.
4684,32530,2083,Return Request,High,In Progress,2026-02-23,2026-03-01 02:00:00,Return Request - Illo suscipit culpa.
4685,24164,401,Login Issue,Critical,Resolved,2026-02-14,2026-02-19 02:00:00,Login Issue - Earum ad.
4686,5656,2089,Product Defect,High,In Progress,2024-02-03,2024-02-05 19:00:00,Product Defect - Explicabo neque autem.
4687,31394,2665,Account Update,High,Resolved,2026-02-03,2026-02-09 07:00:00,Account Update - Ad earum repellendus saepe.
4688,26597,1644,Return Request,Low,Open,2025-02-03,2025-02-06 13:00:00,Return Request - Odit rem.
4689,27084,1088,Return Request,High,In Progress,2024-02-14,2024-02-16 19:00:00,Return Request - Numquam delectus placeat.
4690,47303,1721,Return Request,Low,Resolved,2024-12-13,2024-12-14 02:00:00,Return Request - Voluptates quam iste.
4691,7187,2393,Return Request,Low,Closed,2024-12-29,2024-12-31 15:00:00,Return Request - Magnam tempora veritatis.
4692,8192,2076,Product Defect,Critical,In Progress,2024-11-12,2024-11-17 00:00:00,Product Defect - Excepturi sed at dolores.
4693,26557,2694,Return Request,High,Resolved,2025-08-28,2025-08-30 22:00:00,Return Request - Dicta perferendis odit impedit.
4694,44636,757,Payment Failure,Low,Resolved,2025-12-06,2025-12-08 06:00:00,Payment Failure - Esse beatae.
4695,2387,146,Product Defect,Low,Resolved,2025-02-11,2025-02-11 11:00:00,Product Defect - Id hic rerum delectus quo.
4696,18353,2749,Order Status,Medium,In Progress,2024-05-26,2024-05-28 10:00:00,Order Status - Fugiat impedit aspernatur.
4697,37292,2874,Return Request,High,In Progress,2025-01-13,2025-01-16 22:00:00,Return Request - Sapiente veritatis quo eum magnam.
4698,16936,1889,Return Request,High,Resolved,2024-04-12,2024-04-16 20:00:00,Return Request - Porro natus saepe assumenda.
4699,46018,2538,Return Request,Critical,Resolved,2024-01-25,2024-01-29 18:00:00,Return Request - Beatae voluptas laudantium.
4700,19716,1369,Account Update,High,Resolved,2025-12-16,2025-12-18 14:00:00,Account Update - Tempore quae unde dolores.
4701,49793,1119,Order Status,Critical,Open,2025-02-14,2025-02-14 05:00:00,Order Status - Minus soluta ex pariatur excepturi.
4702,46361,651,Login Issue,Low,Open,2024-12-13,2024-12-13 19:00:00,Login Issue - Modi praesentium.
4703,25445,1930,Login Issue,High,Resolved,2024-05-26,2024-05-31 19:00:00,Login Issue - Culpa mollitia cum inventore voluptatibus.
4704,42877,2468,Login Issue,Low,Resolved,2025-03-04,,Login Issue - Quibusdam quidem minima.
4705,44629,1163,Return Request,High,Resolved,2025-04-21,2025-04-22 14:00:00,Return Request - Nostrum autem quod facilis.
4706,11028,42,Payment Failure,High,Closed,2025-04-29,2025-05-01 22:00:00,Payment Failure - Reprehenderit porro laborum.
4707,39179,2994,Product Defect,High,Closed,2025-09-10,2025-09-13 18:00:00,Product Defect - Laudantium aperiam dolor enim.
4708,22413,1323,Login Issue,Medium,Open,2024-12-24,2024-12-26 02:00:00,Login Issue - Provident nemo ut deleniti impedit.
4709,27723,1415,Account Update,Critical,Resolved,2025-03-06,2025-03-07 10:00:00,Account Update - Eveniet odio ipsa deserunt nam.
4710,37691,167,Order Status,Critical,In Progress,2024-07-23,,Order Status - Et optio occaecati sequi.
4711,45131,2238,Payment Failure,Low,Closed,2025-07-04,2025-07-07 02:00:00,Payment Failure - Nostrum velit voluptatem.
4712,38517,857,Order Status,Medium,In Progress,2024-08-17,2024-08-17 07:00:00,Order Status - Autem qui odit labore impedit.
4713,3646,894,Return Request,Critical,Resolved,2024-10-04,2024-10-06 11:00:00,Return Request - Accusamus hic itaque.
4714,41565,1949,Payment Failure,Medium,In Progress,2024-06-20,2024-06-26 00:00:00,Payment Failure - Quis consectetur nihil doloremque ducimus.
4715,27255,2050,Return Request,High,Open,2024-09-26,2024-09-27 20:00:00,Return Request - Aut voluptate.
4716,28874,1131,Payment Failure,Low,In Progress,2024-09-07,2024-09-10 07:00:00,Payment Failure - Est corporis officia.
4717,2787,1084,Login Issue,High,Resolved,2025-08-29,,Login Issue - Libero deserunt fugiat error.
4718,26901,435,Login Issue,Medium,Open,2024-04-09,,Login Issue - Dolorem dolorum.
4719,13433,507,Product Defect,Medium,Open,2024-07-15,2024-07-18 17:00:00,Product Defect - Aliquam consectetur natus repellendus.
4720,31723,1021,Account Update,Low,Open,2024-09-06,,Account Update - Porro iste et inventore voluptates.
4721,34443,97,Account Update,Medium,Closed,2024-02-19,2024-02-24 13:00:00,Account Update - Corrupti nulla earum.
4722,43333,1743,Login Issue,Low,Resolved,2026-01-08,2026-01-08 03:00:00,Login Issue - A odio repellendus.
4723,33876,646,Account Update,Low,In Progress,2024-03-21,2024-03-22 13:00:00,Account Update - Doloremque quibusdam exercitationem.
4724,29046,2736,Payment Failure,High,Open,2025-01-24,2025-01-29 16:00:00,Payment Failure - Optio consequuntur soluta.
4725,4552,796,Order Status,Critical,Open,2024-07-27,,Order Status - Aliquam necessitatibus a.
4726,46799,70,Account Update,Low,Resolved,2025-04-01,2025-04-03 22:00:00,Account Update - Vel eaque expedita dolores.
4727,4951,236,Order Status,Medium,Closed,2025-05-19,,Order Status - Vero autem numquam.
4728,34524,2270,Account Update,Medium,Closed,2025-07-21,2025-07-22 06:00:00,Account Update - Ea facere.
4729,24649,2218,Account Update,Critical,Resolved,2024-02-09,,Account Update - Corrupti autem voluptates odio.
4730,15384,1750,Payment Failure,Medium,Closed,2024-06-14,2024-06-18 07:00:00,Payment Failure - Ut iste recusandae incidunt.
4731,28593,2724,Product Defect,High,Open,2025-07-18,2025-07-19 19:00:00,Product Defect - Beatae ad fugiat sunt.
4732,27397,1186,Login Issue,Low,Closed,2025-11-28,2025-12-04 02:00:00,Login Issue - Consequuntur est eos illo.
4733,15218,1854,Product Defect,High,Open,2025-08-02,,Product Defect - Odit consequatur repellendus.
4734,14963,1607,Account Update,High,In Progress,2025-06-27,,Account Update - Suscipit quod assumenda commodi.
4735,36764,833,Order Status,Low,Closed,2025-01-22,,Order Status - Labore amet quisquam inventore.
4736,31995,726,Order Status,High,Resolved,2025-05-19,2025-05-23 11:00:00,Order Status - Repellendus possimus magnam.
4737,37499,2493,Payment Failure,High,Open,2025-08-12,2025-08-14 12:00:00,Payment Failure - Dolorum asperiores.
4738,2341,551,Payment Failure,High,Resolved,2024-07-26,2024-07-31 10:00:00,Payment Failure - Libero repellendus sed cupiditate.
4739,42222,2544,Login Issue,Low,Open,2025-03-01,,Login Issue - Dolorum iure unde ipsam.
4740,23709,289,Account Update,Low,In Progress,2024-01-15,2024-01-20 10:00:00,Account Update - Itaque veritatis.
4741,33521,2530,Product Defect,Medium,Closed,2024-02-20,2024-02-24 12:00:00,Product Defect - Saepe incidunt libero.
4742,41160,67,Account Update,Critical,In Progress,2025-08-28,2025-09-01 06:00:00,Account Update - Dolores debitis reiciendis similique sit.
4743,15081,2014,Payment Failure,High,Open,2024-05-28,2024-06-04 00:00:00,Payment Failure - Enim ratione.
4744,6401,377,Order Status,Critical,Closed,2025-08-29,2025-09-04 23:00:00,Order Status - Cum vel quo.
4745,10594,2085,Payment Failure,Medium,In Progress,2025-04-12,2025-04-15 18:00:00,Payment Failure - Nobis laudantium quod.
4746,7738,440,Login Issue,Critical,Resolved,2024-04-09,2024-04-14 09:00:00,Login Issue - Sunt dolores voluptatum.
4747,43923,1974,Payment Failure,Medium,Open,2024-09-11,2024-09-17 15:00:00,Payment Failure - Fuga magnam veritatis consectetur odio.
4748,49105,19,Return Request,High,Resolved,2024-12-08,2024-12-08 05:00:00,Return Request - Aut qui minima earum pariatur.
4749,29616,2433,Return Request,Medium,Closed,2024-09-28,,Return Request - Molestiae nostrum modi.
4750,31024,1838,Product Defect,Medium,Open,2024-07-01,,Product Defect - Est veniam quaerat est.
4751,30801,465,Product Defect,Low,Closed,2024-02-05,,Product Defect - Unde suscipit.
4752,5878,2464,Product Defect,Critical,Closed,2026-01-13,2026-01-17 12:00:00,Product Defect - Nesciunt deleniti neque error.
4753,24786,1711,Login Issue,Critical,Closed,2025-02-08,2025-02-12 11:00:00,Login Issue - Suscipit repudiandae.
4754,31352,324,Product Defect,Critical,In Progress,2025-12-29,2026-01-02 00:00:00,Product Defect - Cumque omnis molestias delectus.
4755,17588,591,Account Update,High,In Progress,2024-05-15,,Account Update - Alias corporis quia illo.
4756,14908,1016,Product Defect,Critical,Closed,2024-08-05,2024-08-05 16:00:00,Product Defect - Cupiditate soluta.
4757,17740,211,Return Request,Medium,Closed,2025-03-26,2025-03-30 13:00:00,Return Request - Totam quasi eveniet incidunt fuga.
4758,15872,825,Account Update,Low,Closed,2025-01-24,,Account Update - Sit sunt debitis possimus.
4759,28501,313,Account Update,High,Open,2025-12-10,,Account Update - Libero atque minus est.
4760,17701,1055,Account Update,Low,Closed,2025-04-25,,Account Update - Enim maiores distinctio asperiores autem.
4761,43628,2875,Payment Failure,Medium,Open,2024-03-20,2024-03-20 04:00:00,Payment Failure - Vero sapiente.
4762,41795,1543,Product Defect,Low,Closed,2024-12-07,2024-12-12 03:00:00,Product Defect - Mollitia rem labore maxime.
4763,40779,2850,Account Update,High,Resolved,2024-12-30,2025-01-04 06:00:00,Account Update - Inventore ab earum tempora.
4764,35153,358,Account Update,Critical,Open,2024-11-25,2024-12-01 03:00:00,Account Update - Culpa suscipit dolorem similique qui.
4765,587,595,Product Defect,High,Closed,2025-07-02,2025-07-02 14:00:00,Product Defect - Repudiandae hic placeat consequatur hic.
4766,44283,763,Account Update,Critical,Closed,2025-10-03,2025-10-06 01:00:00,Account Update - Soluta aliquid.
4767,39959,812,Order Status,Medium,Open,2024-07-07,2024-07-08 00:00:00,Order Status - Illum occaecati mollitia officiis nulla.
4768,26274,356,Return Request,Critical,Closed,2025-02-09,2025-02-14 14:00:00,Return Request - Qui sapiente voluptatem facere.
4769,45358,1312,Payment Failure,Medium,Open,2025-10-06,2025-10-11 04:00:00,Payment Failure - Qui laboriosam ad sit.
4770,6465,2584,Product Defect,Critical,Resolved,2024-06-01,2024-06-02 18:00:00,Product Defect - Dignissimos illum alias consectetur impedit.
4771,38460,2009,Payment Failure,High,Resolved,2024-02-03,2024-02-08 18:00:00,Payment Failure - Tempora ea.
4772,6295,2733,Product Defect,High,Open,2025-03-25,2025-03-31 05:00:00,Product Defect - Eius natus.
4773,42065,2218,Payment Failure,Medium,In Progress,2025-05-10,2025-05-10 14:00:00,Payment Failure - Quae dolor.
4774,8881,1313,Order Status,Medium,Closed,2024-07-04,2024-07-05 22:00:00,Order Status - Voluptatum laboriosam.
4775,6458,1976,Return Request,High,Resolved,2025-05-01,,Return Request - Ullam voluptatem repudiandae similique ullam.
4776,35283,1931,Payment Failure,Critical,Open,2024-08-22,2024-08-28 09:00:00,Payment Failure - Nostrum eveniet molestias nesciunt omnis.
4777,6208,1157,Account Update,Low,In Progress,2026-01-29,2026-02-03 07:00:00,Account Update - Nemo nihil voluptates.
4778,34523,719,Order Status,Medium,Open,2026-02-23,2026-02-23 02:00:00,Order Status - Suscipit illo quod quidem.
4779,7677,460,Order Status,Low,Closed,2024-09-25,2024-09-29 02:00:00,Order Status - Recusandae ab.
4780,49633,572,Account Update,Critical,Closed,2025-03-05,2025-03-06 12:00:00,Account Update - Et veritatis odio quas.
4781,49059,2710,Login Issue,Critical,In Progress,2025-12-16,2025-12-19 07:00:00,Login Issue - Laudantium voluptatem quo quam culpa.
4782,30499,1485,Payment Failure,Critical,Closed,2024-09-08,2024-09-08 10:00:00,Payment Failure - Dolore beatae quo explicabo atque.
4783,34933,306,Login Issue,High,Closed,2024-09-30,,Login Issue - Sit veritatis optio rerum consequatur.
4784,40971,2776,Product Defect,Critical,Open,2024-02-24,2024-02-28 06:00:00,Product Defect - Maxime non iusto nostrum.
4785,23502,500,Account Update,High,Closed,2025-05-31,2025-06-06 14:00:00,Account Update - Sequi illo eum cumque quod.
4786,42865,1714,Account Update,Medium,Closed,2026-02-06,2026-02-11 17:00:00,Account Update - Odit dolorem fugit dolore.
4787,45869,2268,Payment Failure,High,Open,2025-06-19,2025-06-20 04:00:00,Payment Failure - Animi illum.
4788,35472,951,Product Defect,High,In Progress,2025-10-19,,Product Defect - Ab dignissimos dolorum occaecati.
4789,13365,1885,Product Defect,High,Open,2024-07-09,2024-07-10 02:00:00,Product Defect - Repudiandae magnam perferendis iure.
4790,32846,1325,Login Issue,High,In Progress,2024-03-29,2024-03-30 23:00:00,Login Issue - Impedit ea quam possimus.
4791,24824,480,Payment Failure,Medium,In Progress,2025-07-31,2025-08-01 18:00:00,Payment Failure - Deleniti voluptates dolor nisi libero.
4792,9642,894,Payment Failure,Low,Closed,2024-12-26,,Payment Failure - Non quod praesentium dignissimos sequi.
4793,23378,1218,Login Issue,Critical,Resolved,2024-12-30,2025-01-01 19:00:00,Login Issue - Ex enim dolores.
4794,35997,1859,Account Update,High,Resolved,2024-06-29,2024-06-29 20:00:00,Account Update - Ea quaerat repellendus dolorum ducimus.
4795,34998,1669,Account Update,Medium,Open,2024-08-17,2024-08-22 16:00:00,Account Update - Necessitatibus deserunt illo doloremque laborum.
4796,25224,2878,Account Update,High,In Progress,2024-02-22,2024-02-22 23:00:00,Account Update - Incidunt adipisci molestias deleniti voluptatum.
4797,25549,641,Login Issue,Medium,Closed,2025-06-04,2025-06-09 09:00:00,Login Issue - Similique tenetur neque deserunt.
4798,32081,1263,Payment Failure,Critical,Resolved,2025-03-13,2025-03-19 14:00:00,Payment Failure - Reiciendis veniam ipsam.
4799,21175,1905,Account Update,Medium,Closed,2024-11-29,2024-12-02 00:00:00,Account Update - Ex ad temporibus magni.
4800,12118,895,Return Request,High,Open,2025-03-07,,Return Request - Facilis earum fugiat temporibus totam.
4801,12008,108,Order Status,High,In Progress,2024-11-06,2024-11-06 15:00:00,Order Status - Aut laborum.
4802,31885,2194,Product Defect,Low,Open,2024-07-30,,Product Defect - Voluptatem ad.
4803,22768,952,Login Issue,High,Open,2024-07-15,2024-07-17 17:00:00,Login Issue - Ipsam fugit magni.
4804,39921,652,Login Issue,Critical,In Progress,2024-04-28,2024-05-02 19:00:00,Login Issue - Iusto repudiandae iure aspernatur commodi.
4805,49905,2006,Account Update,Medium,Closed,2024-06-03,2024-06-09 07:00:00,Account Update - Beatae itaque.
4806,10118,2878,Login Issue,Critical,Open,2024-10-25,2024-10-29 15:00:00,Login Issue - A accusantium hic expedita adipisci.
4807,35101,1831,Login Issue,Low,Resolved,2024-01-26,2024-01-29 09:00:00,Login Issue - Voluptatem consequuntur autem ducimus.
4808,37341,2727,Return Request,Critical,Open,2025-01-14,2025-01-14 12:00:00,Return Request - Nesciunt asperiores.
4809,9756,2800,Login Issue,High,In Progress,2025-08-23,2025-08-29 17:00:00,Login Issue - Illum tempora nisi.
4810,47785,1972,Product Defect,Critical,Closed,2025-02-12,,Product Defect - Error accusamus.
4811,6465,2770,Product Defect,Critical,In Progress,2026-01-25,2026-01-30 11:00:00,Product Defect - In soluta.
4812,41794,554,Account Update,Low,Open,2024-09-15,,Account Update - Consectetur at inventore.
4813,27810,272,Login Issue,High,Open,2024-07-26,,Login Issue - Vitae aut libero minus impedit.
4814,7398,52,Return Request,High,Open,2024-03-28,2024-04-03 23:00:00,Return Request - Ea asperiores quam nobis.
4815,29420,870,Product Defect,Low,Open,2026-01-26,2026-01-26 22:00:00,Product Defect - Distinctio officia natus quidem.
4816,10587,2700,Login Issue,High,In Progress,2024-11-19,2024-11-23 01:00:00,Login Issue - Quis voluptatum ipsum enim.
4817,6703,2677,Account Update,Medium,Resolved,2025-06-15,2025-06-20 16:00:00,Account Update - Maiores sunt.
4818,15646,628,Account Update,Critical,Closed,2024-02-03,2024-02-07 13:00:00,Account Update - Cumque placeat.
4819,49257,1069,Order Status,Critical,In Progress,2024-01-19,2024-01-22 02:00:00,Order Status - Totam aliquam animi fugit minus.
4820,32543,1457,Payment Failure,High,Open,2024-07-10,,Payment Failure - Harum suscipit dolorem accusantium.
4821,24719,2119,Account Update,Critical,Closed,2025-12-19,2025-12-22 12:00:00,Account Update - Nobis magni.
4822,38423,450,Product Defect,Medium,In Progress,2025-02-12,,Product Defect - Deserunt ut voluptates dolor fuga.
4823,40011,2913,Login Issue,Low,Open,2025-07-12,2025-07-16 04:00:00,Login Issue - Iste nostrum dolor.
4824,3813,1504,Order Status,Medium,Resolved,2024-08-10,2024-08-11 07:00:00,Order Status - Necessitatibus tempore excepturi neque.
4825,30999,60,Account Update,Medium,Resolved,2025-10-26,2025-10-29 13:00:00,Account Update - Dolores iusto culpa quibusdam.
4826,35649,2348,Return Request,Medium,Closed,2024-03-04,2024-03-09 02:00:00,Return Request - Odit sit.
4827,16215,1123,Payment Failure,Low,Closed,2025-06-24,,Payment Failure - Ut explicabo voluptatibus.
4828,37474,1531,Product Defect,Low,In Progress,2024-06-03,2024-06-03 17:00:00,Product Defect - Eveniet eos velit nesciunt.
4829,48939,1769,Order Status,High,Open,2024-02-26,2024-02-27 11:00:00,Order Status - Temporibus dolor.
4830,15968,244,Account Update,Critical,In Progress,2024-07-03,2024-07-04 01:00:00,Account Update - Magni ab ut autem.
4831,15889,2334,Account Update,Low,Resolved,2025-06-29,2025-07-02 14:00:00,Account Update - Commodi quam.
4832,3289,1012,Order Status,Low,Resolved,2024-05-09,2024-05-11 14:00:00,Order Status - Minima rem.
4833,28269,2549,Return Request,Low,Resolved,2025-01-31,2025-02-01 01:00:00,Return Request - Et occaecati nisi neque.
4834,6023,1866,Payment Failure,Critical,In Progress,2025-03-30,2025-04-02 23:00:00,Payment Failure - Labore laborum dignissimos.
4835,13523,2908,Payment Failure,Low,Closed,2024-09-29,2024-09-29 17:00:00,Payment Failure - Similique expedita enim quidem.
4836,42548,2077,Payment Failure,High,In Progress,2025-10-11,,Payment Failure - Aspernatur sapiente odio minus.
4837,28479,2353,Login Issue,High,Resolved,2025-11-02,2025-11-02 11:00:00,Login Issue - Dolores esse dolorem veniam necessitatibus.
4838,28958,1459,Order Status,Critical,Resolved,2025-04-09,2025-04-14 09:00:00,Order Status - Quam in laboriosam nisi.
4839,30520,1165,Order Status,Low,Resolved,2024-08-11,2024-08-11 20:00:00,Order Status - Possimus suscipit maiores aspernatur quo.
4840,30065,1869,Return Request,Critical,Resolved,2024-11-22,2024-11-22 23:00:00,Return Request - Ad voluptas quam.
4841,25404,1231,Return Request,Low,In Progress,2024-11-14,2024-11-18 05:00:00,Return Request - Reprehenderit est excepturi aut ratione.
4842,7838,928,Return Request,High,In Progress,2025-01-22,2025-01-28 11:00:00,Return Request - Vitae modi nesciunt.
4843,3902,2633,Login Issue,High,Resolved,2024-11-16,2024-11-16 12:00:00,Login Issue - Rem incidunt.
4844,6070,1619,Account Update,Low,Open,2024-10-09,2024-10-15 15:00:00,Account Update - Distinctio rem ut rem.
4845,36150,94,Order Status,High,Resolved,2025-06-16,,Order Status - Nostrum velit veritatis.
4846,16931,1841,Return Request,Critical,Open,2024-12-03,2024-12-06 14:00:00,Return Request - Deleniti a eaque.
4847,25929,446,Product Defect,Low,Resolved,2025-11-22,2025-11-25 22:00:00,Product Defect - Dolore debitis maiores quis.
4848,4403,1406,Login Issue,High,Closed,2024-02-04,2024-02-08 06:00:00,Login Issue - Distinctio commodi sit fugiat.
4849,16405,2588,Payment Failure,Medium,Open,2026-02-08,2026-02-13 00:00:00,Payment Failure - Officia laudantium.
4850,28837,350,Return Request,Low,Closed,2025-09-11,2025-09-15 21:00:00,Return Request - At molestias consequuntur.
4851,41647,2568,Order Status,Critical,Resolved,2024-07-21,2024-07-21 06:00:00,Order Status - Ratione ipsum minus modi.
4852,34195,857,Return Request,High,Closed,2025-10-25,2025-10-29 16:00:00,Return Request - Nemo dolor quo sapiente explicabo.
4853,31643,2464,Payment Failure,Medium,Open,2024-09-07,2024-09-10 01:00:00,Payment Failure - Id accusamus.
4854,31468,2220,Return Request,Critical,Closed,2025-03-19,2025-03-19 13:00:00,Return Request - In iste iusto.
4855,32443,552,Return Request,Critical,Closed,2025-02-06,,Return Request - Incidunt quam necessitatibus dolorum reiciendis.
4856,1204,771,Login Issue,Medium,Closed,2025-02-03,2025-02-07 14:00:00,Login Issue - Non cupiditate eligendi odit dolorem.
4857,10383,1154,Order Status,Critical,Open,2025-10-23,2025-10-26 13:00:00,Order Status - Delectus perferendis earum voluptate.
4858,28250,2099,Account Update,Critical,Open,2024-07-22,,Account Update - Ex quidem pariatur dicta.
4859,46232,2554,Order Status,High,Resolved,2025-03-02,2025-03-08 03:00:00,Order Status - Ipsam quos.
4860,32074,2687,Order Status,Critical,In Progress,2026-01-13,2026-01-17 21:00:00,Order Status - Quod pariatur aliquid error iusto.
4861,14053,1456,Product Defect,High,Resolved,2024-11-27,2024-12-03 13:00:00,Product Defect - Aperiam iste odio.
4862,35093,1082,Login Issue,High,Closed,2024-07-13,2024-07-13 10:00:00,Login Issue - Similique occaecati cupiditate.
4863,46737,2734,Return Request,Critical,Closed,2024-12-24,2024-12-29 17:00:00,Return Request - Fugit consectetur est nemo.
4864,13331,384,Payment Failure,Critical,Open,2025-08-27,2025-08-31 12:00:00,Payment Failure - Maiores aliquam sapiente.
4865,16063,814,Login Issue,Medium,In Progress,2024-05-28,2024-05-30 22:00:00,Login Issue - Aliquid voluptatibus eius.
4866,48600,2580,Order Status,High,In Progress,2025-07-09,2025-07-11 16:00:00,Order Status - Porro possimus sapiente.
4867,48103,2011,Return Request,Medium,Closed,2024-10-16,2024-10-20 09:00:00,Return Request - Explicabo tempore eum.
4868,48887,2581,Payment Failure,Medium,Open,2024-11-03,2024-11-09 22:00:00,Payment Failure - Tempora minus.
4869,22514,264,Return Request,Low,Resolved,2024-04-12,2024-04-17 13:00:00,Return Request - Voluptate eaque dicta dolor.
4870,9867,1085,Login Issue,Low,Open,2024-10-21,2024-10-24 20:00:00,Login Issue - Esse deleniti quasi.
4871,42244,1945,Product Defect,Medium,Closed,2024-02-25,,Product Defect - Illum illum error assumenda.
4872,16711,2055,Product Defect,Critical,Closed,2025-04-03,2025-04-03 08:00:00,Product Defect - Non officia dolores dolore.
4873,40642,1580,Login Issue,Critical,Closed,2024-11-17,,Login Issue - Illum voluptas corrupti rem libero.
4874,34708,1796,Account Update,High,Closed,2025-04-29,2025-05-02 12:00:00,Account Update - Molestiae hic ratione quibusdam aliquam.
4875,10602,1609,Payment Failure,Low,Closed,2025-03-04,2025-03-09 09:00:00,Payment Failure - Neque quas natus a quod.
4876,42330,1691,Product Defect,Medium,Closed,2024-03-31,2024-04-01 23:00:00,Product Defect - Sapiente in natus facilis.
4877,13026,2964,Account Update,Low,Open,2024-07-18,,Account Update - Ipsa corrupti quae quos dolorum.
4878,22781,1051,Payment Failure,Low,Resolved,2025-06-03,2025-06-07 00:00:00,Payment Failure - Culpa occaecati.
4879,44039,2263,Login Issue,Low,Open,2024-09-07,2024-09-12 18:00:00,Login Issue - Ipsam eum.
4880,32661,1789,Order Status,Medium,Resolved,2025-08-02,,Order Status - Cum perspiciatis.
4881,42511,949,Payment Failure,Low,Open,2025-09-05,2025-09-10 09:00:00,Payment Failure - Ullam eum impedit.
4882,30143,576,Product Defect,Critical,Open,2024-10-02,2024-10-02 10:00:00,Product Defect - Ea voluptatum est.
4883,42326,2560,Return Request,Medium,Open,2025-03-14,2025-03-16 08:00:00,Return Request - Sunt aut.
4884,29597,2137,Order Status,High,Resolved,2024-08-03,2024-08-03 20:00:00,Order Status - Odit dolor commodi placeat.
4885,28402,185,Account Update,Critical,Open,2024-05-23,2024-05-27 09:00:00,Account Update - A quidem perferendis aperiam quidem.
4886,15632,2362,Product Defect,Medium,Closed,2025-01-07,,Product Defect - Aspernatur iusto officia.
4887,28307,1949,Product Defect,Medium,In Progress,2024-04-06,2024-04-07 21:00:00,Product Defect - Incidunt sequi provident.
4888,35986,154,Login Issue,High,Resolved,2025-03-10,2025-03-11 04:00:00,Login Issue - Laudantium quae porro sapiente.
4889,42026,1297,Order Status,Medium,Open,2025-06-08,2025-06-10 03:00:00,Order Status - Ad autem quia.
4890,9865,2254,Payment Failure,Medium,Open,2025-02-21,,Payment Failure - Debitis tempora voluptates hic.
4891,15834,802,Product Defect,High,Closed,2024-12-23,2024-12-28 05:00:00,Product Defect - Ab possimus est magnam saepe.
4892,13393,1234,Return Request,High,Resolved,2024-08-21,,Return Request - Cum odit.
4893,47289,855,Account Update,Medium,In Progress,2025-11-25,2025-11-26 23:00:00,Account Update - Vitae iste iure repellendus.
4894,27644,40,Return Request,Low,In Progress,2024-08-07,2024-08-11 21:00:00,Return Request - Sapiente numquam doloribus.
4895,33718,232,Return Request,Low,In Progress,2024-09-24,,Return Request - Qui vitae.
4896,27369,1240,Return Request,High,Open,2024-08-19,2024-08-24 18:00:00,Return Request - Quas totam occaecati molestiae eligendi.
4897,29261,1791,Payment Failure,High,Closed,2025-10-20,2025-10-26 00:00:00,Payment Failure - Facilis dolore praesentium.
4898,8373,724,Login Issue,Medium,Resolved,2024-08-26,2024-09-01 01:00:00,Login Issue - Tenetur hic ipsam harum.
4899,11833,1784,Order Status,High,Open,2025-04-12,2025-04-12 05:00:00,Order Status - Assumenda facere minus.
4900,37075,91,Product Defect,Low,In Progress,2024-12-07,2024-12-13 10:00:00,Product Defect - Id provident autem.
4901,41697,783,Payment Failure,Critical,In Progress,2025-05-09,2025-05-14 23:00:00,Payment Failure - Distinctio sed nemo rerum sint.
4902,4968,209,Payment Failure,Medium,In Progress,2025-08-30,,Payment Failure - Veritatis repellat quos minus.
4903,19109,2371,Login Issue,Critical,Closed,2025-11-24,2025-11-29 14:00:00,Login Issue - Quis placeat incidunt soluta.
4904,16746,2905,Account Update,High,In Progress,2025-07-12,2025-07-17 00:00:00,Account Update - Voluptatem iste nisi autem.
4905,41189,1113,Payment Failure,High,Resolved,2025-08-04,2025-08-07 23:00:00,Payment Failure - Beatae laborum architecto delectus.
4906,47352,2795,Login Issue,High,Resolved,2024-08-17,2024-08-19 02:00:00,Login Issue - Quis laborum qui nostrum ea.
4907,26054,2902,Login Issue,Critical,In Progress,2025-04-09,2025-04-12 10:00:00,Login Issue - Beatae cumque explicabo aspernatur ipsum.
4908,21873,810,Login Issue,Critical,In Progress,2026-02-06,,Login Issue - Tenetur voluptatum voluptates.
4909,44335,2629,Payment Failure,High,In Progress,2024-04-14,2024-04-16 05:00:00,Payment Failure - Quod odio sint corrupti soluta.
4910,15350,1448,Account Update,Critical,Closed,2026-01-03,2026-01-08 23:00:00,Account Update - Nesciunt placeat ullam.
4911,29868,2389,Payment Failure,Critical,Open,2025-07-10,2025-07-13 19:00:00,Payment Failure - Quia ipsum.
4912,10809,1114,Product Defect,Critical,Closed,2025-10-27,2025-10-30 13:00:00,Product Defect - Occaecati nihil exercitationem blanditiis.
