change_id,table_name,record_id,column_name,old_value,new_value,changed_by,changed_at,action
4295,employees,1372,salary,51123,58056,2037,2025-02-19 03:52:51,UPDATE
4296,employees,2243,salary,79950,87298,2277,2024-08-06 19:07:44,UPDATE
4297,products,614,price,3927.84,4088.69,944,2025-01-22 09:22:51,UPDATE
4298,products,5032,price,2524.4,2527.4,2992,2025-04-06 16:12:42,UPDATE
4299,employees,429,salary,67082,79999,825,2026-02-02 22:43:00,UPDATE
4300,employees,1761,salary,32183,37693,2017,2024-04-06 12:04:33,UPDATE
4301,products,1545,price,744.68,814.43,1962,2025-09-27 14:12:10,UPDATE
4302,products,2411,price,2852.49,2873.75,1772,2024-06-01 09:48:45,UPDATE
4303,products,333,price,280.77,269.09,583,2024-05-27 17:57:52,UPDATE
4304,employees,1918,salary,47077,56475,1267,2025-08-18 01:41:27,UPDATE
4305,products,3412,price,3524.74,3552.19,181,2025-10-30 19:18:37,UPDATE
4306,products,4961,price,4857.08,5117.04,2772,2025-06-22 06:08:34,UPDATE
4307,employees,124,salary,44457,50412,443,2025-01-19 19:40:33,UPDATE
4308,products,5444,price,3671.32,3932.15,1145,2024-07-31 23:19:44,UPDATE
4309,products,4167,price,4980.33,5129.07,2404,2025-03-06 23:17:28,UPDATE
4310,employees,1606,salary,62073,67260,1178,2025-02-14 23:40:25,UPDATE
4311,products,419,price,4026.72,4073.62,551,2024-09-09 21:12:37,UPDATE
4312,products,5476,price,1667.06,1506.58,2724,2024-12-19 08:38:06,UPDATE
4313,products,2913,price,1072.62,1152.0,1464,2025-10-12 21:39:41,UPDATE
4314,products,3216,price,773.8,741.71,1183,2025-11-04 11:26:37,UPDATE
4315,employees,2766,salary,77019,85605,1662,2025-05-23 08:14:52,UPDATE
4316,products,1362,price,4556.88,4741.27,1216,2025-07-02 21:33:15,UPDATE
4317,employees,838,salary,49212,55521,792,2024-10-02 02:11:39,UPDATE
4318,products,4749,price,357.64,340.34,924,2025-10-15 17:25:10,UPDATE
4319,employees,2581,salary,46312,52597,2894,2025-03-20 05:00:39,UPDATE
4320,products,5782,price,2547.52,2308.24,2471,2025-11-03 04:52:03,UPDATE
4321,products,4371,price,1929.99,1946.83,2890,2025-05-03 23:01:35,UPDATE
4322,employees,1799,salary,48682,51345,126,2024-05-27 09:17:30,UPDATE
4323,employees,2773,salary,62730,74887,249,2024-10-16 11:04:11,UPDATE
4324,products,382,price,3960.31,4090.64,1658,2026-01-01 21:55:42,UPDATE
4325,products,5920,price,1735.96,1685.4,2506,2024-01-27 01:14:37,UPDATE
4326,products,4065,price,3524.7,3639.86,51,2025-03-24 21:43:05,UPDATE
4327,employees,2854,salary,65910,73701,735,2025-01-12 10:41:45,UPDATE
4328,employees,1498,salary,52411,58032,864,2025-12-14 18:54:59,UPDATE
4329,products,5829,price,2594.81,2807.68,1542,2026-01-25 15:16:19,UPDATE
4330,products,3484,price,4876.41,4436.25,2041,2025-12-04 07:02:39,UPDATE
4331,products,1406,price,4084.12,3806.88,2679,2024-05-25 04:50:42,UPDATE
4332,employees,84,salary,43619,47272,2521,2026-01-17 06:42:24,UPDATE
4333,products,625,price,1352.42,1249.22,1264,2024-10-01 00:30:13,UPDATE
4334,products,4197,price,3148.62,2957.71,121,2024-07-24 22:34:41,UPDATE
4335,employees,652,salary,51760,57429,2697,2024-12-24 06:42:53,UPDATE
4336,products,5696,price,699.97,692.31,2621,2025-01-14 13:08:12,UPDATE
4337,products,1337,price,1356.51,1452.48,1982,2024-05-12 09:16:18,UPDATE
4338,employees,128,salary,43023,47418,2590,2025-04-05 00:40:14,UPDATE
4339,products,5535,price,4866.78,5193.85,2190,2025-08-02 19:22:19,UPDATE
4340,products,2850,price,306.64,333.74,1323,2026-02-02 13:51:54,UPDATE
4341,employees,822,salary,68298,75063,2733,2024-10-20 11:36:02,UPDATE
4342,products,1067,price,4534.87,4860.82,2086,2024-11-15 14:59:26,UPDATE
4343,products,1948,price,403.83,379.58,2804,2025-06-27 03:32:18,UPDATE
4344,employees,2643,salary,67817,71910,1048,2024-10-11 22:09:22,UPDATE
4345,products,2734,price,4608.42,4497.72,765,2025-04-22 23:03:33,UPDATE
4346,employees,2289,salary,69747,82672,1051,2025-07-04 12:39:48,UPDATE
4347,products,3529,price,4911.33,4779.99,1518,2025-11-13 21:36:32,UPDATE
4348,products,4558,price,4058.05,3949.39,692,2024-02-24 13:37:48,UPDATE
4349,products,1971,price,3774.72,3459.84,2025,2024-12-20 20:10:20,UPDATE
4350,products,1065,price,4204.58,4572.5,2146,2025-04-06 12:00:15,UPDATE
4351,products,3434,price,4114.76,4471.18,2869,2025-11-03 06:09:33,UPDATE
4352,products,3506,price,1318.65,1212.28,154,2026-01-18 22:01:37,UPDATE
4353,employees,1365,salary,42781,47860,2149,2024-09-29 08:02:54,UPDATE
4354,employees,2830,salary,76652,85584,604,2024-11-07 23:56:17,UPDATE
4355,employees,1567,salary,49605,57978,1983,2024-05-22 06:29:12,UPDATE
4356,employees,1185,salary,47041,52673,1111,2025-09-15 07:57:59,UPDATE
4357,products,1316,price,3797.88,3518.24,589,2025-02-20 02:50:37,UPDATE
4358,employees,2262,salary,40046,45058,2898,2024-07-15 09:02:48,UPDATE
4359,products,108,price,2553.78,2449.29,872,2024-07-31 06:30:34,UPDATE
4360,products,2083,price,661.23,722.8,2299,2025-12-30 20:55:39,UPDATE
4361,products,4761,price,3897.61,4098.79,2618,2024-07-31 21:51:47,UPDATE
4362,products,459,price,4974.75,5401.85,2844,2025-12-09 19:46:16,UPDATE
4363,employees,1270,salary,41457,43752,2224,2024-11-16 10:19:23,UPDATE
4364,products,1654,price,3435.99,3304.79,595,2024-02-05 12:29:43,UPDATE
4365,products,3053,price,1347.29,1475.85,978,2026-02-13 04:56:48,UPDATE
4366,products,3064,price,3287.84,3363.36,2389,2025-02-28 02:12:43,UPDATE
4367,products,2352,price,2714.68,2619.41,1927,2025-04-17 19:22:09,UPDATE
4368,employees,423,salary,55779,61279,1039,2024-04-11 18:13:41,UPDATE
4369,products,1018,price,951.53,987.56,1501,2025-04-03 05:33:26,UPDATE
4370,products,3871,price,2748.14,2966.72,1845,2025-07-13 12:45:10,UPDATE
4371,products,4031,price,4907.54,4857.25,497,2025-01-12 21:34:50,UPDATE
4372,products,5641,price,3157.87,2902.02,2652,2025-12-07 15:08:53,UPDATE
4373,employees,500,salary,64572,71593,1777,2025-01-20 20:37:50,UPDATE
4374,employees,687,salary,30971,32918,1182,2025-12-01 10:33:40,UPDATE
4375,products,5542,price,3927.69,3943.62,498,2026-02-18 02:53:45,UPDATE
4376,products,1395,price,1195.28,1198.64,1657,2025-11-01 16:23:29,UPDATE
4377,products,1340,price,1567.77,1538.02,1674,2024-12-09 22:46:44,UPDATE
4378,products,5631,price,4712.26,4918.71,2707,2025-05-14 07:04:44,UPDATE
4379,products,1903,price,921.81,875.53,1770,2024-09-19 21:21:52,UPDATE
4380,products,2576,price,413.23,397.6,1514,2024-02-15 02:09:30,UPDATE
4381,products,4201,price,1213.02,1257.83,715,2024-02-27 23:49:53,UPDATE
4382,employees,1918,salary,34363,38042,1445,2024-08-05 09:19:04,UPDATE
4383,products,4478,price,3289.21,3197.67,1780,2025-11-03 03:04:44,UPDATE
4384,employees,941,salary,50147,56760,990,2024-03-26 14:52:24,UPDATE
4385,products,351,price,1344.63,1451.22,439,2025-01-05 08:15:47,UPDATE
4386,products,4542,price,4900.84,5288.09,2517,2025-11-23 00:07:20,UPDATE
4387,employees,1257,salary,34952,39843,2687,2025-02-03 11:11:21,UPDATE
4388,products,47,price,968.61,904.29,1665,2025-11-30 06:59:55,UPDATE
4389,products,2004,price,2363.0,2170.07,863,2025-08-12 11:58:32,UPDATE
4390,products,6003,price,651.84,685.38,2007,2024-11-16 14:27:48,UPDATE
4391,employees,2761,salary,47714,52572,1949,2024-09-03 14:55:49,UPDATE
4392,products,519,price,2446.57,2440.05,2735,2024-11-29 11:14:57,UPDATE
4393,products,4902,price,2788.99,2874.87,2878,2024-05-28 16:56:46,UPDATE
4394,products,5551,price,2711.21,2513.84,1994,2026-02-10 22:53:28,UPDATE
4395,products,1059,price,2598.98,2364.01,2149,2025-02-03 12:46:14,UPDATE
4396,employees,468,salary,43358,47790,1787,2025-06-08 09:36:42,UPDATE
4397,products,1167,price,4655.27,4246.91,2719,2024-04-27 01:02:35,UPDATE
4398,products,2600,price,2867.43,2864.89,2655,2025-04-17 14:09:09,UPDATE
4399,employees,1696,salary,30212,32407,2322,2025-07-07 03:52:11,UPDATE
4400,products,4164,price,2911.57,2697.99,2226,2025-10-14 11:03:42,UPDATE
4401,products,2415,price,3555.0,3307.69,1881,2025-01-20 18:56:38,UPDATE
4402,products,1253,price,2108.29,2257.51,489,2025-07-09 16:37:37,UPDATE
4403,employees,2479,salary,72638,86415,2393,2024-02-12 12:12:14,UPDATE
4404,products,4976,price,1188.3,1174.22,157,2025-10-08 15:39:46,UPDATE
4405,employees,1727,salary,49403,52494,2505,2026-01-29 00:44:52,UPDATE
4406,products,634,price,4345.21,4515.72,1335,2025-07-01 23:49:21,UPDATE
4407,employees,1356,salary,46227,51552,2240,2024-08-17 21:48:18,UPDATE
4408,employees,1458,salary,64895,71318,2742,2024-01-31 01:07:57,UPDATE
4409,products,3220,price,3586.98,3534.35,2507,2025-08-17 18:46:02,UPDATE
4410,employees,2445,salary,60941,65076,1886,2025-06-29 12:28:11,UPDATE
4411,products,1759,price,4579.81,4813.93,781,2025-12-19 21:49:22,UPDATE
4412,products,1749,price,3021.43,2775.49,363,2024-04-01 03:56:20,UPDATE
4413,employees,263,salary,44236,49549,334,2024-05-26 11:30:58,UPDATE
4414,products,4879,price,3485.67,3319.04,2365,2026-01-18 11:39:36,UPDATE
4415,products,2026,price,2496.35,2287.61,1516,2025-11-07 05:11:01,UPDATE
4416,employees,2764,salary,59807,67471,1393,2025-03-21 01:01:51,UPDATE
4417,products,5891,price,988.38,1049.89,2143,2025-01-26 10:43:16,UPDATE
4418,products,2824,price,2742.4,2636.6,896,2026-01-29 05:04:46,UPDATE
4419,employees,1771,salary,55371,58698,2935,2025-03-03 01:59:51,UPDATE
4420,products,193,price,1752.97,1733.26,2439,2025-08-05 18:00:51,UPDATE
4421,employees,1458,salary,78957,87236,1587,2024-06-03 16:18:22,UPDATE
4422,employees,1938,salary,37154,41077,1980,2026-01-14 05:38:31,UPDATE
4423,products,303,price,2689.0,2694.08,2345,2025-12-23 03:06:43,UPDATE
4424,products,3538,price,4239.91,3847.55,1200,2024-09-03 00:00:51,UPDATE
4425,products,2260,price,931.26,1013.53,2278,2025-07-22 21:44:40,UPDATE
4426,employees,1486,salary,60195,70021,215,2024-03-22 10:46:21,UPDATE
4427,products,3220,price,3570.04,3776.9,630,2025-07-05 11:53:35,UPDATE
4428,products,1694,price,1890.75,1765.19,1715,2025-03-26 13:03:34,UPDATE
4429,products,4273,price,464.97,495.83,164,2025-07-03 18:14:48,UPDATE
4430,employees,2316,salary,37795,45243,2543,2026-02-04 12:29:50,UPDATE
4431,products,5217,price,1532.52,1549.45,1627,2024-07-17 00:40:29,UPDATE
4432,products,2173,price,3343.79,3270.75,1233,2024-04-30 18:56:23,UPDATE
4433,products,4470,price,2528.76,2603.91,1035,2025-09-26 12:03:37,UPDATE
4434,employees,1328,salary,73661,82004,2041,2026-02-26 10:10:41,UPDATE
4435,products,4573,price,4259.16,4630.41,1027,2024-01-23 08:21:24,UPDATE
4436,products,5971,price,4033.14,4123.59,2571,2024-09-17 17:17:54,UPDATE
4437,employees,568,salary,63476,73271,2142,2024-05-24 05:33:52,UPDATE
4438,employees,1073,salary,37740,43805,2383,2026-02-10 10:41:05,UPDATE
4439,employees,1436,salary,64385,76126,408,2024-01-03 05:31:21,UPDATE
4440,products,4094,price,721.52,659.47,1709,2025-04-14 12:04:09,UPDATE
4441,products,4839,price,319.68,300.65,1593,2024-06-18 09:35:15,UPDATE
4442,employees,1059,salary,68862,73423,1294,2025-01-27 17:15:06,UPDATE
4443,products,4412,price,3588.5,3453.27,1509,2024-06-28 04:04:25,UPDATE
4444,employees,1556,salary,39925,45213,2376,2024-09-29 18:12:52,UPDATE
4445,products,5869,price,2922.1,3190.93,1479,2024-04-02 19:19:12,UPDATE
4446,products,1403,price,3553.65,3348.64,704,2024-11-02 08:28:52,UPDATE
4447,employees,1093,salary,75891,85133,1391,2026-02-14 03:04:23,UPDATE
4448,products,5169,price,859.61,929.72,2351,2024-11-23 06:10:24,UPDATE
4449,products,4656,price,911.35,943.8,1029,2024-12-10 12:04:03,UPDATE
4450,products,5783,price,4132.51,4498.86,532,2024-08-16 23:57:18,UPDATE
4451,products,332,price,797.47,769.02,1154,2025-08-18 19:20:56,UPDATE
4452,employees,261,salary,69864,74005,475,2025-12-27 23:30:09,UPDATE
4453,employees,1466,salary,71350,76683,1509,2024-05-02 04:45:50,UPDATE
4454,employees,333,salary,57805,67969,2269,2024-10-29 11:57:24,UPDATE
4455,employees,1088,salary,31679,36949,961,2024-04-10 18:38:48,UPDATE
4456,employees,2087,salary,79731,86605,1450,2025-03-30 21:36:18,UPDATE
4457,products,4938,price,818.24,783.72,2958,2025-11-05 04:57:00,UPDATE
4458,products,3960,price,3745.29,3962.29,2431,2025-08-14 12:54:45,UPDATE
4459,products,1872,price,3330.96,3381.85,1143,2024-08-09 00:40:08,UPDATE
4460,products,609,price,4260.7,4247.63,2454,2024-10-14 13:12:04,UPDATE
4461,products,4681,price,1911.52,2044.31,1661,2025-09-29 06:36:04,UPDATE
4462,products,2471,price,1368.09,1320.63,1262,2025-02-06 21:17:45,UPDATE
4463,products,932,price,2557.84,2643.6,681,2024-11-06 05:54:23,UPDATE
4464,products,3744,price,1422.44,1327.28,1743,2024-11-19 02:37:14,UPDATE
4465,products,4987,price,4087.47,3780.86,2144,2025-04-15 10:11:52,UPDATE
4466,products,3116,price,3145.14,3336.9,1191,2025-04-15 02:14:00,UPDATE
4467,products,3871,price,3351.25,3324.69,2640,2024-07-28 07:06:59,UPDATE
4468,products,5338,price,1118.21,1132.0,1690,2025-01-03 01:15:26,UPDATE
4469,products,2022,price,3901.27,4267.61,717,2025-11-19 01:05:20,UPDATE
4470,products,1316,price,3878.18,4257.7,1006,2025-08-13 03:31:56,UPDATE
4471,products,4991,price,1138.86,1052.12,1413,2024-08-18 19:55:13,UPDATE
4472,employees,996,salary,75005,89238,2335,2025-09-03 15:49:28,UPDATE
4473,products,4922,price,2923.58,2817.41,2800,2025-02-27 23:18:10,UPDATE
4474,products,2056,price,125.72,138.23,1210,2025-07-02 01:53:21,UPDATE
4475,products,360,price,768.82,771.84,54,2024-04-03 22:37:39,UPDATE
4476,employees,1931,salary,38608,44424,225,2025-10-10 01:26:25,UPDATE
4477,products,5158,price,975.18,1045.77,619,2025-11-14 02:14:46,UPDATE
4478,products,3579,price,856.34,837.25,673,2025-01-19 02:09:22,UPDATE
4479,products,28,price,1090.38,1099.78,897,2024-12-09 17:04:22,UPDATE
4480,products,3457,price,1839.39,1982.3,2392,2025-11-24 13:00:54,UPDATE
4481,products,74,price,3511.08,3167.73,1801,2025-10-21 00:03:36,UPDATE
4482,products,1950,price,4413.46,4307.84,2502,2024-06-20 11:10:11,UPDATE
4483,employees,582,salary,61094,64979,740,2025-12-02 13:31:01,UPDATE
4484,employees,680,salary,71404,80771,2642,2024-06-26 06:17:43,UPDATE
4485,products,3284,price,278.48,302.92,2905,2024-10-30 15:02:39,UPDATE
4486,products,4962,price,2107.41,2019.36,1531,2024-02-10 15:26:22,UPDATE
4487,employees,2994,salary,50362,59660,2730,2025-05-01 03:08:49,UPDATE
4488,employees,762,salary,64445,75322,797,2025-07-24 19:08:47,UPDATE
4489,products,5985,price,4710.54,5113.58,1908,2024-06-07 15:59:19,UPDATE
4490,employees,403,salary,67186,79339,738,2025-02-18 08:45:38,UPDATE
4491,products,5052,price,1452.22,1403.29,2792,2024-08-23 00:27:05,UPDATE
4492,employees,1262,salary,43818,47520,2631,2024-09-20 01:11:09,UPDATE
4493,products,3876,price,3102.53,3226.31,778,2024-09-16 01:44:57,UPDATE
4494,products,2520,price,4429.4,4432.66,27,2024-05-05 08:15:54,UPDATE
4495,products,260,price,1555.96,1621.2,1187,2025-12-14 08:06:04,UPDATE
4496,products,2602,price,3240.9,2921.52,782,2025-01-26 01:11:31,UPDATE
4497,products,2302,price,2159.95,2328.48,1392,2024-05-29 01:47:50,UPDATE
4498,products,1691,price,2872.08,3030.38,316,2024-09-14 21:27:17,UPDATE
4499,products,3570,price,1640.38,1646.45,790,2024-02-16 09:45:16,UPDATE
4500,employees,1400,salary,51348,54072,461,2025-08-16 21:41:45,UPDATE
4501,products,2045,price,871.75,923.61,1646,2024-09-24 05:39:43,UPDATE
4502,products,5648,price,4639.89,5041.34,462,2025-07-26 10:11:47,UPDATE
4503,products,5222,price,1100.53,1151.26,824,2024-10-06 11:53:57,UPDATE
4504,employees,2654,salary,62021,72495,938,2024-12-28 19:01:57,UPDATE
4505,products,3198,price,4632.76,4411.67,1522,2024-07-11 04:51:43,UPDATE
4506,products,4570,price,431.15,472.47,2473,2024-03-26 04:27:40,UPDATE
4507,products,2250,price,4020.57,4181.85,1609,2026-02-17 07:31:42,UPDATE
4508,products,2577,price,4902.59,5165.96,229,2025-07-06 11:58:17,UPDATE
4509,employees,326,salary,47445,54260,1678,2024-09-11 19:18:14,UPDATE
4510,products,1234,price,1451.21,1505.76,215,2024-05-21 07:29:37,UPDATE
4511,employees,314,salary,60312,71811,1353,2024-08-07 17:21:58,UPDATE
4512,products,34,price,1775.34,1913.31,470,2024-03-30 16:18:33,UPDATE
4513,products,1911,price,3691.45,3933.92,2669,2024-12-17 04:45:59,UPDATE
4514,employees,458,salary,43375,47003,1901,2024-12-30 04:24:32,UPDATE
4515,employees,790,salary,45046,52727,2602,2024-07-22 23:56:42,UPDATE
4516,products,1806,price,2394.35,2376.4,2916,2024-02-24 10:20:28,UPDATE
4517,products,5591,price,3255.19,3504.86,726,2024-10-20 13:16:23,UPDATE
4518,employees,1239,salary,31915,35259,2458,2024-02-18 10:24:58,UPDATE
4519,products,346,price,4946.97,4998.4,576,2025-04-30 17:15:38,UPDATE
4520,employees,72,salary,31654,37198,988,2024-10-27 22:18:27,UPDATE
4521,employees,1615,salary,39793,42078,2292,2025-02-11 16:17:14,UPDATE
4522,products,127,price,2573.52,2692.0,1813,2025-03-25 18:07:19,UPDATE
4523,products,4251,price,3994.84,3630.85,2828,2025-01-05 16:17:05,UPDATE
4524,products,910,price,2351.3,2519.1,338,2024-05-12 07:47:03,UPDATE
4525,products,4790,price,1615.13,1758.69,2504,2024-01-27 11:28:30,UPDATE
4526,employees,652,salary,59955,63350,2354,2025-06-25 14:30:55,UPDATE
4527,products,1592,price,4785.13,4696.43,2139,2024-05-21 19:00:30,UPDATE
4528,products,4070,price,2554.68,2318.55,2140,2024-08-01 17:02:33,UPDATE
4529,products,5427,price,847.52,777.78,459,2025-01-23 12:34:41,UPDATE
4530,products,2990,price,3395.64,3464.69,2575,2025-01-09 01:45:43,UPDATE
4531,employees,2949,salary,52649,59677,231,2025-06-10 07:19:45,UPDATE
4532,products,2366,price,639.61,671.98,2785,2024-06-23 01:07:54,UPDATE
4533,products,5846,price,1608.93,1671.18,1318,2025-07-03 00:41:28,UPDATE
4534,employees,2403,salary,43233,48361,1147,2024-03-24 08:17:35,UPDATE
4535,employees,2863,salary,32195,36922,2644,2024-08-13 09:05:00,UPDATE
4536,employees,2725,salary,63357,73825,1513,2024-06-21 13:59:55,UPDATE
4537,employees,2752,salary,67387,72405,2778,2024-03-07 19:44:23,UPDATE
4538,products,2484,price,3608.93,3738.88,2731,2024-02-17 14:34:51,UPDATE
4539,products,989,price,213.1,227.72,820,2024-07-05 06:00:10,UPDATE
4540,employees,1811,salary,48190,52765,456,2025-10-12 11:00:05,UPDATE
4541,employees,2724,salary,50956,54852,2435,2025-05-30 01:31:59,UPDATE
4542,products,4314,price,1641.79,1508.12,1658,2024-05-26 07:32:44,UPDATE
4543,products,3908,price,2289.67,2427.03,1396,2025-12-19 02:50:44,UPDATE
4544,products,5259,price,270.87,294.86,1426,2024-09-23 23:13:09,UPDATE
4545,products,2062,price,1417.24,1464.4,824,2026-02-11 09:09:39,UPDATE
4546,products,1118,price,1499.9,1531.25,1591,2025-04-22 15:57:15,UPDATE
4547,employees,2987,salary,58759,64541,1755,2024-01-25 23:49:19,UPDATE
4548,products,506,price,3349.28,3308.94,2084,2024-10-04 09:59:53,UPDATE
4549,employees,1888,salary,32302,35204,2771,2025-08-30 00:43:23,UPDATE
4550,products,4537,price,4819.0,4380.2,2822,2025-01-27 19:21:57,UPDATE
4551,products,1141,price,601.19,620.84,143,2025-07-14 00:53:50,UPDATE
4552,employees,496,salary,78215,88889,844,2025-11-04 12:54:02,UPDATE
4553,employees,572,salary,58065,68058,2337,2024-12-23 12:15:43,UPDATE
4554,employees,1235,salary,37136,40800,546,2024-01-15 10:51:02,UPDATE
4555,products,1726,price,1299.09,1213.47,444,2025-08-31 00:45:48,UPDATE
4556,products,1962,price,4748.62,4780.92,1811,2025-06-06 05:13:14,UPDATE
4557,products,2542,price,3183.25,3000.56,1913,2024-11-13 16:50:15,UPDATE
4558,products,4740,price,408.7,420.09,1729,2024-03-11 02:09:18,UPDATE
4559,products,3922,price,1327.52,1283.38,1328,2024-04-01 10:00:03,UPDATE
4560,products,2522,price,554.1,571.89,2168,2024-09-15 05:29:43,UPDATE
4561,products,2277,price,2876.07,2913.28,2728,2025-12-13 03:03:41,UPDATE
4562,employees,2648,salary,57654,66191,949,2025-04-11 15:11:52,UPDATE
4563,employees,1144,salary,73882,82338,1953,2024-11-16 20:10:43,UPDATE
4564,products,3785,price,3361.89,3269.59,893,2025-09-06 14:26:15,UPDATE
4565,products,2768,price,1414.98,1295.77,360,2025-02-17 19:51:24,UPDATE
4566,products,3867,price,1360.69,1337.07,2537,2025-11-26 09:26:29,UPDATE
4567,products,4443,price,1345.29,1472.02,1155,2025-07-17 11:07:41,UPDATE
4568,products,1360,price,3153.61,2990.89,279,2025-08-15 18:23:10,UPDATE
4569,products,5044,price,1313.49,1224.78,2995,2024-06-06 10:37:04,UPDATE
4570,products,3795,price,4215.33,4611.77,477,2025-03-07 12:54:33,UPDATE
4571,products,3742,price,4781.75,5248.23,2749,2024-03-30 01:39:41,UPDATE
4572,products,1465,price,2380.58,2516.1,639,2024-06-20 14:02:34,UPDATE
4573,employees,1588,salary,37399,42118,155,2024-11-28 08:24:45,UPDATE
4574,products,2742,price,2025.37,2146.52,396,2024-12-12 00:54:55,UPDATE
4575,employees,485,salary,34043,36435,1373,2026-01-16 04:37:12,UPDATE
4576,products,3560,price,2410.01,2495.73,1657,2025-02-03 00:42:04,UPDATE
4577,products,941,price,1822.58,1902.35,275,2024-04-03 04:49:25,UPDATE
4578,products,2967,price,4817.36,4622.55,1113,2024-09-16 01:58:48,UPDATE
4579,employees,1162,salary,34128,39528,1476,2025-05-10 04:04:20,UPDATE
4580,employees,153,salary,67602,79106,1986,2026-02-12 09:06:51,UPDATE
4581,products,2096,price,1755.15,1871.77,2759,2024-01-30 20:20:58,UPDATE
4582,products,2587,price,1265.88,1225.22,466,2025-09-15 07:53:58,UPDATE
4583,products,4269,price,4017.24,4090.09,254,2025-01-16 07:43:54,UPDATE
4584,products,3091,price,771.14,719.47,1379,2025-05-02 14:26:28,UPDATE
4585,products,3079,price,3561.91,3430.89,2099,2025-07-22 04:00:00,UPDATE
4586,employees,1466,salary,67589,79233,1065,2024-08-21 20:37:40,UPDATE
4587,products,2102,price,4689.31,4834.85,1946,2025-07-20 10:24:29,UPDATE
4588,products,1796,price,592.36,602.5,1799,2025-02-03 07:11:48,UPDATE
4589,products,580,price,1952.65,1817.6,2090,2026-01-25 14:52:50,UPDATE
4590,products,1695,price,2270.74,2169.13,2228,2025-10-16 19:45:25,UPDATE
4591,products,610,price,3782.71,4089.44,2504,2024-05-18 10:49:49,UPDATE
4592,products,3587,price,2020.92,2034.05,1630,2025-03-21 11:00:17,UPDATE
4593,products,2526,price,2647.9,2722.57,705,2024-01-07 01:43:47,UPDATE
4594,products,4685,price,3213.99,3283.61,1126,2025-07-07 01:00:33,UPDATE
4595,employees,2154,salary,63063,69267,1295,2024-01-18 14:25:18,UPDATE
4596,products,1463,price,3121.92,3394.19,901,2024-07-01 01:39:44,UPDATE
4597,products,2276,price,2494.45,2286.27,2347,2025-08-29 12:58:11,UPDATE
4598,products,5485,price,4269.63,3866.62,1611,2024-12-10 04:41:32,UPDATE
4599,products,4583,price,4396.8,4033.74,549,2025-10-03 07:53:46,UPDATE
4600,products,1678,price,491.62,452.35,1965,2024-03-15 20:01:21,UPDATE
4601,products,2313,price,2582.78,2375.17,683,2025-09-20 05:48:37,UPDATE
4602,products,1317,price,2410.81,2365.16,1687,2025-12-16 20:03:41,UPDATE
4603,products,4580,price,4378.24,4618.73,1117,2025-08-02 02:29:40,UPDATE
4604,employees,2345,salary,32145,34724,2162,2024-09-18 22:05:10,UPDATE
4605,products,1765,price,1546.26,1464.47,368,2024-12-18 03:02:55,UPDATE
4606,products,4383,price,1329.61,1385.43,1569,2025-02-08 05:34:16,UPDATE
4607,products,5326,price,1761.24,1700.92,1583,2025-12-22 01:02:44,UPDATE
4608,products,889,price,907.26,825.49,1633,2025-06-01 23:50:56,UPDATE
4609,products,2375,price,743.32,707.61,347,2025-12-04 20:01:57,UPDATE
4610,products,4945,price,4952.73,5005.1,74,2024-12-12 21:53:51,UPDATE
4611,products,1299,price,3129.64,3183.55,929,2024-08-29 02:00:16,UPDATE
4612,employees,1637,salary,55581,58553,325,2024-12-24 17:55:06,UPDATE
4613,products,1939,price,1659.45,1517.5,2733,2024-03-03 08:40:53,UPDATE
4614,products,2987,price,1491.51,1404.84,679,2024-08-28 16:23:19,UPDATE
4615,products,5455,price,2677.2,2533.45,2786,2024-08-07 10:39:08,UPDATE
4616,products,5697,price,2960.02,3204.1,770,2025-07-06 20:07:51,UPDATE
4617,products,1939,price,1335.1,1382.44,1238,2024-11-16 20:03:28,UPDATE
4618,products,2867,price,227.57,206.21,2245,2025-03-11 12:28:29,UPDATE
4619,products,167,price,4341.71,4186.23,954,2024-05-02 02:57:48,UPDATE
4620,products,620,price,4839.26,5032.84,1759,2024-12-08 09:45:25,UPDATE
4621,employees,1008,salary,44842,52942,79,2024-12-06 11:28:11,UPDATE
4622,products,3074,price,4188.59,4089.84,830,2025-07-17 01:49:20,UPDATE
4623,products,2045,price,796.91,833.16,1809,2025-01-20 15:42:26,UPDATE
4624,employees,319,salary,39792,42010,381,2025-07-26 03:29:41,UPDATE
4625,products,2465,price,387.54,395.94,1674,2025-02-26 09:00:31,UPDATE
4626,products,4344,price,4827.61,4947.68,2059,2024-04-14 09:17:56,UPDATE
4627,products,5583,price,1183.3,1192.73,1430,2024-11-06 12:36:00,UPDATE
4628,employees,2326,salary,60871,66400,185,2024-02-25 14:35:50,UPDATE
4629,products,1973,price,2740.68,2801.63,1346,2024-02-27 10:58:56,UPDATE
4630,products,2156,price,3358.06,3232.63,2579,2025-12-12 02:55:58,UPDATE
4631,products,1118,price,2660.67,2827.56,1650,2026-02-08 21:19:26,UPDATE
4632,employees,2378,salary,69404,79857,1062,2025-03-15 19:25:01,UPDATE
4633,products,5273,price,3960.74,4041.33,596,2025-03-23 17:27:09,UPDATE
4634,products,4085,price,4146.98,4146.17,1983,2025-06-11 12:06:37,UPDATE
4635,employees,2007,salary,45072,49305,493,2025-02-21 13:44:21,UPDATE
4636,products,1065,price,4798.14,5229.44,2827,2025-12-16 11:57:52,UPDATE
4637,products,5213,price,2104.53,2047.78,1504,2025-11-19 03:00:03,UPDATE
