pay_slip_id,employee_id,salary_month,salary_year,basic_salary,hra,other_allowances,pf,professional_tax,income_tax,gross_salary,net_salary,payment_date
5571,406,March,2025,853.03,426.52,639.77,102.36,200,0.0,2132.58,1830.22,2025-03-31
5572,406,April,2025,853.03,426.52,639.77,102.36,200,0.0,2132.58,1830.22,2025-04-30
5573,406,May,2025,853.03,426.52,639.77,102.36,200,0.0,2132.58,1830.22,2025-05-31
5574,406,June,2025,853.03,426.52,639.77,102.36,200,0.0,2132.58,1830.22,2025-06-30
5575,406,July,2025,853.03,426.52,639.77,102.36,200,0.0,2132.58,1830.22,2025-07-31
5576,406,August,2025,853.03,426.52,639.77,102.36,200,0.0,2132.58,1830.22,2025-08-31
5577,406,September,2025,853.03,426.52,639.77,102.36,200,0.0,2132.58,1830.22,2025-09-30
5578,406,October,2025,853.03,426.52,639.77,102.36,200,0.0,2132.58,1830.22,2025-10-31
5579,406,November,2025,853.03,426.52,639.77,102.36,200,0.0,2132.58,1830.22,2025-11-30
5580,406,December,2025,853.03,426.52,639.77,102.36,200,0.0,2132.58,1830.22,2025-12-31
5581,407,January,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-01-31
5582,407,February,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-02-29
5583,407,March,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-03-31
5584,407,April,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-04-30
5585,407,May,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-05-31
5586,407,June,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-06-30
5587,407,July,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-07-31
5588,407,August,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-08-31
5589,407,September,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-09-30
5590,407,October,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-10-31
5591,407,November,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-11-30
5592,407,December,2024,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2024-12-31
5593,407,January,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-01-31
5594,407,February,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-02-28
5595,407,March,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-03-31
5596,407,April,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-04-30
5597,407,May,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-05-31
5598,407,June,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-06-30
5599,407,July,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-07-31
5600,407,August,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-08-31
5601,407,September,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-09-30
5602,407,October,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-10-31
5603,407,November,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-11-30
5604,407,December,2025,554.17,277.08,415.62,66.5,200,0.0,1385.42,1118.92,2025-12-31
5605,408,October,2025,3815.53,1907.77,2861.65,457.86,200,0.0,9538.83,8880.97,2025-10-31
5606,408,November,2025,3815.53,1907.77,2861.65,457.86,200,0.0,9538.83,8880.97,2025-11-30
5607,408,December,2025,3815.53,1907.77,2861.65,457.86,200,0.0,9538.83,8880.97,2025-12-31
5608,409,March,2025,6512.17,3256.08,4884.12,781.46,200,0.0,16280.42,15298.96,2025-03-31
5609,409,April,2025,6512.17,3256.08,4884.12,781.46,200,0.0,16280.42,15298.96,2025-04-30
5610,409,May,2025,6512.17,3256.08,4884.12,781.46,200,0.0,16280.42,15298.96,2025-05-31
5611,409,June,2025,6512.17,3256.08,4884.12,781.46,200,0.0,16280.42,15298.96,2025-06-30
5612,409,July,2025,6512.17,3256.08,4884.12,781.46,200,0.0,16280.42,15298.96,2025-07-31
5613,409,August,2025,6512.17,3256.08,4884.12,781.46,200,0.0,16280.42,15298.96,2025-08-31
5614,409,September,2025,6512.17,3256.08,4884.12,781.46,200,0.0,16280.42,15298.96,2025-09-30
5615,409,October,2025,6512.17,3256.08,4884.12,781.46,200,0.0,16280.42,15298.96,2025-10-31
5616,409,November,2025,6512.17,3256.08,4884.12,781.46,200,0.0,16280.42,15298.96,2025-11-30
5617,409,December,2025,6512.17,3256.08,4884.12,781.46,200,0.0,16280.42,15298.96,2025-12-31
5618,410,June,2025,1861.87,930.93,1396.4,223.42,200,0.0,4654.67,4231.24,2025-06-30
5619,410,July,2025,1861.87,930.93,1396.4,223.42,200,0.0,4654.67,4231.24,2025-07-31
5620,410,August,2025,1861.87,930.93,1396.4,223.42,200,0.0,4654.67,4231.24,2025-08-31
5621,410,September,2025,1861.87,930.93,1396.4,223.42,200,0.0,4654.67,4231.24,2025-09-30
5622,410,October,2025,1861.87,930.93,1396.4,223.42,200,0.0,4654.67,4231.24,2025-10-31
5623,410,November,2025,1861.87,930.93,1396.4,223.42,200,0.0,4654.67,4231.24,2025-11-30
5624,410,December,2025,1861.87,930.93,1396.4,223.42,200,0.0,4654.67,4231.24,2025-12-31
5625,411,January,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-01-31
5626,411,February,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-02-28
5627,411,March,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-03-31
5628,411,April,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-04-30
5629,411,May,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-05-31
5630,411,June,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-06-30
5631,411,July,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-07-31
5632,411,August,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-08-31
5633,411,September,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-09-30
5634,411,October,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-10-31
5635,411,November,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-11-30
5636,411,December,2025,2340.87,1170.43,1755.65,280.9,200,0.0,5852.17,5371.26,2025-12-31
5637,412,October,2025,6081.0,3040.5,4560.75,729.72,200,0.0,15202.5,14272.78,2025-10-31
5638,412,November,2025,6081.0,3040.5,4560.75,729.72,200,0.0,15202.5,14272.78,2025-11-30
5639,412,December,2025,6081.0,3040.5,4560.75,729.72,200,0.0,15202.5,14272.78,2025-12-31
5640,413,November,2024,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2024-11-30
5641,413,December,2024,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2024-12-31
5642,413,January,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-01-31
5643,413,February,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-02-28
5644,413,March,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-03-31
5645,413,April,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-04-30
5646,413,May,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-05-31
5647,413,June,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-06-30
5648,413,July,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-07-31
5649,413,August,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-08-31
5650,413,September,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-09-30
5651,413,October,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-10-31
5652,413,November,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-11-30
5653,413,December,2025,2413.03,1206.52,1809.77,289.56,200,0.0,6032.58,5543.02,2025-12-31
5654,414,August,2025,1204.8,602.4,903.6,144.58,200,0.0,3012.0,2667.42,2025-08-31
5655,414,September,2025,1204.8,602.4,903.6,144.58,200,0.0,3012.0,2667.42,2025-09-30
5656,414,October,2025,1204.8,602.4,903.6,144.58,200,0.0,3012.0,2667.42,2025-10-31
5657,414,November,2025,1204.8,602.4,903.6,144.58,200,0.0,3012.0,2667.42,2025-11-30
5658,414,December,2025,1204.8,602.4,903.6,144.58,200,0.0,3012.0,2667.42,2025-12-31
5659,415,September,2025,4336.97,2168.48,3252.72,520.44,200,0.0,10842.42,10121.98,2025-09-30
5660,415,October,2025,4336.97,2168.48,3252.72,520.44,200,0.0,10842.42,10121.98,2025-10-31
5661,415,November,2025,4336.97,2168.48,3252.72,520.44,200,0.0,10842.42,10121.98,2025-11-30
5662,415,December,2025,4336.97,2168.48,3252.72,520.44,200,0.0,10842.42,10121.98,2025-12-31
5663,416,April,2025,1878.6,939.3,1408.95,225.43,200,0.0,4696.5,4271.07,2025-04-30
5664,416,May,2025,1878.6,939.3,1408.95,225.43,200,0.0,4696.5,4271.07,2025-05-31
5665,416,June,2025,1878.6,939.3,1408.95,225.43,200,0.0,4696.5,4271.07,2025-06-30
5666,416,July,2025,1878.6,939.3,1408.95,225.43,200,0.0,4696.5,4271.07,2025-07-31
5667,416,August,2025,1878.6,939.3,1408.95,225.43,200,0.0,4696.5,4271.07,2025-08-31
5668,416,September,2025,1878.6,939.3,1408.95,225.43,200,0.0,4696.5,4271.07,2025-09-30
5669,416,October,2025,1878.6,939.3,1408.95,225.43,200,0.0,4696.5,4271.07,2025-10-31
5670,416,November,2025,1878.6,939.3,1408.95,225.43,200,0.0,4696.5,4271.07,2025-11-30
5671,416,December,2025,1878.6,939.3,1408.95,225.43,200,0.0,4696.5,4271.07,2025-12-31
5672,417,March,2025,1810.73,905.37,1358.05,217.29,200,0.0,4526.83,4109.55,2025-03-31
5673,417,April,2025,1810.73,905.37,1358.05,217.29,200,0.0,4526.83,4109.55,2025-04-30
5674,417,May,2025,1810.73,905.37,1358.05,217.29,200,0.0,4526.83,4109.55,2025-05-31
5675,417,June,2025,1810.73,905.37,1358.05,217.29,200,0.0,4526.83,4109.55,2025-06-30
5676,417,July,2025,1810.73,905.37,1358.05,217.29,200,0.0,4526.83,4109.55,2025-07-31
5677,417,August,2025,1810.73,905.37,1358.05,217.29,200,0.0,4526.83,4109.55,2025-08-31
5678,417,September,2025,1810.73,905.37,1358.05,217.29,200,0.0,4526.83,4109.55,2025-09-30
5679,417,October,2025,1810.73,905.37,1358.05,217.29,200,0.0,4526.83,4109.55,2025-10-31
5680,417,November,2025,1810.73,905.37,1358.05,217.29,200,0.0,4526.83,4109.55,2025-11-30
5681,417,December,2025,1810.73,905.37,1358.05,217.29,200,0.0,4526.83,4109.55,2025-12-31
5682,418,August,2025,7219.97,3609.98,5414.98,866.4,200,0.0,18049.92,16983.52,2025-08-31
5683,418,September,2025,7219.97,3609.98,5414.98,866.4,200,0.0,18049.92,16983.52,2025-09-30
5684,418,October,2025,7219.97,3609.98,5414.98,866.4,200,0.0,18049.92,16983.52,2025-10-31
5685,418,November,2025,7219.97,3609.98,5414.98,866.4,200,0.0,18049.92,16983.52,2025-11-30
5686,418,December,2025,7219.97,3609.98,5414.98,866.4,200,0.0,18049.92,16983.52,2025-12-31
5687,419,September,2025,2175.93,1087.97,1631.95,261.11,200,0.0,5439.83,4978.72,2025-09-30
5688,419,October,2025,2175.93,1087.97,1631.95,261.11,200,0.0,5439.83,4978.72,2025-10-31
5689,419,November,2025,2175.93,1087.97,1631.95,261.11,200,0.0,5439.83,4978.72,2025-11-30
5690,419,December,2025,2175.93,1087.97,1631.95,261.11,200,0.0,5439.83,4978.72,2025-12-31
5691,420,November,2025,772.07,386.03,579.05,92.65,200,0.0,1930.17,1637.52,2025-11-30
5692,420,December,2025,772.07,386.03,579.05,92.65,200,0.0,1930.17,1637.52,2025-12-31
5693,421,June,2025,787.23,393.62,590.42,94.47,200,0.0,1968.08,1673.62,2025-06-30
5694,421,July,2025,787.23,393.62,590.42,94.47,200,0.0,1968.08,1673.62,2025-07-31
5695,421,August,2025,787.23,393.62,590.42,94.47,200,0.0,1968.08,1673.62,2025-08-31
5696,421,September,2025,787.23,393.62,590.42,94.47,200,0.0,1968.08,1673.62,2025-09-30
5697,421,October,2025,787.23,393.62,590.42,94.47,200,0.0,1968.08,1673.62,2025-10-31
5698,421,November,2025,787.23,393.62,590.42,94.47,200,0.0,1968.08,1673.62,2025-11-30
5699,421,December,2025,787.23,393.62,590.42,94.47,200,0.0,1968.08,1673.62,2025-12-31
5700,422,January,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-01-31
5701,422,February,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-02-29
5702,422,March,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-03-31
5703,422,April,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-04-30
5704,422,May,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-05-31
5705,422,June,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-06-30
5706,422,July,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-07-31
5707,422,August,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-08-31
5708,422,September,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-09-30
5709,422,October,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-10-31
5710,422,November,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-11-30
5711,422,December,2024,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2024-12-31
5712,422,January,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-01-31
5713,422,February,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-02-28
5714,422,March,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-03-31
5715,422,April,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-04-30
5716,422,May,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-05-31
5717,422,June,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-06-30
5718,422,July,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-07-31
5719,422,August,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-08-31
5720,422,September,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-09-30
5721,422,October,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-10-31
5722,422,November,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-11-30
5723,422,December,2025,1272.6,636.3,954.45,152.71,200,0.0,3181.5,2828.79,2025-12-31
5724,423,January,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-01-31
5725,423,February,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-02-28
5726,423,March,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-03-31
5727,423,April,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-04-30
5728,423,May,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-05-31
5729,423,June,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-06-30
5730,423,July,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-07-31
5731,423,August,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-08-31
5732,423,September,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-09-30
5733,423,October,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-10-31
5734,423,November,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-11-30
5735,423,December,2025,2354.13,1177.07,1765.6,282.5,200,0.0,5885.33,5402.84,2025-12-31
5736,424,February,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-02-29
5737,424,March,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-03-31
5738,424,April,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-04-30
5739,424,May,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-05-31
5740,424,June,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-06-30
5741,424,July,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-07-31
5742,424,August,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-08-31
5743,424,September,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-09-30
5744,424,October,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-10-31
5745,424,November,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-11-30
5746,424,December,2024,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2024-12-31
5747,424,January,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-01-31
5748,424,February,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-02-28
5749,424,March,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-03-31
5750,424,April,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-04-30
5751,424,May,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-05-31
5752,424,June,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-06-30
5753,424,July,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-07-31
5754,424,August,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-08-31
5755,424,September,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-09-30
5756,424,October,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-10-31
5757,424,November,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-11-30
5758,424,December,2025,2421.9,1210.95,1816.42,290.63,200,0.0,6054.75,5564.12,2025-12-31
5759,425,February,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-02-29
5760,425,March,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-03-31
5761,425,April,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-04-30
5762,425,May,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-05-31
5763,425,June,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-06-30
5764,425,July,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-07-31
5765,425,August,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-08-31
5766,425,September,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-09-30
5767,425,October,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-10-31
5768,425,November,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-11-30
5769,425,December,2024,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2024-12-31
5770,425,January,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-01-31
5771,425,February,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-02-28
5772,425,March,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-03-31
5773,425,April,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-04-30
5774,425,May,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-05-31
5775,425,June,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-06-30
5776,425,July,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-07-31
5777,425,August,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-08-31
5778,425,September,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-09-30
5779,425,October,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-10-31
5780,425,November,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-11-30
5781,425,December,2025,701.73,350.87,526.3,84.21,200,0.0,1754.33,1470.13,2025-12-31
5782,426,January,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-01-31
5783,426,February,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-02-29
5784,426,March,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-03-31
5785,426,April,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-04-30
5786,426,May,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-05-31
5787,426,June,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-06-30
5788,426,July,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-07-31
5789,426,August,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-08-31
5790,426,September,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-09-30
5791,426,October,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-10-31
5792,426,November,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-11-30
5793,426,December,2024,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2024-12-31
5794,426,January,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-01-31
5795,426,February,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-02-28
5796,426,March,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-03-31
5797,426,April,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-04-30
5798,426,May,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-05-31
5799,426,June,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-06-30
5800,426,July,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-07-31
5801,426,August,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-08-31
5802,426,September,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-09-30
5803,426,October,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-10-31
5804,426,November,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-11-30
5805,426,December,2025,1866.8,933.4,1400.1,224.02,200,0.0,4667.0,4242.98,2025-12-31
5806,427,January,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-01-31
5807,427,February,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-02-29
5808,427,March,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-03-31
5809,427,April,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-04-30
5810,427,May,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-05-31
5811,427,June,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-06-30
5812,427,July,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-07-31
5813,427,August,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-08-31
5814,427,September,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-09-30
5815,427,October,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-10-31
5816,427,November,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-11-30
5817,427,December,2024,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2024-12-31
5818,427,January,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-01-31
5819,427,February,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-02-28
5820,427,March,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-03-31
5821,427,April,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-04-30
5822,427,May,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-05-31
5823,427,June,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-06-30
5824,427,July,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-07-31
5825,427,August,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-08-31
5826,427,September,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-09-30
5827,427,October,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-10-31
5828,427,November,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-11-30
5829,427,December,2025,1180.17,590.08,885.12,141.62,200,0.0,2950.42,2608.8,2025-12-31
5830,428,January,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-01-31
5831,428,February,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-02-29
5832,428,March,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-03-31
5833,428,April,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-04-30
5834,428,May,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-05-31
5835,428,June,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-06-30
5836,428,July,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-07-31
5837,428,August,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-08-31
5838,428,September,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-09-30
5839,428,October,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-10-31
5840,428,November,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-11-30
5841,428,December,2024,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2024-12-31
5842,428,January,2025,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2025-01-31
5843,428,February,2025,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2025-02-28
5844,428,March,2025,2232.9,1116.45,1674.67,267.95,200,0.0,5582.25,5114.3,2025-03-31
